"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
5.745132291E0;-1.187236309E0;1.497228026E0;-1.050083637E0
5.761798281E0;-9.270457029E-1;3.861580789E-1;-7.548724413E-1
5.778464271E0;-5.484775901E-1;1.066595241E-1;-4.659196734E-1
5.795130260E0;-1.548627019E-1;7.797729969E-1;-1.142495275E-1
5.811796250E0;9.400951862E-2;1.457413793E0;1.344895363E-2
5.828462239E0;1.970737800E-2;1.790708184E0;-1.893506050E-1
5.845128229E0;-3.516701460E-1;1.561809659E0;-6.580666304E-1
5.861794218E0;-7.102645040E-1;6.628602743E-1;-1.196557403E0
5.878460208E0;-7.862977386E-1;-2.910832763E-1;-1.499225378E0
5.895126198E0;-4.673844278E-1;-5.045354962E-1;-1.441301703E0
5.911792187E0;-5.592633970E-3;-1.824264042E-2;-1.260340095E0
5.928458177E0;2.078595608E-1;3.926828206E-1;-1.074185252E0
5.945124166E0;7.470161468E-2;2.625874877E-1;-8.583361506E-1
5.961790156E0;-3.733749092E-1;-3.070622385E-1;-5.415533781E-1
5.978456146E0;-7.334340215E-1;-6.427534223E-1;-2.663159044E-3
5.995122135E0;-5.496760607E-1;-6.635261178E-1;6.050697565E-1
6.011788125E0;1.078579426E-1;-7.203845382E-1;9.833714962E-1
6.028454114E0;7.008103132E-1;-8.744482994E-1;1.317331672E0
6.045120104E0;1.008671522E0;-9.502151608E-1;1.661544919E0
6.061786093E0;1.228115797E0;-1.094158888E0;1.965544581E0
6.078452083E0;1.628921270E0;-1.103613138E0;2.392049551E0
6.095118073E0;2.125733614E0;-7.455514073E-1;2.694850683E0
6.111784062E0;2.300303698E0;1.207742617E-1;2.521479130E0
6.128450052E0;2.335723639E0;1.520131230E0;2.208291531E0
6.145116041E0;2.243977785E0;2.577671766E0;2.094042063E0
6.161782031E0;1.877127647E0;2.600574970E0;2.010285616E0
6.178448021E0;1.208807945E0;1.908153534E0;1.986849904E0
6.195114010E0;4.900212884E-1;1.296292663E0;2.141446352E0
6.211780000E0;2.380864173E-1;3.303648829E-1;2.547711134E0
6.228445989E0;2.697780132E-1;-6.815024018E-1;2.414553165E0
6.245111979E0;8.189214021E-2;-1.328117490E0;1.720800281E0
6.261777968E0;-4.474107325E-1;-1.875263453E0;1.237703204E0
6.278443958E0;-9.145288467E-1;-2.155161619E0;9.695230722E-1
6.295109948E0;-1.191364169E0;-1.944505572E0;7.038729787E-1
6.311775937E0;-1.334109545E0;-1.487906933E0;4.576638937E-1
6.328441927E0;-1.318530083E0;-8.953540921E-1;1.824263930E-1
6.345107916E0;-1.151150465E0;-2.129195631E-1;-8.482161909E-2
6.361773906E0;-9.362335801E-1;3.565970063E-1;-3.418164849E-1
6.378439896E0;-7.568697929E-1;7.394261360E-1;-5.720465779E-1
6.395105885E0;-7.137266397E-1;8.101329803E-1;-7.045387626E-1
6.411771875E0;-8.077361584E-1;7.366297841E-1;-9.608678222E-1
6.428437864E0;-7.382277250E-1;3.853591084E-1;-1.323856354E0
