"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
5.842741667E0;-3.123041003E-1;3.213898695E-1;-7.205003446E-1
5.862900667E0;3.574476019E-3;2.037842363E-1;-4.716527867E-1
5.883059667E0;1.293172406E-1;3.930749792E-1;-3.548283416E-1
5.903218667E0;-3.973751678E-1;2.720329374E-1;-3.235890073E-1
5.923377667E0;-5.757039162E-1;6.223858202E-1;-1.299561220E-1
5.943536667E0;-3.169848695E-1;9.353907824E-2;-3.380854243E-1
5.963695667E0;-2.085324678E-1;4.708645821E-2;3.035698950E-2
5.983854667E0;3.522959125E-1;-8.942731619E-2;1.025145543E-1
6.004013667E0;6.799941237E-1;-4.241669637E-1;2.031123912E-1
6.024172667E0;2.874879324E-1;-4.198739380E-1;1.434029639E-2
6.044331667E0;5.423954715E-1;-2.109903449E-1;-4.849136871E-1
6.064490667E0;-3.107323688E-1;-7.581616759E-2;-1.916044861E-1
6.084649667E0;3.169770123E-1;2.629294074E-1;-1.877307057E-1
6.104808667E0;6.987729684E-2;1.120390838E-1;8.498103493E-1
6.124967667E0;-2.078851079E-1;5.028079212E-2;6.297883952E-1
6.145126667E0;-2.657694000E-1;6.273068368E-2;-2.968876970E-1
6.165284667E0;-1.059646454E0;3.854806155E-1;1.062094098E-1
6.185443667E0;-8.335363057E-1;7.266545391E-1;1.872763771E-1
6.205602667E0;-2.611494418E-1;-2.610717469E-1;2.032901466E-1
6.225761667E0;2.244866688E-1;-4.703289771E-1;-2.026370126E-1
6.245920667E0;-3.381883353E-4;-3.567503214E-1;-4.154095888E-2
6.266079667E0;-1.825872756E-1;4.678181827E-2;1.458120167E-1
6.286238667E0;-1.628610358E-2;-2.659448165E-1;2.091209900E-1
6.306397667E0;1.528269944E-1;-3.979153043E-1;-1.482321793E-1
6.326556667E0;-4.986425109E-2;3.136212587E-1;-5.902647257E-2
6.346715667E0;-2.842385615E-1;5.125762796E-1;-6.368144095E-2
6.366874667E0;-2.886593489E-1;6.305970651E-1;-2.691549379E-1
6.387033667E0;9.836639330E-2;-4.280150163E-1;-9.232747668E-1
6.407192667E0;4.341893837E-1;-9.734503090E-2;3.352191192E-1
6.427351667E0;2.410478473E-1;-9.111710304E-1;2.742402613E-1
6.447510667E0;3.669142440E-1;1.134465086E-1;-7.221311331E-4
6.467669667E0;-4.971212116E-1;5.776522815E-1;-1.234867626E-1
6.487828667E0;-8.449184956E-1;3.109952742E-1;1.227008969E-1
6.507987667E0;-6.144956604E-1;6.273717409E-1;1.968430066E-1
6.528147042E0;-4.269242913E-1;4.918829834E-1;4.850534356E-1
6.548306042E0;-1.250466536E-1;1.362085497E-1;4.157516509E-1
6.568464042E0;2.444792858E-1;-4.373009795E-1;2.484405917E-1
6.588623042E0;7.321795732E-2;-4.444848686E-1;9.480967820E-2
6.608782042E0;1.957853184E-1;1.010966045E-1;-8.839534110E-1
6.628941042E0;2.717205134E-1;-9.283799708E-2;-6.269554192E-1
6.649100042E0;-6.813002454E-1;-4.401286930E-1;-4.476224846E-1
6.669259042E0;-1.952401021E-1;9.036953652E-1;-3.978042072E-1
6.689418042E0;-2.521716452E-1;2.614605868E-1;5.293186122E-1
6.709577042E0;-5.015828564E-1;1.676613075E-1;-7.890788287E-1
6.729736042E0;6.350624375E-1;7.627634346E-2;3.017058027E-1
6.749895042E0;1.292655659E-1;1.581075418E-1;-2.715698379E-1
6.770054042E0;1.192869635E-1;1.102363873E-1;-1.521240860E-1
6.790213042E0;9.580516666E-3;-7.830006480E-3;7.828076899E-2
6.810372042E0;-2.022201244E-1;-1.851000434E-1;-2.378875369E-1
6.830531042E0;-1.255266917E-1;-2.017418039E-1;-4.086630714E-1
6.850690042E0;-1.355081264E-1;4.750125968E-1;6.345164537E-2
6.870849042E0;-3.883025914E-1;4.465799260E-1;3.732856625E-1
6.891007042E0;-2.158486867E-2;-4.435598391E-1;-2.095589465E-1
6.911166042E0;9.824157352E-2;-1.708316678E-1;-6.251141310E-2
6.931325042E0;-3.559617513E-1;3.305132800E-1;4.009546870E-1
6.951484042E0;-2.288201134E-1;2.397253168E-1;4.143717080E-1
6.971643042E0;-1.509054897E-1;1.468393725E-1;1.904385513E-1
6.991802042E0;-8.116671709E-2;5.478607178E-2;-9.007928073E-2
7.011961042E0;-6.084269084E-2;6.628812969E-2;-1.147773349E-1
7.032120042E0;1.433056077E-1;4.250305974E-1;2.791870058E-2
7.052279042E0;3.618250468E-1;6.610978961E-2;-2.451006621E-1
