"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
6.850000045E-5;-1.765279083E0;8.104596405E0;5.068609772E0
1.640050000E-2;-1.771116943E0;8.169710999E0;5.110821991E0
3.273250000E-2;-1.786834259E0;8.244255981E0;5.073549500E0
4.906450000E-2;-1.822759552E0;8.197403412E0;5.093757477E0
6.539750000E-2;-1.800755310E0;8.204738159E0;5.069058838E0
8.173204167E-2;-1.787283325E0;8.218210144E0;5.019661560E0
9.806304167E-2;-1.785786438E0;8.202043762E0;5.003794556E0
1.143950417E-1;-1.797611847E0;8.195607147E0;5.009931793E0
1.307280417E-1;-1.795067139E0;8.272846527E0;5.021607513E0
1.470600417E-1;-1.819765778E0;8.295000458E0;5.025649109E0
1.633920417E-1;-1.777553558E0;8.243657227E0;5.042114868E0
1.797230417E-1;-1.783541107E0;8.224646759E0;5.023703156E0
1.960560417E-1;-1.772464142E0;8.227191467E0;5.038522339E0
2.123880417E-1;-1.806293793E0;8.191266174E0;5.045108643E0
2.287200417E-1;-1.804497528E0;8.177494812E0;5.014272766E0
2.450520417E-1;-1.789079590E0;8.210276642E0;4.999154205E0
2.613850417E-1;-1.791773987E0;8.229736176E0;4.991370392E0
2.777170417E-1;-1.795965271E0;8.185128937E0;4.974605255E0
2.940480417E-1;-1.803000641E0;8.173004150E0;4.988077240E0
3.103800417E-1;-1.891466675E0;8.165819092E0;4.938679962E0
3.267130417E-1;-1.846110992E0;8.182733917E0;4.912035370E0
3.430450417E-1;-1.827399902E0;8.129893799E0;4.897515564E0
3.593770417E-1;-1.735790405E0;8.149503021E0;4.900209961E0
3.757080417E-1;-1.679058380E0;8.279133453E0;4.962630157E0
3.920420417E-1;-1.565145264E0;8.349487152E0;4.946164398E0
4.083730417E-1;-1.476080475E0;8.389154663E0;4.867727509E0
4.247050417E-1;-1.441203003E0;8.409662018E0;4.686005402E0
4.410370417E-1;-1.397942963E0;8.333171082E0;4.605323181E0
4.573700417E-1;-1.433568878E0;8.248447266E0;4.627327423E0
4.737020417E-1;-1.526525574E0;8.202792206E0;4.667743378E0
4.900330417E-1;-1.672322388E0;8.165669403E0;4.747078400E0
5.063650417E-1;-1.846260681E0;8.068371735E0;4.818330231E0
5.226980417E-1;-2.074236603E0;8.069868622E0;4.803361359E0
5.390300417E-1;-2.405946808E0;8.217461700E0;4.809797974E0
5.553620417E-1;-2.563718719E0;8.299491119E0;4.774621124E0
5.716940417E-1;-2.692001953E0;8.385562134E0;4.841232605E0
5.880270417E-1;-2.743494873E0;8.455915833E0;4.793182526E0
6.043580417E-1;-2.794688416E0;8.488098907E0;4.719835052E0
6.206900417E-1;-2.802621918E0;8.478219452E0;4.565056915E0
