"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
2.117233145E2;5.228644251E1;4.841461105E0;-3.035071535E0;7.758842355E0;9.486909485E1;6.438940391E0;3.000000000E0
2.127233106E2;5.228642040E1;4.841507847E0;-3.332779503E0;6.399655706E0;1.068639832E2;6.653991656E0;3.000000000E0
2.137233059E2;5.228641349E1;4.841544987E0;-3.312619555E0;4.946250598E0;1.068639832E2;6.452388873E0;3.000000000E0
2.147233019E2;5.228640847E1;4.841572003E0;-3.065907048E0;3.344872107E0;1.068639832E2;6.199655361E0;3.000000000E0
2.157232975E2;5.228645724E1;4.841593295E0;-3.653204171E0;1.439483630E0;9.175670984E1;6.029977496E0;3.000000000E0
2.167232932E2;5.228646195E1;4.841593491E0;-3.990900845E0;6.942909193E-1;7.201466134E1;6.557403959E0;3.000000000E0
2.177232894E2;5.228646237E1;4.841591597E0;-3.923415090E0;0.000000000E0;6.503890610E1;7.052501198E0;3.000000000E0
2.187232853E2;5.228646237E1;4.841591597E0;-3.923415090E0;0.000000000E0;6.503890610E1;7.784775173E0;3.000000000E0
2.197232810E2;5.228647921E1;4.841653763E0;-3.794419643E0;1.566297053E0;8.013667903E1;8.284157486E0;3.000000000E0
2.207232765E2;5.228648371E1;4.841671597E0;-3.249697396E0;0.000000000E0;7.969450189E1;8.960080396E0;3.000000000E0
2.217232722E2;5.228648371E1;4.841671597E0;-3.249697396E0;0.000000000E0;7.969450189E1;9.918405980E0;3.000000000E0
2.227232682E2;5.228651663E1;4.841884878E0;-1.598733323E0;4.814154207E0;7.562715464E1;1.333402609E1;3.000000000E0
2.237232641E2;5.228654708E1;4.841996450E0;-1.778408132E0;6.029669458E0;7.015201646E1;1.290727732E1;3.000000000E0
2.247232597E2;5.228657911E1;4.842090303E0;-1.959685188E0;6.460434150E0;6.463328552E1;1.232037232E1;3.000000000E0
2.257232554E2;5.228659808E1;4.842217946E0;-1.963899551E0;7.367294498E0;6.463328552E1;1.194082070E1;3.000000000E0
2.267232519E2;5.228659885E1;4.842333891E0;-8.488157745E-1;7.764195270E0;6.661680603E1;1.136769239E1;3.000000000E0
2.277232469E2;5.228676656E1;4.842329834E0;-1.626473303E0;8.100139124E0;1.120418167E1;1.074102559E1;3.000000000E0
2.287232432E2;5.228685036E1;4.842378728E0;-7.598112896E-2;8.578588347E0;1.072874641E1;1.009806322E1;3.000000000E0
2.297232389E2;5.228695311E1;4.842405924E0;6.009454234E-1;9.539644399E0;1.132553864E1;1.329905982E1;3.408169916E0
2.307232344E2;5.228705981E1;4.842415411E0;9.846215034E-1;1.037880265E1;1.029708958E1;1.467842416E1;4.336248950E0
2.317232307E2;5.228716415E1;4.842436155E0;7.953756396E-1;1.085880711E1;9.696241379E0;1.369045182E1;4.547215958E0
2.327232254E2;5.228727511E1;4.842458964E0;2.832348324E0;1.140371453E1;9.696241379E0;1.101356130E1;3.206356344E0
2.337232219E2;5.228738267E1;4.842490347E0;2.610617762E0;1.170440023E1;9.696241379E0;1.059612029E1;3.328222451E0
2.347232182E2;5.228748880E1;4.842522696E0;1.259100206E0;1.184409744E1;9.836009026E0;1.155141273E1;3.314943392E0
2.357232128E2;5.228760608E1;4.842557524E0;1.601128538E0;1.224061806E1;9.756167412E0;1.075416318E1;3.000000000E0
2.367232091E2;5.228770881E1;4.842579937E0;3.174141991E0;1.200414681E1;9.756167412E0;9.519546235E0;3.000000000E0
2.377232043E2;5.228780104E1;4.842627940E0;1.984668551E0;1.147130971E1;9.756167412E0;8.079448108E0;3.000000000E0
2.387232002E2;5.228789840E1;4.842630050E0;4.296752634E-1;1.115448662E1;1.027802277E1;8.453494220E0;3.000000000E0
2.397231958E2;5.228798446E1;4.842681190E0;1.108106763E0;1.037495650E1;9.802501678E0;6.285905479E0;3.000000000E0
2.407231913E2;5.228806796E1;4.842686252E0;7.307800753E-1;9.471684826E0;7.385656357E0;6.590435390E0;3.000000000E0
2.417231877E2;5.228813843E1;4.842731902E0;-1.582949731E0;8.420103809E0;6.848567963E0;6.844101127E0;3.000000000E0
2.427231830E2;5.228820582E1;4.842738887E0;-3.151326820E0;7.163270752E0;6.848567963E0;7.078759568E0;3.000000000E0
2.437231784E2;5.228826321E1;4.842763620E0;-2.298515761E0;6.470685331E0;5.699987411E0;7.437090983E0;3.000000000E0
2.447231742E2;5.228830399E1;4.842782512E0;-2.334198618E0;5.156115448E0;5.699987411E0;7.672793251E0;3.000000000E0
2.457231702E2;5.228832548E1;4.842768265E0;-1.470834057E0;3.401213344E0;5.997809887E0;7.608790410E0;3.000000000E0
2.467231662E2;5.228834553E1;4.842756022E0;-1.153964473E0;2.323719582E0;5.997809887E0;7.025295366E0;3.000000000E0
2.477231619E2;5.228836699E1;4.842731075E0;-1.394054490E0;1.778472039E0;5.997809887E0;6.701530934E0;3.000000000E0
2.487231572E2;5.228836176E1;4.842754679E0;-2.172812212E0;8.146181771E-1;5.997809887E0;6.281605268E0;3.000000000E0
2.497231534E2;5.228836079E1;4.842754513E0;-1.920924697E0;4.159158232E-1;5.997809887E0;6.000966860E0;3.000000000E0
2.507231488E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;7.339667387E0;3.000000000E0
2.517231450E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;8.175962412E0;3.000000000E0
2.527231407E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;8.481129976E0;3.000000000E0
2.537231357E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;8.733258000E0;3.000000000E0
2.547231321E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;9.175099341E0;3.000000000E0
2.557231270E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;9.683329359E0;3.000000000E0
2.567231236E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.016261452E1;3.000000000E0
2.577231191E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.035573192E1;3.000000000E0
2.587231146E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.071930910E1;3.000000000E0
2.597231097E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.107013875E1;3.000000000E0
2.607231066E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.135177602E1;3.000000000E0
2.617231017E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.155295848E1;3.000000000E0
2.627230972E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.190624346E1;3.065599753E0
2.637230935E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.194725778E1;3.102990217E0
2.647230892E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.191243817E1;3.044343577E0
2.657230842E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.188527995E1;3.076252767E0
2.667230806E2;5.228836001E1;4.842754378E0;-1.870582490E0;0.000000000E0;5.997809887E0;1.180453564E1;3.190839933E0
2.677230760E2;5.228839017E1;4.842759546E0;-2.070758899E0;1.186910325E0;5.997809887E0;1.180671117E1;3.320080940E0
2.687230716E2;5.228842198E1;4.842764994E0;-1.633656926E0;2.377239035E0;5.997809887E0;1.206755712E1;3.544798357E0
2.697230678E2;5.228847392E1;4.842750495E0;-8.150419975E-1;3.704009901E0;6.716851711E0;1.218573772E1;3.549545764E0
2.707230626E2;5.228853066E1;4.842785305E0;1.220094366E-1;4.643439675E0;6.716851711E0;1.204901134E1;3.434798038E0
2.717230591E2;5.228859099E1;4.842796925E0;-5.287005473E-2;5.565989960E0;6.792499065E0;1.201743697E1;4.473494841E0
2.727230542E2;5.228865852E1;4.842810673E0;-1.271338128E0;6.405664631E0;7.407896996E0;1.182538273E1;4.255407770E0
2.737230505E2;5.228873538E1;4.842799680E0;-1.217326344E0;7.119197760E0;7.407896996E0;1.227417100E1;4.236237814E0
2.747230464E2;5.228880448E1;4.842825239E0;3.334493190E-2;7.429780811E0;7.738018513E0;1.196825869E1;3.690217391E0
2.757230414E2;5.228887983E1;4.842845113E0;-1.321231050E0;7.919082786E0;7.685372353E0;1.250304557E1;3.442116475E0
2.767230372E2;5.228895936E1;4.842860127E0;-1.380377959E0;8.311827617E0;5.802409172E0;1.121838906E1;3.000000000E0
2.777230334E2;5.228903679E1;4.842884360E0;-1.210662189E0;8.590443199E0;5.802409172E0;1.328847219E1;3.000000000E0
2.787230291E2;5.228913665E1;4.842908792E0;-1.297694589E0;9.371546888E0;5.802409172E0;1.106759699E1;3.000000000E0
2.797230248E2;5.228924049E1;4.842924082E0;1.028121864E0;9.928020630E0;9.047858238E0;1.025845062E1;3.000000000E0
2.807230210E2;5.228932477E1;4.842970813E0;1.589977827E0;9.712892677E0;9.047858238E0;1.313176932E1;3.012140912E0
2.817230151E2;5.228943113E1;4.842988569E0;-7.494939063E-1;1.028464102E1;8.977078438E0;1.209597866E1;3.000000000E0
2.827230121E2;5.228954471E1;4.843011606E0;-2.204783181E0;1.105662874E1;9.257524490E0;1.296621977E1;3.000000000E0
2.837230078E2;5.228965798E1;4.843016031E0;-4.095277292E0;1.143166954E1;9.257524490E0;1.491020737E1;3.000000000E0
2.847230039E2;5.228977642E1;4.843030345E0;-3.276324313E0;1.172622708E1;9.572725296E0;1.523703681E1;3.000000000E0
2.857229992E2;5.228990157E1;4.843034762E0;-4.119849526E0;1.202177611E1;8.736934745E0;1.538068227E1;3.000000000E0
2.867229950E2;5.229002750E1;4.843041146E0;-2.507021415E0;1.225383997E1;8.301525922E0;1.563213041E1;3.089980112E0
2.877229902E2;5.229015163E1;4.843042844E0;-1.670485592E0;1.236941495E1;7.686167528E0;1.504128062E1;3.005067852E0
2.887229855E2;5.229026996E1;4.843068818E0;-1.089460146E0;1.246333199E1;8.355783008E0;1.346494668E1;3.000000000E0
2.897229809E2;5.229037002E1;4.843220330E0;6.817226764E-1;1.235968010E1;1.067843628E1;1.290760176E1;3.000000000E0
2.907229767E2;5.229047185E1;4.843253625E0;-4.183972534E-2;1.209750000E1;1.214016438E1;1.231030810E1;3.000000000E0
2.917229724E2;5.229056903E1;4.843290148E0;4.050366953E-2;1.178299971E1;1.360251999E1;7.950808729E0;3.000000000E0
2.927229685E2;5.229059730E1;4.843327374E0;-1.111028308E0;1.036890350E1;1.360251999E1;6.780502420E0;3.000000000E0
2.937229640E2;5.229068609E1;4.843364706E0;2.300563436E-1;9.955098609E0;1.474534893E1;8.649448663E0;3.000000000E0
2.947229599E2;5.229078911E1;4.843405253E0;8.022450171E-1;1.021762669E1;1.474534893E1;9.063212944E0;3.000000000E0
2.957229555E2;5.229088929E1;4.843436932E0;4.782696273E-1;1.019998073E1;1.474534893E1;8.700565177E0;3.000000000E0
2.967229512E2;5.229097611E1;4.843455363E0;-1.905812151E0;9.418311464E0;1.182636070E1;9.050073831E0;3.000000000E0
2.977229474E2;5.229107958E1;4.843492924E0;-2.604454610E0;9.359107008E0;1.037644291E1;7.178976885E0;3.000000000E0
2.987229427E2;5.229115924E1;4.843538922E0;-1.758869559E0;8.816400612E0;1.037644291E1;6.144093726E0;3.000000000E0
2.997229384E2;5.229123210E1;4.843558490E0;-3.256375035E0;7.674038703E0;1.009749126E1;6.060909972E0;3.000000000E0
3.007229341E2;5.229129396E1;4.843569223E0;-4.397247009E0;6.446958686E0;1.009749126E1;6.543781594E0;3.000000000E0
3.017229307E2;5.229135434E1;4.843579638E0;-4.329272639E0;5.678668617E0;7.641374111E0;5.853907254E0;3.000000000E0
3.027229254E2;5.229141472E1;4.843589764E0;-3.767017256E0;5.449133393E0;7.641374111E0;6.188347863E0;3.000000000E0
3.037229207E2;5.229147435E1;4.843606019E0;-4.037574528E0;5.506797035E0;7.646814346E0;6.102156418E0;3.000000000E0
3.047229170E2;5.229154584E1;4.843640762E0;-3.879656760E0;6.267347767E0;7.646814346E0;6.547381622E0;3.000000000E0
3.057229124E2;5.229159960E1;4.843691533E0;-3.925875411E0;6.767636387E0;4.347744892E1;6.240778604E0;3.000000000E0
3.067229089E2;5.229163050E1;4.843710541E0;-3.755349196E0;6.649635199E0;6.425642787E1;6.476795986E0;3.000000000E0
3.077229040E2;5.229154710E1;4.843909793E0;-1.991475595E0;6.479696496E0;1.004401016E2;5.621271455E0;3.000000000E0
3.087228996E2;5.229153229E1;4.844050189E0;-4.041119645E0;7.278917343E0;9.935351562E1;5.646094321E0;3.000000000E0
3.097228956E2;5.229152030E1;4.844168898E0;-3.037993857E0;7.729219779E0;9.935351562E1;5.911224061E0;3.000000000E0
3.107228914E2;5.229149495E1;4.844299137E0;-2.394199814E0;8.252342486E0;9.923367310E1;4.805747440E0;3.000000000E0
3.117228862E2;5.229147410E1;4.844445916E0;-2.307929194E0;8.911452314E0;9.923367310E1;4.275776060E0;3.000000000E0
3.127228825E2;5.229145215E1;4.844613808E0;-2.948756821E0;9.784779362E0;1.005496902E2;4.266911054E0;3.000000000E0
3.137228792E2;5.229142926E1;4.844784465E0;-2.199402411E0;1.053424887E1;1.005496902E2;4.912075233E0;3.000000000E0
3.147228744E2;5.229140789E1;4.844967044E0;-2.350239708E0;1.129289059E1;1.004477081E2;6.030066745E0;3.000000000E0
3.157228694E2;5.229138458E1;4.845157886E0;-3.607988563E0;1.205006354E1;1.004477081E2;6.144005944E0;3.000000000E0
3.167228653E2;5.229136292E1;4.845362701E0;-2.398600913E0;1.262840822E1;9.997023010E1;6.352682469E0;3.000000000E0
3.177228613E2;5.229133839E1;4.845558939E0;-2.524777737E0;1.301968907E1;9.997023010E1;6.906020150E0;3.000000000E0
3.187228571E2;5.229131615E1;4.845773210E0;-2.766048416E0;1.356439887E1;1.003445511E2;7.350446277E0;3.000000000E0
3.197228521E2;5.229129274E1;4.845974610E0;-2.754218687E0;1.376291006E1;1.003445511E2;7.704775508E0;3.000000000E0
3.207228485E2;5.229127858E1;4.846178561E0;-3.091078013E0;1.397661720E1;9.990187836E1;8.266334306E0;3.000000000E0
3.217228441E2;5.229125310E1;4.846391359E0;-2.789979917E0;1.424151500E1;1.002026978E2;9.076353586E0;3.000000000E0
3.227228394E2;5.229123511E1;4.846605567E0;-2.856432574E0;1.449481313E1;1.002026978E2;9.476152824E0;3.000000000E0
3.237228354E2;5.229121871E1;4.846828812E0;-2.198670434E0;1.467919439E1;1.000738220E2;9.542160391E0;3.000000000E0
3.247228311E2;5.229119991E1;4.847050875E0;-2.662968656E0;1.485864815E1;1.000738220E2;9.177842669E0;3.000000000E0
3.257228264E2;5.229118494E1;4.847271740E0;-2.378002996E0;1.491918948E1;1.000738220E2;9.177894651E0;3.000000000E0
3.267228221E2;5.229116685E1;4.847493144E0;-2.787239487E0;1.501476760E1;1.000738220E2;9.242503134E0;3.000000000E0
3.277228180E2;5.229114941E1;4.847715136E0;-2.538756317E0;1.505819800E1;1.000738220E2;9.297563481E0;3.000000000E0
3.287228140E2;5.229110541E1;4.847942517E0;-3.214885219E0;1.526662767E1;1.000738220E2;5.895387595E0;3.000000000E0
3.297228099E2;5.229108719E1;4.848162430E0;-3.001206298E0;1.526331336E1;1.000738220E2;5.853922987E0;3.000000000E0
3.307228050E2;5.229106536E1;4.848380604E0;-3.139775179E0;1.521069566E1;1.001101990E2;5.854490248E0;3.000000000E0
3.317228003E2;5.229104562E1;4.848608209E0;-2.764673458E0;1.519187101E1;1.001101990E2;6.053938259E0;3.000000000E0
3.327227967E2;5.229101242E1;4.848821528E0;-3.243418203E0;1.516874529E1;1.000657120E2;6.167229083E0;3.000000000E0
3.337227925E2;5.229098849E1;4.849041414E0;-3.597273357E0;1.513711801E1;1.000657120E2;6.223147507E0;3.000000000E0
3.347227873E2;5.229096345E1;4.849271442E0;-3.449797293E0;1.513622961E1;1.000657120E2;6.032725238E0;3.000000000E0
3.357227833E2;5.229093816E1;4.849503810E0;-3.420954487E0;1.492266615E1;1.000657120E2;5.987229901E0;3.000000000E0
3.367227794E2;5.229091359E1;4.849727581E0;-3.072339032E0;1.459765611E1;1.001867447E2;5.897786643E0;3.000000000E0
3.377227745E2;5.229089633E1;4.849937681E0;-3.666226690E0;1.425819691E1;1.001867447E2;6.924841433E0;3.000000000E0
3.387227702E2;5.229088042E1;4.850142737E0;-3.234821380E0;1.386486612E1;1.001867447E2;6.081542042E0;3.000000000E0
3.397227657E2;5.229084564E1;4.850339102E0;-3.336795594E0;1.345773551E1;9.810488129E1;5.389063010E0;3.000000000E0
3.407227619E2;5.229083233E1;4.850530176E0;-3.702872641E0;1.302356175E1;9.654003143E1;5.145625942E0;3.000000000E0
3.417227582E2;5.229082145E1;4.850713725E0;-4.188884194E0;1.244138840E1;9.562696838E1;5.804224387E0;3.000000000E0
3.427227539E2;5.229081371E1;4.850887886E0;-4.665649128E0;1.156872477E1;9.266453552E1;5.280116535E0;3.000000000E0
3.437227503E2;5.229080808E1;4.851046946E0;-4.939900473E0;1.079312463E1;9.227430725E1;5.663003029E0;3.000000000E0
3.447227453E2;5.229080845E1;4.851212142E0;-5.400113241E0;1.055984738E1;9.179240417E1;5.948379139E0;3.000000000E0
3.457227399E2;5.229080228E1;4.851360739E0;-5.471772330E0;1.017289310E1;9.200717926E1;6.459150047E0;3.000000000E0
3.467227365E2;5.229079977E1;4.851503469E0;-5.516291370E0;1.003086192E1;9.133913422E1;6.801828607E0;3.000000000E0
3.477227325E2;5.229079640E1;4.851657942E0;-5.414077768E0;1.044967175E1;9.133913422E1;6.921480821E0;3.000000000E0
3.487227278E2;5.229080825E1;4.851792932E0;-5.397780754E0;1.058218761E1;9.095871735E1;6.869834957E0;3.000000000E0
3.497227237E2;5.229079440E1;4.851964458E0;-5.171425750E0;1.115363837E1;9.095871735E1;6.824188501E0;3.000000000E0
3.507227187E2;5.229079217E1;4.852131240E0;-4.726164753E0;1.135309313E1;9.160078430E1;6.755194825E0;3.000000000E0
3.517227147E2;5.229078493E1;4.852322249E0;-4.703175946E0;1.165549320E1;9.152666473E1;5.304236150E0;3.000000000E0
3.527227108E2;5.229078635E1;4.852520765E0;-4.499402210E0;1.202427649E1;9.177710724E1;6.371812404E0;3.000000000E0
3.537227067E2;5.229078603E1;4.852722071E0;-4.744491664E0;1.228702773E1;9.153707886E1;6.214652887E0;3.000000000E0
3.547227018E2;5.229078430E1;4.852912734E0;-4.474602467E0;1.229949919E1;9.153707886E1;5.234570798E0;3.000000000E0
3.557226973E2;5.229078622E1;4.853094519E0;-3.972983218E0;1.197423778E1;9.147160339E1;5.295180434E0;3.000000000E0
3.567226933E2;5.229076849E1;4.853270030E0;-3.521453657E0;1.161070776E1;9.147160339E1;4.803807060E0;3.000000000E0
3.577226890E2;5.229076560E1;4.853424891E0;-3.479572479E0;1.084101880E1;9.147160339E1;4.834294324E0;3.000000000E0
3.587226849E2;5.229076301E1;4.853569492E0;-3.410152130E0;9.814736047E0;9.145540619E1;4.981199031E0;3.000000000E0
3.597226804E2;5.229076178E1;4.853702082E0;-2.785208880E0;8.785554752E0;9.145540619E1;5.234783294E0;3.000000000E0
3.607226760E2;5.229076118E1;4.853811179E0;-2.390817562E0;7.591842867E0;9.145540619E1;5.541643803E0;3.000000000E0
3.617226723E2;5.229076202E1;4.853897037E0;-2.765013885E0;6.374469075E0;9.145540619E1;5.724037466E0;3.000000000E0
3.627226671E2;5.229076132E1;4.853980156E0;-2.436061249E0;5.368256337E0;9.127022552E1;5.879432659E0;3.000000000E0
3.637226624E2;5.229076082E1;4.854049209E0;-2.488543180E0;4.474928971E0;9.127022552E1;5.833645636E0;3.000000000E0
3.647226585E2;5.229076124E1;4.854111336E0;-2.242810892E0;3.621427335E0;9.127022552E1;5.935773370E0;3.000000000E0
3.657226546E2;5.229076145E1;4.854160396E0;-2.810630168E0;3.567404516E0;9.142256927E1;5.946280410E0;3.000000000E0
3.667226505E2;5.229076332E1;4.854220157E0;-3.094349425E0;4.190713782E0;9.167173767E1;5.866393886E0;3.000000000E0
3.677226456E2;5.229076518E1;4.854288506E0;-3.044780512E0;4.711174964E0;9.167173767E1;5.849504885E0;3.000000000E0
3.687226415E2;5.229074640E1;4.854357124E0;-2.664201811E0;4.937480205E0;1.083081315E2;6.051894184E0;3.000000000E0
3.697226375E2;5.229073216E1;4.854422971E0;-2.787207562E0;4.621097866E0;1.106231339E2;6.225288702E0;3.000000000E0
3.707226540E2;5.229071820E1;4.854484082E0;-2.800493490E0;4.235245380E0;1.057448710E2;6.285354976E0;3.000000000E0
3.717226288E2;5.229071057E1;4.854545896E0;-2.965881178E0;4.050543021E0;8.680853348E1;6.278596234E0;3.000000000E0
3.727226245E2;5.229072476E1;4.854601819E0;-3.533862684E0;3.946158329E0;6.518983677E1;6.347736141E0;3.000000000E0
3.737226200E2;5.229075317E1;4.854646951E0;-3.362413209E0;3.948074169E0;4.378503152E1;6.181874370E0;3.000000000E0
3.747226155E2;5.229078235E1;4.854676743E0;-3.504230642E0;3.809684698E0;2.530419586E1;5.973914628E0;3.000000000E0
3.757226117E2;5.229081747E1;4.854677188E0;-3.854647428E0;4.062449604E0;6.911557559E0;5.909210214E0;3.000000000E0
3.767226079E2;5.229085522E1;4.854732542E0;-4.288489762E0;4.984088012E0;5.498394489E0;5.934384163E0;3.000000000E0
3.777226028E2;5.229090263E1;4.854618151E0;-3.663918026E0;5.900855756E0;3.412906011E2;5.914213752E0;3.000000000E0
3.787225983E2;5.229095770E1;4.854587795E0;-3.056939387E0;6.623469287E0;3.419902698E2;5.975500654E0;3.000000000E0
3.797225939E2;5.229102730E1;4.854583277E0;-2.789749067E0;7.179184069E0;3.574446558E2;6.121390297E0;3.000000000E0
3.807225897E2;5.229109167E1;4.854595065E0;-2.172746305E0;7.050521663E0;5.872518906E0;6.322922497E0;3.000000000E0
3.817225857E2;5.229117346E1;4.854594754E0;-2.437973258E0;6.980985382E0;8.255631924E-1;6.125819984E0;3.000000000E0
3.827225813E2;5.229123382E1;4.854601780E0;-2.401290366E0;6.274150316E0;8.255631924E-1;5.969638341E0;3.000000000E0
3.837225773E2;5.229128436E1;4.854596964E0;-2.352388684E0;5.340532565E0;1.401993275E0;5.883765857E0;3.000000000E0
3.847225733E2;5.229132739E1;4.854572269E0;-2.192516417E0;4.371983162E0;1.401993275E0;5.998981210E0;3.000000000E0
3.857225686E2;5.229136472E1;4.854602018E0;-2.684242949E0;3.448129159E0;1.401993275E0;4.853593838E0;3.000000000E0
3.867225641E2;5.229139174E1;4.854601523E0;-2.705767673E0;2.346697584E0;1.401993275E0;5.043442962E0;3.000000000E0
3.877225596E2;5.229140628E1;4.854598791E0;-3.092291373E0;1.206229478E0;8.967928886E-1;4.915584363E0;3.000000000E0
3.887225554E2;5.229141035E1;4.854597432E0;-3.392885712E0;3.433834475E-1;8.967928886E-1;4.998339927E0;3.000000000E0
3.897225510E2;5.229141442E1;4.854599921E0;-3.342137299E0;7.114191149E-2;8.967928886E-1;5.111213201E0;3.000000000E0
3.907225472E2;5.229141704E1;4.854592486E0;-3.892730389E0;6.187059490E-2;8.967928886E-1;5.137352075E0;3.000000000E0
3.917225424E2;5.229142519E1;4.854586731E0;-3.517900365E0;7.846439057E-2;8.967928886E-1;5.283114839E0;3.000000000E0
3.927225379E2;5.229142980E1;4.854587555E0;-3.454681497E0;1.147927213E-1;8.967928886E-1;5.340933425E0;3.000000000E0
3.937225341E2;5.229143442E1;4.854583889E0;-3.438710480E0;1.774553896E-1;8.967928886E-1;5.303345125E0;3.000000000E0
3.947225299E2;5.229143858E1;4.854585917E0;-3.440561014E0;1.760167839E-1;8.967928886E-1;5.311139373E0;3.000000000E0
3.957225251E2;5.229143817E1;4.854585511E0;-3.439858107E0;0.000000000E0;8.967928886E-1;5.428399138E0;3.000000000E0
3.967225209E2;5.229143817E1;4.854585511E0;-3.439858107E0;0.000000000E0;8.967928886E-1;5.578804304E0;3.000000000E0
3.977225174E2;5.229143817E1;4.854585511E0;-3.439858107E0;0.000000000E0;8.967928886E-1;5.746178252E0;3.000000000E0
3.987225126E2;5.229143817E1;4.854585511E0;-3.439858107E0;0.000000000E0;8.967928886E-1;5.761783214E0;3.000000000E0
3.997225084E2;5.229143817E1;4.854585511E0;-3.439858107E0;0.000000000E0;8.967928886E-1;5.839115670E0;3.000000000E0
4.007225045E2;5.229143817E1;4.854585511E0;-3.439858107E0;0.000000000E0;8.967928886E-1;5.807912756E0;3.000000000E0
4.017224995E2;5.229143817E1;4.854585511E0;-3.439858107E0;0.000000000E0;8.967928886E-1;5.847086083E0;3.000000000E0
4.027224951E2;5.229143817E1;4.854585511E0;-3.439858107E0;0.000000000E0;8.967928886E-1;5.960050586E0;3.000000000E0
4.037224913E2;5.229143817E1;4.854585511E0;-3.439858107E0;0.000000000E0;8.967928886E-1;5.986066957E0;3.000000000E0
4.047224864E2;5.229143817E1;4.854585511E0;-3.439858107E0;0.000000000E0;8.967928886E-1;6.082871564E0;3.000000000E0
4.057224827E2;5.229146127E1;4.854593293E0;-3.438299124E0;7.582520325E-3;8.967928886E-1;6.050447416E0;3.000000000E0
4.067224783E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;5.997060700E0;3.000000000E0
4.077224743E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;7.420721558E0;3.000000000E0
4.087224697E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;7.420721558E0;3.000000000E0
4.097224656E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;8.837268506E0;3.000000000E0
4.107224616E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.020647541E1;3.000000000E0
4.117224562E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.058724345E1;3.000000000E0
4.127224525E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.096813112E1;3.000000000E0
4.137224482E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.174653276E1;3.044644151E0
4.147224442E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.292777626E1;3.245647365E0
4.157224395E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.398348702E1;3.445798050E0
4.167224360E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.500104028E1;3.630187278E0
4.177224303E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.545495010E1;3.632039105E0
4.187224264E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.555036868E1;3.579443847E0
4.197224225E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.592972623E1;3.565365854E0
4.207224181E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.642228973E1;3.600012853E0
4.217224137E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.693570896E1;3.669558259E0
4.227224091E2;5.229146349E1;4.854593349E0;-3.416132550E0;0.000000000E0;8.967928886E-1;1.719929355E1;3.799763999E0
4.237224053E2;5.229151709E1;4.854594718E0;-3.391995973E0;3.017174341E-1;8.967928886E-1;1.721026373E1;3.717699650E0
