"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
4.247224005E2;5.229151589E1;4.854594687E0;-3.298195991E0;0.000000000E0;8.967928886E-1;1.804558942E1;5.093063773E0
4.257223964E2;5.229157730E1;4.854596358E0;-4.992599781E0;2.219146213E0;1.165170431E0;1.822023811E1;4.971488171E0
4.267223920E2;5.229163390E1;4.854598236E0;-5.563059834E0;3.910426491E0;1.165170431E0;1.780533867E1;4.551027252E0
4.277223877E2;5.229170397E1;4.854566862E0;-5.327189129E0;5.407912424E0;2.604803072E0;1.768641588E1;4.758007213E0
4.287223833E2;5.229177478E1;4.854565868E0;-5.261721985E0;6.503839939E0;8.128334799E-1;1.748793707E1;4.480438423E0
4.297223796E2;5.229186269E1;4.854566293E0;-3.218485485E0;7.649126092E0;3.596282301E2;1.625678804E1;4.014099115E0
4.307223753E2;5.229194379E1;4.854570778E0;-3.188707846E0;8.289166411E0;3.594715447E2;1.379208881E1;3.462536744E0
4.317223707E2;5.229203545E1;4.854610382E0;-1.375250475E0;8.956720100E0;9.326980710E-1;1.344668661E1;3.575982573E0
4.327223663E2;5.229212669E1;4.854572122E0;-1.936597485E0;9.391848709E0;2.119115188E-1;1.235740562E1;3.447266807E0
4.337223618E2;5.229222232E1;4.854551437E0;-6.446983237E-1;9.677907233E0;3.585682225E2;1.216547029E1;3.565960972E0
4.347223576E2;5.229230775E1;4.854555633E0;2.264629528E-1;9.410174160E0;6.891146370E-1;1.191569283E1;3.966551986E0
4.357223532E2;5.229238312E1;4.854565886E0;-1.066925377E-2;8.825778252E0;2.840722360E0;1.153437449E1;4.000507897E0
4.367223488E2;5.229245480E1;4.854629577E0;-1.356314770E0;8.265789287E0;1.358922362E0;1.256893495E1;4.582540410E0
4.377223444E2;5.229251795E1;4.854564214E0;-1.876188509E0;7.451394241E0;2.062531422E0;1.223410984E1;4.644930064E0
4.387223409E2;5.229257090E1;4.854564006E0;-1.913569801E0;6.619446335E0;1.044103791E0;1.171435259E1;4.464803042E0
4.397223357E2;5.229261377E1;4.854559571E0;-2.868273620E0;5.849946009E0;3.591435233E2;1.210579935E1;4.552355727E0
4.407223321E2;5.229265339E1;4.854557794E0;-4.092900346E0;5.379486132E0;3.578967879E2;1.231133350E1;4.592667475E0
4.417223272E2;5.229270844E1;4.854644246E0;-3.590205885E0;5.696881734E0;2.477957249E0;1.286783278E1;4.829283750E0
4.427223235E2;5.229278085E1;4.854649356E0;-2.895435312E0;6.403123085E0;2.477957249E0;1.370931784E1;5.332100570E0
4.437223191E2;5.229284280E1;4.854652567E0;-2.965905578E0;6.546975822E0;1.959231377E0;1.348821138E1;5.458871464E0
4.447223151E2;5.229290526E1;4.854649059E0;-1.279864720E0;6.704857136E0;7.297113419E0;1.319047061E1;5.449392193E0
4.457223102E2;5.229297260E1;4.854663087E0;-1.745981778E0;6.857216422E0;6.776628017E0;1.278756312E1;5.385715596E0
4.467223059E2;5.229303804E1;4.854675296E0;-1.512531600E0;6.916684428E0;6.146923542E0;1.333881281E1;5.801227051E0
4.477223016E2;5.229309171E1;4.854684722E0;-2.326506258E0;6.600972296E0;6.146923542E0;1.427808609E1;4.756885040E0
4.487222977E2;5.229314332E1;4.854693786E0;-3.339543689E0;6.170247835E0;6.146923542E0;1.422238737E1;4.042447459E0
4.497222930E2;5.229317237E1;4.854820930E0;-3.705849037E0;6.042219137E0;1.920594406E1;1.387612649E1;3.633310946E0
4.507222888E2;5.229325074E1;4.854729571E0;-4.431607095E0;5.925381228E0;1.471513944E1;1.388593096E1;3.290215721E0
4.517222843E2;5.229330578E1;4.854737118E0;-4.512454780E0;5.909412356E0;7.535129084E0;1.408159840E1;3.000000000E0
4.527222800E2;5.229336559E1;4.854711095E0;-3.217141309E0;6.053293388E0;3.577214235E2;1.308067587E1;3.000000000E0
4.537222763E2;5.229343295E1;4.854670952E0;-2.187932168E0;6.635059159E0;3.501801493E2;1.301612766E1;3.000000000E0
4.547222716E2;5.229350979E1;4.854633173E0;-1.551094770E0;7.794332000E0;3.491431282E2;1.165235496E1;3.000000000E0
4.557222670E2;5.229358339E1;4.854673402E0;-1.333992562E0;8.147742305E0;3.593238831E2;1.092580244E1;3.000000000E0
4.567222635E2;5.229366024E1;4.854673492E0;-2.376629250E0;8.599890430E0;1.463628650E0;1.114856889E1;3.000000000E0
4.577222587E2;5.229374617E1;4.854678189E0;-2.589969482E0;9.082370431E0;2.292053461E0;1.241072276E1;3.000000000E0
4.587222544E2;5.229383598E1;4.854684051E0;-1.284096275E0;9.420033065E0;2.292053461E0;1.088691132E1;3.000000000E0
4.597222501E2;5.229392510E1;4.854684439E0;-6.582489992E-1;9.636362686E0;3.526270390E0;1.067265376E1;3.000000000E0
4.607222461E2;5.229401098E1;4.854692445E0;-1.428356891E0;9.570569447E0;1.360620022E0;1.233458358E1;3.000000000E0
4.617222422E2;5.229410290E1;4.854692620E0;-2.533097542E0;9.685520607E0;3.577319641E2;1.508795296E1;3.000000000E0
4.627222370E2;5.229419826E1;4.854671419E0;-1.881480145E0;9.937625773E0;3.513560791E2;1.554140183E1;3.000000000E0
4.637222326E2;5.229429563E1;4.854704621E0;-4.561464526E-1;1.017213763E1;1.124980092E0;1.608193415E1;3.000000000E0
4.647222284E2;5.229439760E1;4.854707886E0;-1.081408669E0;1.041384271E1;1.124980092E0;1.666123484E1;3.000000000E0
4.657222250E2;5.229451088E1;4.854711512E0;-2.832136032E0;1.096529115E1;1.016072392E0;1.666123482E1;3.000000000E0
4.667222205E2;5.229462103E1;4.854715212E0;-3.508171521E0;1.114839484E1;1.031628847E0;1.612895971E1;3.000000000E0
4.677222154E2;5.229471802E1;4.854718086E0;-7.537676790E0;1.077188160E1;1.519724369E0;1.714730811E1;3.338585942E0
4.687222115E2;5.229482702E1;4.854722819E0;-8.164894977E0;1.082525343E1;1.532073975E0;1.739133143E1;3.808981296E0
4.697222071E2;5.229492122E1;4.854726928E0;-6.604133367E0;1.054085089E1;1.532073975E0;1.313124665E1;3.000000000E0
4.707222028E2;5.229502214E1;4.854730855E0;-5.666454008E0;1.043420779E1;9.816017747E-1;1.488112151E1;3.000000000E0
4.717221986E2;5.229513264E1;4.854736032E0;-2.123040793E0;1.074704072E1;1.381968021E0;1.662415905E1;3.000000000E0
4.727221942E2;5.229523482E1;4.854740053E0;-3.779981591E0;1.073606810E1;1.381968021E0;1.929515048E1;3.270555250E0
4.737221897E2;5.229533139E1;4.854743852E0;-5.216783364E0;1.066435250E1;1.381968021E0;1.876809007E1;3.186804409E0
4.747221855E2;5.229542914E1;4.854747698E0;-5.636990441E0;1.066667122E1;1.381968021E0;1.430557246E1;3.000000000E0
4.757221816E2;5.229554847E1;4.854752393E0;-5.603635398E0;1.122759835E1;1.381968021E0;1.378567188E1;3.000000000E0
4.767221768E2;5.229565963E1;4.854756767E0;-6.586454077E0;1.145861392E1;1.381968021E0;8.845442551E0;3.000000000E0
4.777221724E2;5.229577992E1;4.854761584E0;-4.294997681E0;1.185986805E1;1.197805285E0;6.347417457E0;3.000000000E0
4.787221687E2;5.229589133E1;4.854766638E0;-4.687394432E0;1.185449334E1;1.671103477E0;6.385980566E0;3.000000000E0
4.797221639E2;5.229600274E1;4.854771940E0;-4.904886154E0;1.171349515E1;1.671103477E0;6.332904319E0;3.000000000E0
4.807221602E2;5.229611519E1;4.854777290E0;-4.377417442E0;1.168458196E1;1.671103477E0;6.405124473E0;3.000000000E0
4.817221552E2;5.229622446E1;4.854781382E0;-3.119883361E0;1.170799072E1;1.445213795E0;6.597089130E0;3.000000000E0
4.827221509E2;5.229632550E1;4.854785540E0;-3.184933590E0;1.143457611E1;1.445213795E0;6.934445887E0;3.000000000E0
4.837221467E2;5.229643212E1;4.854789927E0;-4.196717521E0;1.120839984E1;1.445213795E0;7.041392122E0;3.000000000E0
4.847221434E2;5.229652853E1;4.854805625E0;-4.166175745E0;1.090384909E1;1.562265873E0;5.727969383E0;3.000000000E0
4.857221379E2;5.229663229E1;4.854805605E0;-3.895564256E0;1.097940255E1;1.593198419E0;5.909992323E0;3.000000000E0
4.867221342E2;5.229673818E1;4.854811049E0;-3.797843925E0;1.104436457E1;1.593198419E0;6.513815075E0;3.000000000E0
4.877221302E2;5.229683211E1;4.854812703E0;-3.266076272E0;1.097569467E1;1.091732860E0;6.098868047E0;3.000000000E0
4.887221253E2;5.229693063E1;4.854815475E0;-3.396554669E0;1.130058792E1;1.091732860E0;6.214116405E0;3.000000000E0
4.897221217E2;5.229703916E1;4.854801184E0;-2.659606433E0;1.156737570E1;1.260412812E0;6.493948996E0;3.000000000E0
4.907221168E2;5.229714364E1;4.854804476E0;-3.527901732E0;1.157738459E1;3.301325798E0;6.509161044E0;3.000000000E0
4.917221123E2;5.229724926E1;4.854810449E0;-3.692343623E0;1.164488710E1;3.195874214E0;6.454013643E0;3.000000000E0
4.927221087E2;5.229735419E1;4.854818668E0;-3.573772494E0;1.162010247E1;5.221500874E0;6.270460998E0;3.000000000E0
4.937221040E2;5.229745643E1;4.854831217E0;-3.323477164E0;1.148486574E1;6.914463997E0;6.078329242E0;3.000000000E0
4.947220994E2;5.229755646E1;4.854886635E0;-4.382718471E0;1.149800852E1;1.109710503E1;6.047533577E0;3.000000000E0
4.957220951E2;5.229766154E1;4.854921842E0;-3.971627425E0;1.134417077E1;1.235172844E1;6.230742111E0;3.000000000E0
4.967220907E2;5.229774960E1;4.854953292E0;-2.521466110E0;1.047555262E1;1.235172844E1;6.198616590E0;3.000000000E0
4.977220863E2;5.229783953E1;4.854986491E0;-3.094891954E0;9.713294073E0;1.315779018E1;5.917774199E0;3.000000000E0
4.987220823E2;5.229791446E1;4.855014459E0;-2.983595129E0;8.743819755E0;1.282181549E1;5.620520643E0;3.000000000E0
4.997220787E2;5.229797961E1;4.855037631E0;-1.814608901E0;7.831874823E0;1.193302631E1;5.380066944E0;3.000000000E0
5.007220737E2;5.229803512E1;4.855056766E0;-1.754068406E0;6.556751758E0;1.193302631E1;5.218311663E0;3.000000000E0
5.017220699E2;5.229808160E1;4.855052485E0;-2.155400512E0;5.140359961E0;1.193302631E1;5.226255767E0;3.000000000E0
5.027220646E2;5.229811912E1;4.855071731E0;-1.716849120E0;4.018216226E0;1.150833797E1;5.225958800E0;3.000000000E0
5.037220610E2;5.229814827E1;4.855077296E0;-1.937076462E0;2.944789196E0;1.150833797E1;5.153234732E0;3.000000000E0
5.047220563E2;5.229816192E1;4.855078419E0;-2.145725199E0;1.795399096E0;1.150833797E1;5.059645959E0;3.000000000E0
5.057220525E2;5.229816585E1;4.855080772E0;-2.623908079E0;6.725504277E-1;1.150833797E1;5.060051390E0;3.000000000E0
5.067220477E2;5.229816864E1;4.855088283E0;-2.915952665E0;1.936575062E-1;1.150833797E1;5.012717908E0;3.000000000E0
5.077220440E2;5.229817069E1;4.855089889E0;-3.353242307E0;1.499074021E-1;1.150833797E1;5.019225727E0;3.000000000E0
5.087220391E2;5.229817253E1;4.855089077E0;-3.378588178E0;1.183082980E-1;1.150833797E1;5.112141237E0;3.000000000E0
5.097220356E2;5.229817360E1;4.855086542E0;-3.319595498E0;7.535351328E-2;1.150833797E1;5.205674968E0;3.000000000E0
5.107220312E2;5.229817717E1;4.855086767E0;-3.362088325E0;7.027451976E-2;1.150833797E1;5.296478802E0;3.000000000E0
5.117220260E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;5.374397597E0;3.000000000E0
5.127220218E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;5.438649384E0;3.000000000E0
5.137220176E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;5.488816770E0;3.000000000E0
5.147220132E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;4.546772482E0;3.000000000E0
5.157220098E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;4.336598704E0;3.000000000E0
5.167220048E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;4.128256397E0;3.000000000E0
5.177220002E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;3.996751201E0;3.000000000E0
5.187219962E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;3.913071572E0;3.000000000E0
5.197219919E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;3.852978716E0;3.000000000E0
5.207219876E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;3.795203250E0;3.000000000E0
5.217219837E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;3.762597448E0;3.000000000E0
5.227219795E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;3.828142784E0;3.000000000E0
5.237219751E2;5.229817672E1;4.855086654E0;-3.405711743E0;0.000000000E0;1.150833797E1;3.751790363E0;3.000000000E0
5.247219701E2;5.229818242E1;4.855106220E0;-2.574137658E0;8.806944564E-3;1.150833797E1;3.664200845E0;3.000000000E0
5.257219669E2;5.229818193E1;4.855106055E0;-2.554924374E0;1.496737787E-2;1.150833797E1;3.642546575E0;3.000000000E0
5.267219619E2;5.229818117E1;4.855105805E0;-2.538040603E0;2.375658138E-2;1.150833797E1;3.609763238E0;3.000000000E0
5.277219578E2;5.229818049E1;4.855105578E0;-2.534436379E0;5.842851652E-2;1.150833797E1;3.625491696E0;3.000000000E0
5.287219530E2;5.229819127E1;4.855109156E0;-2.507903808E0;1.083317542E0;1.150833797E1;3.586661408E0;3.000000000E0
5.297219492E2;5.229821732E1;4.855117808E0;-2.426689493E0;2.392015168E0;1.150833797E1;3.717599782E0;3.000000000E0
5.307219449E2;5.229825542E1;4.855129120E0;-2.275060236E0;3.681284030E0;9.170982361E0;3.715923228E0;3.000000000E0
5.317219408E2;5.229830315E1;4.855141685E0;-2.043340169E0;4.846746821E0;9.170982361E0;3.678084658E0;3.000000000E0
5.327219365E2;5.229836545E1;4.855147218E0;-1.994088900E0;5.824036397E0;0.000000000E0;3.706825475E0;3.000000000E0
5.337219316E2;5.229842987E1;4.855142192E0;-1.856659126E0;6.654616660E0;3.551156006E2;3.751618292E0;3.000000000E0
5.347219273E2;5.229849046E1;4.855128878E0;-1.352088383E0;7.157350091E0;3.525875549E2;3.802263444E0;3.000000000E0
5.357219236E2;5.229855954E1;4.855109140E0;-1.141224013E0;7.672415792E0;3.505193481E2;3.874342440E0;3.000000000E0
5.367219189E2;5.229862942E1;4.855062827E0;-9.790898152E-1;8.186334397E0;3.558256531E2;3.962990293E0;3.000000000E0
5.377219149E2;5.229870947E1;4.855046612E0;-1.998247281E-1;8.598817461E0;3.525093679E2;4.037143202E0;3.000000000E0
5.387219108E2;5.229879083E1;4.855026109E0;4.912311314E-1;8.376399605E0;3.527071651E2;4.038280891E0;3.000000000E0
5.397219065E2;5.229887011E1;4.855012492E0;6.309058378E-1;8.015773300E0;3.539960945E2;4.054381459E0;3.000000000E0
5.407219015E2;5.229894407E1;4.854998819E0;-1.580787180E-1;7.617576360E0;3.549560008E2;4.068561157E0;3.000000000E0
5.417218980E2;5.229901103E1;4.854991786E0;-1.612053029E-1;7.140016161E0;3.557902022E2;4.044575083E0;3.000000000E0
5.427218939E2;5.229906745E1;4.854983742E0;-9.257515650E-1;6.079480638E0;3.562049338E2;4.103284663E0;3.000000000E0
5.437218891E2;5.229911530E1;4.854978964E0;-5.317084203E-1;5.434289216E0;3.567105306E2;6.256120535E0;3.000000000E0
5.447218841E2;5.229914512E1;4.854992061E0;-1.186818337E0;4.147459532E0;1.337810533E0;7.592307748E0;3.000000000E0
5.457218806E2;5.229917369E1;4.854986478E0;-7.817862211E-1;2.937342806E0;1.958230755E0;8.403778797E0;3.000000000E0
5.467218765E2;5.229918739E1;4.854987347E0;-9.439046700E-1;2.074101710E0;6.411453792E0;8.973656800E0;3.000000000E0
5.477218721E2;5.229920135E1;4.854986437E0;-1.726351817E0;1.898892090E0;7.035271395E0;9.267208133E0;3.000000000E0
5.487218676E2;5.229921587E1;4.854983739E0;-2.206702826E0;1.921295719E0;7.120132944E0;1.015275874E1;3.000000000E0
5.497218627E2;5.229921809E1;4.854977941E0;-1.498900210E0;1.261134546E0;1.531225154E1;1.081223815E1;3.000000000E0
5.507218585E2;5.229922528E1;4.854972981E0;-1.400419922E0;1.054943109E0;2.399218252E1;1.155693953E1;3.128133056E0
5.517218543E2;5.229923509E1;4.854958732E0;-8.123587482E-1;7.859806132E-1;1.516625708E1;1.215569647E1;3.255812156E0
5.527218499E2;5.229924696E1;4.854926446E0;-4.757985156E-1;7.429813362E-1;1.271861264E0;1.297721468E1;3.483574829E0
5.537218457E2;5.229925282E1;4.854905077E0;-1.934453258E0;6.277999770E-1;3.461393545E2;1.356283722E1;3.515029019E0
5.547218421E2;5.229925372E1;4.854894411E0;-2.483790942E0;5.577261712E-1;3.391489884E2;1.381347403E1;3.449963426E0
5.557218370E2;5.229925326E1;4.854894583E0;-2.448500587E0;0.000000000E0;3.389331885E2;1.396218539E1;3.344036815E0
5.567218333E2;5.229925326E1;4.854894583E0;-2.448500587E0;0.000000000E0;3.389331885E2;1.421762737E1;3.313159351E0
5.577218288E2;5.229925326E1;4.854894583E0;-2.448500587E0;0.000000000E0;3.389331885E2;1.489534466E1;3.447941939E0
5.587218250E2;5.229925326E1;4.854894583E0;-2.448500587E0;0.000000000E0;3.389331885E2;1.553872882E1;3.563049244E0
5.597218201E2;5.229925326E1;4.854894583E0;-2.448500587E0;0.000000000E0;3.389331885E2;1.572859837E1;3.738121658E0
5.607218162E2;5.229925326E1;4.854894583E0;-2.448500587E0;0.000000000E0;3.389331885E2;1.585799542E1;3.981475924E0
5.617218112E2;5.229925326E1;4.854894583E0;-2.448500587E0;0.000000000E0;3.389331885E2;1.597517982E1;3.760352100E0
5.627218077E2;5.229925326E1;4.854894583E0;-2.448500587E0;0.000000000E0;3.389331885E2;1.593252657E1;4.013032122E0
5.637218026E2;5.229925847E1;4.854915268E0;-2.448500587E0;0.000000000E0;3.389331885E2;5.468867164E0;4.040621360E0
5.647217988E2;5.229925792E1;4.854912990E0;-2.448500587E0;0.000000000E0;3.389331885E2;5.200705549E0;4.160779198E0
5.657217945E2;5.229925751E1;4.854911349E0;-2.448500587E0;0.000000000E0;3.389331885E2;5.031642068E0;4.227561672E0
5.667217896E2;5.229925619E1;4.854907105E0;-2.778326706E0;9.984320724E-1;2.464153288E0;4.833896594E0;4.296519788E0
5.677217863E2;5.229926660E1;4.854909437E0;-1.739077783E0;1.797937173E0;2.635420608E1;4.999942678E0;4.136382597E0
5.687217811E2;5.229931746E1;4.854897586E0;-1.380254809E0;3.139323640E0;2.451990076E1;1.721516363E1;4.170087825E0
5.697217770E2;5.229937753E1;4.854913748E0;-7.455312917E-1;4.268349765E0;2.263118229E1;1.739004687E1;4.137258515E0
5.707217731E2;5.229943569E1;4.854936104E0;-8.859696332E-1;4.950726154E0;1.964788226E1;1.749563233E1;4.114035755E0
5.717217687E2;5.229950687E1;4.854968965E0;-6.637563733E-1;6.015564364E0;1.937755581E1;1.690872961E1;3.840234158E0
5.727217644E2;5.229956776E1;4.854996860E0;-4.218564034E-1;6.414187166E0;1.785643923E1;1.682538366E1;3.682964482E0
5.737217603E2;5.229959830E1;4.855208442E0;-1.118129767E0;7.152260849E0;2.353001785E1;1.679503766E1;3.567638750E0
5.747217556E2;5.229966164E1;4.855259734E0;-9.515940594E-1;7.568933906E0;2.677682304E1;1.506081802E1;3.055003999E0
5.757217513E2;5.229971877E1;4.855284517E0;-9.165432537E-1;8.037063133E0;3.281699371E1;1.420410606E1;3.591066734E0
5.767217467E2;5.229979542E1;4.855351730E0;-9.682288188E-1;8.512222469E0;3.281699371E1;1.553149041E1;3.803419531E0
5.777217426E2;5.229985597E1;4.855444969E0;-1.267006068E0;8.604368172E0;3.304233170E1;1.336505514E1;3.131988453E0
5.787217389E2;5.229992303E1;4.855515921E0;-1.653113245E0;8.530986066E0;3.296471405E1;1.399087358E1;3.205143864E0
5.797217342E2;5.229998699E1;4.855583586E0;-2.149668398E0;8.298091101E0;3.296471405E1;1.206249151E1;3.000000000E0
5.807217305E2;5.230003735E1;4.855636857E0;-3.272549357E0;7.632416588E0;3.296471405E1;1.206249151E1;3.194685530E0
5.817217257E2;5.230008844E1;4.855727120E0;-2.057966868E0;8.039267800E0;3.778117371E1;1.383806441E1;3.562113798E0
5.827217208E2;5.230014167E1;4.855794422E0;-1.769710959E0;8.323824061E0;4.600403247E0;1.277701763E1;3.400736636E0
5.837217171E2;5.230032764E1;4.855511387E0;-9.742819862E-1;9.209572810E0;3.518829041E2;1.261161771E1;3.453763396E0
5.847217124E2;5.230043405E1;4.855506538E0;-1.932581047E0;9.621877913E0;1.501782775E0;1.443790920E1;3.952731032E0
5.857217089E2;5.230053077E1;4.855535034E0;-3.886607629E0;9.767173247E0;8.650285721E0;1.298313381E1;3.500468490E0
5.867217038E2;5.230062165E1;4.855577544E0;-3.224937462E0;9.930885147E0;1.953340530E1;1.158540490E1;3.140392171E0
5.877216997E2;5.230069693E1;4.855648073E0;-3.263922939E0;1.021225457E1;2.469329643E1;1.213429121E1;3.928772682E0
5.887216960E2;5.230073336E1;4.855728998E0;-1.815588651E0;1.045437404E1;3.554503537E2;1.817313385E1;3.546933500E0
5.897216916E2;5.230077936E1;4.855804696E0;-8.115601642E-1;1.010771134E1;4.115213013E1;2.466693975E1;3.572940892E0
5.907216873E2;5.230086096E1;4.855938453E0;-2.310954272E0;9.313305994E0;2.976519966E1;3.119647896E1;3.714661794E0
5.917216825E2;5.230093351E1;4.856006135E0;-3.793691359E0;9.107689676E0;2.976519966E1;3.319545358E1;3.728914937E0
5.927216778E2;5.230101792E1;4.856081782E0;-3.963900585E0;8.989340011E0;2.635839844E1;3.570070907E1;3.211098887E0
5.937216743E2;5.230109227E1;4.856143673E0;-4.105586986E0;9.185711864E0;2.695952415E1;3.759170797E1;3.055585682E0
5.947216698E2;5.230120313E1;4.856229796E0;-4.950212937E0;8.983747538E0;1.931212807E1;3.760551368E1;3.000000000E0
5.957216655E2;5.230125431E1;4.856259049E0;-4.983244738E0;8.084297662E0;1.931212807E1;3.469442521E1;3.000000000E0
5.967216611E2;5.230127143E1;4.856268833E0;-4.938225600E0;6.309061163E0;1.931212807E1;3.381819152E1;3.299466554E0
5.977216572E2;5.230129293E1;4.856281081E0;-5.256433273E0;4.848153057E0;1.914424515E1;3.401499811E1;3.761547424E0
5.987216531E2;5.230131201E1;4.856291886E0;-5.546281356E0;3.720000212E0;1.914424515E1;3.404247089E1;4.050032538E0
5.997216485E2;5.230133567E1;4.856305287E0;-5.192826356E0;3.085598776E0;1.914424515E1;3.453279224E1;4.154321391E0
6.007216439E2;5.230133864E1;4.856306967E0;-4.792064478E0;1.908852993E0;1.914424515E1;3.417932695E1;4.365926623E0
6.017216399E2;5.230142798E1;4.855861739E0;-5.361431829E0;8.561887259E-1;2.356359534E1;1.131224566E1;4.588954662E0
6.027216358E2;5.230142605E1;4.855860310E0;-5.354588666E0;0.000000000E0;2.342971461E1;1.177683948E1;5.023411988E0
6.037216312E2;5.230142014E1;4.855862133E0;-5.264345921E0;0.000000000E0;2.336981585E1;1.252823872E1;5.546066250E0
6.047216263E2;5.230142014E1;4.855862133E0;-5.264345921E0;0.000000000E0;2.336981585E1;1.309607692E1;6.045691900E0
6.057216229E2;5.230142014E1;4.855862133E0;-5.264345921E0;0.000000000E0;2.336981585E1;1.361839821E1;6.499543922E0
6.067216177E2;5.230144601E1;4.855885394E0;-5.931886129E0;1.343885821E0;3.054547335E1;1.399847960E1;6.807245908E0
6.077216146E2;5.230147670E1;4.855916376E0;-5.795243044E0;2.439256495E0;3.142801871E1;1.411656297E1;6.914583321E0
6.087216095E2;5.230151893E1;4.855955280E0;-5.703240985E0;3.663901200E0;2.979661239E1;1.423484020E1;7.028786734E0
6.097216054E2;5.230157839E1;4.855999987E0;-7.206843686E0;4.983417232E0;2.774517895E1;1.426732573E1;7.150314656E0
6.107216003E2;5.230164803E1;4.856052822E0;-3.422710566E0;6.162890450E0;2.822380989E1;1.534544131E1;5.648921297E0
6.117215967E2;5.230171169E1;4.856097088E0;-2.203981548E0;6.806616587E0;2.682660655E1;1.538074437E1;4.714251144E0
6.127215929E2;5.230177990E1;4.856155563E0;-1.624201405E0;7.489570153E0;2.868806403E1;1.533165184E1;4.244735724E0
6.137215884E2;5.230184333E1;4.856239236E0;-1.102240073E0;8.071323875E0;3.495731330E1;1.425197780E1;3.787736808E0
6.147215836E2;5.230190292E1;4.856343017E0;-2.631536676E-1;8.609607429E0;4.103711328E1;1.575609951E1;3.931731362E0
6.157215791E2;5.230195280E1;4.856471113E0;-9.765768154E-1;9.109228075E0;4.838556290E1;1.451292278E1;3.503419818E0
6.167215755E2;5.230198498E1;4.856592697E0;-2.264522552E0;8.941888399E0;5.399351021E1;1.352407588E1;3.332029185E0
6.177215711E2;5.230202587E1;4.856699766E0;-2.015237070E0;8.546352034E0;5.461503263E1;1.361279403E1;3.288531416E0
6.187215660E2;5.230202156E1;4.856839383E0;-8.116434626E-1;7.740880767E0;5.191252518E1;1.361279404E1;3.237018380E0
6.197215630E2;5.230205835E1;4.856916297E0;-1.779125306E0;6.782192767E0;4.643792725E1;1.534040573E1;3.546580803E0
6.207215577E2;5.230210289E1;4.856981981E0;-2.063866913E0;6.343309743E0;3.896591568E1;1.603775554E1;3.551083896E0
6.217215536E2;5.230220266E1;4.856906491E0;-1.487186894E0;6.093904014E0;4.007596647E1;1.631282952E1;3.427724382E0
6.227215490E2;5.230225368E1;4.856933967E0;5.006160000E-1;5.842914511E0;3.694382576E1;1.764953971E1;3.409289691E0
6.237215449E2;5.230230004E1;4.857027227E0;-1.402964769E-1;6.302294094E0;4.705051282E1;1.858546773E1;3.477908759E0
6.247215402E2;5.230231493E1;4.857146352E0;1.392857633E0;6.558372637E0;5.970657031E1;1.920731844E1;3.389400123E0
6.257215369E2;5.230226688E1;4.857284310E0;6.077737538E-1;6.273904152E0;5.722401428E1;1.926874603E1;3.241501407E0
6.267215326E2;5.230227100E1;4.857344844E0;-7.713842858E-1;6.316125569E0;9.646268144E1;2.017007253E1;3.330405322E0
6.277215282E2;5.230221297E1;4.857455546E0;-2.318532447E0;5.870761270E0;1.120439224E2;2.069303304E1;3.290615936E0
6.287215239E2;5.230219037E1;4.857504215E0;-3.023359162E0;4.920313262E0;1.120439224E2;2.006628334E1;3.000000000E0
6.297215189E2;5.230218052E1;4.857542778E0;-3.838819035E0;4.078029810E0;1.120439224E2;1.972372831E1;3.000000000E0
6.307215152E2;5.230217106E1;4.857559026E0;-4.353179094E0;3.202974052E0;1.120439224E2;1.941327552E1;3.000000000E0
6.317215103E2;5.230216170E1;4.857598892E0;-3.888406878E0;3.062055433E0;1.120439224E2;1.991746408E1;3.000000000E0
6.327215061E2;5.230215656E1;4.857649312E0;-4.520275950E0;2.955328473E0;1.118577347E2;2.066744574E1;3.000000000E0
6.337215015E2;5.230215526E1;4.857704473E0;-4.164719938E0;2.895291352E0;1.118577347E2;2.269787038E1;3.000000000E0
6.347214980E2;5.230213758E1;4.857723469E0;-3.159053499E0;2.591810079E0;1.118577347E2;2.331510848E1;3.000000000E0
6.357214935E2;5.230213175E1;4.857747164E0;-2.814272315E0;2.590292906E0;1.118577347E2;2.176790373E1;3.000000000E0
6.367214890E2;5.230212874E1;4.857759428E0;-3.637485784E0;2.588339185E0;1.118577347E2;2.045873048E1;3.000000000E0
