"Time (s)";"X (µT)";"Y (µT)";"Z (µT)"
2.231351100E1;5.249862671E0;-1.204481506E1;3.072119141E1
2.232858700E1;5.258697510E0;-1.177550507E1;3.041040039E1
2.234366300E1;5.122932434E0;-1.203876495E1;3.081771851E1
2.235873900E1;5.153350830E0;-1.182801819E1;3.092086792E1
2.237381400E1;4.952552795E0;-1.214891815E1;3.080529785E1
2.238889000E1;4.953750610E0;-1.188745880E1;3.069146729E1
2.240396600E1;4.939224243E0;-1.184799194E1;3.059002686E1
2.241904200E1;5.365676880E0;-1.205541992E1;3.068756104E1
2.243411800E1;5.156288147E0;-1.210004425E1;3.077410889E1
2.244919400E1;5.309020996E0;-1.219292450E1;3.045172119E1
2.246427000E1;5.188720703E0;-1.216983032E1;3.031832886E1
2.247934500E1;5.523628235E0;-1.187567139E1;3.064859009E1
2.249442100E1;5.643836975E0;-1.185184479E1;3.019140625E1
2.250949700E1;5.436454773E0;-1.194450378E1;3.048580933E1
2.252457300E1;5.551124573E0;-1.170498657E1;3.034271240E1
2.253964900E1;5.298194885E0;-1.153005981E1;3.062002563E1
2.255472500E1;5.611274719E0;-1.169533539E1;3.088555908E1
2.256980000E1;5.293487549E0;-1.171568298E1;3.107418823E1
2.258487600E1;5.494224548E0;-1.173691559E1;3.106549072E1
2.259995200E1;5.557395935E0;-1.151149750E1;3.106280518E1
2.261502800E1;5.246543884E0;-1.144300842E1;3.115618896E1
2.263010400E1;5.537857056E0;-1.114820862E1;3.096801758E1
2.264518000E1;5.406921387E0;-1.134172821E1;3.074267578E1
2.266025500E1;5.738937378E0;-1.134880829E1;3.104269409E1
2.267533100E1;5.571807861E0;-1.155787659E1;3.123519897E1
2.269040700E1;5.410911560E0;-1.098783112E1;3.138870239E1
2.270548300E1;5.508918762E0;-1.071115875E1;3.100936890E1
2.272055900E1;5.652603149E0;-1.074217224E1;3.128884888E1
2.273563500E1;5.556274414E0;-1.101606750E1;3.135784912E1
2.275071100E1;5.525550842E0;-1.093058777E1;3.136288452E1
2.276578600E1;5.110740662E0;-1.090731812E1;3.119494629E1
2.278086200E1;5.420417786E0;-1.062617493E1;3.144439697E1
2.279593800E1;5.362915039E0;-1.054857635E1;3.117520142E1
2.281101400E1;5.435607910E0;-1.044238281E1;3.127243042E1
2.282609000E1;5.599693298E0;-1.051032257E1;3.125970459E1
2.284116600E1;5.627136230E0;-1.049711609E1;3.116751099E1
2.285624100E1;5.634048462E0;-1.037732697E1;3.145278931E1
2.287131700E1;5.874084473E0;-1.053487396E1;3.185363770E1
2.288639300E1;5.404632568E0;-1.025958252E1;3.194644165E1
2.290146900E1;5.495056152E0;-1.038712311E1;3.195910645E1
2.291654500E1;5.442428589E0;-1.046294403E1;3.173803711E1
2.293162100E1;5.371154785E0;-1.047754669E1;3.138998413E1
2.294669700E1;5.324668884E0;-1.045516205E1;3.183898926E1
2.296177200E1;5.469009399E0;-1.056563568E1;3.210675049E1
2.297684800E1;5.226272583E0;-1.058875275E1;3.188821411E1
2.299192400E1;5.076377869E0;-1.043801117E1;3.215902710E1
2.300700000E1;5.006614685E0;-1.028775787E1;3.232290649E1
2.302207600E1;5.159614563E0;-1.023278809E1;3.204199219E1
2.303715200E1;5.242668152E0;-1.038592529E1;3.234802246E1
2.305222800E1;5.259262085E0;-1.028507996E1;3.200708008E1
2.306730300E1;5.393821716E0;-1.022285461E1;3.208499146E1
2.308237900E1;5.668487549E0;-1.022716522E1;3.213552856E1
2.309745450E1;5.215705872E0;-1.012522888E1;3.195895386E1
2.311253050E1;5.222122192E0;-1.016891479E1;3.240704346E1
2.312760650E1;5.344894409E0;-1.009384155E1;3.232489014E1
2.314268250E1;5.255653381E0;-9.911689758E0;3.237503052E1
2.315775750E1;5.261573792E0;-9.844924927E0;3.243957520E1
2.317283350E1;5.296722412E0;-9.743614197E0;3.263766479E1
2.318790950E1;5.124519348E0;-9.554008484E0;3.275503540E1
2.320298550E1;5.142379761E0;-9.697677612E0;3.294476318E1
2.321806150E1;5.057785034E0;-9.318725586E0;3.279501343E1
2.323313750E1;4.966278076E0;-9.280570984E0;3.269525146E1
2.324821350E1;5.145294189E0;-9.516418457E0;3.284454346E1
2.326328850E1;4.896919250E0;-9.623527527E0;3.293380737E1
2.327836450E1;4.963142395E0;-9.765609741E0;3.246575928E1
2.329344050E1;4.632537842E0;-9.713455200E0;3.264657593E1
2.330851650E1;4.907333374E0;-9.876129150E0;3.294125366E1
2.332359250E1;5.096244812E0;-9.593414307E0;3.271649170E1
2.333866850E1;5.020042419E0;-9.741073608E0;3.290231323E1
2.335374350E1;5.013122559E0;-9.267189026E0;3.317840576E1
2.336881950E1;5.130050659E0;-9.302558899E0;3.272473145E1
2.338389550E1;4.808990479E0;-9.614974976E0;3.261978149E1
2.339897150E1;4.988761902E0;-9.504371643E0;3.258590698E1
2.341404750E1;5.145271301E0;-9.669517517E0;3.285687256E1
2.342912350E1;5.059188843E0;-9.647918701E0;3.282669067E1
2.344419950E1;4.807319641E0;-9.675407410E0;3.301504517E1
2.345927450E1;5.171073914E0;-9.903526306E0;3.313360596E1
2.347435050E1;5.155029297E0;-9.719123840E0;3.339080811E1
2.348942650E1;4.870292664E0;-9.695365906E0;3.303378296E1
2.350450250E1;4.929321289E0;-9.579338074E0;3.332846069E1
2.351957850E1;4.617393494E0;-9.312805176E0;3.305718994E1
2.353465450E1;4.971908569E0;-9.608909607E0;3.344061279E1
2.354973050E1;4.935768127E0;-9.572937012E0;3.314862061E1
2.356480550E1;5.033638000E0;-9.468406677E0;3.291644287E1
2.357988150E1;4.853340149E0;-9.404441833E0;3.293060303E1
2.359495750E1;4.883392334E0;-9.427467346E0;3.296908569E1
2.361003350E1;4.915328979E0;-9.364059448E0;3.308480835E1
2.362510950E1;4.733116150E0;-9.666290283E0;3.321508789E1
2.364018550E1;4.665107727E0;-9.731254578E0;3.309521484E1
2.365526050E1;4.726036072E0;-9.303550720E0;3.349856567E1
2.367033650E1;4.819946289E0;-9.563049316E0;3.317590332E1
2.368541250E1;4.665023804E0;-9.417495728E0;3.281637573E1
2.370048850E1;4.845085144E0;-9.494537354E0;3.264389038E1
2.371556450E1;4.872955322E0;-9.431976318E0;3.278189087E1
2.373064050E1;4.808883667E0;-9.290451050E0;3.298867798E1
2.374571650E1;4.891845703E0;-9.704330444E0;3.299392700E1
2.376079150E1;4.922233582E0;-9.578948975E0;3.319110107E1
2.377586750E1;5.019134521E0;-9.728736877E0;3.317715454E1
2.379094350E1;4.663558960E0;-9.916946411E0;3.307351685E1
2.380601950E1;4.617233276E0;-9.610580444E0;3.344284058E1
2.382109550E1;4.669509888E0;-9.525207520E0;3.336111450E1
2.383617150E1;4.626518250E0;-9.840759277E0;3.326467896E1
2.385124750E1;4.527938843E0;-9.709487915E0;3.321466064E1
2.386632250E1;4.553283691E0;-9.816520691E0;3.313183594E1
2.388139850E1;4.860206604E0;-9.850807190E0;3.311441040E1
2.389647450E1;4.692802429E0;-9.625488281E0;3.310360718E1
2.391155050E1;4.739486694E0;-9.669479370E0;3.314465332E1
2.392662650E1;4.881813049E0;-9.928955078E0;3.308334351E1
2.394170250E1;5.019783020E0;-1.007067108E1;3.290127563E1
2.395677750E1;4.725517273E0;-1.005335236E1;3.316848755E1
2.397185350E1;4.666511536E0;-1.004740906E1;3.289291382E1
2.398692950E1;5.073730469E0;-1.036205292E1;3.303326416E1
2.400200550E1;4.945045471E0;-1.013072205E1;3.318899536E1
2.401708150E1;4.861877441E0;-1.033988190E1;3.306896973E1
2.403215750E1;4.919738770E0;-1.032482147E1;3.318923950E1
2.404723350E1;4.949203491E0;-1.040181732E1;3.288275146E1
2.406230850E1;4.716499329E0;-1.042781830E1;3.286883545E1
2.407738450E1;5.013084412E0;-1.061777496E1;3.279946899E1
2.409246463E1;5.276687622E0;-1.039290619E1;3.288629150E1
2.410754063E1;5.012504578E0;-1.042392731E1;3.258099365E1
2.412261662E1;4.937393188E0;-1.052006531E1;3.248181152E1
2.413769263E1;5.060676575E0;-1.045600891E1;3.236694336E1
2.415276863E1;4.772689819E0;-1.053498077E1;3.276318359E1
2.416784363E1;4.892868042E0;-1.044367218E1;3.246710205E1
2.418291963E1;4.702651978E0;-1.050114441E1;3.289132690E1
2.419799562E1;4.563377380E0;-1.060252380E1;3.258215332E1
2.421307163E1;4.684402466E0;-1.056666565E1;3.269354248E1
2.422814763E1;4.758277893E0;-1.046699524E1;3.288119507E1
2.424322362E1;4.423294067E0;-1.030390167E1;3.252130127E1
2.425829963E1;4.754051208E0;-1.041918182E1;3.247933960E1
2.427337463E1;4.964111328E0;-1.046546936E1;3.252285767E1
2.428845063E1;4.945526123E0;-1.032493591E1;3.275503540E1
2.430352662E1;4.810852051E0;-1.023295593E1;3.261712646E1
2.431860263E1;4.785430908E0;-1.081103516E1;3.250329590E1
2.433367863E1;4.671798706E0;-1.069132996E1;3.293560791E1
2.434875462E1;4.831962585E0;-1.060337830E1;3.256130981E1
2.436382963E1;4.642570496E0;-1.061126709E1;3.247488403E1
2.437890562E1;4.751029968E0;-1.083636475E1;3.230075073E1
2.439398163E1;4.763984680E0;-1.099258423E1;3.221984863E1
2.440905763E1;4.909263611E0;-1.094729614E1;3.216992188E1
2.442413362E1;4.788009644E0;-1.062023163E1;3.229104614E1
2.443920963E1;4.700775146E0;-1.067049408E1;3.193850708E1
2.445428563E1;4.869430542E0;-1.075143433E1;3.164694214E1
2.446936063E1;4.904579163E0;-1.079402924E1;3.203994751E1
2.448443662E1;4.650772095E0;-1.074283600E1;3.183679199E1
2.449951263E1;4.635093689E0;-1.058528900E1;3.204013062E1
2.451458863E1;4.771903992E0;-1.070748901E1;3.212420654E1
2.452966462E1;4.579864502E0;-1.041144562E1;3.204306030E1
2.454474063E1;4.534286499E0;-1.048432922E1;3.217712402E1
2.455981663E1;4.556892395E0;-1.081755829E1;3.208016968E1
2.457489163E1;4.810997009E0;-1.074291229E1;3.218038940E1
2.458996763E1;4.898757935E0;-1.044855499E1;3.178903198E1
2.460504362E1;5.079849243E0;-1.066426849E1;3.168090820E1
2.462011963E1;4.744255066E0;-1.056670380E1;3.201193237E1
2.463519563E1;4.766883850E0;-1.064194489E1;3.202966309E1
2.465027162E1;4.951164246E0;-1.072626495E1;3.166629028E1
2.466534763E1;5.108909607E0;-1.059283447E1;3.166604614E1
2.468042263E1;5.079109192E0;-1.009294891E1;3.195272827E1
2.469549863E1;5.027244568E0;-1.034757233E1;3.201745605E1
2.471057462E1;5.120628357E0;-1.052028656E1;3.217050171E1
2.472565063E1;4.986450195E0;-1.058403015E1;3.187771606E1
2.474072663E1;4.793670654E0;-1.054620361E1;3.191326904E1
2.475580262E1;4.832405090E0;-1.060767365E1;3.143792725E1
2.477087763E1;4.861404419E0;-1.049877167E1;3.172177124E1
2.478595362E1;4.781532288E0;-1.049175262E1;3.191354370E1
2.480102963E1;4.838241577E0;-1.080882263E1;3.170004272E1
2.481610563E1;4.678939819E0;-1.037212372E1;3.194827271E1
2.483118162E1;4.825195312E0;-1.031461334E1;3.166946411E1
2.484625763E1;4.775749207E0;-1.046590424E1;3.127056885E1
2.486133363E1;4.860275269E0;-1.034669495E1;3.163507080E1
2.487640863E1;4.943969727E0;-1.026929474E1;3.173889160E1
2.489148462E1;5.125694275E0;-1.030199432E1;3.156918335E1
2.490656063E1;4.997810364E0;-1.035138702E1;3.222283936E1
2.492163663E1;4.917152405E0;-1.024040985E1;3.187017822E1
2.493671262E1;5.000503540E0;-1.038900757E1;3.174655151E1
2.495178863E1;4.903091431E0;-1.008227539E1;3.140295410E1
2.496686362E1;4.956336975E0;-1.031611633E1;3.131512451E1
2.498193963E1;4.986991882E0;-1.011350250E1;3.168496704E1
2.499701563E1;4.838768005E0;-1.015468597E1;3.204415894E1
2.501209162E1;4.882179260E0;-1.018222046E1;3.196557617E1
2.502716763E1;4.942070007E0;-9.851654053E0;3.180493164E1
2.504224363E1;5.353515625E0;-9.842330933E0;3.212783813E1
2.505731962E1;4.992912292E0;-9.703178406E0;3.223925781E1
2.507239463E1;4.957206726E0;-9.699111938E0;3.208850098E1
2.508747062E1;5.187187195E0;-1.004371643E1;3.230709839E1
2.510254237E1;5.210296631E0;-9.771446228E0;3.249801636E1
2.511761838E1;5.165977478E0;-9.828384399E0;3.243994141E1
2.513269438E1;5.105491638E0;-9.954559326E0;3.212817383E1
2.514777037E1;5.124229431E0;-9.870399475E0;3.190090942E1
2.516284638E1;5.181617737E0;-9.972778320E0;3.213516235E1
2.517792138E1;4.887222290E0;-9.991081238E0;3.242266846E1
2.519299738E1;4.915870667E0;-9.891098022E0;3.194067383E1
2.520807337E1;4.992469788E0;-9.745437622E0;3.244723511E1
2.522314938E1;4.947967529E0;-9.707984924E0;3.231036377E1
2.523822538E1;5.014427185E0;-1.004077148E1;3.250228882E1
2.525330137E1;5.265419006E0;-9.816024780E0;3.262591553E1
2.526837738E1;5.298812866E0;-9.809669495E0;3.249111938E1
2.528345237E1;5.097724915E0;-1.001908112E1;3.306237793E1
2.529852838E1;5.167137146E0;-1.001132202E1;3.277667236E1
2.531360438E1;5.066230774E0;-9.635978699E0;3.296301270E1
2.532868037E1;4.934364319E0;-9.734329224E0;3.293572998E1
2.534375638E1;4.890022278E0;-9.508186340E0;3.305130005E1
2.535883238E1;4.822975159E0;-9.587547302E0;3.321923828E1
2.537390837E1;4.982788086E0;-9.967330933E0;3.244674683E1
2.538898337E1;5.148468018E0;-1.007833862E1;3.279205322E1
2.540405938E1;4.830810547E0;-9.949882507E0;3.286761475E1
2.541913538E1;4.815368652E0;-9.780395508E0;3.308718872E1
2.543421137E1;4.821609497E0;-9.546798706E0;3.278463745E1
2.544928738E1;4.867698669E0;-9.401039124E0;3.286996460E1
2.546436338E1;4.588996887E0;-9.738533020E0;3.311746216E1
2.547943937E1;4.794120789E0;-9.896583557E0;3.280389404E1
2.549451438E1;4.780891418E0;-9.618110657E0;3.263363647E1
2.550959037E1;4.942993164E0;-9.731719971E0;3.270138550E1
2.552466638E1;5.040176392E0;-9.347549438E0;3.263433838E1
2.553974238E1;5.041351318E0;-9.465148926E0;3.277185059E1
2.555481837E1;5.000518799E0;-9.651870728E0;3.295751953E1
2.556989438E1;5.155006409E0;-9.432601929E0;3.288638306E1
2.558497038E1;4.869148254E0;-9.558448792E0;3.278363037E1
2.560004538E1;5.168281555E0;-9.514236450E0;3.319671631E1
2.561512137E1;5.037414551E0;-9.490509033E0;3.282144165E1
2.563019738E1;4.970558167E0;-9.408081055E0;3.272598267E1
2.564527338E1;4.982429504E0;-9.313186646E0;3.282156372E1
2.566034937E1;4.970466614E0;-9.859436035E0;3.265261841E1
2.567542538E1;4.952423096E0;-9.616493225E0;3.237930298E1
2.569050138E1;4.975624084E0;-9.764472961E0;3.281765747E1
2.570557638E1;4.924018860E0;-9.750137329E0;3.250207520E1
2.572065238E1;4.993682861E0;-1.006778717E1;3.265823364E1
2.573572837E1;5.148353577E0;-9.782096863E0;3.272830200E1
2.575080438E1;4.924285889E0;-9.628814697E0;3.261129761E1
2.576588038E1;4.889709473E0;-9.678863525E0;3.269335938E1
2.578095637E1;4.992370605E0;-9.674125671E0;3.271044922E1
2.579603238E1;4.868423462E0;-9.719161987E0;3.263076782E1
2.581110738E1;4.901290894E0;-9.630294800E0;3.270626831E1
2.582618338E1;5.053649902E0;-9.564453125E0;3.246145630E1
2.584125937E1;5.117652893E0;-9.691978455E0;3.249884033E1
2.585633538E1;5.250915527E0;-9.448143005E0;3.257199097E1
2.587141138E1;5.056213379E0;-9.606147766E0;3.251461792E1
2.588648737E1;4.978858948E0;-9.993606567E0;3.263430786E1
2.590156338E1;5.106948853E0;-1.001541901E1;3.296786499E1
2.591663837E1;5.012718201E0;-1.019504547E1;3.289685059E1
2.593171438E1;5.250801086E0;-1.005500031E1;3.274444580E1
2.594679038E1;5.223281860E0;-1.013600159E1;3.288113403E1
2.596186637E1;5.350524902E0;-9.812515259E0;3.299108887E1
2.597694238E1;5.407958984E0;-9.993949890E0;3.307058716E1
2.599201838E1;5.201072693E0;-1.019542694E1;3.301052856E1
2.600709437E1;5.072654724E0;-9.972343445E0;3.263446045E1
2.602216937E1;4.973770142E0;-9.979530334E0;3.302706909E1
2.603724538E1;5.292274475E0;-1.001013184E1;3.293472290E1
2.605232138E1;5.269157410E0;-9.980522156E0;3.307604980E1
2.606739737E1;5.208419800E0;-9.860694885E0;3.300424194E1
2.608247338E1;5.377922058E0;-9.839897156E0;3.270175171E1
2.609755362E1;5.387695312E0;-1.004527283E1;3.286431885E1
2.611262963E1;5.553756714E0;-9.847503662E0;3.291372681E1
2.612770462E1;5.275527954E0;-9.946807861E0;3.265490723E1
2.614278063E1;5.476203918E0;-1.009204102E1;3.261624146E1
2.615785663E1;5.435302734E0;-9.893783569E0;3.253033447E1
2.617293262E1;5.365592957E0;-9.898132324E0;3.252862549E1
2.618800863E1;5.230880737E0;-9.985649109E0;3.267242432E1
2.620308462E1;5.196296692E0;-1.022707367E1;3.294061279E1
2.621816063E1;5.325752258E0;-1.038316345E1;3.278131104E1
2.623323562E1;5.258316040E0;-1.026997375E1;3.294290161E1
2.624831163E1;5.250823975E0;-1.027552032E1;3.299179077E1
2.626338763E1;5.276359558E0;-1.019423676E1;3.304147339E1
2.627846362E1;4.991378784E0;-1.023933411E1;3.262554932E1
2.629353963E1;4.967239380E0;-1.037507629E1;3.290582275E1
2.630861563E1;5.221359253E0;-1.031782532E1;3.265826416E1
2.632369162E1;4.921882629E0;-1.043063354E1;3.282852173E1
2.633876663E1;5.323066711E0;-1.036062622E1;3.284893799E1
2.635384262E1;5.320228577E0;-1.055698395E1;3.269125366E1
2.636891863E1;5.149543762E0;-1.066853333E1;3.287243652E1
2.638399463E1;5.238151550E0;-1.039860535E1;3.281164551E1
2.639907063E1;5.128738403E0;-1.032186127E1;3.291372681E1
2.641414663E1;5.144439697E0;-1.034056854E1;3.269863892E1
2.642922262E1;5.217353821E0;-1.027108002E1;3.294201660E1
2.644429763E1;5.096809387E0;-1.015404510E1;3.286669922E1
2.645937362E1;5.244606018E0;-1.043900299E1;3.257800293E1
2.647444963E1;5.332046509E0;-1.055998993E1;3.257266235E1
2.648952563E1;5.225410461E0;-1.081979370E1;3.272540283E1
2.650460162E1;5.360961914E0;-1.067649841E1;3.252621460E1
2.651967763E1;5.264900208E0;-1.065304565E1;3.266442871E1
2.653475363E1;5.207351685E0;-1.058290100E1;3.249993896E1
2.654982863E1;5.256729126E0;-1.058140564E1;3.256808472E1
2.656490463E1;5.352493286E0;-1.029534149E1;3.288619995E1
2.657998062E1;5.714042664E0;-1.052167511E1;3.271398926E1
2.659505663E1;5.328239441E0;-1.033473206E1;3.289544678E1
2.661013263E1;5.556106567E0;-1.039063263E1;3.252905273E1
2.662520863E1;5.552902222E0;-1.045994568E1;3.299856567E1
2.664028463E1;5.294311523E0;-1.042726898E1;3.248880005E1
2.665536062E1;5.091880798E0;-1.014288330E1;3.223992920E1
2.667043563E1;5.300941467E0;-1.038258362E1;3.248577881E1
2.668551162E1;5.331596375E0;-1.025912476E1;3.266906738E1
2.670058763E1;5.353042603E0;-1.034081268E1;3.259921265E1
2.671566363E1;5.210540771E0;-1.011062622E1;3.269476318E1
2.673073962E1;5.011405945E0;-9.976951599E0;3.268957520E1
2.674581563E1;5.404350281E0;-1.015840912E1;3.276651001E1
2.676089062E1;5.329971313E0;-9.806922913E0;3.286730957E1
2.677596663E1;5.542076111E0;-9.756927490E0;3.272744751E1
2.679104263E1;5.507713318E0;-9.970130920E0;3.280664062E1
2.680611862E1;5.660545349E0;-9.901275635E0;3.303128052E1
2.682119463E1;5.707473755E0;-9.897064209E0;3.275433350E1
2.683627062E1;5.841148376E0;-1.030899811E1;3.303454590E1
2.685134663E1;5.645774841E0;-1.017658234E1;3.272863770E1
2.686642263E1;5.831596375E0;-1.016031647E1;3.273114014E1
2.688149763E1;5.690956116E0;-1.012559509E1;3.293313599E1
2.689657363E1;5.796951294E0;-9.914970398E0;3.289413452E1
2.691164962E1;6.106140137E0;-9.700485229E0;3.278768921E1
2.692672563E1;5.970344543E0;-9.978210449E0;3.308013916E1
2.694180163E1;5.978851318E0;-1.011260986E1;3.336831665E1
2.695687762E1;5.943923950E0;-1.029344177E1;3.301229858E1
2.697195363E1;5.903060913E0;-1.014631653E1;3.305886841E1
2.698702862E1;5.749946594E0;-1.030617523E1;3.318612671E1
2.700210463E1;5.763977051E0;-1.042708588E1;3.313613892E1
2.701718063E1;5.676818848E0;-1.004342651E1;3.321282959E1
2.703225662E1;5.835693359E0;-1.005113220E1;3.328924561E1
2.704733263E1;5.812431335E0;-1.004090118E1;3.340063477E1
2.706240862E1;6.027725220E0;-1.003169250E1;3.306076050E1
2.707748463E1;5.880699158E0;-1.015422058E1;3.302618408E1
2.709255592E1;6.010238647E0;-1.015377045E1;3.281481934E1
2.710763192E1;5.943466187E0;-1.002956390E1;3.284811401E1
2.712270792E1;5.848503113E0;-9.837493896E0;3.262353516E1
2.713778392E1;5.759017944E0;-9.805191040E0;3.315161133E1
2.715285992E1;5.704299927E0;-1.011173248E1;3.300805664E1
2.716793592E1;5.995758057E0;-9.846488953E0;3.335821533E1
2.718301192E1;5.633354187E0;-9.846549988E0;3.333926392E1
2.719808692E1;5.684875488E0;-9.732337952E0;3.343701172E1
2.721316292E1;5.417045593E0;-9.900230408E0;3.335202026E1
2.722823892E1;5.433006287E0;-9.854278564E0;3.314785767E1
2.724331492E1;5.284545898E0;-9.401397705E0;3.332965088E1
2.725839092E1;5.361724854E0;-9.628387451E0;3.338348389E1
2.727346692E1;5.520927429E0;-9.618377686E0;3.303314209E1
2.728854292E1;5.745117188E0;-9.511116028E0;3.316305542E1
2.730361792E1;5.491600037E0;-9.294960022E0;3.326110840E1
2.731869392E1;5.380508423E0;-9.605354309E0;3.328308105E1
2.733376992E1;5.771766663E0;-9.610305786E0;3.342990112E1
2.734884592E1;5.441429138E0;-9.618820190E0;3.308694458E1
2.736392192E1;5.668037415E0;-9.539985657E0;3.288354492E1
2.737899792E1;5.719635010E0;-9.459037781E0;3.280694580E1
2.739407392E1;5.590225220E0;-9.703559875E0;3.307064819E1
2.740914892E1;5.381584167E0;-9.600181580E0;3.300564575E1
2.742422492E1;5.507812500E0;-9.623664856E0;3.292868042E1
2.743930092E1;5.729804993E0;-9.617614746E0;3.332852173E1
2.745437692E1;5.746978760E0;-9.763687134E0;3.328164673E1
2.746945292E1;5.769973755E0;-9.708168030E0;3.310363770E1
2.748452892E1;6.116195679E0;-9.393562317E0;3.314752197E1
2.749960492E1;6.117851257E0;-9.259300232E0;3.314505005E1
2.751467992E1;5.807937622E0;-9.408699036E0;3.330465698E1
2.752975592E1;5.966880798E0;-9.402961731E0;3.330670166E1
2.754483192E1;5.934463501E0;-9.470565796E0;3.312145996E1
2.755990792E1;5.787841797E0;-9.572441101E0;3.284484863E1
2.757498392E1;5.672279358E0;-9.476097107E0;3.292831421E1
2.759005992E1;5.894592285E0;-9.541358948E0;3.301138306E1
2.760513592E1;5.746307373E0;-9.483833313E0;3.303869629E1
2.762021092E1;5.835311890E0;-9.106933594E0;3.295373535E1
2.763528692E1;5.654228210E0;-9.207168579E0;3.250946045E1
2.765036292E1;5.723388672E0;-9.337051392E0;3.301376343E1
2.766543892E1;5.903846741E0;-9.350479126E0;3.293667603E1
2.768051492E1;5.761688232E0;-9.424369812E0;3.272250366E1
2.769559092E1;5.717864990E0;-9.463508606E0;3.289608765E1
2.771066692E1;5.711853027E0;-9.630859375E0;3.274697876E1
2.772574192E1;6.098495483E0;-9.491188049E0;3.267385864E1
2.774081792E1;6.062950134E0;-9.443214417E0;3.294494629E1
2.775589392E1;6.091529846E0;-9.207328796E0;3.298315430E1
2.777096992E1;5.944908142E0;-9.320388794E0;3.307254028E1
2.778604592E1;6.176269531E0;-9.326698303E0;3.275003052E1
2.780112192E1;6.127937317E0;-9.251052856E0;3.309994507E1
2.781619792E1;6.172485352E0;-9.386672974E0;3.274786377E1
2.783127392E1;6.294326782E0;-9.590965271E0;3.301440430E1
2.784634892E1;6.080467224E0;-9.419029236E0;3.265313721E1
2.786142492E1;6.094131470E0;-9.368927002E0;3.292822266E1
2.787650092E1;5.863571167E0;-9.402656555E0;3.318032837E1
2.789157692E1;5.720466614E0;-9.257041931E0;3.311627197E1
2.790665292E1;5.933021545E0;-9.446342468E0;3.311807251E1
2.792172892E1;6.258621216E0;-9.159568787E0;3.301397705E1
2.793680492E1;6.004020691E0;-9.099746704E0;3.270401001E1
2.795187992E1;6.130607605E0;-9.292907715E0;3.307278442E1
2.796695592E1;6.009559631E0;-9.044960022E0;3.293475342E1
2.798203192E1;6.145591736E0;-9.228752136E0;3.280932617E1
2.799710792E1;6.186317444E0;-9.458930969E0;3.291027832E1
2.801218392E1;6.036193848E0;-9.555725098E0;3.328903198E1
2.802725992E1;6.024276733E0;-9.277687073E0;3.326300049E1
2.804233592E1;6.169303894E0;-9.167190552E0;3.296298218E1
2.805741092E1;6.100776672E0;-9.262268066E0;3.280953979E1
2.807248692E1;6.504203796E0;-9.501213074E0;3.328509521E1
2.808756292E1;6.229263306E0;-9.729415894E0;3.319985962E1
2.810263950E1;6.070190430E0;-9.255722046E0;3.300723267E1
2.811771550E1;5.813026428E0;-9.439872742E0;3.267037964E1
2.813279150E1;6.025947571E0;-9.428543091E0;3.320281982E1
2.814786750E1;5.853576660E0;-9.201766968E0;3.293002319E1
2.816294250E1;5.779388428E0;-9.267883301E0;3.283477783E1
2.817801850E1;6.063796997E0;-9.284240723E0;3.315270996E1
2.819309450E1;5.953117371E0;-9.472892761E0;3.312121582E1
2.820817050E1;5.950485229E0;-9.216567993E0;3.287887573E1
2.822324650E1;6.001075745E0;-9.223594666E0;3.303225708E1
2.823832250E1;6.062927246E0;-9.094062805E0;3.304473877E1
2.825339850E1;6.113273621E0;-9.216468811E0;3.270986938E1
2.826847450E1;6.043334961E0;-9.178764343E0;3.312475586E1
2.828354950E1;6.168975830E0;-9.170822144E0;3.263821411E1
2.829862550E1;6.128166199E0;-9.145393372E0;3.273498535E1
2.831370150E1;6.074645996E0;-8.970275879E0;3.281518555E1
2.832877750E1;5.872215271E0;-9.370948792E0;3.331539917E1
2.834385350E1;6.035537720E0;-9.383369446E0;3.343688965E1
2.835892950E1;5.823089600E0;-9.186927795E0;3.353433228E1
2.837400550E1;5.694145203E0;-9.313758850E0;3.346728516E1
2.838908050E1;5.842613220E0;-9.563323975E0;3.317358398E1
2.840415650E1;5.768180847E0;-9.629386902E0;3.307998657E1
2.841923250E1;5.379196167E0;-9.479164124E0;3.302606201E1
2.843430850E1;5.511177063E0;-9.573699951E0;3.336322021E1
2.844938450E1;5.671318054E0;-9.453895569E0;3.341873169E1
2.846446050E1;5.890693665E0;-9.265686035E0;3.317230225E1
2.847953650E1;5.814773560E0;-9.315673828E0;3.337005615E1
2.849461250E1;5.856315613E0;-9.384757996E0;3.303756714E1
2.850968750E1;5.695007324E0;-9.342483521E0;3.301275635E1
2.852476350E1;5.714843750E0;-9.244338989E0;3.365084839E1
2.853983950E1;5.769042969E0;-9.262062073E0;3.332867432E1
2.855491550E1;5.629226685E0;-9.477943420E0;3.315808105E1
2.856999150E1;5.789436340E0;-9.221664429E0;3.330990601E1
2.858506750E1;5.766433716E0;-9.481582642E0;3.347204590E1
2.860014350E1;5.766159058E0;-9.247848511E0;3.388012695E1
2.861521950E1;5.816566467E0;-9.328407288E0;3.336798096E1
2.863029450E1;6.003448486E0;-9.484436035E0;3.324737549E1
2.864537050E1;5.857917786E0;-9.023994446E0;3.302413940E1
2.866044650E1;5.981735229E0;-9.427116394E0;3.329278564E1
2.867552250E1;5.802604675E0;-9.346313477E0;3.296459961E1
