"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
3.257692000E0;-3.431118371E-1;-1.367277825E-1;1.992760330E-1
3.272768000E0;-2.263625287E-1;1.131711048E-1;3.283644283E-1
3.287844000E0;-6.435021624E-2;1.769227123E-1;2.448486471E-1
3.302919000E0;1.574821821E-1;2.401129872E-1;1.011995155E-1
3.317995000E0;1.900394788E-1;1.851345420E-1;2.742753446E-2
3.333071000E0;2.315311749E-1;2.874900520E-2;1.666456461E-5
3.348147000E0;1.366239944E-1;1.128483385E-1;-5.943870127E-2
3.363222000E0;9.500336722E-2;2.313146818E-1;-2.588661772E-1
3.378298000E0;5.349149823E-2;2.020692480E-1;-3.391715446E-1
3.393374000E0;1.386499085E-1;3.475818872E-2;-3.944625235E-1
3.408450000E0;1.723121828E-1;6.594080508E-2;-5.065635878E-1
3.423526000E0;4.094907448E-2;2.253739107E-1;-4.944148278E-1
3.438601000E0;2.097410873E-2;1.902011544E-1;-5.055748236E-1
3.453677000E0;-5.235304534E-2;2.025703543E-1;-3.107146078E-1
3.468753000E0;-6.040509984E-2;2.165563095E-1;-3.043794420E-1
3.483829000E0;-1.726171151E-2;1.039523846E-1;-2.951323628E-1
3.498904000E0;-8.397201017E-2;1.111263335E-1;-2.782581756E-1
3.513980000E0;-1.838700816E-2;-6.615130484E-2;-1.323841783E-1
3.529056000E0;7.062281683E-2;-1.402220786E-1;-3.262950987E-2
3.544132000E0;1.823549218E-1;-2.604917032E-1;1.105690938E-1
3.559208000E0;1.411858459E-1;-2.544719946E-1;2.197962517E-1
3.574283000E0;2.794381437E-1;-4.846552402E-1;2.211931515E-1
3.589359000E0;3.267761783E-1;-4.683356613E-1;1.821892995E-1
3.604435000E0;4.005168767E-1;-3.096726340E-1;1.404664922E-1
3.619511000E0;4.508951712E-1;-1.947000021E-1;1.242322826E-1
3.634586000E0;4.780837007E-1;9.231584072E-3;1.258706725E-1
3.649662000E0;4.571668947E-1;1.065333456E-1;9.620190024E-2
3.664738000E0;2.663281015E-1;2.786970091E-1;7.068699002E-2
3.679814000E0;1.491161321E-1;2.788256478E-1;2.824205160E-4
3.694890000E0;-1.487312391E-2;1.761666673E-1;-1.764338851E-1
3.709965000E0;-2.452614605E-2;7.474671185E-2;-1.898473978E-1
3.725041000E0;-8.483403593E-2;-2.555057824E-2;-1.919447941E-1
3.740117000E0;-1.318827796E-1;-9.592941999E-3;-1.742060959E-1
3.755193000E0;-2.177001710E-1;-3.179365039E-2;-1.325224650E-1
3.770268000E0;-2.307100797E-1;-2.627914131E-2;-1.136090612E-1
3.785344000E0;-1.998652862E-1;4.064633489E-2;-1.085190600E-1
3.800420000E0;-1.323143041E-1;1.742528737E-2;-1.108561921E-1
3.815496000E0;9.481260180E-4;-5.698637903E-2;-9.601128101E-2
3.830572000E0;7.882295206E-2;-7.877368927E-2;-6.552974582E-2
3.845647000E0;1.178452228E-1;-7.047181249E-2;4.901253104E-2
3.860723000E0;8.875474021E-2;-1.929347277E-2;1.382158989E-1
3.875799000E0;1.155134994E-1;8.258022666E-2;-2.540498257E-2
3.890875000E0;2.003219537E-1;1.019625771E-1;-3.019268274E-2
3.905951000E0;2.106585154E-1;1.448308539E-1;-1.028063303E-1
3.921026000E0;2.311892590E-1;8.149615288E-2;-1.766747904E-1
3.936102000E0;2.104241882E-1;-1.376452106E-1;-7.745046437E-2
3.951178000E0;1.741335905E-1;-1.461786371E-1;-1.654586613E-2
3.966254000E0;4.691864312E-2;-2.046700895E-2;6.534789741E-2
3.981329000E0;-1.569246501E-2;5.097134829E-2;4.551911205E-2
3.996405000E0;-8.407389790E-2;1.328142411E-1;-1.550740063E-2
4.011481000E0;-7.178889781E-2;1.150720346E-1;-6.914917231E-2
4.026557000E0;2.215217650E-2;6.418839455E-2;-2.206265563E-1
4.041633000E0;7.258280352E-2;2.621248305E-2;-2.691286254E-1
4.056708000E0;1.861326617E-1;-1.170787990E-1;-3.455856478E-1
4.071787750E0;2.573963334E-1;-2.038508946E-1;-3.115443277E-1
4.086863750E0;3.342943820E-1;-2.880279958E-1;-2.057734591E-1
4.101939750E0;3.378228843E-1;-3.088107544E-1;-3.755929738E-2
4.117014750E0;2.445193027E-1;-1.853672612E-1;2.138028556E-1
4.132090750E0;1.971265966E-1;-1.140522802E-1;2.949879366E-1
