"Time (s)";"X (hPa)"
8.685211079E2;1.008110275E3
8.695216859E2;1.008110275E3
8.705222629E2;1.008130493E3
8.715228379E2;1.008151474E3
8.725234139E2;1.008184128E3
8.735239909E2;1.008213959E3
8.745245689E2;1.008250809E3
8.755251469E2;1.008260269E3
8.765257209E2;1.008278580E3
8.775262989E2;1.008288116E3
8.785268759E2;1.008288116E3
8.795274539E2;1.008287582E3
8.805280329E2;1.008279114E3
8.815286029E2;1.008265991E3
8.825291809E2;1.008265991E3
8.835297569E2;1.008275146E3
8.845303309E2;1.008304825E3
8.855309079E2;1.008342514E3
8.865314859E2;1.008383942E3
8.875320619E2;1.008406296E3
8.885326359E2;1.008417664E3
8.895332149E2;1.008426895E3
8.905337939E2;1.008428574E3
8.915343659E2;1.008433304E3
8.925349469E2;1.008458862E3
8.935355199E2;1.008494415E3
8.945360979E2;1.008503876E3
8.955366729E2;1.008516922E3
8.965372449E2;1.008516922E3
8.975378279E2;1.008516922E3
8.985385719E2;1.008488312E3
8.995389789E2;1.008463745E3
9.005395579E2;1.008448944E3
9.015401359E2;1.008420639E3
9.025407089E2;1.008382874E3
9.035412869E2;1.008335724E3
9.045418609E2;1.008300476E3
9.055424409E2;1.008261108E3
9.065430149E2;1.008235703E3
9.075435869E2;1.008235703E3
9.085441679E2;1.008243179E3
9.095447389E2;1.008243179E3
9.105453229E2;1.008236237E3
9.115458979E2;1.008205719E3
9.125467899E2;1.008116379E3
9.135470509E2;1.008096619E3
9.145476229E2;1.008047943E3
9.155481989E2;1.008040924E3
9.165487739E2;1.008040924E3
9.175493549E2;1.008108673E3
9.185499259E2;1.008121109E3
9.195505059E2;1.008145752E3
9.205510839E2;1.008168869E3
9.215516609E2;1.008168869E3
9.225522389E2;1.008122635E3
9.235528149E2;1.008087463E3
9.245533899E2;1.008082352E3
9.255539669E2;1.008082352E3
9.265545459E2;1.008113708E3
9.275551219E2;1.008164749E3
9.285556949E2;1.008206024E3
9.295562689E2;1.008225098E3
9.305568499E2;1.008236160E3
9.315574259E2;1.008243484E3
9.325584229E2;1.008243484E3
9.335585749E2;1.008263702E3
9.345591579E2;1.008284302E3
9.355597279E2;1.008302078E3
9.365603109E2;1.008327103E3
9.375608849E2;1.008344193E3
9.385614589E2;1.008345947E3
9.395620389E2;1.008350830E3
9.405626109E2;1.008353119E3
9.415631849E2;1.008356247E3
9.425637659E2;1.008359985E3
9.435643409E2;1.008362503E3
9.445649189E2;1.008366928E3
9.455654979E2;1.008367157E3
9.465662789E2;1.008368835E3
9.475666489E2;1.008372726E3
9.485672209E2;1.008378143E3
9.495677969E2;1.008386230E3
9.505683749E2;1.008391113E3
9.515689529E2;1.008391113E3
9.525695249E2;1.008387909E3
9.535701079E2;1.008380585E3
9.545706799E2;1.008368225E3
9.555712539E2;1.008361969E3
9.565718359E2;1.008360062E3
9.575724099E2;1.008360062E3
9.585729849E2;1.008365097E3
9.595735629E2;1.008390961E3
9.605741369E2;1.008426895E3
9.615747189E2;1.008464050E3
9.625752929E2;1.008489609E3
9.635758679E2;1.008489609E3
9.645764439E2;1.008448715E3
9.655770199E2;1.008351593E3
9.665776009E2;1.008252563E3
9.675781739E2;1.008170624E3
9.685787529E2;1.008130188E3
9.695793299E2;1.008122940E3
9.705799079E2;1.008117065E3
9.715804819E2;1.008117065E3
9.725810589E2;1.008127747E3
9.735816359E2;1.008146591E3
9.745822109E2;1.008159561E3
9.755827909E2;1.008165817E3
9.765833609E2;1.008171768E3
9.775839419E2;1.008171768E3
9.785845139E2;1.008122253E3
9.795850919E2;1.008094254E3
9.805856719E2;1.008086548E3
9.815862459E2;1.008086472E3
9.825868229E2;1.008086472E3
9.835876479E2;1.008091049E3
9.845879739E2;1.008106155E3
9.855885519E2;1.008121643E3
9.865891289E2;1.008150406E3
9.875897049E2;1.008181915E3
9.885902789E2;1.008219910E3
9.895908589E2;1.008289032E3
9.905914309E2;1.008372879E3
9.915920079E2;1.008413696E3
9.925925899E2;1.008424149E3
9.935931609E2;1.008424149E3
9.945937389E2;1.008370361E3
9.955943169E2;1.008297043E3
9.965948929E2;1.008234634E3
9.975954669E2;1.008192596E3
9.985960449E2;1.008150406E3
9.995966199E2;1.008076477E3
1.000597198E3;1.008034668E3
1.001597774E3;1.008004913E3
1.002598350E3;1.007951355E3
1.003598927E3;1.007928162E3
1.004599505E3;1.007886200E3
1.005600079E3;1.007841797E3
1.006600656E3;1.007789383E3
1.007601236E3;1.007777786E3
1.008601808E3;1.007777786E3
1.009602503E3;1.007796707E3
1.010602961E3;1.007806320E3
1.011603541E3;1.007833252E3
1.012604115E3;1.007833252E3
1.013604691E3;1.007835770E3
1.014605264E3;1.007858505E3
1.015605844E3;1.007892761E3
1.016606419E3;1.007928238E3
1.017606999E3;1.007961960E3
1.018607574E3;1.007977295E3
1.019608147E3;1.007987213E3
1.020608727E3;1.008010635E3
1.021609305E3;1.008017426E3
1.022609880E3;1.008033142E3
1.023610457E3;1.008051682E3
1.024611031E3;1.008051682E3
1.025611610E3;1.008034744E3
1.026612182E3;1.008028412E3
1.027612759E3;1.008007660E3
1.028613336E3;1.007971802E3
1.029613920E3;1.007926788E3
1.030614492E3;1.007884064E3
1.031615069E3;1.007832108E3
1.032615712E3;1.007795944E3
1.033616222E3;1.007795944E3
1.034616796E3;1.007810669E3
1.035617374E3;1.007846985E3
1.036617946E3;1.007896500E3
1.037618527E3;1.007948303E3
1.038619100E3;1.007986908E3
1.039619681E3;1.008023605E3
1.040620252E3;1.008048401E3
1.041620829E3;1.008058624E3
1.042621407E3;1.008059311E3
1.043621987E3;1.008062820E3
1.044622559E3;1.008066101E3
1.045623144E3;1.008072357E3
1.046623717E3;1.008078461E3
1.047624291E3;1.008078461E3
1.048624867E3;1.008073044E3
1.049625440E3;1.008068161E3
1.050626018E3;1.008056030E3
1.051626598E3;1.008046112E3
1.052627387E3;1.008046112E3
1.053627750E3;1.008047104E3
1.054628324E3;1.008051529E3
1.055628905E3;1.008058319E3
1.056629478E3;1.008068924E3
1.057630059E3;1.008084946E3
1.058630632E3;1.008106537E3
1.059631215E3;1.008119659E3
1.060631786E3;1.008119659E3
1.061632362E3;1.008113937E3
1.062632943E3;1.008092957E3
1.063633515E3;1.008092957E3
1.064634089E3;1.008098297E3
1.065634666E3;1.008113022E3
1.066635245E3;1.008125992E3
1.067635821E3;1.008125992E3
1.068636395E3;1.008124390E3
1.069636978E3;1.008089752E3
1.070637551E3;1.008053207E3
1.071638125E3;1.008006287E3
1.072638701E3;1.007967453E3
1.073639280E3;1.007915802E3
1.074639858E3;1.007863235E3
1.075640432E3;1.007817841E3
1.076641007E3;1.007792053E3
1.077641585E3;1.007770538E3
1.078642166E3;1.007749405E3
1.079642736E3;1.007746887E3
1.080643315E3;1.007728958E3
1.081643894E3;1.007680359E3
1.082644468E3;1.007656937E3
1.083645039E3;1.007636032E3
1.084645618E3;1.007605286E3
1.085646195E3;1.007605286E3
1.086646772E3;1.007632523E3
1.087647349E3;1.007662582E3
1.088647929E3;1.007698517E3
1.089648503E3;1.007736359E3
1.090649075E3;1.007736359E3
1.091649655E3;1.007687225E3
1.092650230E3;1.007658615E3
1.093650865E3;1.007637939E3
1.094651385E3;1.007605515E3
1.095651958E3;1.007598572E3
1.096652670E3;1.007594986E3
1.097653113E3;1.007570190E3
1.098653688E3;1.007527008E3
1.099654673E3;1.007504044E3
1.100654845E3;1.007504044E3
1.101655415E3;1.007509918E3
1.102655993E3;1.007546997E3
1.103656572E3;1.007576294E3
1.104657147E3;1.007594681E3
1.105657726E3;1.007595596E3
1.106658301E3;1.007595596E3
1.107658878E3;1.007590408E3
1.108659455E3;1.007573166E3
1.109660033E3;1.007571259E3
1.110660610E3;1.007566376E3
1.111661182E3;1.007538452E3
1.112661760E3;1.007506943E3
1.113662338E3;1.007502213E3
1.114662914E3;1.007502213E3
1.115663488E3;1.007552567E3
1.116664062E3;1.007648621E3
1.117664643E3;1.007737350E3
1.118665218E3;1.007817078E3
1.119665796E3;1.007919540E3
1.120666366E3;1.007935333E3
1.121666945E3;1.007940826E3
1.122667521E3;1.007943878E3
1.123668098E3;1.007943878E3
1.124668675E3;1.007937775E3
1.125669257E3;1.007932205E3
1.126669829E3;1.007932205E3
1.127670407E3;1.007946320E3
1.128670986E3;1.007946320E3
1.129671557E3;1.007939529E3
1.130672135E3;1.007929382E3
1.131672709E3;1.007916565E3
1.132673290E3;1.007887955E3
1.133673860E3;1.007887955E3
1.134674443E3;1.007891846E3
1.135675017E3;1.007898560E3
1.136675591E3;1.007902603E3
1.137676167E3;1.007905426E3
1.138676746E3;1.007907944E3
1.139677324E3;1.007914734E3
1.140677903E3;1.007927704E3
1.141678474E3;1.007935791E3
1.142679055E3;1.007945633E3
1.143679626E3;1.007959671E3
1.144680204E3;1.007972031E3
1.145680783E3;1.007978058E3
1.146681356E3;1.007988663E3
1.147681933E3;1.008003464E3
1.148682513E3;1.008010941E3
1.149683087E3;1.008015289E3
1.150683660E3;1.008023300E3
1.151684238E3;1.008031311E3
1.152684816E3;1.008038330E3
1.153685400E3;1.008049164E3
1.154685969E3;1.008062057E3
1.155686543E3;1.008070755E3
1.156687121E3;1.008072052E3
1.157687694E3;1.008072052E3
1.158688270E3;1.008063583E3
1.159688848E3;1.008048553E3
1.160689425E3;1.008033066E3
1.161690008E3;1.008033066E3
1.162690583E3;1.008034134E3
1.163691162E3;1.008038635E3
1.164691732E3;1.008047943E3
1.165692310E3;1.008047943E3
1.166692889E3;1.008042908E3
1.167693462E3;1.008024292E3
1.168694043E3;1.008000641E3
1.169694615E3;1.007971039E3
1.170695191E3;1.007941971E3
1.171695769E3;1.007914429E3
1.172696344E3;1.007888641E3
1.173696918E3;1.007873230E3
1.174697497E3;1.007872391E3
1.175698076E3;1.007868042E3
1.176698648E3;1.007872391E3
1.177699225E3;1.007865982E3
1.178699798E3;1.007869034E3
1.179700382E3;1.007865982E3
1.180700956E3;1.007858734E3
1.181701534E3;1.007855759E3
1.182702105E3;1.007855759E3
1.183702692E3;1.007851486E3
1.184703262E3;1.007850342E3
1.185703839E3;1.007850342E3
1.186704415E3;1.007851562E3
1.187704989E3;1.007857285E3
1.188705568E3;1.007883682E3
1.189706143E3;1.007903900E3
1.190706724E3;1.007921219E3
1.191707295E3;1.007939453E3
1.192707869E3;1.007947769E3
1.193708446E3;1.007955856E3
1.194709026E3;1.007968445E3
1.195709600E3;1.007972412E3
1.196710179E3;1.007973404E3
1.197710759E3;1.007973938E3
1.198711329E3;1.007973938E3
1.199711909E3;1.007965012E3
1.200712486E3;1.007958832E3
1.201713066E3;1.007949371E3
1.202713636E3;1.007946167E3
1.203714213E3;1.007945251E3
1.204714794E3;1.007946167E3
1.205715362E3;1.007948837E3
1.206715938E3;1.007952347E3
1.207716519E3;1.007952347E3
1.208717094E3;1.007947006E3
1.209717673E3;1.007947006E3
1.210718246E3;1.007955475E3
1.211718825E3;1.007967453E3
1.212719402E3;1.007974777E3
1.213719979E3;1.007981644E3
1.214720552E3;1.007981644E3
1.215721126E3;1.007976151E3
1.216721709E3;1.007976151E3
1.217722286E3;1.007977600E3
1.218722993E3;1.007985001E3
1.219723430E3;1.007985382E3
1.220724013E3;1.007986755E3
1.221725022E3;1.007986755E3
1.222725161E3;1.007986755E3
1.223725741E3;1.007984619E3
1.224726318E3;1.007976379E3
1.225726890E3;1.007966690E3
1.226727470E3;1.007957077E3
1.227728049E3;1.007946854E3
1.228728619E3;1.007928543E3
1.229729202E3;1.007928543E3
1.230729775E3;1.007928543E3
1.231730362E3;1.007928009E3
1.232730925E3;1.007928009E3
1.233731505E3;1.007929764E3
1.234732086E3;1.007934494E3
1.235732655E3;1.007943573E3
1.236733235E3;1.007948456E3
1.237733817E3;1.007955017E3
1.238734387E3;1.007955017E3
1.239734961E3;1.007954712E3
1.240735544E3;1.007947464E3
1.241736123E3;1.007939301E3
1.242736693E3;1.007935486E3
1.243737271E3;1.007933044E3
1.244737851E3;1.007929153E3
1.245738426E3;1.007929153E3
1.246738998E3;1.007938156E3
1.247739571E3;1.007941513E3
1.248740152E3;1.007958755E3
1.249740730E3;1.007980194E3
1.250741306E3;1.007993088E3
1.251741885E3;1.008003464E3
1.252742456E3;1.008003464E3
1.253743035E3;1.007992477E3
1.254743613E3;1.007983093E3
1.255744187E3;1.007967606E3
1.256744761E3;1.007954636E3
1.257745342E3;1.007942886E3
1.258745925E3;1.007938766E3
1.259746494E3;1.007934418E3
1.260747077E3;1.007932434E3
1.261747647E3;1.007919235E3
1.262748221E3;1.007906723E3
1.263748794E3;1.007893829E3
1.264749372E3;1.007879028E3
1.265749944E3;1.007877731E3
1.266750529E3;1.007859879E3
1.267751099E3;1.007847443E3
1.268751682E3;1.007842102E3
1.269752253E3;1.007831650E3
1.270752832E3;1.007803192E3
1.271753411E3;1.007797089E3
1.272753984E3;1.007795105E3
1.273754557E3;1.007779236E3
1.274755328E3;1.007743683E3
1.275755713E3;1.007711029E3
1.276756291E3;1.007686615E3
1.277756866E3;1.007686615E3
1.278757445E3;1.007716751E3
1.279758020E3;1.007800293E3
1.280758599E3;1.007896194E3
1.281759173E3;1.007974548E3
1.282759749E3;1.008029556E3
1.283760325E3;1.008037949E3
1.284760901E3;1.008037949E3
1.285761478E3;1.008038940E3
1.286762050E3;1.008036957E3
1.287762629E3;1.008036957E3
1.288763206E3;1.008022385E3
1.289763785E3;1.007980042E3
1.290764361E3;1.007922974E3
1.291764942E3;1.007877960E3
1.292765512E3;1.007862091E3
1.293766086E3;1.007840271E3
1.294766668E3;1.007817307E3
1.295767238E3;1.007811737E3
1.296767813E3;1.007766724E3
1.297768398E3;1.007705688E3
1.298768976E3;1.007678299E3
1.299769552E3;1.007667313E3
1.300770125E3;1.007667313E3
1.301770701E3;1.007698288E3
1.302771278E3;1.007731476E3
1.303771855E3;1.007755890E3
1.304772431E3;1.007779694E3
1.305773007E3;1.007779694E3
1.306773583E3;1.007755432E3
1.307774157E3;1.007727737E3
1.308774735E3;1.007712021E3
1.309775308E3;1.007685394E3
1.310775887E3;1.007644653E3
1.311776459E3;1.007644653E3
1.312777046E3;1.007645187E3
1.313777612E3;1.007653427E3
1.314778197E3;1.007679749E3
1.315778773E3;1.007721405E3
1.316779346E3;1.007736130E3
1.317779924E3;1.007764664E3
1.318780501E3;1.007764664E3
1.319781073E3;1.007752838E3
1.320781650E3;1.007704468E3
1.321782232E3;1.007659454E3
1.322782799E3;1.007582016E3
1.323783382E3;1.007497559E3
1.324783957E3;1.007497559E3
1.325784535E3;1.007511215E3
1.326785109E3;1.007614975E3
1.327785685E3;1.007731628E3
1.328786259E3;1.007843552E3
1.329786843E3;1.007955170E3
1.330787415E3;1.007985611E3
1.331787999E3;1.007985611E3
1.332788569E3;1.007951508E3
1.333789141E3;1.007903137E3
1.334789720E3;1.007845535E3
