"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
1.343067500E0;3.587946668E-2;5.729112402E-2;-8.486770093E-2
1.358143500E0;7.167029381E-2;5.933512002E-2;-6.579284370E-2
1.373219500E0;1.369192600E-1;4.575763270E-2;-8.158638328E-2
1.388295500E0;1.959207505E-1;1.801265590E-2;-9.122397006E-2
1.403370500E0;2.383715510E-1;7.444167510E-3;-7.766661048E-2
1.418446500E0;2.521531582E-1;3.697225451E-2;-5.404711887E-2
1.433522500E0;2.237567753E-1;7.217142731E-2;-3.694632649E-2
1.448598500E0;1.842882782E-1;1.172152162E-1;-3.217029199E-2
1.463673500E0;1.502259225E-1;1.570779532E-1;-3.433890268E-2
1.478749500E0;1.202261746E-1;1.845298856E-1;-3.460742533E-2
1.493825500E0;7.702781260E-2;1.892464012E-1;-3.191010654E-2
1.508901500E0;3.316568211E-2;1.818151921E-1;-1.265866682E-2
1.523976500E0;-6.193706766E-3;1.605482548E-1;8.270316757E-3
1.539052500E0;-3.267541528E-2;1.489724070E-1;3.966511413E-2
1.554128500E0;-4.241577536E-2;1.456785500E-1;6.340181082E-2
1.569204500E0;-2.092008479E-2;1.518457532E-1;7.946363837E-2
1.584280500E0;1.705286466E-2;1.467513889E-1;8.374893665E-2
1.599355500E0;5.118853226E-2;1.507621706E-1;8.993014693E-2
1.614431500E0;7.269923389E-2;1.364989579E-1;3.428651392E-2
1.629507500E0;8.975819498E-2;1.442399025E-1;7.312310487E-2
1.644583500E0;8.474478871E-2;1.479944289E-1;8.216187358E-2
1.659658500E0;2.735654078E-2;1.656771153E-1;8.601246774E-2
1.674734500E0;-3.715184703E-2;1.880872399E-1;7.020729035E-2
1.689810500E0;-5.952162296E-2;2.263880074E-1;6.103438139E-2
1.704886500E0;-3.739128634E-2;2.058757991E-1;1.613960788E-2
1.719962500E0;-6.818773225E-3;1.664703041E-1;-1.452066749E-2
1.735037500E0;1.029615942E-2;1.305417866E-1;-3.123784065E-2
1.750113500E0;2.291743271E-2;9.569062293E-2;-4.679451138E-2
1.765189500E0;4.264559969E-2;5.373678356E-2;-4.319285601E-2
1.780265500E0;1.278101187E-2;3.706241399E-2;-4.215566069E-2
1.795340500E0;-4.505211487E-2;2.881662734E-2;-4.985999782E-3
1.810416500E0;-6.184885651E-2;6.878208369E-2;4.832912609E-2
1.825492500E0;-5.560853705E-2;1.102040932E-1;1.056701839E-1
1.840568500E0;-7.750009000E-2;1.432212144E-1;1.106504053E-1
1.855644500E0;-9.855794907E-2;2.374204397E-1;1.493311375E-1
1.870719500E0;-1.334226280E-1;1.891784072E-1;8.452250808E-2
1.885795500E0;-9.895626456E-2;2.158776671E-1;1.032922044E-1
1.900871500E0;-1.035448015E-1;1.455228031E-1;1.468626224E-2
1.915947500E0;-6.896382570E-2;1.334848553E-1;-2.922373638E-2
1.931022500E0;-1.262761559E-2;5.521705374E-2;-6.845863163E-2
1.946098500E0;5.470481887E-2;5.919634923E-2;-4.382838681E-2
1.961174500E0;7.212083787E-2;3.249963373E-2;-6.478378177E-2
1.976250500E0;7.532233000E-2;-4.211423919E-2;-6.341800839E-2
1.991326500E0;1.089194566E-1;-7.905199379E-2;-3.315845504E-2
2.006401500E0;1.637616754E-1;-1.055019796E-1;-3.051655367E-4
2.021477500E0;2.096598893E-1;-8.886377513E-2;3.580049798E-2
2.036553500E0;2.357050180E-1;-5.156581104E-2;2.308629826E-2
2.051629500E0;2.484421283E-1;3.511040471E-3;-4.656290263E-2
2.066704500E0;2.679149210E-1;1.065363828E-2;-8.573480695E-2
2.081780375E0;3.062323630E-1;-2.122912556E-2;-7.717645168E-2
2.096856375E0;3.392022550E-1;-2.894233540E-2;-2.134262025E-2
2.111932375E0;3.563491106E-1;-4.177125543E-2;2.643796988E-2
2.127008375E0;3.403978348E-1;-8.576551452E-3;2.831389941E-2
2.142083375E0;2.783514559E-1;-9.903991222E-2;2.785520256E-2
2.157159375E0;1.994736791E-1;-8.052548766E-2;1.238547266E-3
2.172235375E0;1.333480030E-1;-6.337308139E-2;-5.232799053E-2
2.187311375E0;6.830880791E-2;-5.561422557E-2;-1.018859595E-1
2.202386375E0;-1.889438718E-3;-4.429058731E-2;-1.449852735E-1
2.217462375E0;-5.194902793E-2;-6.870347261E-2;-1.292403340E-1
2.232538375E0;-6.671731174E-2;-8.861338347E-2;-1.086626574E-1
2.247614375E0;-6.442592293E-2;-8.919181675E-2;-8.228458464E-2
2.262690375E0;-5.755852163E-2;-6.762189418E-2;-5.142593384E-2
2.277765375E0;-5.548951775E-2;-5.408846587E-2;-1.219911221E-2
2.292841375E0;-6.554508954E-2;-5.166752636E-2;1.172330603E-2
2.307917375E0;-6.874195486E-2;-5.169868469E-2;3.398600221E-2
2.322993375E0;-5.305041745E-2;-4.813770205E-2;5.220497772E-2
2.338068375E0;-3.033815697E-2;-5.039764568E-2;6.329056621E-2
2.353144375E0;-6.820360199E-3;-5.634505302E-2;6.972093880E-2
2.368220375E0;2.026691847E-2;-5.578552559E-2;7.235160470E-2
2.383296375E0;3.460855037E-2;-5.034337565E-2;6.327696890E-2
2.398372375E0;3.764559329E-2;-4.835583270E-2;6.212688982E-2
2.413447375E0;3.023059107E-2;-4.343099892E-2;5.640996620E-2
2.428523375E0;5.167848431E-3;-4.042614996E-2;6.388279796E-2
2.443599375E0;-1.468930673E-2;-4.614665359E-2;7.047157735E-2
2.458675375E0;-2.948700637E-2;-5.045148730E-2;7.573785633E-2
2.473750375E0;-5.151240900E-2;-5.298050493E-2;7.423905283E-2
2.488826375E0;-6.466576457E-2;-4.738919437E-2;6.473316252E-2
2.503902375E0;-8.200667053E-2;-5.171629786E-2;6.226840243E-2
2.518978375E0;-9.927354008E-2;-6.432709098E-2;5.423869193E-2
2.534054375E0;-1.022586972E-1;-7.429597527E-2;4.559198394E-2
2.549129375E0;-9.003078938E-2;-6.519781798E-2;2.885508165E-2
2.564205375E0;-8.587358892E-2;-8.419422060E-2;3.022129647E-2
2.579281375E0;-9.400414675E-2;-7.860423625E-2;2.844572812E-2
2.594357375E0;-8.672999591E-2;-7.382693142E-2;2.164565586E-2
2.609433375E0;-7.950218022E-2;-5.863998830E-2;1.729085483E-2
2.624508375E0;-7.491846383E-2;-5.297656357E-2;1.625109464E-2
2.639584375E0;-6.614266336E-2;-4.951423779E-2;1.214417163E-2
2.654660375E0;-6.056272984E-2;-4.452278838E-2;6.410571747E-3
2.669736375E0;-5.413918570E-2;-3.348531947E-2;6.027076859E-3
2.684811375E0;-5.429837108E-2;-2.686256170E-2;5.519973114E-3
2.699887375E0;-6.072623283E-2;-1.698982157E-2;9.554392658E-3
2.714963375E0;-6.481692940E-2;-6.060364656E-3;7.569085807E-3
2.730039375E0;-6.052631512E-2;-8.626729250E-4;1.063571591E-2
2.745115375E0;-4.352452233E-2;-4.064091481E-3;1.950576156E-2
2.760190375E0;-4.091765732E-2;-8.353022859E-3;1.694928855E-2
2.775266375E0;-3.666085005E-2;-1.016760245E-2;1.758701913E-2
2.790342375E0;-2.497569472E-2;-1.122540981E-2;1.632175222E-2
2.805418375E0;-1.002535783E-2;-1.748841815E-2;1.701224595E-2
2.820493375E0;-1.674321666E-2;-1.782973111E-2;7.691040635E-3
2.835569375E0;-2.456138656E-2;-1.538680680E-2;2.278394066E-3
2.850645375E0;-3.569952399E-2;-1.823372580E-2;-3.695869818E-4
2.865721375E0;-5.091511831E-2;-2.225952223E-2;-3.798821941E-3
2.880797375E0;-7.323160768E-2;-3.086525947E-2;-1.655696146E-2
2.895872375E0;-9.334079176E-2;-3.206885606E-2;-1.991741732E-2
2.910948375E0;-1.021997929E-1;-3.670088947E-2;-1.351225004E-2
2.926024375E0;-1.124158427E-1;-3.817419708E-2;-1.616280992E-3
2.941100375E0;-1.149220094E-1;-4.124227911E-2;8.508223109E-3
2.956175375E0;-9.712800384E-2;-3.350583836E-2;1.709308289E-2
2.971251375E0;-9.451703727E-2;-3.614503145E-2;2.971566655E-2
2.986327375E0;-9.108180553E-2;-2.984024212E-2;3.445867449E-2
3.001403375E0;-7.676582038E-2;-2.626091056E-2;2.091660723E-2
3.016479375E0;-6.650690734E-2;-2.157486230E-2;2.462526225E-2
3.031554375E0;-6.700012088E-2;-1.943554729E-2;2.387212031E-2
3.046630375E0;-8.352511376E-2;-1.356023364E-2;2.412653156E-2
3.061706375E0;-1.187877655E-1;-3.246875480E-3;2.426980995E-2
3.076783000E0;-1.504088193E-1;3.120598383E-3;1.831395738E-2
3.091858000E0;-1.667089760E-1;1.071699802E-2;2.078936622E-2
3.106934000E0;-1.710288823E-1;6.615575403E-4;1.847219095E-2
3.122010000E0;-1.567597538E-1;-3.435654566E-3;1.887834817E-2
3.137086000E0;-1.486084759E-1;1.441510301E-2;1.442690939E-2
3.152162000E0;-1.461825967E-1;1.104940008E-2;9.892344475E-3
3.167237000E0;-1.435796767E-1;-1.814383082E-3;9.135947563E-3
3.182313000E0;-1.137901396E-1;1.851294190E-3;6.565322634E-3
3.197389000E0;-6.931070238E-2;-2.273889259E-3;1.693520136E-2
3.212465000E0;-1.481763273E-2;-1.600168645E-2;3.504176810E-2
3.227540000E0;2.423426695E-2;-3.297197446E-2;4.564285278E-2
3.242616000E0;4.080997407E-2;-3.735421598E-2;6.695323437E-2
3.257692000E0;4.295637831E-2;-6.479772925E-2;9.643911570E-2
3.272768000E0;3.556078300E-2;-7.594253123E-2;1.211434007E-1
3.287844000E0;5.703654140E-3;-9.506518394E-2;1.231203675E-1
3.302919000E0;-2.702075802E-2;-1.126308814E-1;9.567763656E-2
3.317995000E0;-4.586181417E-2;-1.472717971E-1;5.715443939E-2
3.333071000E0;-8.875574917E-2;-1.485852748E-1;5.783568323E-2
3.348147000E0;-1.482073814E-1;-1.641199887E-1;7.752457261E-2
3.363222000E0;-2.214967757E-1;-1.637920737E-1;1.127010956E-1
3.378298000E0;-2.922460139E-1;-1.758885384E-1;1.243020594E-1
3.393374000E0;-3.637207150E-1;-1.838556528E-1;1.104232594E-1
3.408450000E0;-4.168351591E-1;-1.863924414E-1;9.458357096E-2
3.423526000E0;-4.459756017E-1;-1.742194742E-1;9.378118068E-2
3.438601000E0;-4.693057835E-1;-1.572950035E-1;7.847083360E-2
3.453677000E0;-4.658625722E-1;-1.457030624E-1;7.412349433E-2
3.468753000E0;-4.511552155E-1;-1.666418761E-1;7.865561545E-2
3.483829000E0;-4.348304272E-1;-1.830275655E-1;8.681868017E-2
3.498904000E0;-4.115628600E-1;-1.679407507E-1;8.893957734E-2
3.513980000E0;-3.982630074E-1;-1.475153714E-1;6.779541075E-2
3.529056000E0;-3.746210337E-1;-1.651975363E-1;4.296351969E-2
3.544132000E0;-3.170019388E-1;-1.301622987E-1;2.712961659E-2
3.559208000E0;-2.201897353E-1;-1.052746922E-1;1.601898670E-2
3.574283000E0;-1.141740829E-1;-7.438974082E-2;1.871210989E-3
3.589359000E0;-2.760805748E-2;-5.218006298E-2;-4.846796393E-3
3.604435000E0;3.188798204E-2;-2.986893989E-2;-1.390670426E-2
3.619511000E0;6.360093504E-2;-1.143064816E-2;-3.165280074E-2
3.634586000E0;7.010144740E-2;3.789850511E-3;-4.534224793E-2
3.649662000E0;5.983772874E-2;1.556678955E-2;-5.480568856E-2
3.664738000E0;3.979505599E-2;3.114349395E-2;-6.240746006E-2
3.679814000E0;2.314358018E-2;4.786375165E-2;-6.634999812E-2
3.694890000E0;1.728009991E-2;6.196225807E-2;-5.823588744E-2
3.709965000E0;2.422049642E-2;5.957015231E-2;-5.363103002E-2
3.725041000E0;2.707537264E-2;4.830934107E-2;-4.916718230E-2
3.740117000E0;2.786215208E-2;3.948723897E-2;-4.648705572E-2
3.755193000E0;3.314586729E-2;3.307008371E-2;-3.330680728E-2
3.770268000E0;3.823082149E-2;2.107106335E-2;-1.890568249E-2
3.785344000E0;4.085093364E-2;1.584916562E-2;-1.224630326E-2
3.800420000E0;4.655986279E-2;2.529981732E-2;-1.124694943E-2
3.815496000E0;5.829481781E-2;3.440463170E-2;-1.214763150E-2
3.830572000E0;6.362432986E-2;3.322838992E-2;-1.524037495E-2
3.845647000E0;6.884099543E-2;2.663686126E-2;-1.724145561E-2
3.860723000E0;7.470186800E-2;2.190947719E-2;-1.654898934E-2
3.875799000E0;7.880207151E-2;2.752208896E-2;-1.888910867E-2
3.890875000E0;7.200460136E-2;3.116567992E-2;-2.252934128E-2
3.905951000E0;7.063230127E-2;3.654368967E-2;-1.950673759E-2
3.921026000E0;6.546755880E-2;3.781693801E-2;-2.988770045E-2
3.936102000E0;6.445316225E-2;3.901189938E-2;-3.680633008E-2
3.951178000E0;7.411930710E-2;3.226698935E-2;-2.674283460E-2
3.966254000E0;9.431346506E-2;3.646433353E-2;-2.590182424E-2
3.981329000E0;1.233955920E-1;4.812099040E-2;-2.356570587E-2
3.996405000E0;1.516615897E-1;5.164728314E-2;-2.552605793E-2
4.011481000E0;1.741637290E-1;5.830021575E-2;-1.795798540E-2
4.026557000E0;1.767193973E-1;7.378435135E-2;-2.051560767E-2
4.041633000E0;1.737524718E-1;8.832444251E-2;-2.946767770E-2
4.056708000E0;1.697164476E-1;1.077583283E-1;-4.883764684E-2
4.071787750E0;1.638277471E-1;1.228434220E-1;-6.198202446E-2
4.086863750E0;1.818515509E-1;1.199235171E-1;-6.787183136E-2
4.101939750E0;2.136161774E-1;1.076634377E-1;-7.262413949E-2
4.117014750E0;2.571730018E-1;8.904580772E-2;-6.873378903E-2
4.132090750E0;2.966368496E-1;7.582743466E-2;-5.581197143E-2
4.147166750E0;3.341718316E-1;7.767196745E-2;-4.233969748E-2
4.162242750E0;3.532669544E-1;9.288648516E-2;-3.467223421E-2
4.177318750E0;3.838027716E-1;1.070262715E-1;-3.795750812E-2
4.192393750E0;4.423027337E-1;1.175691113E-1;-3.702826798E-2
4.207469750E0;4.839047492E-1;1.231924072E-1;-4.604745284E-2
4.222545750E0;4.894966483E-1;9.164914489E-2;-7.246471941E-2
4.237621750E0;4.831551313E-1;7.993922383E-2;-9.094359726E-2
4.252696750E0;4.897354543E-1;7.248674333E-2;-9.846294671E-2
4.267772750E0;4.678281248E-1;7.504247129E-2;-9.112122655E-2
4.282848750E0;4.324678183E-1;9.660983831E-2;-9.087820351E-2
4.297924750E0;4.053781331E-1;1.095184460E-1;-1.155574545E-1
4.313000750E0;3.860127330E-1;1.040729582E-1;-1.349490434E-1
4.328075750E0;3.531983495E-1;8.897186071E-2;-1.489517838E-1
4.343151750E0;3.323442042E-1;9.179106355E-2;-1.432503462E-1
4.358227750E0;2.995258272E-1;7.106047869E-2;-1.643793434E-1
4.373303750E0;2.694045305E-1;4.869544879E-2;-1.695445180E-1
4.388379750E0;2.754830420E-1;2.064348012E-2;-1.524842083E-1
4.403454750E0;3.012188077E-1;2.074631862E-3;-1.286101937E-1
4.418530750E0;3.456858695E-1;5.812377669E-3;-1.193762273E-1
4.433606750E0;3.715914488E-1;3.948513418E-3;-1.336769164E-1
4.448682750E0;3.814516664E-1;2.996352874E-2;-1.636332124E-1
4.463757750E0;3.627094328E-1;2.618024312E-2;-1.808641255E-1
4.478833750E0;3.402111530E-1;4.704562575E-2;-2.173190117E-1
4.493909750E0;3.166473806E-1;5.307899415E-2;-2.873709500E-1
4.508985750E0;2.757952511E-1;5.050141737E-2;-3.237096667E-1
4.524061750E0;2.177994251E-1;4.566478729E-2;-3.681330681E-1
4.539136750E0;1.549333781E-1;1.684059948E-2;-3.668757677E-1
4.554212750E0;9.845442325E-2;-1.704135537E-2;-3.619147539E-1
4.569288750E0;5.758050457E-2;-2.669650316E-2;-3.810605407E-1
4.584364750E0;2.751456015E-2;-3.148332983E-2;-3.153734505E-1
4.599440750E0;6.524590310E-3;-1.575683057E-2;-2.589077652E-1
4.614515750E0;-5.410620943E-3;-2.759044245E-2;-2.265264243E-1
4.629591750E0;-1.426758990E-2;-4.135981575E-2;-2.183000594E-1
4.644667750E0;1.145435683E-2;-4.260536283E-2;-1.877075583E-1
4.659743750E0;5.128219724E-2;-1.645738445E-2;-1.331391186E-1
4.674818750E0;8.044304699E-2;1.560318843E-2;-6.473948061E-2
4.689894750E0;7.949883491E-2;3.277239576E-2;-2.317394875E-2
4.704970750E0;4.465927556E-2;3.751374036E-2;-1.569810882E-2
4.720046750E0;-2.382204682E-2;1.203234494E-2;-3.662070259E-2
4.735122750E0;-3.776204214E-2;2.026728727E-2;-7.435017824E-2
4.750197750E0;-1.528739184E-2;2.271163836E-2;-5.618516356E-2
4.765273750E0;2.290389687E-2;2.574300021E-2;-6.252729893E-2
4.780349750E0;8.719474077E-2;2.648203075E-2;-4.673529044E-2
4.795425750E0;1.362432986E-1;4.069678485E-2;-4.125503451E-2
4.810501750E0;1.584530473E-1;3.258004412E-2;-5.617103353E-2
4.825576750E0;1.567493677E-1;4.326686263E-2;-6.313898414E-2
4.840652750E0;1.367801875E-1;4.965898022E-2;-9.688043594E-2
4.855728750E0;1.202079058E-1;2.536699735E-2;-1.004899889E-1
4.870804750E0;1.137542352E-1;4.702567123E-3;-1.056199074E-1
4.885879750E0;1.377661079E-1;-8.484054357E-3;-9.266477823E-2
4.900955750E0;1.662739217E-1;-1.641441509E-2;-9.625151753E-2
4.916031750E0;1.712123603E-1;-1.277073193E-2;-9.421693534E-2
4.931107750E0;1.907025427E-1;2.456313930E-3;-1.420471221E-1
4.946183750E0;2.321199030E-1;2.350630239E-4;-1.721806228E-1
4.961258750E0;2.838020027E-1;2.440910786E-2;-2.137933075E-1
4.976334750E0;3.582704067E-1;3.400802985E-2;-2.583470047E-1
4.991410750E0;4.428262413E-1;1.006288677E-1;-3.187893033E-1
5.006486750E0;5.809544921E-1;1.272980124E-1;-2.932101488E-1
5.021562750E0;6.634706855E-1;1.359812468E-1;-2.422739714E-1
5.036637750E0;6.933916807E-1;1.585285664E-1;-1.966481507E-1
5.051713750E0;6.328236461E-1;1.749609113E-1;-1.847822964E-1
5.066789750E0;4.852634966E-1;1.556714028E-1;-1.742209196E-1
5.081861875E0;3.004187942E-1;1.429010183E-1;-1.925080419E-1
5.096937875E0;1.291838437E-1;9.668460488E-2;-2.179629058E-1
5.112012875E0;-5.614672229E-2;3.592279181E-2;-1.779547930E-1
5.127088875E0;-2.193960845E-1;6.725244224E-3;-1.103198975E-1
5.142164875E0;-3.244252801E-1;9.046722203E-3;-2.810039371E-2
5.157240875E0;-3.698815107E-1;-2.458625287E-2;1.880686730E-2
5.172315875E0;-3.768729270E-1;-5.963973701E-2;6.454381347E-2
5.187391875E0;-3.410588503E-1;-8.192317933E-2;1.087740436E-1
5.202467875E0;-2.958975136E-1;-9.657403082E-2;1.468934566E-1
5.217543875E0;-2.467636019E-1;-9.807759523E-2;1.821244508E-1
5.232619875E0;-1.871412992E-1;-8.613286912E-2;2.116337121E-1
5.247694875E0;-1.551638991E-1;-7.533174753E-2;2.343703955E-1
5.262770875E0;-1.457613409E-1;-6.044973060E-2;2.638587654E-1
5.277846875E0;-1.433039904E-1;-4.691776261E-2;2.879492640E-1
5.292922875E0;-1.516890973E-1;-6.348981708E-2;3.010368645E-1
5.307997875E0;-1.942134202E-1;-8.665301651E-2;3.203480542E-1
5.323073875E0;-2.324271053E-1;-1.037313342E-1;3.167498708E-1
5.338149875E0;-2.388156205E-1;-9.591341019E-2;3.005151749E-1
5.353225875E0;-2.094442993E-1;-7.599264383E-2;2.610077560E-1
5.368301875E0;-1.514594555E-1;-5.776540935E-2;2.158252597E-1
5.383376875E0;-8.726369590E-2;-1.235022210E-3;1.884958893E-1
5.398452875E0;-3.838280216E-2;1.286292262E-2;1.404997259E-1
5.413528875E0;-1.513601164E-3;3.038932756E-2;1.121756434E-1
5.428604875E0;1.181934867E-2;4.055590555E-2;1.120269299E-1
5.443679875E0;1.504337136E-2;3.959903121E-2;8.624619991E-2
5.458755875E0;2.464100905E-2;-1.204704680E-2;7.326007634E-2
5.473831875E0;2.278171480E-2;4.058391228E-2;4.924269766E-2
5.488907875E0;4.401179031E-2;2.393186837E-2;2.857964486E-2
5.503983875E0;5.089899153E-2;2.475691587E-2;1.239002310E-2
5.519058875E0;4.705312848E-2;3.479718044E-2;5.994133651E-3
5.534134875E0;3.292030469E-2;3.861466423E-2;5.955337081E-3
5.549210875E0;1.387537643E-2;3.694498166E-2;3.556130687E-3
5.564286875E0;-7.185966708E-3;3.122105077E-2;-1.362195238E-3
5.579362875E0;-8.386471309E-3;3.459633514E-2;-3.962058946E-2
5.594437875E0;3.431433812E-3;2.403496578E-2;-2.875993215E-2
5.609513875E0;1.212795265E-2;2.582897060E-2;-2.254984900E-2
5.624589875E0;1.739249006E-2;2.366968058E-2;-1.589460857E-2
5.639665875E0;1.587133668E-2;2.943493426E-2;-1.151467301E-2
5.654740875E0;7.453697617E-4;3.235228360E-2;-1.380308717E-2
5.669816875E0;6.892951205E-7;2.846340276E-2;-4.033909366E-2
5.684892875E0;-5.367365666E-4;1.637131907E-2;-3.569693863E-2
5.699968875E0;-7.098836824E-3;5.351409316E-3;-3.439434618E-2
5.715044875E0;-5.525320768E-3;2.417943440E-3;-3.444653749E-2
5.730119875E0;1.289689727E-2;1.217423007E-2;-2.504422888E-2
5.745195875E0;1.728685200E-2;1.531090029E-2;-1.495457813E-2
5.760271875E0;2.158871666E-2;2.699911594E-2;-8.493213914E-3
