"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
1.120368233E2;3.253048956E-1;-1.796300858E-1;-2.314285189E-1
1.120534893E2;-4.593949392E-2;-1.251684725E-1;-3.930822909E-1
1.120701553E2;-4.020038545E-1;-1.090563685E-1;-5.563339591E-1
1.120868213E2;-6.528734565E-1;-3.648528084E-2;-6.371608377E-1
1.121034873E2;-7.518098354E-1;9.214530140E-2;-6.309024096E-1
1.121201533E2;-7.211834788E-1;2.125200927E-1;-5.960150361E-1
1.121368192E2;-6.348971128E-1;3.117227852E-1;-5.075981021E-1
1.121534852E2;-5.645897388E-1;4.067975581E-1;-3.579285741E-1
1.121701512E2;-4.518049359E-1;4.779039025E-1;-2.854906619E-1
1.121868172E2;-3.129211962E-1;4.169175625E-1;-2.661827505E-1
1.122034832E2;-1.938779801E-1;2.225069404E-1;-1.765674502E-1
1.122201492E2;-1.767006069E-1;1.109205782E-1;-3.715106845E-2
1.122368152E2;-1.845569313E-1;5.273054913E-2;5.259739235E-2
1.122534812E2;-1.661811322E-1;2.516685426E-2;7.616634667E-2
1.122701472E2;-1.362205893E-1;6.591318548E-2;9.480846673E-2
1.122868132E2;-1.057274193E-1;1.536642760E-1;1.430116445E-1
1.123034791E2;-5.579318479E-2;2.316948473E-1;1.870869249E-1
1.123201451E2;4.434159771E-2;2.571280003E-1;2.191779912E-1
1.123368111E2;1.660479754E-1;2.745717168E-1;2.358227372E-1
1.123534771E2;2.649843395E-1;2.552638054E-1;2.430132627E-1
1.123701431E2;2.972085476E-1;1.921469271E-1;2.482064217E-1
1.123868091E2;2.475406379E-1;1.370195299E-1;2.376869470E-1
1.124034751E2;1.046621501E-1;1.237037405E-1;1.930790395E-1
1.124201411E2;-9.334372729E-2;1.579253376E-1;1.319595277E-1
1.124368071E2;-1.965411454E-1;2.723080218E-1;1.013332009E-1
1.124534731E2;-1.065263674E-1;3.639206886E-1;1.894837767E-1
1.124701390E2;1.713742912E-1;3.400854170E-1;3.649859428E-1
1.124868050E2;4.853607416E-1;2.810964286E-1;5.383576155E-1
1.125034710E2;5.878923535E-1;2.222406268E-1;5.732449889E-1
1.125201370E2;4.364917874E-1;2.294311523E-1;5.162534118E-1
1.125368030E2;4.234423116E-2;3.237069845E-1;5.134570599E-1
1.125534690E2;-4.143875539E-1;3.886880577E-1;5.383576155E-1
1.125701350E2;-6.547376513E-1;3.814975321E-1;5.466133952E-1
1.125868010E2;-7.399587631E-1;3.259706795E-1;5.360939503E-1
1.126034670E2;-6.888260841E-1;1.908153445E-1;5.086634159E-1
1.126201329E2;-4.308991432E-1;-2.783001214E-2;4.759065211E-1
1.126367989E2;-3.062633052E-2;-2.731069624E-1;4.845618010E-1
1.126534649E2;3.814975321E-1;-4.904207587E-1;5.556681752E-1
1.126701309E2;6.358292103E-1;-6.277065873E-1;5.865607858E-1
1.126867969E2;6.896250248E-1;-7.009434700E-1;5.083971024E-1
1.127034629E2;4.632565379E-1;-5.763076544E-1;4.089280665E-1
1.127201289E2;1.095889956E-1;-4.326302111E-1;3.861580789E-1
1.127367949E2;-2.310290486E-1;-2.360890508E-1;3.713775277E-1
1.127534609E2;-5.070654750E-1;3.302317113E-2;3.725759685E-1
1.127701269E2;-6.187850237E-1;2.849580348E-1;3.672496378E-1
1.127867928E2;-5.143891573E-1;3.601922691E-1;3.001380265E-1
1.128034588E2;-3.159838319E-1;2.507364154E-1;1.942774504E-1
1.128201248E2;-1.806953400E-1;9.374319762E-2;1.624527127E-1
1.128367908E2;-1.275653243E-1;-7.190529257E-2;1.688442826E-1
1.128534568E2;-8.122635633E-2;-1.600558609E-1;2.091911435E-1
1.128701228E2;-4.221107066E-2;-1.844237745E-1;2.194443047E-1
1.128867888E2;-3.888212144E-2;-1.645832360E-1;1.667137593E-1
1.129034548E2;-1.042626798E-1;-7.550056279E-2;1.101216301E-1
1.129201208E2;-1.945437789E-1;1.491369121E-2;6.471476704E-2
1.129367867E2;-2.510027587E-1;4.141212255E-2;2.010685205E-2
1.129534527E2;-2.061285079E-1;-2.463422157E-2;-3.994738800E-4
1.129701187E2;-9.094688296E-2;-1.324921697E-1;8.921583183E-3
1.129867847E2;4.234423116E-2;-1.782985032E-1;-1.331579522E-3
1.130034507E2;1.612542868E-1;-1.641837656E-1;-4.993423447E-2
1.130201167E2;1.862879843E-1;-1.322258562E-1;-1.045289934E-1
1.130367827E2;1.233042628E-1;-7.230477035E-2;-1.427453309E-1
1.130534487E2;1.318263728E-2;-2.743053809E-2;-1.858884990E-1
1.130701147E2;-8.988162130E-2;-4.048001766E-2;-1.661811322E-1
1.130867807E2;-1.189100519E-1;-1.669800729E-1;-1.286305785E-1
1.131034466E2;-9.773793817E-2;-3.356912136E-1;-1.681784987E-1
1.131201126E2;-1.507348120E-1;-4.095938802E-1;-2.551306486E-1
1.131367786E2;-2.712427676E-1;-3.520696461E-1;-3.010701239E-1
1.131534446E2;-4.073301852E-1;-2.158490419E-1;-3.001380265E-1
1.131701106E2;-3.926828206E-1;-1.147821546E-1;-2.193111479E-1
1.131867766E2;-1.623195410E-1;-1.010668874E-1;-9.467530251E-2
1.132034426E2;2.593916953E-1;-2.432795912E-1;5.139897019E-2
1.132201086E2;6.514087319E-1;-4.611259997E-1;1.476721764E-1
1.132367746E2;6.366282105E-1;-3.436806798E-1;1.229047924E-1
1.132534406E2;2.916159332E-1;-9.321057238E-3;-1.930790395E-2
1.132701065E2;-4.753739014E-2;2.507364154E-1;-1.379516423E-1
1.132867725E2;-2.342248410E-1;2.960101366E-1;-1.960085034E-1
1.133034385E2;-2.174469382E-1;1.619200706E-1;-2.109221965E-1
1.133201045E2;-3.608580679E-2;9.321057005E-4;-1.817606091E-1
1.133367705E2;1.675127149E-1;-6.111950055E-2;-2.241048366E-1
1.133534365E2;2.603237927E-1;-1.051947847E-2;-3.036001325E-1
1.133701025E2;2.221074700E-1;5.779055133E-2;-3.271690905E-1
1.133867685E2;1.284974217E-1;4.807002097E-2;-3.829622865E-1
1.134034345E2;1.023984700E-1;-3.009369783E-2;-4.765723348E-1
1.134201004E2;1.221058443E-1;-2.130527347E-1;-5.490102768E-1
1.134367664E2;1.633848101E-1;-3.667170107E-1;-5.960150361E-1
1.134534324E2;1.865542978E-1;-4.866923392E-1;-6.656566262E-1
1.134700984E2;1.455416381E-1;-4.812328517E-1;-7.709845304E-1
1.134867644E2;5.073318258E-2;-2.829606533E-1;-8.454198837E-1
1.135034304E2;-5.912213027E-2;1.118526794E-2;-9.403614998E-1
1.135200964E2;9.267793596E-2;2.004027218E-1;-8.475503922E-1
1.135367624E2;3.584612012E-1;2.042642981E-1;-6.920219064E-1
1.135534284E2;4.938828647E-1;1.514005959E-1;-5.049349666E-1
1.135700944E2;4.229096770E-1;2.667153776E-1;-3.119890988E-1
1.135867603E2;1.965411454E-1;3.126548827E-1;-3.308975101E-1
1.136034263E2;-4.154528305E-2;1.448758543E-1;-6.201165915E-1
1.136200923E2;-2.599243224E-1;1.601890177E-1;-6.137250066E-1
1.136367583E2;-4.189149141E-1;1.074584723E-1;-4.636560082E-1
1.136534243E2;-4.993423223E-1;-1.194426864E-1;-3.310306668E-1
1.136700903E2;-4.502070546E-1;-2.636527456E-2;-1.944106072E-1
1.136867563E2;-3.757717609E-1;2.038648278E-1;-1.030642539E-1
1.137034223E2;-3.436806798E-1;4.347607195E-1;1.105211023E-2
1.137200883E2;-1.892174482E-1;4.748412669E-1;8.575372398E-2
1.137367542E2;8.229161799E-2;3.830954432E-1;1.531316489E-1
1.137534202E2;3.135869801E-1;2.283658981E-1;2.280995846E-1
1.137700862E2;4.799012840E-1;1.050616279E-1;3.012032807E-1
1.137867522E2;4.868254960E-1;6.777740270E-2;3.360906839E-1
1.138034182E2;3.902859688E-1;1.484711170E-1;3.424822688E-1
1.138200842E2;2.366216928E-1;2.099900991E-1;3.091927767E-1
1.138367502E2;4.221107066E-2;2.356895804E-1;2.282327414E-1
1.138534162E2;-1.407479644E-1;2.237053663E-1;1.736379713E-1
1.138700822E2;-9.693899006E-2;2.701774836E-1;2.237053663E-1
1.138867482E2;1.949432492E-1;3.621896505E-1;3.153180480E-1
1.139034141E2;4.599275887E-1;3.181143403E-1;3.788343966E-1
1.139200801E2;4.418180883E-1;1.929458827E-1;3.952127993E-1
1.139367461E2;1.298290044E-1;1.001347825E-1;3.640538454E-1
1.139534121E2;-3.079943359E-1;8.855003864E-2;3.559312224E-1
1.139700781E2;-5.639239550E-1;1.079910994E-1;3.937480748E-1
1.139867441E2;-5.783050060E-1;5.992107838E-2;4.623244107E-1
1.140034101E2;-3.414169848E-1;-3.155843541E-2;5.412870646E-1
1.140200761E2;5.139897019E-2;-3.888212144E-2;6.077328920E-1
1.140367421E2;4.511391521E-1;2.876211889E-2;6.580666304E-1
1.140534081E2;6.747113466E-1;1.589905918E-1;6.174534559E-1
1.140700740E2;5.785713196E-1;3.330280483E-1;4.821649492E-1
1.140867400E2;3.046653867E-1;3.715106845E-1;3.226417303E-1
1.141034060E2;1.624527015E-2;2.780338228E-1;1.852227151E-1
1.141200720E2;-1.230379492E-1;2.862896025E-2;3.502054140E-2
1.141367380E2;-6.404897571E-2;-1.776327193E-1;-1.362205893E-1
1.141534040E2;9.986846708E-3;-2.223737836E-1;-2.191779912E-1
1.141700700E2;3.328948980E-3;-6.937529147E-2;-7.976161689E-2
1.141867360E2;-2.929474972E-2;1.018658355E-1;4.021370411E-2
1.142034020E2;3.169159219E-2;2.440785319E-1;8.735162020E-2
1.142200679E2;1.464737505E-1;3.233075142E-1;1.059937328E-1
1.142367339E2;1.471395344E-1;2.941459119E-1;1.272990108E-1
1.142533999E2;9.720530361E-3;2.090579867E-1;1.846900880E-1
1.142700659E2;-1.218395308E-1;1.039963663E-1;2.468748540E-1
1.142867319E2;-1.909485012E-1;4.793686420E-2;2.877543271E-1
1.143033979E2;-2.186453640E-1;6.258423626E-2;2.636527419E-1
1.143200639E2;-1.882853508E-1;9.507478029E-2;1.909485012E-1
1.143367299E2;-1.945437789E-1;1.523326933E-1;1.776327193E-1
1.143533959E2;-1.071921512E-1;2.193111479E-1;3.741738573E-2
1.143700619E2;5.925529078E-2;2.178464085E-1;3.062633052E-2
1.143867278E2;2.110553533E-1;1.199753210E-1;1.518000662E-2
1.144033938E2;3.055975139E-1;-2.676474862E-2;-9.187898599E-3
1.144200598E2;2.848248780E-1;-1.625858694E-1;-3.968106955E-2
1.144367258E2;2.288985252E-1;-2.601906359E-1;-8.588688076E-2
1.144533918E2;1.901495606E-1;-3.283675313E-1;-1.372858584E-1
1.144700578E2;1.541969180E-1;-3.587275445E-1;-2.058621943E-1
1.144867238E2;1.157142594E-1;-3.535343707E-1;-2.209090441E-1
1.145033898E2;1.162468940E-1;-3.884217441E-1;-1.679121852E-1
1.145200558E2;1.918806136E-1;-4.994754791E-1;-9.467530251E-2
1.145367217E2;3.822965026E-1;-5.795034170E-1;-1.045289934E-1
1.145533877E2;5.921534300E-1;-5.460807681E-1;-1.865542978E-1
1.145700537E2;5.589970946E-1;-4.319643974E-1;-2.462090552E-1
1.145867197E2;2.034653574E-1;-3.074617088E-1;-2.874880135E-1
1.146033857E2;-2.049300969E-1;-8.961530030E-2;-2.808301151E-1
1.146200517E2;-3.771033287E-1;2.450106293E-2;-1.930790395E-1
1.146367177E2;-2.749711871E-1;-6.791055668E-3;-8.122635633E-2
1.146533837E2;-3.475422785E-2;-9.347688407E-2;-2.649843320E-2
1.146700497E2;1.925463974E-1;-1.749695539E-1;-3.861580743E-3
1.146867157E2;3.141196072E-1;-2.139848322E-1;1.464737463E-3
1.147033816E2;3.029343486E-1;-2.604569495E-1;3.302317113E-2
1.147200476E2;2.206427306E-1;-3.573959470E-1;3.009369783E-2
1.147367136E2;1.808284968E-1;-5.242428780E-1;3.621896356E-2
1.147533796E2;2.588590682E-1;-7.745798230E-1;5.925529078E-2
1.147700456E2;3.812312186E-1;-1.002279878E0;4.367581010E-2
1.147867116E2;4.030691385E-1;-1.087234735E0;-5.965476483E-2
1.148033776E2;2.717753947E-1;-9.591367245E-1;-2.133190483E-1
1.148200436E2;-7.989477366E-3;-6.784397960E-1;-3.813643754E-1
1.148367096E2;-3.471427858E-1;-3.316964805E-1;-4.772381186E-1
1.148533756E2;-5.757750273E-1;2.623211779E-2;-5.086634159E-1
1.148700415E2;-5.805686712E-1;3.177148700E-1;-5.278381109E-1
1.148867075E2;-3.739075363E-1;4.781702161E-1;-5.185170770E-1
1.149033735E2;-1.065263674E-1;4.287686050E-1;-4.197138846E-1
1.149200395E2;1.432779580E-1;6.724476814E-2;-2.671148479E-1
1.149367055E2;2.447443157E-1;-4.175833464E-1;-1.368863732E-1
1.149533715E2;1.765674502E-1;-7.076013684E-1;-1.091895252E-1
1.149700375E2;-1.402153224E-1;-7.318361402E-1;-1.720400751E-1
1.149867035E2;-4.637891650E-1;-2.966759205E-1;-2.577938139E-1
1.150033695E2;-4.864259958E-1;-1.131842658E-2;-2.296974659E-1
1.150200354E2;-4.195807278E-1;2.408827394E-1;-2.203764170E-1
1.150367014E2;-3.561975360E-1;2.952111959E-1;-1.307611167E-1
1.150533674E2;-1.884185076E-1;2.745717168E-1;-6.111950055E-2
1.150700334E2;6.045371294E-2;2.857569754E-1;2.796316985E-3
1.150866994E2;2.946785688E-1;3.059969842E-1;1.000016257E-1
1.151033654E2;4.303665161E-1;2.857569754E-1;1.910816729E-1
1.151200314E2;4.697812796E-1;2.446111590E-1;2.223737836E-1
1.151366974E2;4.592617750E-1;2.066611499E-1;1.790974438E-1
1.151533634E2;3.942807019E-1;1.527321786E-1;1.027979404E-1
1.151700294E2;2.479401082E-1;6.964161247E-2;2.383527346E-2
1.151866953E2;6.551371515E-2;5.086633936E-2;-7.017423958E-2
1.152033613E2;-1.239700541E-1;1.609879732E-1;-1.290300637E-1
1.152200273E2;-2.874880135E-1;4.350270331E-1;-8.948214352E-2
1.152366933E2;-3.322291076E-1;7.812377214E-1;2.743053809E-2
1.152533593E2;-2.858901322E-1;9.250482917E-1;6.418213248E-2
1.152700253E2;-2.158490419E-1;8.675240874E-1;2.050632425E-2
1.152866913E2;-3.165164590E-1;7.060034871E-1;-3.462106735E-2
1.153033573E2;-6.419544816E-1;6.109287143E-1;-1.424790081E-2
1.153200233E2;-9.890972972E-1;6.559360623E-1;1.270326823E-1
1.153366892E2;-1.081109405E0;6.713824272E-1;2.356895804E-1
1.153533552E2;-9.078709483E-1;6.004092097E-1;2.438122183E-1
1.153700212E2;-5.820333958E-1;5.050681233E-1;2.788327634E-1
1.153866872E2;-1.912148297E-1;4.221107066E-1;3.705785871E-1
1.154033532E2;1.342232227E-1;3.755054474E-1;4.637891650E-1
1.154200192E2;2.647180259E-1;3.644533157E-1;5.191828609E-1
1.154366852E2;2.061285079E-1;4.263717830E-1;4.978775978E-1
1.154533512E2;1.286305785E-1;4.780370593E-1;4.022701681E-1
1.154700172E2;6.111950055E-2;2.925480306E-1;2.587259114E-1
1.154866832E2;-7.656582445E-2;-4.367581010E-2;1.159805804E-1
1.155033491E2;-2.475406379E-1;-2.009353489E-1;1.191763729E-1
1.155200151E2;-3.034669757E-1;-2.593916953E-1;1.506016403E-1
1.155366811E2;-2.186453640E-1;-2.715090811E-1;7.776424289E-2
1.155533471E2;-2.162485123E-1;-1.334242672E-1;8.349003643E-2
1.155700131E2;-2.426137924E-1;-2.929474972E-2;4.807002097E-2
1.155866791E2;-2.533995807E-1;7.523424178E-2;1.303616315E-1
1.156033451E2;-1.645832360E-1;7.017423958E-2;1.105211005E-1
1.156200111E2;-7.536740601E-2;-5.352949724E-2;5.858949851E-3
1.156366771E2;-1.127847880E-1;-1.436774284E-1;-7.177213579E-2
1.156533431E2;-2.258358896E-1;-1.298290044E-1;-6.364950538E-2
1.156700090E2;-3.029343486E-1;-7.070687413E-2;-1.358211134E-2
1.156866750E2;-2.639190555E-1;-6.231792271E-2;9.720530361E-3
1.157033410E2;-1.579253376E-1;-1.757685095E-2;1.864211448E-2
1.157200070E2;-3.675159439E-2;-1.185105834E-2;2.796316985E-3
1.157366730E2;1.002679393E-1;-8.122635633E-2;-2.476738021E-2
1.157533390E2;1.862879843E-1;-1.788311303E-1;-3.462106735E-2
1.157700050E2;2.334259003E-1;-2.808301151E-1;-1.997369342E-3
1.157866710E2;2.796317041E-1;-3.760380745E-1;5.126581341E-2
1.158033370E2;3.458112180E-1;-4.596612751E-1;8.482161909E-2
1.158200029E2;4.034686089E-1;-5.077312589E-1;8.961530030E-2
1.158366689E2;4.095938802E-1;-5.523391962E-1;5.579318479E-2
1.158533349E2;4.486091435E-1;-5.241097212E-1;2.316948399E-2
1.158700009E2;5.014728308E-1;-5.211802125E-1;-4.926844314E-2
1.158866669E2;3.763043880E-1;-5.327649713E-1;-1.683116555E-1
1.159033329E2;1.018658355E-1;-3.141196072E-1;-2.091911435E-1
1.159199989E2;-2.335590571E-1;3.209106624E-2;-1.836248189E-1
1.159366649E2;-5.833650231E-1;2.515353858E-1;-1.976063997E-1
1.159533309E2;-8.085350990E-1;3.547327816E-1;-2.645848691E-1
1.159699969E2;-8.965525031E-1;3.275685608E-1;-3.716438413E-1
1.159866628E2;-8.351666927E-1;1.854890287E-1;-4.238417745E-1
1.160033288E2;-6.913561225E-1;-4.380896688E-2;-3.918838501E-1
1.160199948E2;-5.246423483E-1;-2.964096069E-1;-3.101248741E-1
1.160366608E2;-3.265033066E-1;-4.799012840E-1;-2.131858915E-1
1.160533268E2;-1.229047924E-1;-5.087965727E-1;-1.131842583E-1
1.160699928E2;8.655267209E-2;-5.056007504E-1;-2.530001104E-3
1.160866588E2;3.061301410E-1;-5.355613232E-1;8.322372288E-2
1.161033248E2;4.503402114E-1;-5.712476373E-1;8.162582666E-2
1.161199908E2;4.869586527E-1;-5.507413149E-1;1.904158667E-2
1.161366567E2;4.263717830E-1;-4.944154918E-1;-1.027979404E-1
1.161533227E2;3.046653867E-1;-4.139880836E-1;-2.783001363E-1
1.161699887E2;1.243695319E-1;-3.122554123E-1;-4.311654568E-1
1.161866547E2;-6.791055948E-2;-1.914811432E-1;-5.044023395E-1
1.162033207E2;-1.569932252E-1;-6.111950055E-2;-5.416865349E-1
1.162199867E2;-1.495363861E-1;5.858949944E-2;-5.672528744E-1
1.162366527E2;-7.896266878E-2;1.259674281E-1;-5.739107728E-1
1.162533187E2;-3.608580679E-2;8.495477587E-2;-5.558013320E-1
1.162699847E2;-1.065263618E-2;1.225053146E-2;-5.265065432E-1
1.162866507E2;2.450106293E-2;-3.781685978E-2;-4.912196994E-1
1.163033166E2;-4.793686420E-2;-5.872265995E-2;-4.826975763E-1
1.163199826E2;-2.655169666E-1;-7.669898123E-2;-4.729770422E-1
1.163366486E2;-5.535376072E-1;-1.239700541E-1;-4.595280886E-1
1.163533146E2;-7.613971829E-1;-2.199769467E-1;-4.708465338E-1
1.163699806E2;-8.028092980E-1;-3.359575272E-1;-4.660528302E-1
1.163866466E2;-6.720482111E-1;-4.716454744E-1;-3.838943839E-1
1.164033126E2;-3.805654347E-1;-5.408875942E-1;-2.487390637E-1
1.164199786E2;-6.937529147E-2;-5.066660047E-1;-1.400821656E-1
1.164366446E2;1.222390011E-1;-4.012049139E-1;-6.191844866E-2
1.164533106E2;1.514005959E-1;-3.257043660E-1;-2.090579830E-2
1.164699765E2;1.504684836E-1;-2.929475009E-1;-2.370211668E-2
1.164866425E2;1.713742912E-1;-3.147853911E-1;-7.070687413E-2
1.165033085E2;1.709748209E-1;-4.000065029E-1;-1.438105851E-1
1.165199745E2;1.438105851E-1;-4.712460041E-1;-2.227732539E-1
1.165366405E2;9.720530361E-2;-4.496744275E-1;-2.798980176E-1
1.165533065E2;-4.926844500E-3;-2.147837877E-1;-2.857569754E-1
1.165699725E2;-1.656484902E-1;1.508679688E-1;-2.665822208E-1
1.165866385E2;-3.687143922E-1;4.307659864E-1;-1.861548275E-1
1.166033045E2;-4.669849575E-1;5.504750013E-1;-5.099949613E-2
1.166199704E2;-3.495396376E-1;4.821649492E-1;6.018739566E-2
1.166366364E2;-3.222422674E-2;1.840242893E-1;2.097237855E-1
1.166533024E2;2.854906619E-1;-2.628538013E-1;3.018690944E-1
1.166699684E2;4.231759906E-1;-5.929523706E-1;3.780354261E-1
1.166866344E2;3.017359376E-1;-8.234487772E-1;4.788360000E-1
1.167033004E2;-6.578002870E-2;-1.018791556E0;5.390233994E-1
1.167199664E2;-2.937464416E-1;-9.382309318E-1;5.235770941E-1
1.167366324E2;-1.069258377E-1;-6.229129434E-1;4.579302073E-1
1.167532984E2;2.488722205E-1;-1.693769246E-1;4.197138846E-1
1.167699644E2;5.464802384E-1;2.203764170E-1;4.494080842E-1
1.167866303E2;6.906903386E-1;4.105259776E-1;5.242428780E-1
1.168032963E2;6.579334736E-1;4.359591305E-1;5.004075766E-1
1.168199623E2;4.990760088E-1;4.106591344E-1;4.158523083E-1
1.168366283E2;2.857569754E-1;3.600591123E-1;3.371559381E-1
1.168532943E2;8.668582886E-2;2.912164330E-1;2.896185517E-1
1.168699603E2;-5.845634267E-2;2.201101035E-1;2.496711612E-1
1.168866263E2;-1.836248189E-1;2.098569423E-1;2.075932473E-1
1.169032923E2;-2.633864284E-1;3.008038104E-1;1.849564016E-1
1.169199583E2;-2.876211703E-1;4.057323039E-1;1.966743022E-1
1.169366242E2;-2.258358896E-1;5.197154880E-1;2.320943177E-1
1.169532902E2;-1.288969070E-1;5.731118321E-1;2.482064217E-1
1.169699562E2;-1.455416381E-1;6.408892274E-1;2.416816950E-1
1.169866222E2;-2.832269669E-1;7.552719116E-1;2.210422009E-1
1.170032882E2;-4.769718051E-1;7.562040091E-1;1.849564016E-1
1.170199542E2;-5.994771123E-1;6.669881940E-1;1.380847991E-1
1.170366202E2;-6.440850496E-1;5.503418446E-1;1.013332009E-1
1.170532862E2;-6.094639897E-1;4.428833723E-1;8.349003643E-2
1.170699522E2;-5.323655009E-1;3.273022473E-1;8.215846121E-2
1.170866182E2;-3.901528120E-1;1.407479644E-1;1.053279415E-1
1.171032841E2;-2.098569423E-1;-7.936213911E-2;1.540637612E-1
1.171199501E2;-9.773793817E-2;-2.322274745E-1;2.174469382E-1
1.171366161E2;-5.472791940E-2;-3.233075142E-1;2.818953991E-1
1.171532821E2;2.117211558E-2;-4.002728164E-1;3.185138404E-1
1.171699481E2;1.773663908E-1;-4.552670419E-1;2.701774836E-1
1.171866141E2;3.464770019E-1;-4.352933466E-1;1.597895473E-1
1.172032801E2;4.334291518E-1;-3.402185738E-1;5.992107838E-2
1.172199461E2;3.653854430E-1;-1.936116666E-1;-3.994738683E-3
1.172366121E2;1.712411344E-1;-7.323687524E-2;-5.219791830E-2
1.172532781E2;-1.118526794E-2;-7.989477599E-4;-1.154479459E-1
1.172699440E2;-3.262370080E-2;2.130527236E-2;-1.645832360E-1
1.172866100E2;1.022653133E-1;4.500738904E-2;-1.890842915E-1
1.173032760E2;2.407495826E-1;7.989477366E-2;-1.810948253E-1
1.173199420E2;1.998700947E-1;2.556632832E-2;-1.942774504E-1
1.173366080E2;-2.663159184E-2;-7.496792823E-2;-2.354232669E-1
1.173532740E2;-3.175817132E-1;-1.941442937E-1;-2.968090773E-1
1.173699400E2;-5.926860571E-1;-3.559312224E-1;-3.456780612E-1
1.173866060E2;-6.534060836E-1;-4.010717571E-1;-3.448790908E-1
1.174032720E2;-3.712443709E-1;-2.226400971E-1;-2.869553864E-1
1.174199379E2;5.792371184E-2;4.127896577E-2;-2.235722095E-1
1.174366039E2;3.471427858E-1;2.447443157E-1;-1.624527127E-1
1.174532699E2;3.816306889E-1;2.551306486E-1;-1.486042738E-1
1.174699359E2;3.374222517E-1;1.496695429E-1;-2.073269337E-1
1.174866019E2;2.347574681E-1;7.882951200E-2;-3.146522343E-1
1.175032679E2;5.073318258E-2;5.499423668E-2;-4.454133511E-1
1.175199339E2;-1.458079666E-1;4.647212476E-2;-5.450155139E-1
1.175365999E2;-2.696448565E-1;5.512739345E-2;-6.225134134E-1
1.175532659E2;-3.127880394E-1;7.123950869E-2;-6.735129356E-1
1.175699319E2;-2.382195890E-1;1.267663687E-1;-7.005439997E-1
1.175865978E2;-1.171789989E-1;2.553969622E-1;-7.560708523E-1
1.176032638E2;-4.474107176E-2;4.153196514E-1;-7.005439997E-1
1.176199298E2;6.884266436E-2;4.306328297E-1;-4.708465338E-1
1.176365958E2;2.189116776E-1;3.171822429E-1;-2.440785319E-1
1.176532618E2;3.243727684E-1;1.854890287E-1;-1.573926955E-1
1.176699278E2;3.234406710E-1;9.693899006E-2;-1.820269227E-1
1.176865938E2;2.414153665E-1;3.515370190E-2;-2.338253707E-1
1.177032598E2;1.229047924E-1;-1.464737486E-2;-2.881538272E-1
1.177199258E2;6.258423906E-3;1.984053478E-2;-2.805638015E-1
1.177365917E2;-1.037300453E-1;1.004010960E-1;-2.269011587E-1
1.177532577E2;-1.745700836E-1;1.564605981E-1;-1.619200706E-1
1.177699237E2;-1.272990108E-1;2.062616795E-1;-7.896266878E-2
1.177865897E2;-8.522109129E-3;2.250369489E-1;1.171789970E-2
1.178032557E2;1.166463718E-1;1.876195520E-1;9.574057162E-2
1.178199217E2;1.785648167E-1;1.237037405E-1;1.568600684E-1
1.178365877E2;2.238385230E-1;6.285055727E-2;1.912148297E-1
1.178532537E2;2.933469713E-1;8.255792782E-3;2.054627240E-1
1.178699197E2;3.633880615E-1;-3.661843762E-2;1.800295562E-1
1.178865857E2;3.589938581E-1;-4.886896908E-2;1.494032294E-1
1.179032516E2;3.022685647E-1;-1.478053257E-2;1.141163707E-1
1.179199176E2;2.364885211E-1;3.368896246E-2;7.909582555E-2
1.179365836E2;1.605884880E-1;9.840372950E-2;4.407528415E-2
1.179532496E2;1.251684725E-1;1.937448233E-1;1.438105945E-2
1.179699156E2;1.870869249E-1;3.426154256E-1;5.885581672E-2
1.179865816E2;3.143859208E-1;4.769718051E-1;1.739042848E-1
1.180846379E2;1.784316599E-1;-3.025348783E-1;6.325002760E-2
1.181013039E2;1.217063740E-1;-2.848248780E-1;6.338318437E-2
1.181179699E2;1.015995219E-1;-2.723080218E-1;6.897582114E-2
1.181346358E2;7.976161689E-2;-2.680469751E-1;8.349003643E-2
1.181513018E2;3.888212144E-2;-2.427469492E-1;1.146489978E-1
1.181679678E2;2.476738021E-2;-2.292979956E-1;1.213068962E-1
1.181846338E2;2.649843320E-2;-2.553969622E-1;1.255679578E-1
1.182012998E2;4.740423337E-2;-2.880206704E-1;1.364869028E-1
1.182179658E2;1.261005849E-1;-3.051980436E-1;1.455416381E-1
1.182346318E2;2.873548567E-1;-3.362238407E-1;1.474058628E-1
1.182512978E2;4.250401855E-1;-3.901528120E-1;1.300953180E-1
1.182679638E2;3.878891170E-1;-4.239749312E-1;8.002793044E-2
1.182846298E2;1.659148186E-1;-3.657849133E-1;-3.355580568E-2
1.183012957E2;-7.803056389E-2;-2.335590571E-1;-1.820269227E-1
1.183179617E2;-2.354232669E-1;-2.165148407E-1;-3.370227814E-1
1.183346277E2;-2.262353599E-1;-3.667170107E-1;-4.436823130E-1
1.183512937E2;-2.024000883E-1;-5.265065432E-1;-4.418180883E-1
1.183679597E2;-2.356895804E-1;-5.944170952E-1;-3.472759426E-1
1.183846257E2;-1.502021700E-1;-5.723128915E-1;-3.099917173E-1
1.184012917E2;8.295740932E-2;-6.073334217E-1;-4.480765164E-1
1.184179577E2;3.074617088E-1;-6.924213767E-1;-5.305013061E-1
1.184346237E2;3.661843836E-1;-8.175898194E-1;-6.321008205E-1
1.184512896E2;3.150517344E-1;-9.334372878E-1;-6.620613337E-1
1.184679556E2;6.325002760E-2;-1.438105941E0;-5.065328479E-1
