sensor,axis,start_time,end_time,start_idx,end_idx,mean,std,min,max,range,median,variance,dominant_freq,spectral_centroid,activity
Linear Acceleration,Linear Acceleration x (m/s^2),326.5619939,332.5887488,16200,16500,0.1718107314017,0.8658511549949569,-3.106347349,2.069498604,5.175845953,0.3294939642,0.749698222606101,4.800000000000001,10.844261294962457,biking
Linear Acceleration,Linear Acceleration x (m/s^2),332.6089048,338.6356464,16500,16800,0.16402168177953333,0.9298760596949343,-2.419270273,2.681651212,5.100921485,0.21090585265,0.8646694863937769,4.6000000000000005,10.814053264949091,biking
Linear Acceleration,Linear Acceleration x (m/s^2),338.6558024,344.6825354,16800,17100,0.12221136893374933,0.9797791713189025,-4.887304571,2.426992106,7.314296677,0.15849301945,0.9599672245503552,4.800000000000001,10.610555331919839,biking
Linear Acceleration,Linear Acceleration x (m/s^2),344.7026924,350.7294163,17100,17400,0.252229768697744,0.6241214972712189,-1.52121484,1.760396073,3.2816109129999997,0.29545074375,0.38952764335606804,0.2,12.287312802903557,biking
Linear Acceleration,Linear Acceleration x (m/s^2),350.7495723,356.7762853,17400,17700,0.09674850771128267,0.5212737082388191,-2.219025357,2.777811597,4.996836954,0.1537871803,0.2717262789010495,0.8,8.241822062140214,biking
Linear Acceleration,Linear Acceleration x (m/s^2),356.7964423,362.8231508,17700,18000,0.23385105286073005,0.3196649172426463,-1.768912543,2.706273837,4.47518638,0.23528815715,0.10218565931574788,7.4,12.509755198403365,biking
Linear Acceleration,Linear Acceleration x (m/s^2),362.8433078,368.8700098,18000,18300,0.13112570550625666,0.08274407296431754,-0.04181636274,0.4240582055,0.46587456824,0.12299091875,0.0068465816107243045,0.2,7.918646873775088,biking
Linear Acceleration,Linear Acceleration x (m/s^2),368.890166,374.9168699,18300,18600,0.015528937876156999,0.02669130010953858,-0.03836416662,0.2002647972,0.23862896382,0.0124466756,0.0007124255015374543,0.2,11.097358588654958,biking
Linear Acceleration,Linear Acceleration x (m/s^2),374.9370259,380.9637268,18600,18900,0.013908551628983634,0.172686611363334,-1.628477041,0.8464096087,2.4748866497,0.011025509834999999,0.02982066574415115,7.2,8.910101980832316,biking
Linear Acceleration,Linear Acceleration x (m/s^2),380.9838828,387.0105805,18900,19200,-0.0014687523543743335,0.018428374772536327,-0.05711911082,0.06329201639,0.12041112721,-0.0013524609805,0.0003396049967570533,0.2,12.696551519313106,biking
Linear Acceleration,Linear Acceleration x (m/s^2),387.0307365,393.0574308,19200,19500,-0.0050986512065098665,0.01899677482683144,-0.04841143727,0.1650926256,0.21350406286999998,-0.0059144586324999995,0.0003608774538213367,7.0,12.675257502234029,biking
Linear Acceleration,Linear Acceleration x (m/s^2),393.0775868,399.1042678,19500,19800,-0.0022157672883000336,0.024649982388215086,-0.07910054862,0.1321435654,0.21124411401999998,-0.001717327237,0.0006076216317393139,6.800000000000001,11.60665341351129,biking
Linear Acceleration,Linear Acceleration x (m/s^2),399.1244238,405.1510995,19800,20100,0.01484703558939823,0.24862746273403466,-1.147648219,1.053493429,2.201141648,0.00754612416,0.06181561522556379,3.6,8.333659521890967,biking
Linear Acceleration,Linear Acceleration x (m/s^2),405.1712555,411.1979322,20100,20400,0.05304868664043127,0.10542908280608568,-0.4571230406,0.759245165,1.2163682056,0.051950172185000004,0.011115291501332471,3.8000000000000003,9.69893240204012,biking
Linear Acceleration,Linear Acceleration x (m/s^2),411.2180882,417.24477,20400,20700,0.27169296859160735,0.5844655063090366,-1.716398992,1.920748361,3.637147353,0.25973141895,0.3415999280650785,0.8,9.12731083466383,biking
Linear Acceleration,Linear Acceleration x (m/s^2),417.264926,423.2916072,20700,21000,0.13672044032820002,0.9426530646555695,-3.404717315,2.399221925,5.80393924,0.20111059695,0.8885948003045373,0.2,11.241620988821833,biking
Linear Acceleration,Linear Acceleration x (m/s^2),423.3117632,429.3384323,21000,21300,0.11284732202233333,1.0175908157065947,-3.763900663,3.380652514,7.144553177,0.1038225764,1.0354910682104128,0.8,12.408076368357913,biking
Linear Acceleration,Linear Acceleration x (m/s^2),429.3585883,435.3852607,21300,21600,0.12584542028507664,0.9717107587886191,-2.458210976,3.184194839,5.642405815,0.1525776838,0.9442217987455539,1.8,11.086602108875788,biking
Linear Acceleration,Linear Acceleration x (m/s^2),435.4054167,441.4320864,21600,21900,0.10679636016928334,0.9871790667042643,-3.099061718,2.841294817,5.940356535,0.18896300645,0.9745225097391023,1.8,10.935470045109062,biking
Linear Acceleration,Linear Acceleration x (m/s^2),441.4522424,447.4789108,21900,22200,0.15549343099292,0.9976425190416162,-3.212793278,3.275116704,6.487909982,0.25912900955,0.9952905957997015,5.0,11.056404537838226,biking
Linear Acceleration,Linear Acceleration x (m/s^2),447.4990668,453.5257335,22200,22500,0.3266418229406,0.7881118886433107,-2.387959603,2.752254587,5.14021419,0.4319646643,0.6211203490209262,3.4000000000000004,11.274221000647103,biking
Linear Acceleration,Linear Acceleration x (m/s^2),453.5458895,459.5725473,22500,22800,0.2247721629765907,0.9952087655478045,-3.70399857,3.003624634,6.707623204,0.28827109385,0.9904404870231848,3.6,12.009550261156484,biking
Linear Acceleration,Linear Acceleration x (m/s^2),459.5927033,465.6193598,22800,23100,0.22222265612363334,1.0419276389702046,-2.774778062,3.037741383,5.812519445,0.28623173115,1.085613204850025,4.800000000000001,12.945110406629107,biking
Linear Acceleration,Linear Acceleration x (m/s^2),465.6395158,471.6661697,23100,23400,0.16284336740737665,1.2284645023918308,-4.426236414,3.008665518,7.434901932,0.21597670419999998,1.5091250336368085,4.2,13.226706816264105,biking
Linear Acceleration,Linear Acceleration x (m/s^2),471.6863257,477.7129763,23400,23700,0.12425015855524334,1.2047123958569483,-2.951116929,4.096075429,7.047192358,0.10591617195,1.4513319567313887,4.4,12.526411723766147,biking
Linear Acceleration,Linear Acceleration x (m/s^2),477.7331323,483.7597825,23700,24000,0.11812305910287435,1.032607977732456,-3.191872233,3.099550253,6.291422486,0.13787529855000002,1.0662792356767121,2.2,13.070763109353553,biking
Linear Acceleration,Linear Acceleration x (m/s^2),483.7799395,489.8065815,24000,24300,0.16164365326758334,1.061567978720388,-3.571587494,3.853350491,7.424937985,0.22375817885,1.12692657344449,4.2,12.118918459416593,biking
Linear Acceleration,Linear Acceleration x (m/s^2),489.8267375,495.8533897,24300,24600,0.15172483034052334,0.9425795279078822,-2.730459383,2.761787595,5.492246978,0.23876228035,0.8884561664310462,19.8,11.866047157598073,biking
Linear Acceleration,Linear Acceleration x (m/s^2),495.8735457,501.9002105,24600,24900,0.18025355826110234,1.0933871502826387,-5.968284007,2.599121564,8.567405571,0.225075995,1.1954954604031893,10.200000000000001,11.964118673768587,biking
Linear Acceleration,Linear Acceleration x (m/s^2),501.9203665,507.9470463,24900,25200,0.12743937420613333,0.8162632317101274,-2.369178346,2.298910602,4.668088947999999,0.13875077295,0.6662856634418611,3.6,11.372780210329895,biking
Linear Acceleration,Linear Acceleration x (m/s^2),507.9672023,513.9938822,25200,25500,0.1988986927249927,0.943275153945456,-4.688137296,3.261199161,7.949336456999999,0.25534717664999995,0.8897680160508238,4.6000000000000005,10.998370441600976,biking
Linear Acceleration,Linear Acceleration x (m/s^2),514.0140385,520.0407037,25500,25800,0.15282757137643901,0.9977252498764815,-3.194333911,3.527210636,6.721544547000001,0.1306778146,0.9954556742410875,4.6000000000000005,11.610330268009985,biking
Linear Acceleration,Linear Acceleration x (m/s^2),520.0608597,526.0875198,25800,26100,0.16457001024611667,1.0349917633114856,-2.997063473,2.903550122,5.900613594999999,0.1983317077,1.071207950122618,3.8000000000000003,11.689399010260312,biking
Linear Acceleration,Linear Acceleration x (m/s^2),526.1076758,532.1343318,26100,26400,0.16728409477709003,1.0331771216108099,-3.749743092,2.871917855,6.6216609470000005,0.2438937968,1.0674549646199982,6.4,11.890555449856558,biking
Linear Acceleration,Linear Acceleration x (m/s^2),532.1544878,538.1811425,26400,26700,0.18570010711939333,0.971455723351389,-3.753474785,2.767103883,6.520578668,0.34886856705,0.9437262224321703,3.8000000000000003,12.387695758185748,biking
Linear Acceleration,Linear Acceleration x (m/s^2),538.2012985,544.2279484,26700,27000,0.16446764012000667,1.0683213925428465,-3.166692953,2.540136606,5.706829559,0.2118779522,1.1413105977646867,4.0,12.386125694775416,biking
Linear Acceleration,Linear Acceleration x (m/s^2),544.2481044,550.2747402,27000,27300,0.15029446786079,0.9138462925616783,-2.911939123,3.257180077,6.1691192,0.25776324615,0.8351150464287245,4.2,12.89598920465625,biking
Linear Acceleration,Linear Acceleration x (m/s^2),550.2948962,556.321527,27300,27600,0.14006844783799166,0.9177762213469953,-2.266288986,2.320215809,4.586504795,0.2296622586,0.8423131924699689,5.4,12.368379493101473,biking
Linear Acceleration,Linear Acceleration x (m/s^2),556.341683,562.3683049,27600,27900,0.13304803220644665,1.0114871383470412,-5.48956486,4.538548855,10.028113715,0.18212381065,1.0231062310414862,6.6000000000000005,11.814049074564721,biking
Linear Acceleration,Linear Acceleration x (m/s^2),562.3884609,568.4150802,27900,28200,0.12584377430376667,0.8197316884721099,-2.233596033,2.319018592,4.552614625,0.1380226484,0.6719600410853361,5.800000000000001,12.533781481236547,biking
Linear Acceleration,Linear Acceleration x (m/s^2),568.4352362,574.4618459,28200,28500,0.12119371756998999,0.7851310226935941,-2.789306054,2.255567531,5.0448735849999995,0.1680707587,0.6164307227958891,4.2,11.734802651252458,biking
Linear Acceleration,Linear Acceleration x (m/s^2),574.4820019,580.5085982,28500,28800,0.09395549452754003,0.8381108824948807,-3.404103357,2.549548285,5.9536516420000005,0.174430629,0.7024298513563477,0.2,11.371517011707379,biking
Linear Acceleration,Linear Acceleration x (m/s^2),580.5287542,586.5553412,28800,29100,0.06463745876817667,0.5377293694210931,-3.686242037,1.181551545,4.867793582,0.1687538597,0.2891528747380063,1.0,8.004037248429055,biking
Linear Acceleration,Linear Acceleration x (m/s^2),586.5754962,592.6020715,29100,29400,0.030939136344072332,0.04569147324223318,-0.08001037538,0.2506286198,0.33063899518,0.02551403314,0.002087710727045711,0.2,10.484754323872755,biking
Linear Acceleration,Linear Acceleration x (m/s^2),592.6222265,598.6487893,29400,29700,0.007996607297504068,0.028547674854608285,-0.07762997389,0.09134929597,0.16897926986,0.0087804713845,0.0008149697396044341,0.2,11.547177999286019,biking
Linear Acceleration,Linear Acceleration x (m/s^2),598.6689453,604.6954953,29700,30000,0.014144440975712668,0.05108842864904175,-0.2282717907,0.1595190597,0.3877908504,0.015510616599999999,0.0026100275418282294,0.2,9.983790880371183,biking
Linear Acceleration,Linear Acceleration x (m/s^2),604.7156503,610.7421875,30000,30300,0.2270847562562063,0.5283170240352024,-1.207348875,2.281345858,3.488694733,0.016992008685,0.2791188778854126,0.2,8.315037546007705,biking
Linear Acceleration,Linear Acceleration x (m/s^2),610.7623435,616.7888774,30300,30600,0.13282810578114002,0.717115862044432,-2.245966988,2.170880553,4.416847541,0.19802355945,0.5142551595957289,1.2000000000000002,9.477842369313636,biking
Linear Acceleration,Linear Acceleration x (m/s^2),616.8090334,622.8355598,30600,30900,0.08858054094111334,1.3230576261887592,-5.965552772,7.55055635,13.516109122,0.1765538992,1.7504814822162345,8.8,11.049192828991217,biking
Linear Acceleration,Linear Acceleration x (m/s^2),622.8557158,628.8822354,30900,31200,0.31918820273533327,1.07472758137674,-2.931755921,3.328849107,6.2606050280000005,0.37302224549999996,1.1550393741718976,3.8000000000000003,10.931199078298654,biking
Linear Acceleration,Linear Acceleration x (m/s^2),628.9023914,634.9289047,31200,31500,0.07193598648077336,1.1406565631613874,-4.577863487,2.869324907,7.447188394,0.1570771162,1.3010973950831484,4.6000000000000005,10.284921102250568,biking
Linear Acceleration,Linear Acceleration x (m/s^2),634.9490607,640.9755638,31500,31800,0.051813712803153326,1.5141809334694158,-4.728295096,3.681745821,8.410040917,0.11740375805,2.2927438992823115,4.4,11.771926664307811,biking
Linear Acceleration,Linear Acceleration x (m/s^2),640.9957198,647.0222213,31800,32100,-0.16215287460166466,1.2761452658978887,-5.291835415,3.755965406,9.047800821000001,-0.19227136104999998,1.628546739673593,11.200000000000001,12.171353522861823,biking
Linear Acceleration,Linear Acceleration x (m/s^2),647.0423773,653.0688767,32100,32400,0.46402432108561326,1.4116137070128267,-5.741182244,3.632457594,9.373639837999999,0.65006653905,1.9926532578264944,5.2,11.344990562041621,biking
Linear Acceleration,Linear Acceleration x (m/s^2),653.0890317,659.1155278,32400,32700,0.09342024234409332,1.0869804787816726,-4.327259426,3.523738851,7.850998277,0.2772074309,1.1815265612524342,0.2,10.603037913284668,biking
Linear Acceleration,Linear Acceleration x (m/s^2),659.1356838,665.1621747,32700,33000,0.15308258499113334,1.2176998042809368,-6.946233748,3.659238718,10.605472466,0.29983966380000004,1.482792813345832,4.800000000000001,11.501945189150913,biking
Linear Acceleration,Linear Acceleration x (m/s^2),665.1823297,671.2088127,33000,33300,0.19014677331124333,0.8504618758308696,-2.08596524,2.836722587,4.922687827000001,0.29789970385,0.7232854022417615,5.4,11.75660229687798,biking
Linear Acceleration,Linear Acceleration x (m/s^2),671.2289677,677.2554532,33300,33600,0.11432169648638334,0.8166741154852897,-2.678658022,2.173494843,4.852152865,0.17147836984999998,0.6669566109036803,3.8000000000000003,11.979717331471962,biking
Linear Acceleration,Linear Acceleration x (m/s^2),677.2756092,683.3020995,33600,33900,0.0829428670794733,0.7929004982909303,-2.224451865,1.925673763,4.150125628,0.16268298805,0.6286912001900056,1.8,11.286971169390402,biking
Linear Acceleration,Linear Acceleration x (m/s^2),683.3222545,689.348747,33900,34200,0.2189840344365633,1.0114501424402231,-2.985794134,2.793526574,5.779320708,0.22013992175,1.0230313906423478,4.6000000000000005,11.486786971378471,biking
Linear Acceleration,Linear Acceleration x (m/s^2),689.368902,695.395387,34200,34500,0.18387123057954333,1.1243553156596686,-3.984079322,3.746498764,7.7305780859999995,0.20694845705,1.2641748758521532,4.800000000000001,12.11079846567403,biking
Linear Acceleration,Linear Acceleration x (m/s^2),695.415542,701.4420117,34500,34800,0.11421851749450998,1.3259251220137231,-7.350452936,4.381957204,11.732410139999999,0.19812310830000002,1.7580774291871064,5.2,10.911877607006714,biking
Linear Acceleration,Linear Acceleration x (m/s^2),701.4621677,707.4886317,34800,35100,0.14243688786775,1.141085734311753,-3.176589366,3.416401221,6.592990587,0.21737872035,1.302076653049793,5.0,11.144335788591448,biking
Linear Acceleration,Linear Acceleration x (m/s^2),707.5087877,713.5352523,35100,35400,0.16751298989989,0.7764520969475313,-2.157284899,2.636213084,4.793497983,0.19414466274999997,0.6028778588542184,3.6,11.447570536790826,biking
Linear Acceleration,Linear Acceleration x (m/s^2),713.5554073,719.5818659,35400,35700,0.13124503061236667,0.8085003423118433,-1.955642498,2.120036089,4.0756785870000005,0.15752515909999998,0.6536728035183679,4.4,10.678963744996713,biking
Linear Acceleration,Linear Acceleration x (m/s^2),719.6020209,725.6284682,35700,36000,0.19088047899703,0.8376472352964567,-3.393890026,2.72372456,6.117614586,0.2154643419,0.7016528907997974,4.6000000000000005,10.547059792763726,biking
Linear Acceleration,Linear Acceleration x (m/s^2),725.6486242,731.6750543,36000,36300,0.18207878125143664,0.7542215669785303,-2.794277941,2.173506245,4.967784185999999,0.23970251265,0.5688501720955496,4.4,10.305173042699206,biking
Linear Acceleration,Linear Acceleration x (m/s^2),731.6952093,737.721634,36300,36600,0.19667322199283332,0.6348879313950594,-2.301639205,1.834779381,4.136418586,0.236851995,0.4030826854310976,1.8,9.793484172123982,biking
Linear Acceleration,Linear Acceleration x (m/s^2),737.74179,743.7682017,36600,36900,0.17597063652174,0.5362711886026039,-1.511535067,1.632840526,3.1443755930000004,0.19959105175,0.2875867877252496,4.6000000000000005,10.73420644581147,biking
Linear Acceleration,Linear Acceleration x (m/s^2),743.7883567,749.8147602,36900,37200,0.15449752249352666,0.5853648790232637,-1.346532488,2.005802837,3.3523353250000003,0.1637084435,0.34265204159392015,1.8,10.84620737619579,biking
Linear Acceleration,Linear Acceleration x (m/s^2),749.8349152,755.8613041,37200,37500,0.13826305179296,0.9105503475209314,-8.025400547,4.678757193,12.70415774,0.1343131748,0.829101935370489,9.200000000000001,11.637171229247027,biking
Linear Acceleration,Linear Acceleration x (m/s^2),755.8814591,761.907833,37500,37800,-0.8275676891310166,0.9987378384729113,-3.171775353,1.337791193,4.509566546,-0.6615960788499999,0.997477269997543,0.2,9.103794869131608,biking
Linear Acceleration,Linear Acceleration x (m/s^2),761.927988,767.9543553,37800,38100,0.7396107459602753,0.7658878537977609,-1.189310215,2.831978449,4.021288664,0.7370710614,0.5865842045949404,0.2,9.163333733350925,biking
Linear Acceleration,Linear Acceleration x (m/s^2),767.9745103,774.0008721,38100,38400,0.3027277722008347,0.6994969220380417,-2.647335365,1.98756274,4.6348981049999995,0.35155814004999997,0.48929594394069414,4.800000000000001,9.72372658558061,biking
Linear Acceleration,Linear Acceleration x (m/s^2),774.0210271,780.047384,38400,38700,0.133793158503599,0.6633710346951279,-3.201452604,2.149616568,5.351069172,0.1847557886,0.4400611296724846,0.2,10.611125525598233,biking
Linear Acceleration,Linear Acceleration x (m/s^2),780.067539,786.0938856,38700,39000,0.15043628234948667,0.8132569424990799,-3.242260614,2.391796546,5.63405716,0.2328964998,0.6613868545229518,5.4,9.83364369594209,biking
Linear Acceleration,Linear Acceleration x (m/s^2),786.1140406,792.1403785,39000,39300,0.01134444668940001,1.4014803740521606,-7.134046315,3.769462534,10.903508849,0.18868277865,1.9641472388533838,5.2,11.251821362387126,biking
Linear Acceleration,Linear Acceleration x (m/s^2),792.1605335,798.1868627,39300,39600,0.14534104786149832,1.140707639812567,-4.081460313,3.992273318,8.073733631,0.29007788345,1.3012139195267571,7.800000000000001,12.376288919209014,biking
Linear Acceleration,Linear Acceleration x (m/s^2),798.2070177,804.2333385,39600,39900,0.13940341087680003,1.311847559834466,-5.893989285,4.402191494,10.296180779,0.14992918745,1.7209440202436432,4.800000000000001,11.711436299037718,biking
Linear Acceleration,Linear Acceleration x (m/s^2),804.2534935,810.2798045,39900,40200,0.2364272318169003,1.644508600645561,-9.151742681,6.772653304,15.924395985,0.35517844364999995,2.704408537597221,5.0,11.380911000588814,biking
Linear Acceleration,Linear Acceleration x (m/s^2),810.2999607,816.3262595,40200,40500,0.13929742034820003,1.3743300100937932,-4.761070494,3.490218226,8.25128872,0.24031924770000002,1.8887829766444058,4.0,11.473395835500535,biking
Linear Acceleration,Linear Acceleration x (m/s^2),816.3464145,822.3727056,40500,40800,0.1359431056407333,1.3492878789388578,-4.671095002,3.984610249,8.655705251,0.17434540585000002,1.8205777802513217,10.8,10.913798320233896,biking
Linear Acceleration,Linear Acceleration x (m/s^2),822.3928606,828.4191553,40800,41100,0.22747481524266666,1.0978582259354026,-4.405205149,3.607629147,8.012834296000001,0.2862827481,1.2052926842540297,4.0,11.070940710085086,biking
Linear Acceleration,Linear Acceleration x (m/s^2),828.4393093,834.4656108,41100,41400,0.24800156032450668,0.9882644890691883,-2.538034825,3.043711975,5.5817467999999995,0.27193148825,0.9766667003551839,4.2,10.877657305444357,biking
Linear Acceleration,Linear Acceleration x (m/s^2),834.4857658,840.5120706,41400,41700,0.01004959397423667,1.0704768826524675,-4.313228739,3.854855272,8.168084011000001,0.09555826798,1.1459207562933449,5.0,12.03307919045547,biking
Linear Acceleration,Linear Acceleration x (m/s^2),840.5322246,846.5732562,41700,42000,0.35463033682073997,2.122180642888751,-8.914769064,12.37712882,21.291897884,0.20702359380000002,4.503650681051711,3.2,9.970441643504728,biking
Linear Acceleration,Linear Acceleration x (m/s^2),846.5934132,852.6203446,42000,42300,0.1453036377971733,1.0317478498429857,-3.902540485,4.125287534,8.027828019,0.24691271425,1.0645036256556244,5.0,9.734286507373566,biking
Linear Acceleration,Linear Acceleration x (m/s^2),852.6405016,858.6674295,42300,42600,-0.060792281512617306,0.911385542486029,-2.646265325,4.408770196,7.055035521,-0.10501146154999999,0.8306236070525534,0.6000000000000001,10.872671793536245,biking
Linear Acceleration,Linear Acceleration x (m/s^2),858.6875865,864.7144396,42600,42900,0.001365225938320016,1.23018479495243,-4.012286583,3.942521114,7.954807697,-0.101427045245,1.5133546297321525,4.4,10.54840717624294,biking
Linear Acceleration,Linear Acceleration x (m/s^2),864.7345956,870.7613689,42900,43200,-0.011058997799566643,1.7580093936108956,-5.577819225,5.709093894,11.286913119,-0.005792105645,3.090597028024149,4.4,12.162137155901842,biking
Linear Acceleration,Linear Acceleration x (m/s^2),870.7815249,876.8082239,43200,43500,0.09162032610331002,1.7103364089433466,-4.447141672,6.368948672,10.816090344,-0.0160023674355,2.925250631757222,4.800000000000001,10.686385118707934,biking
Linear Acceleration,Linear Acceleration x (m/s^2),876.8283799,882.855015,43500,43800,-0.05097516165686999,1.6342226702329452,-4.766166635,5.350599933,10.116766568,-0.044411649405,2.6706837359032973,2.2,11.359252045976508,biking
Linear Acceleration,Linear Acceleration x (m/s^2),882.875171,888.9017522,43800,44100,-0.011260322329506677,1.6253959773433269,-3.449705792,6.110419879,9.560125671,-0.13368138315,2.6419120831638687,1.0,11.054467020157212,biking
Linear Acceleration,Linear Acceleration x (m/s^2),888.9219083,894.9484421,44100,44400,0.055869681670600004,1.90535867523547,-5.095743776,9.046919062,14.142662838,-0.02115961164,3.630391681295065,5.800000000000001,10.929384048023065,biking
Linear Acceleration,Linear Acceleration x (m/s^2),894.9685971,900.9950918,44400,44700,-0.01429266594702999,1.0817153658655336,-2.424110599,4.789070179,7.213180778,-0.15459979715,1.1701081327496055,0.8,10.070693108594586,biking
Linear Acceleration,Linear Acceleration x (m/s^2),901.0152478,907.0417099,44700,45000,0.013625350509446695,0.7085103263214232,-2.247163913,1.858563223,4.1057271360000005,0.039607869385,0.5019868825040896,0.4,10.58987941611747,biking
Linear Acceleration,Linear Acceleration x (m/s^2),907.0618649,913.0882989,45000,45300,-0.19846994173629298,0.6253744035690767,-1.837562948,1.537817717,3.375380665,-0.22058357925,0.39109314463937844,0.2,11.58145991390939,biking
Linear Acceleration,Linear Acceleration x (m/s^2),913.1084539,919.1348583,45300,45600,0.16915126667397,0.8674456442387881,-1.659971314,2.820208004,4.480179318,0.1763369675,0.7524619457088462,0.2,11.186123329190316,biking
Linear Acceleration,Linear Acceleration x (m/s^2),919.1550133,925.1813947,45600,45900,0.06623296217082335,1.887432384675362,-8.897940778,12.5681363,21.466077078,0.09082246184000001,3.5624010067213234,5.4,11.984219271554794,biking
Linear Acceleration,Linear Acceleration x (m/s^2),925.2015497,931.2279149,45900,46200,0.12483253831132335,1.2210008879007872,-2.871667594,4.211919004,7.083586598,0.1529437195,1.4908431682545107,6.0,11.277298384071864,biking
Linear Acceleration,Linear Acceleration x (m/s^2),931.2480699,937.2744291,46200,46500,0.1468878956409,1.5125719853792547,-3.736589488,6.249402348,9.985991836,0.1456997502,2.2878740109541402,4.4,11.392764827152144,biking
Linear Acceleration,Linear Acceleration x (m/s^2),937.2945841,943.320936,46500,46800,0.06271322291986667,1.894431233098451,-7.070922698,13.24666358,20.317586278,0.009195769880000003,3.588869696938917,5.4,12.198542635392831,biking
Linear Acceleration,Linear Acceleration x (m/s^2),943.341091,949.367446,46800,47100,0.09847643983889334,1.0373185276996901,-4.520591764,4.250202186,8.77079395,0.16355875474999998,1.076029727909053,2.8000000000000003,11.457536564496753,biking
Linear Acceleration,Linear Acceleration x (m/s^2),949.387601,955.4139586,47100,47400,0.19408324751376335,1.0134950067991906,-3.227206957,4.631579226,7.858786183,0.16092502265,1.0271721288068913,5.800000000000001,10.973846628062278,biking
Linear Acceleration,Linear Acceleration x (m/s^2),955.4341136,961.4604646,47400,47700,0.14629807141384332,0.9072201745166014,-2.925913676,4.002897709,6.9288113849999995,0.23284840645,0.8230484450499328,2.0,11.147372758573947,biking
Linear Acceleration,Linear Acceleration x (m/s^2),961.4806196,967.5069659,47700,48000,0.16219631163447001,0.8226528317625623,-3.008587458,2.283373088,5.291960546,0.2160266979,0.6767576816069627,4.800000000000001,10.897980428162096,biking
Linear Acceleration,Linear Acceleration x (m/s^2),967.5271209,973.5534625,48000,48300,0.03460330377495667,0.9653882549573022,-3.870708827,3.73011662,7.600825447,0.11652229025,0.931974482809505,1.0,12.922268667255635,biking
Linear Acceleration,Linear Acceleration x (m/s^2),973.5736165,979.5999499,48300,48600,0.23286010768762733,0.8041983278506392,-2.675866269,2.290884714,4.966750983000001,0.3272506799,0.6467349505177642,4.800000000000001,11.783920178588769,biking
Linear Acceleration,Linear Acceleration x (m/s^2),979.6201049,985.6464415,48600,48900,0.12150255483980667,0.6542483870230416,-1.67278578,2.12694282,3.7997286,0.15109366045,0.4280409519222516,4.800000000000001,10.850715186132325,biking
Linear Acceleration,Linear Acceleration x (m/s^2),985.6665965,991.6929504,48900,49200,0.19344596532906666,0.9670814306201597,-2.397795789,3.3089446,5.706740389,0.215548688,0.9352464934503348,4.2,10.78363137073742,biking
Linear Acceleration,Linear Acceleration x (m/s^2),991.7131054,997.7394613,49200,49500,0.12266572002234667,0.8042212830399005,-2.004246016,2.447263234,4.45150925,0.1890265949,0.6467718720943437,1.8,11.587705897448977,biking
Linear Acceleration,Linear Acceleration x (m/s^2),997.7596163,1003.78596,49500,49800,0.13839780185083053,1.204390248115787,-3.323670813,4.935315474,8.258986287,0.17628945885,1.4505558697564074,4.4,11.597756284030542,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1003.806115,1009.83245,49800,50100,0.19555659578363332,0.7649337794316432,-3.20907825,1.887694636,5.096772886,0.2342524691,0.5851236869155777,1.8,10.560663794147432,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1009.852606,1015.878935,50100,50400,0.11524229088810335,0.7349865697696468,-1.683254927,1.816268558,3.499523485,0.14228409915,0.5402052577417519,1.8,11.520368074075579,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1015.89909,1021.925424,50400,50700,0.09565588042626333,0.8325446439463681,-2.509154842,3.189846758,5.6990016,0.1118016869,0.6931305841637848,4.800000000000001,10.947963176918298,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1021.945579,1027.971921,50700,51000,0.15137065475997,0.7226526494356105,-3.097967119,1.69629451,4.794261629,0.1902192807,0.5222268517363073,2.0,11.803125259718742,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1027.992076,1034.01841,51000,51300,0.08861225428547667,0.8832575070250019,-2.857421146,4.695225291,7.552646437,0.12817637580000002,0.7801438237160213,2.0,10.68928699030752,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1034.038565,1040.064883,51300,51600,0.09532798611112667,0.6752934258775644,-2.124900972,2.41320905,4.538110022,0.12890362325,0.45602121103345744,1.8,12.121154709964836,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1040.085038,1046.111333,51600,51900,0.1460151061146,0.7843772781135945,-3.756005752,3.561698098,7.31770385,0.1538194862,0.6152477144208911,4.0,12.72538898030837,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1046.131488,1052.15777,51900,52200,0.18479604472051336,0.6341040886241603,-2.299794116,2.337631449,4.637425565,0.20623728945,0.40208799520987704,1.6,11.576088560814492,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1052.177924,1058.204204,52200,52500,0.16498701611744668,1.654993444316982,-4.963887894,5.443910969,10.407798863,0.15990292935,2.7390033007321875,4.4,12.430571136638934,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1058.224358,1064.250633,52500,52800,0.10421597220100033,2.2503537835293415,-7.381679406,12.40591349,19.787592896,0.04165497959,5.064092151044822,6.4,10.734548168792001,biking
Linear Acceleration,Linear Acceleration x (m/s^2),1064.270787,1070.297043,52800,53100,0.24195180394246998,1.7784938285000895,-4.951633884,7.413474226,12.36510811,0.24548789394999998,3.163040298012906,5.0,11.288540083571029,biking
