"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
6.815527274E1;6.722319603E0;-6.992864609E0;-1.953070045E0
6.817193873E1;6.635529995E0;-7.128137112E0;-2.158971310E0
6.818860472E1;5.859210014E0;-7.098209381E0;-1.987187386E0
6.820527071E1;5.309741020E0;-7.142502308E0;-1.654991984E0
6.822193670E1;4.909310818E0;-7.084442616E0;-1.185728431E0
6.823860269E1;4.440645695E0;-6.800131321E0;-7.487865686E-1
6.825526868E1;4.285621166E0;-6.352415562E0;-2.483984232E-1
6.827193467E1;4.389768600E0;-5.970540524E0;1.029506698E-1
6.828860066E1;4.466981888E0;-5.737105846E0;3.633201122E-1
6.830526664E1;4.707000732E0;-5.740696907E0;6.518214345E-1
6.832193264E1;4.876390457E0;-5.832873821E0;8.068459630E-1
6.833859862E1;5.029020786E0;-5.917269707E0;5.404910445E-1
6.835526461E1;4.791396141E0;-5.865794182E0;-3.651157767E-2
6.837193060E1;4.390965939E0;-5.980715752E0;-3.824737072E-1
6.838859659E1;4.171298027E0;-6.139930248E0;-4.824316502E-1
6.840526258E1;4.274248600E0;-6.443395138E0;-2.974795699E-1
6.842192857E1;4.538807869E0;-6.767210960E0;2.118868530E-1
6.843859456E1;4.730942726E0;-7.128137112E0;4.890156984E-1
6.845526055E1;5.231330872E0;-7.418434143E0;3.507505357E-1
6.847192654E1;6.008847713E0;-7.607575893E0;1.556231081E-2
6.848859253E1;7.455543995E0;-8.031948090E0;-1.258751512E0
6.850525852E1;8.720879555E0;-8.465897560E0;-3.436876535E0
6.852192451E1;9.281721115E0;-8.898050308E0;-5.442618847E0
6.853859050E1;9.138668060E0;-9.549273491E0;-6.089053631E0
6.855525649E1;8.722076416E0;-1.000536919E1;-4.945223808E0
6.857192248E1;8.493430138E0;-1.031182671E1;-2.545036316E0
6.858858847E1;8.648454666E0;-1.026573849E1;-3.944447339E-1
6.860525446E1;9.399636269E0;-9.741408348E0;9.343371987E-1
6.862192045E1;1.054526138E1;-9.219471931E0;1.006163239E0
6.863858644E1;1.159631634E1;-8.422801971E0;5.632359385E-1
6.865525243E1;1.204283428E1;-7.324461460E0;1.466448605E-1
6.867191842E1;1.198657036E1;-6.365583897E0;-6.919242740E-1
6.868858440E1;1.173039150E1;-5.741894245E0;-1.791461468E0
6.870525040E1;1.109951878E1;-5.137956619E0;-2.819771051E0
6.872191639E1;1.023341656E1;-4.782417774E0;-3.692457676E0
6.873858237E1;9.069834709E0;-4.540005207E0;-3.637390852E0
6.875524836E1;8.078036308E0;-4.444835663E0;-2.936488390E0
6.877191435E1;7.164050102E0;-4.492120743E0;-1.945288897E0
6.878858034E1;6.435614109E0;-4.568136692E0;-1.006163239E0
6.880524633E1;5.829881191E0;-4.603451252E0;-4.758476019E-1
6.882191232E1;5.595848083E0;-4.659116745E0;-1.592144072E-1
6.883857831E1;5.676652431E0;-4.794987679E0;-1.358709484E-1
6.885524430E1;5.526416302E0;-4.976348400E0;-5.279214978E-1
6.887191029E1;5.483320236E0;-5.271433830E0;-9.085995555E-1
6.888857628E1;5.617994308E0;-5.467159748E0;-8.529343605E-1
6.890524227E1;6.013037682E0;-5.750273705E0;-6.087257862E-1
6.892190826E1;6.329071999E0;-5.925050735E0;-2.088941038E-1
6.893857425E1;6.860584736E0;-6.121375084E0;1.669955701E-1
6.895524024E1;7.582436562E0;-5.972934723E0;5.165489912E-1
6.897190623E1;8.105569839E0;-5.671864033E0;6.482301354E-1
6.898857222E1;8.325238228E0;-5.528211594E0;7.439981699E-1
6.900523821E1;8.829216957E0;-5.495890141E0;5.686228871E-1
6.902190420E1;9.506776810E0;-5.478531837E0;1.101332754E-1
6.903857019E1;1.014303589E1;-5.635950565E0;-7.661445141E-1
6.905523618E1;1.058775806E1;-5.905897141E0;-1.561019540E0
6.907190217E1;1.105462742E1;-6.146514416E0;-2.013523579E0
6.908856816E1;1.150593472E1;-6.058527470E0;-2.168548107E0
6.910523414E1;1.220983028E1;-6.481103897E0;-2.448071241E0
6.912190014E1;1.259290218E1;-7.391499043E0;-2.458845139E0
6.913856612E1;1.244386292E1;-7.899668694E0;-1.775899053E0
6.915523211E1;1.265335560E1;-8.488043785E0;-1.263539910E0
6.917189810E1;1.308072090E1;-8.743624687E0;-9.744400978E-1
6.918856409E1;1.359966373E1;-8.694543839E0;-8.529343605E-1
6.920523008E1;1.366311073E1;-8.231265068E0;-5.925649405E-1
6.922189607E1;1.332911968E1;-7.610568523E0;-3.280056417E-1
6.923856206E1;1.260906315E1;-6.973112583E0;-2.873041928E-1
6.925522805E1;1.173757362E1;-6.717531204E0;-2.890998423E-1
6.927189404E1;1.086488724E1;-6.839036942E0;-2.998737693E-1
6.928856003E1;1.010412979E1;-7.199963093E0;-2.938882709E-1
6.930522602E1;9.573814392E0;-7.578845501E0;-2.346317619E-1
6.932189201E1;9.111134529E0;-7.759009361E0;-1.292868853E-1
6.933855800E1;8.641272545E0;-7.726687431E0;1.562216580E-1
6.935522399E1;8.234258652E0;-7.542334080E0;5.135562420E-1
6.937188998E1;7.816470146E0;-7.251438618E0;6.021417379E-1
6.938855597E1;7.492055893E0;-7.031770229E0;5.357026458E-1
6.940522196E1;7.243657112E0;-6.981492043E0;4.584896266E-1
6.942188795E1;7.097012520E0;-7.050325394E0;5.009866953E-1
6.943855394E1;6.949769020E0;-7.058705330E0;6.380547285E-1
6.945521993E1;6.784569263E0;-7.038354397E0;5.955576897E-1
6.947188592E1;6.649296761E0;-7.171831131E0;4.189853072E-1
6.948855191E1;6.508637428E0;-7.471704960E0;1.185129806E-1
6.950521790E1;5.864596844E0;-7.476493359E0;5.865794048E-2
6.952188389E1;5.567117691E0;-7.314286232E0;-8.978256583E-2
6.953854987E1;5.537189960E0;-6.973711014E0;2.567781210E-1
6.955521586E1;5.722740650E0;-6.770802498E0;6.260837317E-1
6.957188185E1;5.796362400E0;-6.691793919E0;8.768763542E-1
6.958854784E1;5.569511890E0;-6.584653378E0;1.228824019E0
6.960521383E1;5.228337765E0;-6.695983410E0;1.147421122E0
6.962187982E1;4.924872875E0;-6.616974831E0;8.283938169E-1
6.963854581E1;4.839280128E0;-6.479308128E0;4.650736749E-1
6.965521180E1;4.622006416E0;-6.355408192E0;-7.781155407E-3
6.967187779E1;4.384381771E0;-6.338648796E0;-4.231751561E-1
6.968854378E1;4.199429989E0;-6.371569157E0;-6.021417379E-1
6.970520977E1;4.149151325E0;-6.557718277E0;-4.303577542E-1
6.972187576E1;4.117428303E0;-6.713341713E0;-2.765302956E-1
6.973854175E1;4.403535366E0;-6.707355976E0;-1.771709323E-1
6.975520774E1;5.406705856E0;-6.803123951E0;-6.751648784E-1
6.977187373E1;6.536769390E0;-7.071873188E0;-2.058414936E0
6.978853972E1;7.153874874E0;-7.432200432E0;-3.532644510E0
6.980520571E1;7.431602001E0;-8.076240540E0;-4.042010784E0
6.982187170E1;7.594407558E0;-8.902240753E0;-3.417124271E0
6.983853769E1;7.835024834E0;-9.643245697E0;-1.805826664E0
6.985520368E1;8.166023254E0;-1.003828907E1;-1.244984865E-1
6.987186967E1;8.712499619E0;-9.949105263E0;9.678560495E-1
6.988853566E1;9.549872398E0;-9.636661530E0;1.104325533E0
6.990520164E1;1.050575733E1;-9.285312653E0;6.895300746E-1
6.992186764E1;1.101392651E1;-8.865729332E0;4.183867574E-1
6.993853362E1;1.109054089E1;-8.423399925E0;5.267243981E-1
6.995519961E1;1.095526886E1;-7.903259754E0;6.925228238E-1
6.997186560E1;1.070148277E1;-7.191583157E0;4.932055473E-1
6.998853159E1;1.053807831E1;-6.549937248E0;-3.806780577E-1
7.000519758E1;9.865906715E0;-5.764639378E0;-1.455076098E0
7.002186357E1;8.822034836E0;-5.100846767E0;-2.290053844E0
7.003852956E1;7.712920666E0;-4.598064423E0;-2.607285738E0
7.005519555E1;6.881534100E0;-4.340089321E0;-2.160168409E0
7.007186154E1;6.294954777E0;-4.296394825E0;-1.474828243E0
7.008852753E1;5.956773758E0;-4.474762917E0;-7.433996201E-1
7.010519352E1;5.744886875E0;-4.709993362E0;-1.322796494E-1
7.012185951E1;5.752667904E0;-4.891354084E0;2.094926536E-1
7.013852550E1;5.831078053E0;-4.979341030E0;-1.514332592E-1
7.015519149E1;6.052541733E0;-5.238513470E0;-7.727286220E-1
7.017185748E1;6.412270546E0;-5.584475517E0;-8.972271085E-1
7.018852347E1;7.055113792E0;-5.963956356E0;-5.512649417E-1
7.020518946E1;7.685387611E0;-6.222530365E0;1.280897856E-1
7.022185545E1;8.242039680E0;-6.448782444E0;9.421183467E-1
7.023852144E1;8.482058525E0;-6.551733017E0;1.774701953E0
7.025518743E1;8.592789650E0;-6.490082264E0;2.327163935E0
7.027185342E1;9.009979248E0;-6.447585106E0;2.509721994E0
7.028851940E1;9.614515305E0;-6.203975201E0;2.163759708E0
7.030518540E1;1.037407589E1;-6.005855083E0;1.104325533E0
7.032185138E1;1.081281376E1;-5.953182697E0;-1.268926859E-1
7.033851737E1;1.090917969E1;-5.990890980E0;-1.280299306E0
7.035518336E1;1.086967564E1;-6.132149220E0;-2.076969862E0
7.037184935E1;1.095885944E1;-6.166266441E0;-2.285864115E0
7.038851534E1;1.108335781E1;-6.109404087E0;-2.142810583E0
7.040518133E1;1.110490608E1;-6.152499676E0;-1.508945584E0
7.042184732E1;1.106599998E1;-7.004835606E0;-9.008184075E-1
7.043851331E1;1.053807831E1;-7.743446827E0;1.640028208E-1
7.045517930E1;1.042495251E1;-8.413823128E0;9.696516991E-1
7.047184529E1;1.085590935E1;-8.849568367E0;1.504755735E0
7.048851128E1;1.163043308E1;-8.930372238E0;2.014122248E0
7.050517727E1;1.274972248E1;-8.634688377E0;1.789067268E0
7.052184326E1;1.375229454E1;-7.882310390E0;1.207874775E0
7.053850925E1;1.382172680E1;-6.993463039E0;7.302315533E-2
7.055517524E1;1.310945129E1;-6.733692169E0;-1.201889277E0
7.057184123E1;1.196681881E1;-7.041945934E0;-1.738788962E0
7.058850722E1;1.094389629E1;-7.606379032E0;-1.285686255E0
7.060517321E1;1.003290176E1;-8.318654060E0;-3.094505668E-1
7.062183920E1;9.233837128E0;-8.822632790E0;4.339490533E-1
7.063850519E1;8.435969353E0;-8.896254539E0;7.290344238E-1
7.065517118E1;7.915230751E0;-8.666411400E0;9.062053561E-1
7.067183717E1;7.780557156E0;-8.365939140E0;1.112106681E0
7.068850316E1;7.512406349E0;-8.029554367E0;1.343745708E0
7.070516914E1;7.219116688E0;-7.712920666E0;1.387439847E0
7.072183514E1;6.980893612E0;-7.556699276E0;1.179742932E0
7.073850112E1;6.753444672E0;-7.486070156E0;8.732850552E-1
7.075516711E1;6.754043102E0;-7.551910877E0;7.457938194E-1
7.077183310E1;6.790554523E0;-7.675810814E0;8.122329116E-1
7.078849909E1;6.705560207E0;-7.636306286E0;8.068459630E-1
7.080516508E1;6.852205276E0;-7.568071365E0;2.059013397E-1
7.082183107E1;6.810306549E0;-7.023989201E0;-3.663128614E-1
7.083849706E1;6.599018574E0;-6.615179062E0;-8.661024570E-1
7.085516305E1;6.142922878E0;-6.594230175E0;-8.559271097E-1
7.087182904E1;5.959766388E0;-6.736684799E0;-2.154781483E-2
7.088849503E1;5.808333397E0;-7.101800919E0;1.001374841E0
7.090516102E1;5.505466938E0;-7.104195118E0;1.753154159E0
7.092182701E1;5.040393353E0;-6.975506783E0;1.985990286E0
7.093849300E1;4.319139957E0;-6.718728542E0;1.690904975E0
7.095515899E1;3.855861902E0;-6.433219910E0;1.287482023E0
7.097182498E1;3.649960518E0;-6.287772179E0;9.241618514E-1
7.098849097E1;3.467402697E0;-6.231508255E0;3.740940094E-1
7.100515696E1;3.312378168E0;-6.138733387E0;-1.466448605E-1
7.102182295E1;3.253720045E0;-6.095038891E0;-6.308721304E-1
7.103848894E1;3.326144695E0;-6.095637321E0;-8.092401624E-1
7.105515493E1;3.666719913E0;-6.115389824E0;-8.541314602E-1
7.107182092E1;4.359841347E0;-6.290764809E0;-1.333570361E0
7.108848691E1;5.254673958E0;-6.683413982E0;-2.726995707E0
7.110515290E1;5.797559261E0;-7.228095055E0;-4.450222492E0
7.112181889E1;6.154893875E0;-8.132504463E0;-5.304353714E0
7.113848487E1;6.427833080E0;-9.241020203E0;-4.716577530E0
7.115515086E1;6.549338818E0;-1.051593208E1;-3.041234732E0
7.117181685E1;6.656479359E0;-1.128806210E1;-4.806360006E-1
7.118848284E1;7.241262913E0;-1.157895756E1;1.729212165E0
7.120514883E1;8.280346870E0;-1.148438740E1;2.865260839E0
7.122181482E1;1.006163311E1;-1.114441013E1;2.568978310E0
7.123848081E1;1.160828686E1;-1.049258900E1;1.601122379E0
7.125514680E1;1.225352383E1;-9.744400978E0;8.242039084E-1
7.127181279E1;1.228345203E1;-8.894459724E0;3.657143116E-1
7.128847878E1;1.248396587E1;-7.966706276E0;4.668693244E-2
7.130514477E1;1.280239487E1;-7.101202011E0;-6.739677787E-1
7.132181076E1;1.250730991E1;-6.272808552E0;-2.134430885E0
7.133847675E1;1.154184818E1;-5.656899929E0;-3.260902643E0
7.135514274E1;1.017236423E1;-5.192424774E0;-3.579331636E0
7.137180873E1;8.861538887E0;-5.010465622E0;-2.902969599E0
7.138847472E1;7.762600422E0;-5.105036736E0;-1.794454217E0
7.140514071E1;6.797138691E0;-5.445013046E0;-7.775170207E-1
7.142180670E1;5.947795391E0;-5.574898720E0;2.813186944E-1
7.143847269E1;5.767033577E0;-5.838260651E0;9.217676520E-1
7.145513868E1;6.051943302E0;-6.007650852E0;1.154005170E0
7.147180467E1;6.395511150E0;-5.765237808E0;4.363432527E-1
7.148847066E1;6.415862083E0;-5.689820290E0;-4.507084787E-1
7.150513665E1;6.516418457E0;-6.010643482E0;-7.966706157E-1
7.152180264E1;7.041347027E0;-6.506841660E0;-3.022679687E-1
7.153846862E1;7.649474621E0;-6.810905457E0;4.722562730E-1
7.155513461E1;8.082226753E0;-6.797138691E0;8.601169586E-1
7.157180060E1;8.340201378E0;-6.421248913E0;1.015740037E0
7.158846659E1;8.731055260E0;-6.026804447E0;1.091755986E0
7.160513258E1;8.929773331E0;-5.680841923E0;1.171363235E0
7.162179857E1;9.172784805E0;-5.544372559E0;8.523358107E-1
7.163846456E1;9.807847023E0;-5.680841923E0;1.945288926E-1
7.165513055E1;1.035552120E1;-5.766434669E0;-5.758054852E-1
7.167179654E1;1.074457836E1;-6.033388138E0;-1.221641421E0
7.168846253E1;1.095048046E1;-6.031592846E0;-1.645415068E0
7.170512852E1;1.122461605E1;-5.718550682E0;-1.856104851E0
7.172179451E1;1.183872890E1;-5.710171223E0;-2.093729496E0
7.173846050E1;1.216434002E1;-6.476913929E0;-2.172139406E0
7.175512649E1;1.184770679E1;-7.255628109E0;-1.702277422E0
7.177179248E1;1.189200020E1;-7.906252384E0;-1.212064624E0
7.178845847E1;1.257315063E1;-8.315661430E0;-8.601169586E-1
7.180512446E1;1.346798325E1;-8.113350868E0;-6.709750295E-1
7.182179045E1;1.387200451E1;-7.593809128E0;-7.110779285E-1
7.183845644E1;1.364096451E1;-7.384316444E0;-9.361328483E-1
7.185512243E1;1.274553299E1;-7.426813602E0;-1.056441545E0
7.187178842E1;1.163342571E1;-7.844003201E0;-6.290764809E-1
7.188845440E1;1.063683987E1;-8.264783859E0;2.705447972E-1
7.190512040E1;1.008437729E1;-8.694543839E0;1.024718285E0
7.192178638E1;9.799467087E0;-9.105149269E0;1.162983418E0
7.193845237E1;9.501389503E0;-9.293692589E0;9.666589499E-1
7.195511836E1;9.292495728E0;-9.278130531E0;7.787141204E-1
7.197178435E1;9.141660690E0;-9.202713013E0;8.146271110E-1
7.198845034E1;8.918401718E0;-8.989029884E0;9.953893423E-1
7.200511633E1;8.696937561E0;-8.787319183E0;1.109113932E0
7.202178232E1;8.473678589E0;-8.614935875E0;1.234809518E0
7.203844831E1;8.186972618E0;-8.524555206E0;1.307832718E0
7.205511430E1;7.863156796E0;-8.499416351E0;1.285686255E0
7.207178029E1;7.574655533E0;-8.527547836E0;1.190516829E0
7.208844628E1;7.411251545E0;-8.607753754E0;9.439139962E-1
7.210511227E1;7.253832817E0;-8.643666267E0;6.655880809E-1
7.212177826E1;6.657077789E0;-8.459911346E0;7.020996213E-1
7.213844425E1;6.022016048E0;-8.097788811E0;7.332242727E-1
7.215511024E1;5.392939091E0;-7.541735172E0;8.427590132E-1
7.217177623E1;4.922478676E0;-7.031171799E0;9.349357486E-1
7.218844222E1;4.593276024E0;-6.713940144E0;8.128314614E-1
7.220510821E1;4.611232281E0;-6.448782444E0;6.787561774E-1
7.222177420E1;4.563348293E0;-6.117185116E0;4.189853072E-1
7.223844019E1;4.135385036E0;-5.909488201E0;1.657984704E-1
7.225510618E1;3.435679436E0;-5.871181011E0;-2.873042040E-2
7.227177217E1;2.815581083E0;-5.896320343E0;-2.765302956E-1
7.228843816E1;2.155978680E0;-5.816114426E0;-5.961562395E-1
7.230510414E1;1.703474522E0;-5.739500046E0;-1.199495077E0
7.232177014E1;1.644217968E0;-5.758653641E0;-1.818994761E0
7.233843612E1;1.631049871E0;-5.960365295E0;-2.057217836E0
7.235510211E1;1.640028119E0;-6.301538944E0;-1.746570110E0
7.237176810E1;2.020107746E0;-6.949170589E0;-1.172560334E0
7.238843409E1;2.697068214E0;-7.492055893E0;-8.152256608E-1
7.240510008E1;4.012083530E0;-8.195950508E0;-1.649604917E0
7.242176607E1;5.158905983E0;-8.914211273E0;-3.001730442E0
7.243843206E1;5.888539314E0;-9.827000618E0;-3.873818398E0
7.245509805E1;6.318896770E0;-1.116117001E1;-3.787028551E0
7.247176404E1;6.534375191E0;-1.238999367E1;-2.470217705E0
7.248843003E1;7.294534206E0;-1.342967606E1;-1.075595140E0
7.250509602E1;8.592789650E0;-1.413057804E1;2.579752207E-1
7.252176201E1;1.040340519E1;-1.425447845E1;9.780313969E-1
7.253842800E1;1.201949120E1;-1.393365574E1;6.398503780E-1
7.255509399E1;1.360026264E1;-1.313279533E1;1.137245819E-1
7.257175998E1;1.495358562E1;-1.145984650E1;-1.322796494E-1
7.258842597E1;1.533725643E1;-9.610325813E0;-7.805097699E-1
7.260509196E1;1.493802261E1;-8.005612373E0;-1.894412041E0
7.262175795E1;1.397974396E1;-6.667851925E0;-2.932298422E0
7.263842394E1;1.285506725E1;-6.096236229E0;-3.572747469E0
7.265508993E1;1.132696819E1;-5.875969410E0;-3.135805607E0
7.267175592E1;9.654618263E0;-5.970540524E0;-2.066195965E0
7.268842190E1;8.291719437E0;-6.104017258E0;-1.076193690E0
7.270508790E1;7.247248650E0;-5.966948986E0;-3.112462163E-1
7.272175388E1;6.574477673E0;-5.645527840E0;-2.094926499E-2
7.273841987E1;6.401496887E0;-5.451597214E0;5.386953801E-2
7.275508586E1;6.143521786E0;-5.151124954E0;-9.576806426E-2
7.277175185E1;6.000467777E0;-5.070320606E0;-3.986345828E-1
7.278841784E1;6.146514416E0;-5.256469727E0;-3.076549172E-1
7.280508383E1;6.557119846E0;-5.585073948E0;1.197100878E-1
7.282174982E1;7.038354397E0;-5.871779442E0;6.524199843E-1
7.283841581E1;7.373542786E0;-6.045359135E0;1.128267527E0
7.285508180E1;7.643488884E0;-5.928043365E0;1.496974587E0
7.287174779E1;8.094796181E0;-5.797559261E0;1.450886250E0
7.288841378E1;8.529942513E0;-5.433042049E0;1.422155857E0
7.290507977E1;8.759785652E0;-5.185841084E0;1.505354285E0
7.292174576E1;8.866926193E0;-5.160103321E0;1.511938334E0
7.293841175E1;9.108141899E0;-5.179855347E0;1.176750183E0
7.295507774E1;9.831789017E0;-5.040393353E0;5.991489887E-1
7.297174373E1;1.052012253E1;-4.751891613E0;-4.465186298E-1
7.298840972E1;1.095766258E1;-4.746504784E0;-1.781286120E0
7.300507571E1;1.160709000E1;-5.162497520E0;-2.762310266E0
7.302174170E1;1.202846909E1;-5.240907669E0;-3.109469414E0
7.303840769E1;1.143590450E1;-5.446808815E0;-3.116053581E0
7.305507368E1;1.091097546E1;-5.416881561E0;-2.939481020E0
7.307173967E1;1.079066753E1;-5.521028996E0;-2.880823135E0
7.308840566E1;1.120965195E1;-6.232107162E0;-2.411559582E0
7.310507165E1;1.106839466E1;-6.728903770E0;-1.295263171E0
7.312173764E1;1.175792408E1;-7.439981937E0;-9.828197956E-1
7.313840362E1;1.268448067E1;-7.401075840E0;-1.526902080E0
7.315506961E1;1.382890892E1;-7.180809498E0;-2.510320425E0
7.317173560E1;1.482848835E1;-6.794146061E0;-3.225588322E0
7.318840159E1;1.490989113E1;-6.514024258E0;-3.757699490E0
7.320506758E1;1.439573669E1;-6.801328659E0;-3.573944569E0
7.322173357E1;1.357093334E1;-7.439383030E0;-2.441487074E0
7.323839956E1;1.262163258E1;-8.172607422E0;-8.744821548E-1
7.325506555E1;1.184172153E1;-8.728062630E0;2.286462635E-1
7.327173154E1;1.130661774E1;-9.181164742E0;5.428852439E-1
7.328839753E1;1.066856289E1;-9.221866608E0;6.069301367E-1
7.330506352E1;1.023940182E1;-8.952518463E0;5.446808934E-1
7.332172951E1;9.829395294E0;-8.606556892E0;6.242880821E-1
7.333839550E1;9.433753014E0;-8.300697327E0;8.355764151E-1
7.335506149E1;9.208099365E0;-8.122329712E0;8.684966564E-1
7.337172748E1;9.236231804E0;-8.001421928E0;7.858967185E-1
7.338839347E1;9.169792175E0;-7.934384346E0;5.309142470E-1
7.340505946E1;8.949525833E0;-7.939172745E0;2.855085433E-1
7.342172545E1;8.559270859E0;-7.987655640E0;1.376665980E-1
7.343839144E1;8.255805969E0;-8.005013466E0;-4.010287672E-2
7.345505743E1;7.683591843E0;-7.832630634E0;-2.902969420E-1
7.347172342E1;7.023989201E0;-7.526771545E0;-1.460463107E-1
7.348838940E1;6.610390663E0;-7.139509678E0;7.242459804E-2
7.350505540E1;6.631938934E0;-6.995258808E0;6.165069342E-2
7.352172138E1;6.670246124E0;-6.853402138E0;-4.967968538E-2
7.353838737E1;5.826289654E0;-6.657676220E0;-3.423708379E-1
7.355505336E1;4.940435410E0;-6.445190907E0;-4.291606545E-1
7.357171935E1;4.126406670E0;-6.183025837E0;-5.105634928E-1
7.358838534E1;3.650558949E0;-6.042964935E0;-5.357026458E-1
7.360505133E1;3.250727415E0;-5.944802761E0;-4.052186310E-1
7.362171732E1;2.893991232E0;-6.077681065E0;-2.537853718E-1
7.363838331E1;2.398990154E0;-6.074688435E0;-1.771709323E-1
7.365504930E1;2.291849613E0;-5.871779442E0;-2.196680009E-1
7.367171529E1;2.537255287E0;-5.640739441E0;-7.727286220E-1
7.368838128E1;2.768894196E0;-5.304952621E0;-1.789067268E0
7.370504727E1;2.587533474E0;-5.112219334E0;-2.865260839E0
7.372171326E1;2.205658197E0;-5.223549366E0;-3.664325714E0
7.373837925E1;2.252943754E0;-5.920860767E0;-3.911526918E0
7.375504524E1;3.115454912E0;-6.903680801E0;-3.886986494E0
7.377171123E1;4.349666119E0;-7.863755703E0;-4.018667698E0
7.378837722E1;5.381567001E0;-8.693944931E0;-4.434659958E0
7.380504321E1;5.758653641E0;-9.521739960E0;-4.688445568E0
7.382170920E1;5.811326027E0;-1.014483070E1;-4.311358929E0
7.383837519E1;6.371569157E0;-1.110610294E1;-3.347094059E0
7.385504118E1;7.277774811E0;-1.203804588E1;-1.667561531E0
7.387170717E1;8.623914719E0;-1.297597504E1;-2.693476975E-1
7.388837316E1;1.016997051E1;-1.373553562E1;7.547720671E-1
7.390503914E1;1.165617085E1;-1.395460415E1;1.502361536E0
7.392170514E1;1.313758373E1;-1.352005672E1;2.254739523E0
7.393837112E1;1.489013863E1;-1.257315063E1;2.859874010E0
7.395503711E1;1.616804314E1;-1.107617569E1;3.360860586E0
7.397170310E1;1.698386765E1;-9.600749016E0;3.142988205E0
7.398836909E1;1.799841118E1;-8.465897560E0;1.614889026E0
7.400503508E1;1.771409988E1;-7.410054207E0;-5.207388401E-1
7.402170107E1;1.516367626E1;-6.670246124E0;-2.245162725E0
7.403836706E1;1.225951004E1;-6.652887821E0;-2.831742048E0
7.405503305E1;9.977236748E0;-6.984484673E0;-2.379237890E0
7.407169904E1;8.043320656E0;-6.821080685E0;-1.529296279E0
7.408836503E1;6.615179062E0;-6.147112846E0;-1.186925530E0
7.410503102E1;6.039373875E0;-5.710171223E0;-1.460463047E0
7.412169701E1;6.096236229E0;-5.527613163E0;-1.505354285E0
7.413836300E1;6.163273811E0;-5.550358295E0;-1.305438519E0
7.415502899E1;5.711966515E0;-5.661688328E0;-1.338957310E0
7.417169498E1;5.135562420E0;-5.825691223E0;-1.238999367E0
7.418836097E1;5.046977043E0;-6.026205540E0;-9.379284978E-1
7.420502696E1;5.322908878E0;-5.762245178E0;-2.777273953E-1
7.422169295E1;6.160281181E0;-5.548562527E0;5.566519126E-2
7.423835894E1;7.374739647E0;-5.288193226E0;1.693897694E-1
7.425502493E1;8.471882820E0;-5.143942356E0;3.375824392E-1
7.427169092E1;9.346963882E0;-5.120598793E0;6.434416771E-1
7.428835690E1;1.026214695E1;-5.031414986E0;9.726444483E-1
7.430502290E1;1.136647224E1;-4.927865505E0;9.289502501E-1
7.432168888E1;1.252646351E1;-4.832695961E0;6.536170840E-1
7.433835487E1;1.340513515E1;-4.791994572E0;1.891419291E-1
7.435502086E1;1.372476101E1;-4.858433723E0;-5.997475386E-1
7.437168685E1;1.340872669E1;-4.898536682E0;-1.404199243E0
7.438835284E1;1.270303535E1;-5.038597584E0;-1.874061346E0
7.440501883E1;1.217271996E1;-5.627571106E0;-1.860294700E0
7.442168482E1;1.187942982E1;-6.611588001E0;-1.245583415E0
7.443835081E1;1.133355236E1;-7.213729858E0;-3.986345828E-1
7.445501680E1;1.155800915E1;-7.984064102E0;-1.801636815E-1
7.447168279E1;1.174296093E1;-8.278551102E0;-7.721300423E-2
7.448834878E1;1.202487850E1;-8.087015152E0;1.496376097E-2
7.450501477E1;1.244386292E1;-8.362946510E0;2.292448133E-1
7.452168076E1;1.256177807E1;-8.731653214E0;6.075286865E-1
7.453834675E1;1.239717674E1;-9.144054413E0;8.044517636E-1
7.455501274E1;1.202308273E1;-9.586383820E0;7.715315223E-1
7.457167873E1;1.161965942E1;-1.001075554E1;4.531026781E-1
7.458834472E1;1.154124928E1;-1.045488071E1;-7.900865376E-2
7.460501071E1;1.117852783E1;-1.074757099E1;-5.111620426E-1
7.462167670E1;1.101751804E1;-1.130542088E1;-9.283517003E-1
7.463834269E1;1.082957268E1;-1.187942982E1;-8.511387110E-1
7.465500868E1;1.034354973E1;-1.197160721E1;-4.489128292E-2
7.467167467E1;9.781511307E0;-1.168849277E1;6.536170840E-1
7.468834066E1;9.271546364E0;-1.117733097E1;1.134253025E0
7.470500664E1;8.981248856E0;-1.051174259E1;1.508945584E0
7.472167264E1;8.908226013E0;-1.003828907E1;1.767519355E0
7.473833862E1;8.928576469E0;-9.795876503E0;1.926733851E0
7.475500461E1;8.680776596E0;-9.767744064E0;1.831564307E0
7.477167060E1;7.815272808E0;-9.575011253E0;1.853112102E0
7.478833659E1;6.779780865E0;-9.286509514E0;2.243965626E0
7.480500258E1;6.139930248E0;-8.828020096E0;2.558204412E0
7.482166857E1;5.848436356E0;-8.578424454E0;2.485780001E0
7.483833456E1;5.555745125E0;-8.261193275E0;2.146401882E0
7.485500055E1;5.113416195E0;-7.686584473E0;1.720832467E0
7.487166654E1;4.668693542E0;-7.116764545E0;1.351526856E0
7.488833253E1;4.100668907E0;-6.565499783E0;1.158195019E0
7.490499852E1;3.703231573E0;-6.331466198E0;1.281496406E0
7.492166451E1;3.359065056E0;-6.194398403E0;1.386242747E0
7.493833050E1;3.015496969E0;-5.970540524E0;1.299453020E0
7.495499649E1;2.570774078E0;-5.579687119E0;7.529764175E-1
