"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
1.230542958E0;5.025986433E-1;1.372812241E-1;3.065191805E-1
1.245660958E0;4.961796999E-1;1.396168023E-1;1.045816913E-1
1.260779958E0;4.719872773E-1;1.708626151E-1;-4.495603964E-2
1.275898958E0;3.992861509E-1;2.005027980E-1;-9.832712263E-2
1.291016958E0;4.072100520E-1;1.311202049E-1;-7.999170572E-2
1.306135958E0;5.259178877E-1;-1.402416527E-1;-2.939107362E-3
1.321254958E0;6.664655805E-1;-4.548982680E-1;1.278626025E-1
1.336372958E0;8.021840453E-1;-7.043046355E-1;1.530979127E-1
1.351491958E0;8.600161672E-1;-7.862575650E-1;9.767043591E-2
1.366610958E0;8.648551106E-1;-7.394815087E-1;5.050424859E-2
1.381728958E0;7.852567434E-1;-5.867656469E-1;1.415614635E-1
1.396847958E0;6.428921819E-1;-4.322657883E-1;3.675144315E-1
1.411966958E0;6.551837921E-1;-5.521817803E-1;5.815895796E-1
1.427084958E0;7.986628413E-1;-1.040693164E0;1.265167475E0
1.442203958E0;4.532561600E-1;-1.394575357E0;1.483171940E0
1.457322958E0;5.717939511E-2;-8.363791704E-1;1.796353340E0
1.472440958E0;-2.666760683E-1;-3.176561296E-1;1.743567944E0
1.487559958E0;-3.452643752E-1;4.671854153E-2;1.421491146E0
1.502678958E0;-2.616304755E-1;-2.012584209E-1;1.048147917E0
1.517796958E0;-9.600102156E-2;-6.050814986E-1;9.902640581E-1
1.532915958E0;-2.391507924E-1;-7.851850390E-1;1.331909776E0
1.548034708E0;-3.605791330E-1;-8.969882131E-1;1.618333459E0
1.563153708E0;-3.208894432E-1;-8.223595023E-1;1.754578114E0
1.578272708E0;-3.361275196E-1;-7.823252678E-1;1.742710829E0
1.593390708E0;-3.044928908E-1;-7.303526402E-1;1.565458775E0
1.608509708E0;-3.370670676E-1;-5.378963351E-1;1.339047194E0
1.623628708E0;-4.771156013E-1;-2.281628251E-1;1.287670493E0
1.638746708E0;-6.239697337E-1;2.533398867E-1;1.163963199E0
1.653865708E0;-9.023146629E-1;5.853266120E-1;1.272084355E0
1.668984708E0;-8.737077713E-1;4.861007333E-1;1.302063107E0
1.684102708E0;-8.920431137E-1;2.124346346E-1;1.476242185E0
1.699221708E0;-9.574029446E-1;-1.415873468E-1;1.733657718E0
1.714340708E0;-1.078807592E0;-5.268367529E-1;2.158873081E0
1.729458708E0;-1.041378498E0;-7.239896059E-1;2.705206394E0
1.744577708E0;-9.991933703E-1;-5.343729258E-1;3.361717939E0
1.759696708E0;-1.089173317E0;4.797590431E-3;3.437733412E0
1.774814708E0;-1.055469513E0;2.998235822E-1;3.224510670E0
1.789933708E0;-6.197251678E-1;-1.422502398E-1;2.504370928E0
1.805052708E0;-3.344030380E-1;-1.873678714E-1;2.210700989E0
1.820170708E0;-3.846912384E-1;3.592384756E-1;2.011866331E0
1.835289708E0;-2.924412489E-1;9.254785776E-1;1.795051575E0
1.850408708E0;3.644784391E-1;6.811792254E-1;1.774103522E0
1.865526708E0;6.318492293E-1;6.434731930E-2;1.890562534E0
1.880645708E0;8.245638609E-1;-3.827553689E-1;2.099630833E0
1.895764708E0;1.077865809E-1;1.030445337E0;1.604336619E0
1.910882708E0;-3.279157877E-1;1.398485065E0;1.537766457E0
1.926001708E0;-6.354917288E-1;7.127099633E-1;6.172301769E-1
1.941120708E0;-7.441420555E-1;3.827326000E-1;-5.850460380E-2
1.956238708E0;-1.196622133E0;-8.386361599E-2;-5.093834996E-1
1.971357708E0;-1.348238111E0;-9.749596566E-2;-2.649264038E-1
1.986476708E0;-9.209258556E-1;1.347377896E-1;2.988485396E-1
2.001594708E0;-5.232069492E-1;-3.339191675E-1;2.768870592E-1
2.016713708E0;-6.486944556E-1;-5.405413508E-1;8.107684851E-1
2.031832708E0;-1.004140019E0;-1.564752817E0;1.678784966E0
2.046950708E0;-1.611562490E0;-2.546718597E0;2.195396185E0
2.062069708E0;-1.153741241E0;-8.909614086E-1;2.400037289E0
2.077188708E0;3.075009584E-1;5.697883964E-1;1.720746875E0
2.092306708E0;5.170317888E-1;-6.125262380E-1;1.698109269E0
2.107425708E0;5.351353884E-1;-1.158428311E0;1.934501410E0
2.122544708E0;4.256112874E-1;-7.599925399E-1;2.072073936E0
2.137662708E0;1.676847339E-1;-4.128257930E-1;1.497898459E0
2.152781708E0;1.769172698E-1;-2.980205715E-1;8.647947907E-1
2.167900708E0;3.680568635E-1;-6.433078647E-1;8.673226833E-1
2.183018708E0;3.666715026E-1;-6.022251844E-1;1.238143802E0
2.198137708E0;1.440753341E-1;-1.728855968E-1;1.343860865E0
2.213256708E0;-6.641045213E-2;3.443737626E-1;7.157158256E-1
2.228374708E0;-5.467944741E-1;3.745711148E-1;2.845788002E-1
2.243493708E0;-4.333041608E-1;-1.247108579E-1;9.712168574E-1
2.258612708E0;-1.264961958E-1;-1.813901365E-1;1.046619058E0
2.273730708E0;-1.287887394E-1;-4.106367826E-1;1.139539838E0
2.288849708E0;-2.957167029E-1;-4.402871430E-1;9.841129184E-1
2.303968708E0;-4.038325250E-1;-6.246071458E-1;7.200357318E-1
2.319086708E0;-1.743099391E-1;-3.732906282E-1;5.722974539E-1
2.334205708E0;-1.941425949E-1;-6.602842212E-1;5.225622058E-1
2.349324708E0;-3.474841118E-1;-8.192294836E-1;4.038032889E-1
2.364442708E0;-5.381786823E-1;-9.801456928E-1;3.895575106E-1
2.379561708E0;-6.519286036E-1;-8.166805506E-1;3.065283000E-1
2.394680708E0;-3.824075460E-1;-2.066748142E-1;-2.172939926E-1
2.409798708E0;-1.070513844E0;-5.102940798E-1;3.064028025E-1
2.424917708E0;-1.044986367E0;-9.584368207E-3;3.273156285E-2
2.440036708E0;-9.018424749E-1;3.222332299E-1;-2.520003021E-1
2.455154708E0;-8.478385806E-1;3.996099234E-1;-4.589387476E-1
2.470273708E0;-7.554456592E-1;3.312474191E-1;-5.264347792E-1
2.485392708E0;-6.750314832E-1;3.395287693E-1;-5.457818508E-1
2.500510708E0;-6.357662678E-1;5.469349623E-1;-6.960026622E-1
2.515629708E0;-4.648201466E-1;4.554011226E-1;-8.128114343E-1
2.530748708E0;-5.200634003E-1;2.774958909E-1;-8.632272482E-1
2.545866458E0;-7.706924081E-1;1.190244928E-1;-6.744171381E-1
2.560985458E0;-6.923831701E-1;3.028636575E-1;-4.671379924E-1
2.576104458E0;-6.594457030E-1;8.105110377E-2;-2.564622462E-1
2.591222458E0;-7.060190439E-1;-8.951077610E-2;-2.156010866E-1
2.606341458E0;-6.853185892E-1;-1.504612118E-1;-2.930175960E-1
2.621460458E0;-6.384049058E-1;-2.383667529E-1;-2.830993533E-1
2.636578458E0;-6.238065362E-1;-2.296256125E-1;-2.903906405E-1
2.651697458E0;-5.675871372E-1;-2.606587410E-1;-2.493545264E-1
2.666816458E0;-5.129848719E-1;-3.114135265E-1;-1.673475504E-1
2.681934458E0;-4.787358940E-1;-1.276754588E-1;-1.237248853E-1
2.697053458E0;-3.994490504E-1;-2.736627460E-1;-1.126205698E-1
2.712172458E0;-3.137729466E-1;-2.450521141E-1;-6.635843962E-2
2.727290458E0;-2.412026078E-1;-5.558045208E-2;-7.732000947E-2
2.742409458E0;-1.621566713E-1;-6.391183287E-2;-1.250759959E-1
2.757528458E0;-7.245250791E-2;-1.346735805E-1;-4.889379069E-2
2.772646458E0;-1.034887321E-2;-8.161471039E-2;1.364984177E-2
2.787765458E0;3.212162107E-2;-7.121027261E-2;8.297325671E-2
2.802884458E0;1.015754938E-1;-1.148056835E-1;6.959042698E-2
2.818002458E0;1.740069687E-1;-1.472187936E-1;6.427786499E-2
2.833121458E0;2.638742328E-1;-1.359412670E-1;-1.242019981E-2
2.848240458E0;2.835081220E-1;6.680730730E-2;-1.851352602E-1
2.863358458E0;2.957693636E-1;5.313622206E-2;-3.633653745E-2
2.878477458E0;2.871087193E-1;1.422519982E-1;-2.629260346E-2
2.893596458E0;3.126043677E-1;2.255175561E-1;-4.474999756E-2
2.908714458E0;3.405134976E-1;2.981688380E-1;-5.794649571E-2
2.923833458E0;3.923339546E-1;3.023124933E-1;-1.217983514E-1
2.938952458E0;4.005062282E-1;2.782705128E-1;-2.751591615E-3
2.954070458E0;4.058830440E-1;2.656415701E-1;2.267839946E-2
2.969189458E0;3.893557191E-1;3.486166000E-1;6.485048216E-3
2.984308458E0;3.555590510E-1;2.368950844E-1;-9.492430836E-2
2.999426458E0;3.191311061E-1;2.420086861E-1;-3.459424973E-1
3.014545458E0;2.612141669E-1;6.424716115E-2;-3.954446316E-1
3.029664458E0;-9.732924402E-3;1.537014097E-1;-3.842324615E-1
3.044782458E0;-1.435956731E-2;7.372567803E-2;-1.665787846E-1
3.059901458E0;2.541727722E-1;-3.552930653E-1;2.936381698E-1
3.075020458E0;5.630134940E-1;-1.560137141E-3;4.658794403E-1
3.090138458E0;7.386098504E-1;6.610412598E-1;3.843917847E-1
3.105257458E0;8.116462231E-1;1.157896876E0;1.920334250E-1
3.120376458E0;7.646344900E-1;1.197781920E0;2.976409718E-2
3.135494458E0;7.475772500E-1;9.985936284E-1;-1.806202345E-2
3.150613458E0;7.639985681E-1;9.031054974E-1;-4.617594928E-2
3.165732458E0;7.440748811E-1;8.499427438E-1;-3.930232301E-2
3.180850458E0;6.807525754E-1;8.038851619E-1;-3.004873730E-2
3.195969458E0;6.766095757E-1;6.329650879E-1;1.076731458E-2
3.211088458E0;7.954954505E-1;4.984232783E-1;9.924738109E-2
3.226207458E0;8.920078874E-1;7.014710307E-1;1.570954174E-1
3.241325458E0;9.198833704E-1;9.648184180E-1;1.401810497E-1
3.256444458E0;8.829050064E-1;1.094343066E0;6.926498562E-2
3.271563458E0;8.281626701E-1;1.174350262E0;-3.254220355E-3
3.286681458E0;7.514561415E-1;1.306414604E0;-9.771672636E-2
3.301800458E0;6.674512625E-1;1.285484552E0;-1.050161794E-1
3.316919458E0;6.049459577E-1;1.147231817E0;-5.691531673E-2
3.332037458E0;6.084621549E-1;9.734810591E-1;-2.655262128E-2
3.347156458E0;6.841528416E-1;7.715551257E-1;-1.459991001E-2
3.362275458E0;7.649032474E-1;5.539373755E-1;3.308345377E-2
3.377393458E0;7.784790993E-1;4.118137956E-1;7.798772305E-2
3.392512458E0;7.826970220E-1;2.771774232E-1;1.437829733E-1
3.407631458E0;7.454082370E-1;2.497800887E-1;1.647053957E-1
3.422749458E0;6.194059849E-1;3.110957444E-1;1.568932682E-1
3.437868458E0;5.516632795E-1;4.121104181E-1;1.396441609E-1
3.452987458E0;4.939264953E-1;5.363039970E-1;1.554670632E-1
3.468105458E0;4.446436763E-1;6.294016242E-1;2.058310062E-1
3.483224458E0;3.356363475E-1;6.870755553E-1;2.542543709E-1
3.498343458E0;3.048847914E-1;6.765657067E-1;2.486625314E-1
3.513461458E0;3.124577403E-1;5.896947384E-1;2.146020234E-1
3.528580458E0;3.366791010E-1;4.438094497E-1;1.531219482E-1
3.543699333E0;3.561861217E-1;3.007111847E-1;9.965351969E-2
3.558818333E0;3.529377580E-1;2.027694732E-1;1.161943153E-1
3.573936333E0;3.784332871E-1;1.699630618E-1;1.761644334E-1
3.589055333E0;3.820593357E-1;1.755750924E-1;2.759298384E-1
3.604174333E0;3.942909837E-1;9.335201234E-2;3.180328906E-1
3.619292333E0;3.478709161E-1;1.167756841E-1;3.542848825E-1
3.634411333E0;2.475557625E-1;1.761386096E-1;3.719546795E-1
3.649530333E0;1.158798113E-1;3.086450100E-1;4.336364865E-1
3.664648333E0;1.177861262E-2;5.107705593E-1;4.857252240E-1
3.679767333E0;-1.069205552E-1;5.252726674E-1;4.508863986E-1
3.694886333E0;-1.820416600E-1;3.130911589E-1;4.158908427E-1
3.710004333E0;-3.486922085E-1;3.232576847E-1;3.236375153E-1
3.725123333E0;-6.483889818E-1;2.814482152E-1;1.867030859E-1
3.740242333E0;-1.053038239E0;6.448593736E-2;4.967219383E-2
3.755360333E0;-1.498357058E0;-1.896549910E-1;1.640957594E-2
3.770479333E0;-1.738526583E0;-3.346493244E-1;4.484447837E-2
3.785598333E0;-1.788929582E0;-3.720473051E-1;2.105765603E-2
3.800716333E0;-1.952744007E0;-1.215750128E-1;-1.337666214E-1
3.815835333E0;-2.186620712E0;1.351254880E-1;-2.148146033E-1
3.830954333E0;-2.354692459E0;2.493867874E-1;-4.026332200E-1
3.846073333E0;-2.277977228E0;4.006661475E-1;-5.790736079E-1
3.861191333E0;-2.035716772E0;4.599084854E-1;-7.296235561E-1
3.876310333E0;-1.815025091E0;3.969561458E-1;-5.636942387E-1
3.891429333E0;-1.721569300E0;-1.549287438E-1;-3.711809218E-2
3.906547333E0;-1.570148110E0;-7.675952315E-1;6.265747547E-1
3.921666333E0;-1.063205719E0;-1.126601577E0;1.038269758E0
3.936785333E0;-6.125437617E-1;-9.623533487E-1;1.131569028E0
3.951903333E0;-5.316516161E-1;-2.638052702E-1;8.114127517E-1
3.967022333E0;-6.603202224E-1;5.717816949E-1;3.550363779E-1
3.982141333E0;-9.122441411E-1;1.063406229E0;-4.260191321E-2
3.997259333E0;-1.023097992E0;1.174622774E0;-2.977297902E-1
4.012378333E0;-7.184256315E-1;6.980078220E-1;-3.782513738E-1
4.027497333E0;-4.326758087E-1;4.854582250E-1;-3.133972585E-1
4.042615333E0;-9.492011368E-2;1.279055327E-1;-1.894480586E-1
4.057734333E0;1.456019580E-1;1.663823575E-1;-1.442014873E-1
4.072853333E0;2.642560303E-1;4.739573300E-1;-9.875003248E-2
4.087972333E0;2.691054940E-1;7.564762235E-1;-1.287107021E-1
4.103090333E0;2.147524953E-1;1.033010602E0;-1.781696826E-1
4.118209333E0;2.875912786E-1;1.106978059E0;-5.233665183E-2
4.133328333E0;3.616570234E-1;9.999701381E-1;1.738538593E-1
4.148446333E0;2.150078863E-1;4.602162540E-1;4.022479057E-1
4.163565333E0;4.476702213E-1;-7.574750483E-2;6.785933971E-1
4.178684333E0;9.224553704E-1;2.749186158E-1;6.163997650E-1
4.193802333E0;1.025458932E0;1.245420933E0;3.809861243E-1
4.208921333E0;9.707918167E-1;1.269872189E0;1.855330542E-2
4.224040333E0;9.746940732E-1;9.461127520E-1;-1.795322448E-1
4.239158333E0;9.573822021E-1;7.352856994E-1;-1.709464788E-1
4.254277333E0;7.914093733E-1;8.990451097E-1;-1.406305730E-1
4.269396333E0;6.738262177E-1;1.071181655E0;-1.854488999E-1
4.284515333E0;5.643391013E-1;1.050507307E0;-1.963355541E-1
4.299633333E0;5.315707922E-1;8.853809237E-1;-2.432455420E-1
4.314752333E0;5.329149365E-1;6.864038110E-1;-1.786713749E-1
4.329871333E0;6.205076575E-1;4.997254312E-1;-1.365052350E-2
4.344989333E0;8.506481647E-1;4.140672088E-1;1.641040295E-1
4.360108333E0;1.120001793E0;3.306162357E-1;2.939411402E-1
4.375227333E0;1.291387081E0;3.308361173E-1;4.262030423E-1
4.390345333E0;1.310059786E0;2.660162747E-1;4.156991541E-1
4.405464333E0;1.257030964E0;2.695858181E-1;2.888902128E-1
4.420583333E0;1.162847281E0;4.915632308E-1;7.396589965E-2
4.435701333E0;1.046090841E0;6.387944221E-1;-8.500389755E-2
4.450820333E0;9.199019074E-1;7.371449471E-1;-2.620819211E-1
4.465939333E0;8.905137181E-1;6.479951739E-1;-2.883400321E-1
4.481058333E0;8.884998560E-1;4.144905806E-1;-1.664527506E-1
4.496176333E0;9.147222042E-1;1.252513379E-1;2.436043322E-2
4.511295333E0;8.848148584E-1;-4.655314237E-2;1.253399551E-1
4.526414333E0;7.247110009E-1;1.478904337E-1;1.291992962E-1
4.541532208E0;5.463897586E-1;3.485220671E-1;1.667647958E-1
4.556651208E0;3.887160420E-1;5.796436071E-1;2.194884717E-1
4.571770208E0;2.483093888E-1;8.084124327E-1;2.338808030E-1
4.586888208E0;2.687674761E-1;8.772665858E-1;1.892274022E-1
4.602007208E0;3.629275262E-1;7.808468342E-1;8.687280118E-2
4.617126208E0;4.309200346E-1;6.485293508E-1;2.688295953E-2
4.632244208E0;4.600284696E-1;4.764880240E-1;-1.741889678E-2
4.647363208E0;4.063890874E-1;3.043454885E-1;-6.478542835E-2
4.662482208E0;3.290604949E-1;2.770861685E-1;-5.387472361E-2
4.677601208E0;2.487284392E-1;2.906190753E-1;-1.081869751E-2
4.692719208E0;1.529261172E-1;2.375315428E-1;4.286984727E-2
4.707838208E0;8.335611783E-3;3.877116740E-1;1.536426991E-1
4.722957208E0;-7.639685273E-2;4.359439015E-1;2.018911988E-1
4.738075208E0;-1.611732244E-1;6.074361205E-1;1.505068243E-1
4.753194208E0;-2.457098514E-1;5.258352757E-1;1.310093701E-1
4.768313208E0;-4.341627061E-1;3.690699637E-1;1.645572037E-1
4.783431208E0;-7.404243946E-1;2.841188312E-1;1.844185293E-1
4.798550208E0;-1.063608885E0;1.497050524E-1;5.730364472E-2
4.813669208E0;-1.394597292E0;9.583198279E-2;-5.329300091E-2
4.828788208E0;-1.700655341E0;2.841321528E-1;-1.051902026E-1
4.843906208E0;-1.939699888E0;6.043986082E-1;-1.247820109E-1
4.859025208E0;-2.121763706E0;9.559789300E-1;-1.142472550E-1
4.874144208E0;-2.340457916E0;1.294921279E0;-4.266726971E-1
4.889262208E0;-2.571335793E0;1.279337406E0;-4.437610507E-1
4.904381208E0;-2.660597086E0;9.437640905E-1;-4.621328712E-1
4.919500208E0;-2.570152760E0;6.473747492E-1;-5.893318057E-1
4.934618208E0;-2.147198915E0;5.388309360E-1;-6.479538679E-1
4.949737208E0;-1.811835289E0;1.782501042E-1;-4.460689425E-1
4.964856208E0;-1.557923436E0;-3.267728388E-1;9.116547555E-2
4.979974208E0;-1.405380845E0;-6.417219639E-1;6.284948587E-1
4.995093208E0;-1.437758565E0;-7.151014805E-1;9.698467255E-1
5.010212208E0;-1.502169251E0;-5.659505129E-1;1.009726167E0
5.025331208E0;-1.279079914E0;-3.211205304E-1;8.319690228E-1
5.040449208E0;-1.089646816E0;2.174163908E-1;6.200333238E-1
5.055568208E0;-8.809009194E-1;3.988299072E-1;3.699782789E-1
5.070687208E0;-6.151870489E-1;3.406503797E-1;2.408520877E-1
5.085805208E0;-4.533683360E-1;2.437430173E-1;1.615229100E-1
5.100924208E0;-3.525038660E-1;1.332983673E-1;1.279995590E-1
5.116043208E0;-2.119566500E-1;-5.635509640E-2;2.491482496E-1
5.131161208E0;-2.238447033E-2;-1.697472036E-1;3.588286638E-1
5.146280208E0;1.570257694E-1;-3.363500237E-1;2.682279348E-1
5.161399208E0;2.077414244E-1;4.347737879E-2;2.903747261E-1
5.176517208E0;2.801266611E-1;1.600896269E-1;4.386662245E-1
5.191636208E0;3.467137218E-1;5.539042354E-1;5.061149597E-1
5.206755208E0;3.978280425E-1;8.464705944E-1;3.686855137E-1
5.221874208E0;2.230162919E-1;1.168229222E0;1.709479094E-1
5.236992208E0;-3.097082302E-2;1.555348754E0;-6.023073569E-2
5.252111208E0;-3.975367174E-2;1.551708341E0;-1.524656564E-1
5.267230208E0;-1.892872453E-1;1.090300441E0;-7.601722330E-2
5.282348208E0;5.129240155E-1;2.165149152E-1;4.563576579E-1
5.297467208E0;1.382360339E0;6.410872936E-1;7.901107073E-1
5.312586208E0;1.011451602E0;1.080081820E0;6.494345069E-1
5.327704208E0;7.293374538E-1;7.366375327E-1;3.730031550E-1
5.342823208E0;7.473369837E-1;5.840054154E-1;1.473032087E-1
5.357942208E0;6.912541986E-1;5.770211220E-1;5.909480900E-2
5.373060208E0;5.624459982E-1;5.756577849E-1;1.381056011E-2
5.388179208E0;5.457141399E-1;6.461380720E-1;-1.687486023E-1
5.403298208E0;5.804189444E-1;7.740147114E-1;-3.306390941E-1
5.418417208E0;5.855129957E-1;8.608278632E-1;-3.679265380E-1
5.433535208E0;7.658882141E-1;8.003860116E-1;-3.168533146E-1
5.448654208E0;1.024835944E0;1.045031428E0;-2.880634964E-1
5.463773208E0;1.128669024E0;1.172370553E0;-2.177938819E-1
5.478891208E0;1.156276941E0;1.202670813E0;-7.112874091E-2
5.494010208E0;1.132353067E0;1.295090556E0;1.135758087E-1
5.509129208E0;1.069068909E0;1.162514687E0;1.283773929E-1
5.524247208E0;9.517139196E-1;9.317354560E-1;5.333231762E-2
5.539366833E0;8.108480573E-1;8.701383471E-1;-4.187319428E-2
5.554485833E0;7.451793551E-1;7.269915938E-1;-1.383718550E-1
5.569603833E0;7.209208608E-1;6.228806376E-1;-2.528669834E-1
5.584722833E0;7.661870718E-1;3.395083845E-1;-2.091651857E-1
5.599841833E0;8.530983329E-1;7.019997388E-2;-3.887524456E-2
5.614960833E0;8.941031098E-1;-1.000735462E-1;1.367338300E-1
5.630078833E0;8.973649740E-1;-2.322915047E-1;2.404804677E-1
5.645197833E0;8.781659603E-1;-9.895954281E-2;2.080468982E-1
5.660316833E0;8.584015965E-1;1.996891201E-1;1.321334094E-1
5.675434833E0;7.285699248E-1;3.823612630E-1;1.521508694E-1
5.690553833E0;5.663163066E-1;4.364708364E-1;2.402109653E-1
5.705672833E0;4.383268952E-1;5.806230903E-1;2.051533908E-1
5.720790833E0;4.657914042E-1;7.176982760E-1;9.960127622E-2
5.735909833E0;6.030634642E-1;7.315069437E-1;-2.649219334E-2
5.751028833E0;6.970299482E-1;5.668980479E-1;-1.298065931E-1
5.766147833E0;6.175365448E-1;2.450237721E-1;-2.403006107E-1
5.781265833E0;5.498878956E-1;1.493882835E-1;-2.694753408E-1
5.796384833E0;5.492094755E-1;1.530682594E-1;-2.291147113E-1
5.811503833E0;4.692200720E-1;2.684899271E-1;-1.532274038E-1
5.826621833E0;2.424536198E-1;4.930571020E-1;2.838756703E-2
5.841740833E0;3.584023193E-2;7.222337723E-1;1.584827304E-1
5.856859833E0;-1.738325506E-1;8.290510774E-1;2.002045959E-1
5.871977833E0;-3.689237237E-1;7.004667521E-1;1.701729298E-1
5.887096833E0;-5.326368213E-1;5.146457553E-1;1.124357730E-1
5.902215833E0;-6.798784733E-1;2.874559760E-1;-1.959015988E-2
