"Time (s)";"X (µT)";"Y (µT)";"Z (µT)"
5.043605558E1;1.605553436E1;4.592002869E0;2.522644043E0
5.045113258E1;1.595203400E1;4.560714722E0;2.622558594E0
5.046620958E1;1.589601898E1;4.586204529E0;2.806579590E0
5.048128658E1;1.599479294E1;4.842124939E0;2.472045898E0
5.049636358E1;1.622835541E1;4.796569824E0;2.342712402E0
5.051144058E1;1.631565094E1;4.730628967E0;2.396331787E0
5.052651758E1;1.607263184E1;4.581169128E0;2.463165283E0
5.054159458E1;1.611935043E1;4.613319397E0;2.243041992E0
5.055667108E1;1.619385529E1;4.703567505E0;2.270843506E0
5.057174708E1;1.585114288E1;4.817337036E0;2.545593262E0
5.058682408E1;1.599567795E1;4.689605713E0;2.347290039E0
5.060190108E1;1.612815857E1;4.947509766E0;2.329437256E0
5.061697808E1;1.615668488E1;4.648315430E0;2.433410645E0
5.063205508E1;1.595316315E1;4.658882141E0;2.439270020E0
5.064713208E1;1.579258347E1;4.657814026E0;2.440856934E0
5.066220908E1;1.578388596E1;4.614341736E0;2.665344238E0
5.067728608E1;1.578961182E1;4.621597290E0;2.622283936E0
5.069236308E1;1.584436798E1;4.945953369E0;2.527282715E0
5.070744008E1;1.582036972E1;4.840026855E0;2.596801758E0
5.072251708E1;1.593418121E1;4.792839050E0;2.378784180E0
5.073759408E1;1.559274292E1;4.881103516E0;2.381317139E0
5.075267108E1;1.549708557E1;4.764289856E0;2.593841553E0
5.076774808E1;1.553332520E1;4.907447815E0;2.405242920E0
5.078282508E1;1.558597183E1;4.928161621E0;2.357055664E0
5.079790208E1;1.534820175E1;4.773330688E0;2.140167236E0
5.081297808E1;1.537900925E1;5.053016663E0;2.075317383E0
5.082805508E1;1.530461502E1;5.076316833E0;2.701782227E0
5.084313208E1;1.512122345E1;5.084800720E0;2.063842773E0
5.085820908E1;1.545201111E1;4.999855042E0;2.186859131E0
5.087328608E1;1.524646378E1;4.883834839E0;2.173431396E0
5.088836308E1;1.503440094E1;5.087539673E0;2.153015137E0
5.090344008E1;1.522751999E1;5.062431335E0;2.022979736E0
5.091851708E1;1.513444901E1;5.062812805E0;2.113983154E0
5.093359408E1;1.525617218E1;5.070175171E0;2.031860352E0
5.094867108E1;1.507417297E1;5.231445312E0;2.255218506E0
5.096374808E1;1.529220963E1;5.350387573E0;2.044769287E0
5.097882508E1;1.543814468E1;5.167236328E0;2.076904297E0
5.099390208E1;1.543076324E1;5.434387207E0;2.128936768E0
5.100897808E1;1.525671005E1;5.512062073E0;2.101959229E0
5.102405508E1;1.538209534E1;5.100395203E0;1.796386719E0
5.103913208E1;1.496666718E1;5.086891174E0;1.957977295E0
5.105420908E1;1.496971893E1;5.107933044E0;2.337554932E0
5.106928608E1;1.541200256E1;5.270477295E0;2.480712891E0
5.108436308E1;1.519877243E1;5.427940369E0;2.432830811E0
5.109944008E1;1.517773819E1;5.339363098E0;2.733978271E0
5.111451708E1;1.523323059E1;5.095489502E0;2.954559326E0
5.112959408E1;1.507962036E1;5.244964600E0;2.979156494E0
5.114467108E1;1.520486069E1;5.370071411E0;2.944152832E0
5.115974808E1;1.492886353E1;5.290039062E0;2.951446533E0
5.117482508E1;1.497871017E1;5.110496521E0;2.581085205E0
5.118990208E1;1.514644623E1;5.121154785E0;2.601531982E0
5.120497908E1;1.519559479E1;5.146667480E0;2.519531250E0
5.122005508E1;1.527040863E1;5.297813416E0;2.112579346E0
5.123513208E1;1.485915375E1;5.033187866E0;2.200836182E0
5.125020908E1;1.506904221E1;5.250068665E0;2.669525146E0
5.126528608E1;1.517705536E1;5.380416870E0;2.180328369E0
5.128036308E1;1.508652496E1;5.471740723E0;2.387451172E0
5.129544008E1;1.527975464E1;5.553550720E0;2.500030518E0
5.131051708E1;1.516093445E1;5.538528442E0;2.540649414E0
5.132559408E1;1.494103241E1;5.210189819E0;2.315399170E0
5.134067108E1;1.506590652E1;5.386054993E0;2.444976807E0
5.135574808E1;1.506776810E1;5.259155273E0;2.262512207E0
5.137082508E1;1.511029434E1;5.291191101E0;2.225860596E0
5.138590208E1;1.492385483E1;5.317466736E0;2.198333740E0
5.140097908E1;1.504362869E1;5.171165466E0;2.256683350E0
5.141605608E1;1.525833893E1;5.399429321E0;2.031066895E0
5.143113208E1;1.505741501E1;5.474632263E0;2.067626953E0
5.144620908E1;1.491138840E1;5.451850891E0;2.265991211E0
5.146128608E1;1.502109528E1;5.150901794E0;2.457641602E0
5.147636308E1;1.524561310E1;5.342918396E0;2.410858154E0
5.149144008E1;1.537778854E1;5.292373657E0;2.646392822E0
5.150651708E1;1.508044052E1;5.211128235E0;2.247650146E0
5.152159408E1;1.515276337E1;5.076133728E0;2.465545654E0
5.153667108E1;1.493995667E1;5.210075378E0;2.336730957E0
5.155174858E1;1.521093369E1;5.176834106E0;2.346649170E0
5.156682558E1;1.527574539E1;5.238342285E0;2.704620361E0
5.158190258E1;1.552281189E1;5.106819153E0;2.737762451E0
5.159697958E1;1.545016479E1;5.185127258E0;2.932830811E0
5.161205558E1;1.511767960E1;4.734832764E0;2.789611816E0
5.162713258E1;1.525939941E1;4.927055359E0;2.773071289E0
5.164220958E1;1.528010559E1;5.013076782E0;3.245422363E0
5.165728658E1;1.526675415E1;4.876350403E0;3.116119385E0
5.167236358E1;1.511082077E1;5.296409607E0;2.899078369E0
5.168744058E1;1.525419235E1;5.030456543E0;2.778808594E0
5.170251758E1;1.537745285E1;5.112167358E0;3.359863281E0
5.171759458E1;1.521546173E1;5.400695801E0;3.518005371E0
5.173267158E1;1.515303421E1;5.084892273E0;3.419403076E0
5.174774858E1;1.508498001E1;5.252609253E0;3.308532715E0
5.176282558E1;1.544760895E1;5.395156860E0;3.321563721E0
5.177790258E1;1.517453003E1;5.502342224E0;3.514251709E0
5.179297858E1;1.538330841E1;5.632736206E0;3.188140869E0
5.180805558E1;1.547346878E1;5.638038635E0;3.211639404E0
5.182313258E1;1.563615036E1;5.687721252E0;3.294555664E0
5.183820958E1;1.559089661E1;5.491905212E0;2.885437012E0
5.185328658E1;1.528719711E1;5.592391968E0;3.294738770E0
5.186836358E1;1.528368378E1;5.766334534E0;3.293029785E0
5.188344058E1;1.552190399E1;5.639945984E0;3.197235107E0
5.189851758E1;1.552258682E1;5.663009644E0;3.036956787E0
5.191359458E1;1.545523453E1;5.831062317E0;3.101348877E0
5.192867158E1;1.537317657E1;6.035560608E0;2.966888428E0
5.194374858E1;1.587280273E1;6.472801208E0;3.267730713E0
5.195882558E1;1.570422745E1;6.300926208E0;3.513305664E0
5.197390258E1;1.590985489E1;6.377807617E0;3.158294678E0
5.198897858E1;1.613573837E1;6.043426514E0;3.169281006E0
5.200405558E1;1.598846436E1;6.358161926E0;3.312927246E0
5.201913258E1;1.622230530E1;6.613372803E0;3.379638672E0
5.203420958E1;1.609563446E1;6.604606628E0;3.011779785E0
5.204928658E1;1.599827957E1;6.606849670E0;2.798950195E0
5.206436358E1;1.620489502E1;6.701637268E0;2.583892822E0
5.207944058E1;1.648439789E1;6.800422668E0;2.795501709E0
5.209451758E1;1.632695007E1;7.133308411E0;2.517486572E0
5.210959458E1;1.653515244E1;6.888099670E0;2.423614502E0
5.212467158E1;1.638201523E1;6.692893982E0;2.135559082E0
5.213974858E1;1.689437485E1;7.297836304E0;1.821166992E0
5.215482558E1;1.685010147E1;7.307868958E0;1.962127686E0
5.216990158E1;1.662509918E1;7.575492859E0;2.378784180E0
5.218497858E1;1.671026993E1;7.451461792E0;2.143554688E0
5.220005558E1;1.678769302E1;7.762290955E0;1.759613037E0
5.221513258E1;1.670646286E1;7.927467346E0;1.676940918E0
5.223020958E1;1.639525604E1;7.815078735E0;1.408569336E0
5.224528658E1;1.639667130E1;7.751686096E0;1.022796631E0
5.226036358E1;1.643460464E1;8.137969971E0;1.229766846E0
5.227544058E1;1.610422897E1;8.162651062E0;1.075653076E0
5.229051758E1;1.639147949E1;8.564811707E0;7.010192871E-1
5.230559458E1;1.630456543E1;8.156112671E0;5.871582031E-1
5.232067158E1;1.590787125E1;8.367691040E0;4.829101562E-1
5.233574858E1;1.568497467E1;8.432838440E0;4.999084473E-1
5.235082458E1;1.547970200E1;8.477661133E0;1.682739258E-1
5.236590158E1;1.555514526E1;8.499404907E0;2.966918945E-1
5.238097858E1;1.538904572E1;8.525451660E0;-2.452087402E-1
5.239605558E1;1.501357269E1;8.678306580E0;-9.869384766E-2
5.241113258E1;1.497840881E1;8.320320129E0;-9.777832031E-2
5.242620958E1;1.505064011E1;8.300346375E0;-1.977233887E-1
5.244128658E1;1.451380157E1;8.378166199E0;-5.139160156E-1
5.245636358E1;1.443641281E1;8.276184082E0;-3.953552246E-1
5.247144058E1;1.427460480E1;8.428771973E0;-9.628295898E-2
5.248651758E1;1.433282089E1;8.343978882E0;-5.228271484E-1
5.250159458E1;1.412768936E1;8.161766052E0;-7.120666504E-1
5.251667058E1;1.390377808E1;8.014259338E0;-6.332397461E-2
5.253174758E1;1.388288498E1;8.095863342E0;-1.788940430E-1
5.254682458E1;1.355347061E1;7.931106567E0;-1.835632324E-1
5.256190125E1;1.367874146E1;7.958572388E0;-2.301025391E-2
5.257697825E1;1.373414612E1;7.558753967E0;-3.314514160E-1
5.259205525E1;1.347563171E1;7.711051941E0;-3.488159180E-1
5.260713225E1;1.328294373E1;7.653274536E0;-1.018676758E-1
5.262220925E1;1.332658768E1;7.377136230E0;1.882934570E-1
5.263728625E1;1.329463959E1;7.262542725E0;4.961242676E-1
5.265236325E1;1.329345703E1;7.084877014E0;5.248718262E-1
5.266744025E1;1.344762421E1;6.987632751E0;2.449035645E-1
5.268251625E1;1.326816940E1;6.993125916E0;2.236938477E-2
5.269759325E1;1.344990921E1;6.828514099E0;-8.209228516E-2
5.271267025E1;1.351847076E1;6.873512268E0;5.163574219E-2
5.272774725E1;1.365098190E1;6.933593750E0;1.174926758E-2
5.274282425E1;1.357464981E1;6.613922119E0;3.006591797E-1
5.275790125E1;1.344950104E1;6.737960815E0;5.632629395E-1
5.277297825E1;1.333700562E1;6.706611633E0;8.224487305E-1
5.278805525E1;1.336375809E1;6.517082214E0;3.135375977E-1
5.280313225E1;1.329244232E1;6.547927856E0;8.012084961E-1
5.281820925E1;1.325751877E1;6.539726257E0;5.769042969E-1
5.283328625E1;1.343613052E1;6.441665649E0;9.619445801E-1
5.284836225E1;1.363495636E1;6.379501343E0;6.690979004E-1
5.286343925E1;1.361999512E1;6.350204468E0;7.460021973E-1
5.287851625E1;1.357258987E1;6.297851562E0;4.895935059E-1
5.289359325E1;1.343761063E1;6.074295044E0;3.539123535E-1
5.290867025E1;1.384580612E1;6.190361023E0;9.241638184E-1
5.292374725E1;1.376086044E1;6.335372925E0;7.034606934E-1
5.293882425E1;1.386893463E1;5.963615417E0;9.353637695E-1
5.295390125E1;1.392624664E1;6.229866028E0;1.098083496E0
5.296897825E1;1.403944016E1;6.244392395E0;1.257995605E0
5.298405525E1;1.390612030E1;6.207099915E0;1.132568359E0
5.299913125E1;1.410007095E1;5.942558289E0;1.101684570E0
5.301420825E1;1.421354675E1;5.872406006E0;1.404693604E0
5.302928525E1;1.422353363E1;6.024490356E0;1.244903564E0
5.304436225E1;1.400177383E1;5.681999207E0;1.269531250E0
5.305943925E1;1.407585907E1;5.819580078E0;1.360443115E0
5.307451625E1;1.432907104E1;5.998558044E0;1.240600586E0
5.308959325E1;1.407435608E1;6.165435791E0;1.447357178E0
5.310467025E1;1.446071243E1;5.923057556E0;1.499237061E0
5.311974725E1;1.436904907E1;5.910224915E0;1.778656006E0
5.313482425E1;1.430569077E1;6.029136658E0;1.565704346E0
5.314990125E1;1.429558563E1;5.910575867E0;1.436859131E0
5.316497725E1;1.445755386E1;5.705467224E0;1.631835938E0
5.318005425E1;1.443884277E1;5.843276978E0;1.941101074E0
5.319513125E1;1.465084076E1;5.567192078E0;1.665161133E0
5.321020825E1;1.473294449E1;5.932701111E0;1.514801025E0
5.322528525E1;1.436364746E1;5.862129211E0;1.706939697E0
5.324036225E1;1.460473633E1;5.775901794E0;1.474395752E0
5.325543925E1;1.464031982E1;5.790191650E0;1.655120850E0
5.327051625E1;1.462214279E1;5.755851746E0;1.602416992E0
5.328559325E1;1.442074966E1;5.651573181E0;1.578247070E0
5.330067025E1;1.463969803E1;5.640663147E0;1.497009277E0
5.331574725E1;1.460654449E1;5.506813049E0;1.470428467E0
5.333082325E1;1.475141525E1;5.859992981E0;1.246643066E0
5.334590025E1;1.470479965E1;5.684143066E0;1.439910889E0
5.336097725E1;1.469441986E1;5.814651489E0;1.637878418E0
5.337605425E1;1.466295624E1;5.935516357E0;1.721313477E0
5.339113125E1;1.471931076E1;5.884941101E0;1.604125977E0
5.340620825E1;1.441395187E1;5.919944763E0;1.578430176E0
5.342128525E1;1.451422501E1;5.681327820E0;1.835052490E0
5.343636225E1;1.458061218E1;5.936584473E0;2.016876221E0
5.345143925E1;1.445261002E1;5.813369751E0;1.477081299E0
5.346651625E1;1.465604782E1;5.816085815E0;1.498962402E0
5.348159225E1;1.468772888E1;5.680473328E0;1.801208496E0
5.349666925E1;1.472319412E1;5.583450317E0;1.967224121E0
5.351174625E1;1.462250519E1;5.546249390E0;1.704223633E0
5.352682325E1;1.466043091E1;5.582710266E0;1.507568359E0
5.354190025E1;1.452250290E1;5.508110046E0;1.692871094E0
5.355697746E1;1.463882828E1;5.711494446E0;1.827239990E0
5.357205446E1;1.451722717E1;5.803726196E0;1.694732666E0
5.358713146E1;1.470310593E1;5.810287476E0;1.676055908E0
5.360220846E1;1.474216461E1;5.788230896E0;1.648529053E0
5.361728546E1;1.441380692E1;5.513107300E0;1.609008789E0
5.363236146E1;1.477420044E1;5.673255920E0;1.650817871E0
5.364743846E1;1.447835541E1;5.625808716E0;1.469879150E0
5.366251546E1;1.440963364E1;5.664833069E0;1.275878906E0
5.367759246E1;1.428028107E1;5.728050232E0;1.537109375E0
5.369266946E1;1.459236526E1;5.709243774E0;1.472778320E0
5.370774646E1;1.445713425E1;5.690444946E0;1.509704590E0
5.372282346E1;1.449407196E1;5.692848206E0;1.482238770E0
5.373790046E1;1.456027222E1;5.809356689E0;1.543060303E0
5.375297746E1;1.456963348E1;5.581268311E0;1.548095703E0
5.376805446E1;1.468934250E1;5.472892761E0;1.772277832E0
5.378313046E1;1.491483688E1;5.740409851E0;1.531982422E0
5.379820746E1;1.452769470E1;5.870903015E0;1.615814209E0
5.381328446E1;1.477032852E1;5.631408691E0;1.554870605E0
5.382836146E1;1.459164047E1;5.812080383E0;1.572723389E0
5.384343846E1;1.470560074E1;5.608642578E0;1.102386475E0
5.385851546E1;1.476812363E1;5.758460999E0;1.324920654E0
5.387359246E1;1.487328339E1;5.707046509E0;1.355926514E0
5.388866946E1;1.492276001E1;5.572990417E0;1.186309814E0
5.390374646E1;1.501374435E1;5.770393372E0;1.458587646E0
5.391882246E1;1.498284531E1;5.756225586E0;1.412109375E0
5.393389946E1;1.500297546E1;5.910705566E0;1.509887695E0
5.394897646E1;1.480803299E1;5.716590881E0;1.748382568E0
5.396405346E1;1.482456970E1;5.600929260E0;1.660552979E0
5.397913046E1;1.482524490E1;6.076881409E0;1.153900146E0
5.399420746E1;1.491808319E1;6.068069458E0;1.475891113E0
5.400928446E1;1.471743011E1;5.691604614E0;1.443786621E0
5.402436146E1;1.465066147E1;5.681892395E0;1.164916992E0
5.403943846E1;1.472352600E1;5.515663147E0;1.522247314E0
5.405451446E1;1.469918442E1;5.505493164E0;1.555938721E0
5.406959146E1;1.465230560E1;5.665809631E0;1.609069824E0
5.408466846E1;1.506494522E1;5.731674194E0;1.427764893E0
5.409974546E1;1.491236496E1;5.732673645E0;1.601104736E0
5.411482246E1;1.470919800E1;5.696838379E0;1.700988770E0
5.412989946E1;1.467353058E1;6.036308289E0;1.634185791E0
5.414497646E1;1.466493607E1;6.087738037E0;1.465393066E0
5.416005346E1;1.495506668E1;5.928489685E0;1.505584717E0
5.417513046E1;1.494783783E1;5.921813965E0;1.994415283E0
5.419020646E1;1.465214920E1;6.075378418E0;1.481018066E0
5.420528346E1;1.476877213E1;5.968322754E0;1.340759277E0
5.422036046E1;1.481037140E1;5.716857910E0;1.775115967E0
5.423543746E1;1.470161057E1;5.922569275E0;1.484802246E0
5.425051446E1;1.478198242E1;5.916053772E0;1.640899658E0
5.426559146E1;1.462158203E1;6.142433167E0;1.564331055E0
5.428066846E1;1.470596695E1;5.828239441E0;1.781372070E0
5.429574546E1;1.459728622E1;5.848953247E0;1.491973877E0
5.431082246E1;1.453912735E1;5.927017212E0;1.612792969E0
5.432589846E1;1.471113968E1;5.916419983E0;1.541839600E0
5.434097546E1;1.464093781E1;5.712875366E0;1.791931152E0
5.435605246E1;1.472078705E1;6.007316589E0;1.868988037E0
5.437112946E1;1.469183350E1;5.932197571E0;1.722656250E0
5.438620646E1;1.465061188E1;5.815040588E0;1.423187256E0
5.440128346E1;1.469336319E1;5.923767090E0;1.599395752E0
5.441636046E1;1.453351974E1;5.743957520E0;1.597381592E0
5.443143746E1;1.468309402E1;5.820693970E0;1.723297119E0
5.444651446E1;1.490980911E1;5.901344299E0;1.566345215E0
5.446159046E1;1.476536560E1;6.263458252E0;1.575988770E0
5.447666746E1;1.446797180E1;6.294128418E0;1.834777832E0
5.449174446E1;1.453351212E1;6.348945618E0;1.587188721E0
5.450682146E1;1.469660568E1;6.191001892E0;1.470062256E0
5.452189846E1;1.468053055E1;6.130020142E0;1.848632812E0
5.453697546E1;1.495387268E1;6.053367615E0;1.341857910E0
5.455205208E1;1.464591217E1;6.317695618E0;1.429443359E0
5.456712908E1;1.451985550E1;6.069839478E0;2.015075684E0
5.458220508E1;1.460121918E1;6.006317139E0;1.517791748E0
5.459728208E1;1.487299728E1;6.239097595E0;1.684722900E0
5.461235908E1;1.469018936E1;5.956779480E0;1.814208984E0
5.462743608E1;1.461040115E1;5.824668884E0;1.690002441E0
5.464251308E1;1.459763718E1;5.989791870E0;1.594665527E0
5.465759008E1;1.456722641E1;6.105216980E0;1.421783447E0
5.467266708E1;1.469362640E1;5.973457336E0;1.515563965E0
5.468774408E1;1.464338303E1;6.014823914E0;1.409271240E0
5.470282008E1;1.493389130E1;6.032623291E0;1.711608887E0
5.471789708E1;1.484911346E1;5.990425110E0;1.752258301E0
5.473297408E1;1.494367218E1;5.794288635E0;1.853179932E0
5.474805108E1;1.475361633E1;6.067825317E0;1.606109619E0
5.476312808E1;1.495431900E1;6.026756287E0;1.720611572E0
5.477820508E1;1.483354950E1;5.830558777E0;1.691925049E0
5.479328208E1;1.480864334E1;5.834564209E0;1.086578369E0
5.480835908E1;1.493414307E1;5.897789001E0;1.361297607E0
5.482343608E1;1.475307846E1;5.678833008E0;1.694610596E0
5.483851208E1;1.478198624E1;5.842658997E0;1.485839844E0
5.485358908E1;1.503333282E1;5.833518982E0;1.734497070E0
5.486866608E1;1.513375473E1;6.018203735E0;1.372039795E0
5.488374308E1;1.497243500E1;5.878623962E0;1.544982910E0
5.489882008E1;1.475681686E1;5.742630005E0;1.074707031E0
5.491389708E1;1.488818741E1;6.063232422E0;1.578552246E0
5.492897408E1;1.491282272E1;5.920028687E0;1.751953125E0
5.494405108E1;1.486751175E1;5.798309326E0;1.703674316E0
5.495912708E1;1.492241669E1;5.890350342E0;1.716613770E0
5.497420408E1;1.480978394E1;5.628936768E0;1.756774902E0
5.498928108E1;1.493496704E1;5.838043213E0;1.546020508E0
5.500435808E1;1.465325165E1;5.794723511E0;1.979736328E0
5.501943508E1;1.463137054E1;5.441680908E0;1.771270752E0
5.503451208E1;1.487962723E1;5.797851562E0;1.903961182E0
5.504958908E1;1.473899460E1;5.887168884E0;1.531890869E0
5.506466608E1;1.476046371E1;5.718009949E0;1.794219971E0
5.507974308E1;1.484538269E1;5.731925964E0;1.532165527E0
5.509481908E1;1.496953583E1;5.489036560E0;1.986358643E0
5.510989608E1;1.464473724E1;5.365699768E0;1.759643555E0
5.512497308E1;1.489852524E1;5.439315796E0;1.501129150E0
5.514005008E1;1.490974045E1;5.547119141E0;1.428680420E0
5.515512708E1;1.495387650E1;5.789031982E0;1.722564697E0
5.517020408E1;1.485346985E1;5.783508301E0;1.684875488E0
5.518528108E1;1.480906677E1;5.578468323E0;1.537872314E0
5.520035808E1;1.488231277E1;5.790397644E0;1.640533447E0
5.521543508E1;1.500185776E1;5.717071533E0;1.627593994E0
5.523051108E1;1.503050232E1;5.559768677E0;1.739715576E0
5.524558808E1;1.494268417E1;5.498115540E0;1.732208252E0
5.526066508E1;1.500092316E1;5.754333496E0;1.842163086E0
5.527574208E1;1.512518311E1;5.574813843E0;1.943878174E0
5.529081908E1;1.481756592E1;5.998733521E0;2.006195068E0
5.530589608E1;1.493340683E1;5.886070251E0;1.529174805E0
5.532097308E1;1.500760269E1;5.535064697E0;1.803558350E0
5.533605008E1;1.522683716E1;5.630401611E0;1.873443604E0
5.535112608E1;1.504615021E1;5.733078003E0;1.573028564E0
5.536620308E1;1.538771820E1;5.900268555E0;1.769042969E0
5.538128008E1;1.545426559E1;5.742752075E0;1.936614990E0
5.539635708E1;1.518877029E1;5.686798096E0;2.026916504E0
5.541143408E1;1.508506775E1;5.645576477E0;1.749755859E0
5.542651108E1;1.528299713E1;5.622909546E0;1.946899414E0
5.544158808E1;1.511206818E1;5.574371338E0;1.851379395E0
5.545666508E1;1.510815430E1;5.428871155E0;1.853576660E0
5.547174208E1;1.507156754E1;5.622138977E0;1.993469238E0
5.548681808E1;1.502243042E1;5.745712280E0;1.732086182E0
5.550189508E1;1.494289398E1;5.938079834E0;1.457550049E0
5.551697208E1;1.496635818E1;5.719429016E0;1.416381836E0
5.553204908E1;1.506542969E1;5.665779114E0;1.621612549E0
5.554712608E1;1.486924744E1;5.542587280E0;1.804748535E0
5.556220371E1;1.490669250E1;5.576347351E0;1.426818848E0
5.557728071E1;1.498590851E1;5.680603027E0;1.605407715E0
5.559235771E1;1.477813339E1;5.881713867E0;1.575622559E0
5.560743471E1;1.472453690E1;6.148437500E0;1.776031494E0
5.562251071E1;1.480200195E1;5.948165894E0;1.551208496E0
5.563758771E1;1.490427399E1;5.882225037E0;2.001770020E0
5.565266471E1;1.491963577E1;6.101814270E0;1.800109863E0
5.566774171E1;1.482004547E1;6.217613220E0;1.885406494E0
5.568281871E1;1.478119659E1;6.257125854E0;1.816101074E0
5.569789571E1;1.498588943E1;6.103340149E0;1.949432373E0
5.571297271E1;1.499962997E1;6.007293701E0;1.779846191E0
5.572804971E1;1.514522934E1;6.266754150E0;2.080718994E0
5.574312571E1;1.504497910E1;6.354080200E0;1.800048828E0
5.575820271E1;1.511526871E1;6.180351257E0;2.119171143E0
5.577327971E1;1.534110641E1;6.088302612E0;1.802032471E0
5.578835671E1;1.527780151E1;6.242599487E0;1.989013672E0
5.580343371E1;1.498399734E1;6.123672485E0;1.696319580E0
5.581851071E1;1.503291702E1;6.166442871E0;1.813446045E0
5.583358771E1;1.486949158E1;6.254837036E0;1.646118164E0
5.584866471E1;1.526867676E1;6.057487488E0;1.759887695E0
5.586374171E1;1.501465225E1;6.060279846E0;1.767730713E0
5.587881771E1;1.514487839E1;6.200447083E0;2.072875977E0
5.589389471E1;1.488901138E1;6.263549805E0;1.809539795E0
5.590897171E1;1.516566467E1;6.035667419E0;1.542572021E0
5.592404871E1;1.519166565E1;6.124008179E0;1.705718994E0
5.593912571E1;1.499950790E1;5.948928833E0;1.434692383E0
5.595420271E1;1.489493561E1;6.212699890E0;1.507293701E0
5.596927971E1;1.498664093E1;6.262557983E0;1.340240479E0
5.598435671E1;1.503187180E1;6.319572449E0;1.596099854E0
5.599943271E1;1.458018494E1;6.151161194E0;1.967803955E0
5.601450971E1;1.472197342E1;6.027153015E0;1.856872559E0
5.602958671E1;1.487539673E1;6.020996094E0;1.997741699E0
5.604466371E1;1.482032394E1;6.053779602E0;2.364227295E0
5.605974071E1;1.489396286E1;6.089462280E0;2.213043213E0
5.607481771E1;1.501296997E1;6.219032288E0;2.073333740E0
5.608989471E1;1.509407425E1;6.103462219E0;1.902587891E0
5.610497171E1;1.493922806E1;6.406242371E0;1.843383789E0
5.612004771E1;1.482405472E1;6.203186035E0;1.996917725E0
5.613512471E1;1.492371368E1;6.337661743E0;1.725189209E0
5.615020171E1;1.473736191E1;6.275726318E0;1.770690918E0
5.616527871E1;1.477335358E1;6.331726074E0;1.521423340E0
5.618035571E1;1.486348724E1;6.067527771E0;1.814819336E0
5.619543271E1;1.474976349E1;6.400047302E0;1.704132080E0
5.621050971E1;1.457122803E1;6.187919617E0;1.813598633E0
5.622558671E1;1.455057526E1;6.108451843E0;1.826354980E0
5.624066271E1;1.484833527E1;6.112045288E0;1.770324707E0
5.625573971E1;1.487977219E1;6.153923035E0;1.514495850E0
5.627081671E1;1.492776108E1;6.251602173E0;1.349212646E0
5.628589371E1;1.494096756E1;6.296638489E0;1.605346680E0
5.630097071E1;1.482404327E1;6.291450500E0;1.784881592E0
5.631604771E1;1.496450043E1;6.109397888E0;1.911499023E0
5.633112471E1;1.477453613E1;6.068695068E0;1.888458252E0
5.634620171E1;1.461277390E1;6.177413940E0;1.609832764E0
5.636127771E1;1.462290573E1;6.384674072E0;1.839538574E0
5.637635471E1;1.469006348E1;6.441787720E0;1.753967285E0
5.639143171E1;1.483554077E1;6.145225525E0;1.648620605E0
5.640650871E1;1.466935730E1;6.144943237E0;1.716156006E0
5.642158571E1;1.492900467E1;6.308052063E0;1.573364258E0
5.643666271E1;1.494664383E1;5.951950073E0;1.820953369E0
5.645173971E1;1.492720032E1;6.011100769E0;1.525451660E0
5.646681671E1;1.449888229E1;6.029243469E0;1.044982910E0
5.648189371E1;1.464601135E1;6.017013550E0;1.542053223E0
5.649696971E1;1.456766129E1;6.322143555E0;1.439880371E0
5.651204671E1;1.468804932E1;6.300048828E0;1.496063232E0
5.652712371E1;1.465709305E1;6.398231506E0;2.120147705E0
5.654220071E1;1.481767654E1;6.359977722E0;1.837768555E0
5.655727771E1;1.472868729E1;6.323692322E0;1.697082520E0
5.657235471E1;1.461736298E1;6.362022400E0;1.740783691E0
5.658743171E1;1.459956741E1;6.419609070E0;1.641845703E0
5.660250871E1;1.452988815E1;6.237030029E0;1.892303467E0
5.661758471E1;1.461253357E1;6.239570618E0;1.886932373E0
5.663266171E1;1.444454575E1;6.233680725E0;2.073760986E0
5.664773871E1;1.472555542E1;6.275131226E0;1.978942871E0
5.666281571E1;1.448241806E1;6.423355103E0;1.889190674E0
5.667789271E1;1.465089798E1;6.511947632E0;1.491485596E0
5.669296971E1;1.467279434E1;6.120178223E0;1.695373535E0
5.670804671E1;1.455508423E1;6.216217041E0;1.841369629E0
5.672312371E1;1.440104294E1;6.592056274E0;1.756011963E0
5.673819971E1;1.466834641E1;6.544494629E0;2.164916992E0
5.675327671E1;1.464718628E1;6.257026672E0;1.763458252E0
5.676835371E1;1.467832947E1;6.490142822E0;2.173431396E0
5.678343071E1;1.452031708E1;6.270050049E0;1.633270264E0
5.679850771E1;1.460404968E1;6.363021851E0;2.100402832E0
5.681358471E1;1.467192841E1;6.448600769E0;1.911804199E0
5.682866171E1;1.465653229E1;6.337226868E0;2.038726807E0
5.684373871E1;1.473394775E1;6.373191833E0;2.011413574E0
5.685881571E1;1.440467834E1;6.320419312E0;2.115173340E0
5.687389171E1;1.468717194E1;6.211280823E0;1.661376953E0
5.688896871E1;1.512987518E1;6.078216553E0;1.846191406E0
5.690404571E1;1.476914978E1;6.254753113E0;2.308380127E0
5.691912271E1;1.469586945E1;6.460151672E0;1.924285889E0
5.693419971E1;1.467009354E1;6.301040649E0;1.921875000E0
5.694927671E1;1.457663727E1;6.390495300E0;1.722991943E0
5.696435371E1;1.445231628E1;6.338668823E0;1.671386719E0
