"Time (s)";"X (µT)";"Y (µT)";"Z (µT)"
2.642865833E0;1.596962357E1;5.048561096E0;1.431640625E0
2.657942833E0;1.601187897E1;5.138412476E0;1.494903564E0
2.673019833E0;1.596763229E1;5.174880981E0;1.384155273E0
2.688095833E0;1.602134323E1;5.110382080E0;1.585968018E0
2.703172833E0;1.600519943E1;5.328742981E0;1.433776855E0
2.718249833E0;1.581119537E1;5.110130310E0;1.572601318E0
2.733325833E0;1.578595352E1;5.245300293E0;1.529876709E0
2.748402833E0;1.588866806E1;5.186698914E0;1.638793945E0
2.763479833E0;1.615974808E1;5.065277100E0;1.662261963E0
2.778555833E0;1.601216507E1;5.062919617E0;1.294281006E0
2.793632833E0;1.598883438E1;4.993705750E0;1.358947754E0
2.808709833E0;1.611256409E1;4.968597412E0;8.815917969E-1
2.823785833E0;1.641657257E1;5.001991272E0;1.309204102E0
2.838862833E0;1.620882416E1;5.015396118E0;1.119567871E0
2.853939833E0;1.609265137E1;4.773933411E0;1.016510010E0
2.869015833E0;1.613575745E1;4.920898438E0;1.090515137E0
2.884092833E0;1.621533203E1;4.895141602E0;9.641723633E-1
2.899169833E0;1.611545181E1;5.042602539E0;1.190032959E0
2.914245833E0;1.626604080E1;5.046226501E0;9.837341309E-1
2.929322833E0;1.626294708E1;5.140701294E0;1.211547852E0
2.944399833E0;1.604283905E1;4.764701843E0;1.469696045E0
2.959475833E0;1.639661026E1;4.792007446E0;1.704895020E0
2.974552833E0;1.602167130E1;4.759826660E0;1.494842529E0
2.989629833E0;1.604248428E1;4.896202087E0;1.181457520E0
3.004705833E0;1.574856567E1;4.739822388E0;1.405822754E0
3.019782833E0;1.579235077E1;4.603385925E0;1.478210449E0
3.034859833E0;1.605613327E1;4.638061523E0;1.453521729E0
3.049935833E0;1.600680542E1;4.497222900E0;1.618988037E0
3.065012833E0;1.581368637E1;4.703216553E0;1.472503662E0
3.080089833E0;1.581586075E1;4.644584656E0;1.486572266E0
3.095165833E0;1.578886414E1;4.649780273E0;1.592926025E0
3.110242833E0;1.573619461E1;4.557838440E0;1.527221680E0
3.125319833E0;1.604092789E1;4.744392395E0;1.847991943E0
3.140395833E0;1.603939819E1;4.480163574E0;1.519317627E0
3.155472833E0;1.573921204E1;4.172843933E0;1.136657715E0
3.170549833E0;1.618920135E1;4.227874756E0;1.447265625E0
3.185625833E0;1.613574219E1;4.491859436E0;1.607208252E0
3.200702833E0;1.616407013E1;4.493087769E0;1.273529053E0
3.215779833E0;1.626567459E1;4.247016907E0;1.105834961E0
3.230856833E0;1.615796280E1;4.370101929E0;1.224517822E0
3.245932833E0;1.620977783E1;4.313255310E0;7.843322754E-1
3.261009833E0;1.622595596E1;4.186546326E0;7.846679688E-1
3.276086833E0;1.633732605E1;4.005378723E0;7.170410156E-1
3.291162833E0;1.643906403E1;3.873222351E0;7.803955078E-1
3.306239833E0;1.634655380E1;4.155967712E0;1.411651611E0
3.321316833E0;1.637476730E1;4.140007019E0;1.083526611E0
3.336392833E0;1.618871689E1;3.987060547E0;1.047790527E0
3.351469833E0;1.627119827E1;3.888763428E0;1.605377197E0
3.366546833E0;1.618105316E1;3.818832397E0;1.436492920E0
3.381622833E0;1.612527084E1;3.855415344E0;1.335968018E0
3.396699833E0;1.611696625E1;3.562347412E0;1.498168945E0
3.411776833E0;1.602280426E1;3.577758789E0;1.439331055E0
3.426852833E0;1.592510223E1;3.794242859E0;1.065948486E0
3.441929833E0;1.610455704E1;3.748008728E0;1.093261719E0
3.457006833E0;1.607819366E1;3.744575500E0;1.459350586E0
3.472082833E0;1.598435593E1;3.759056091E0;1.404449463E0
3.487159833E0;1.597178268E1;3.698936462E0;1.636627197E0
3.502236958E0;1.595481491E1;3.792976379E0;1.317687988E0
3.517312958E0;1.588485718E1;3.883148193E0;1.344604492E0
3.532389958E0;1.607983398E1;3.968124390E0;1.473785400E0
3.547466958E0;1.625558090E1;3.676620483E0;1.520294189E0
3.562542958E0;1.606121063E1;3.802886963E0;1.155364990E0
3.577619958E0;1.618996048E1;3.759780884E0;1.468597412E0
3.592696958E0;1.634073257E1;3.905067444E0;9.625244141E-1
3.607773958E0;1.630323410E1;3.847610474E0;1.454711914E0
3.622849958E0;1.651435089E1;3.878890991E0;1.240905762E0
3.637926958E0;1.641728973E1;3.821174622E0;1.191070557E0
3.653003958E0;1.647685242E1;4.047966003E0;1.563690186E0
3.668079958E0;1.658736420E1;3.845520020E0;1.461181641E0
3.683156958E0;1.649674225E1;4.028953552E0;1.563293457E0
3.698233958E0;1.623540878E1;3.899383545E0;1.579742432E0
3.713309958E0;1.630083847E1;3.768959045E0;1.172790527E0
3.728386958E0;1.634739685E1;3.918029785E0;1.350097656E0
3.743463958E0;1.632934952E1;3.932586670E0;1.374206543E0
3.758539958E0;1.600674820E1;3.773468018E0;1.499725342E0
3.773616958E0;1.584595108E1;4.126205444E0;1.482452393E0
3.788693958E0;1.590953064E1;4.096290588E0;1.956085205E0
3.803769958E0;1.584741974E1;4.035537720E0;1.757293701E0
3.818846958E0;1.576743698E1;4.123092651E0;1.577636719E0
3.833923958E0;1.579983902E1;4.269386292E0;1.900146484E0
3.848999958E0;1.586689377E1;4.059379578E0;2.190429688E0
3.864076958E0;1.583648300E1;4.176361084E0;1.542114258E0
3.879153958E0;1.614116287E1;4.127098083E0;1.748199463E0
3.894230958E0;1.624910736E1;4.410888672E0;2.062744141E0
3.909306958E0;1.585647583E1;4.386978149E0;1.664764404E0
3.924383958E0;1.608693314E1;4.227859497E0;1.501464844E0
3.939460958E0;1.627924347E1;4.461433411E0;1.515808105E0
3.954536958E0;1.644079590E1;4.486099243E0;1.496215820E0
3.969613958E0;1.620777130E1;4.437721252E0;1.539123535E0
3.984690958E0;1.630089188E1;4.138816833E0;1.680908203E0
3.999766958E0;1.637544632E1;4.234848022E0;1.476104736E0
4.014843958E0;1.622402954E1;4.185966492E0;1.814361572E0
4.029920958E0;1.618161774E1;4.255226135E0;1.528228760E0
4.044996958E0;1.622592163E1;4.095893860E0;1.527465820E0
4.060073958E0;1.632929611E1;4.244384766E0;2.073333740E0
4.075150958E0;1.630240250E1;4.241477966E0;1.998291016E0
4.090227958E0;1.623863983E1;4.417358398E0;1.650634766E0
4.105303958E0;1.644124603E1;4.140907288E0;1.422637939E0
4.120380958E0;1.661658096E1;4.237831116E0;1.738403320E0
4.135457958E0;1.667423630E1;4.546791077E0;1.756317139E0
4.150533958E0;1.641160965E1;4.274482727E0;1.618408203E0
4.165610958E0;1.638086700E1;4.312637329E0;1.946807861E0
4.180687958E0;1.658081436E1;4.110198975E0;1.880371094E0
4.195763958E0;1.642765045E1;4.261764526E0;1.550018311E0
4.210840958E0;1.611217499E1;4.367546082E0;1.709136963E0
4.225917958E0;1.619773865E1;4.615653992E0;1.770935059E0
4.240993958E0;1.627869797E1;4.229240417E0;1.996032715E0
4.256070958E0;1.615327454E1;4.135826111E0;2.156738281E0
4.271147958E0;1.602767563E1;4.105842590E0;2.102020264E0
4.286224958E0;1.615137863E1;4.299148560E0;2.305084229E0
4.301300958E0;1.615821457E1;4.487648010E0;2.165649414E0
4.316377958E0;1.592184067E1;4.617614746E0;1.584686279E0
4.331454958E0;1.623865891E1;4.628181458E0;1.731384277E0
4.346530958E0;1.620901108E1;4.634010315E0;1.766967773E0
4.361607958E0;1.631745148E1;4.815589905E0;1.975799561E0
4.376684958E0;1.615599060E1;4.856147766E0;1.764801025E0
4.391760958E0;1.640586853E1;4.790451050E0;1.628692627E0
4.406837958E0;1.652336121E1;4.710906982E0;1.881378174E0
4.421914958E0;1.643617630E1;4.749473572E0;2.032806396E0
4.436990958E0;1.628987503E1;4.808670044E0;2.247314453E0
4.452067958E0;1.624971390E1;4.771667480E0;2.777313232E0
4.467144958E0;1.641119003E1;4.916511536E0;2.335083008E0
4.482221958E0;1.633060074E1;4.677192688E0;2.113586426E0
4.497297958E0;1.636349106E1;4.591827393E0;1.904479980E0
4.512374583E0;1.631422043E1;4.690711975E0;2.031829834E0
4.527451583E0;1.602482986E1;4.983558655E0;1.577728271E0
4.542527583E0;1.610274506E1;4.971054077E0;1.743530273E0
4.557604583E0;1.610858536E1;4.880424500E0;1.955139160E0
4.572681583E0;1.563291931E1;5.008171082E0;1.963134766E0
4.587757583E0;1.573494339E1;4.761405945E0;1.877380371E0
4.602834583E0;1.575960159E1;4.743629456E0;1.951629639E0
4.617911583E0;1.568333435E1;4.783653259E0;2.112396240E0
4.632988583E0;1.553629684E1;4.982276917E0;2.043212891E0
4.648064583E0;1.569115448E1;4.772300720E0;2.456726074E0
4.663141583E0;1.568904114E1;4.694999695E0;2.128906250E0
4.678218583E0;1.583570862E1;4.934188843E0;2.020843506E0
4.693294583E0;1.581743622E1;5.150184631E0;2.235687256E0
4.708371583E0;1.588834000E1;5.023254395E0;2.183410645E0
4.723448583E0;1.598627472E1;4.811798096E0;2.424621582E0
4.738524583E0;1.588998032E1;4.719734192E0;2.094268799E0
4.753601583E0;1.590181732E1;4.508918762E0;1.914764404E0
4.768678583E0;1.582706070E1;4.417938232E0;2.164794922E0
4.783755583E0;1.620616531E1;4.488136292E0;2.098602295E0
4.798831583E0;1.618033600E1;4.318138123E0;2.067535400E0
4.813908583E0;1.618228149E1;4.276977539E0;2.217132568E0
4.828985583E0;1.619449615E1;4.187530518E0;1.983917236E0
4.844061583E0;1.632854462E1;4.071624756E0;1.882812500E0
4.859138583E0;1.618067169E1;4.213073730E0;1.876434326E0
4.874215583E0;1.596002197E1;4.022933960E0;1.760314941E0
4.889291583E0;1.584785080E1;3.919403076E0;1.766387939E0
4.904368583E0;1.575127411E1;3.691833496E0;1.736999512E0
4.919445583E0;1.586769867E1;3.814834595E0;1.876403809E0
4.934521583E0;1.578998947E1;3.911109924E0;1.969573975E0
4.949598583E0;1.577793121E1;3.992637634E0;1.974578857E0
4.964675583E0;1.558996582E1;4.020195007E0;2.096588135E0
4.979752583E0;1.571126556E1;3.843315125E0;2.308563232E0
4.994828583E0;1.573800659E1;3.437164307E0;2.162475586E0
5.009905583E0;1.585779953E1;3.673713684E0;2.105682373E0
5.024982583E0;1.576473618E1;3.717445374E0;2.133148193E0
5.040058583E0;1.581716919E1;3.684318542E0;2.312835693E0
5.055135583E0;1.551704025E1;3.778244019E0;2.034210205E0
5.070212583E0;1.556784439E1;3.642112732E0;1.903747559E0
5.085288583E0;1.575740433E1;3.800125122E0;1.994476318E0
5.100365583E0;1.570713425E1;3.405403137E0;2.381225586E0
5.115442583E0;1.596900177E1;3.480583191E0;2.423583984E0
5.130519583E0;1.603453445E1;3.657997131E0;2.274108887E0
5.145595583E0;1.605395126E1;3.510223389E0;2.250366211E0
5.160672583E0;1.619402695E1;3.652565002E0;2.316772461E0
5.175749583E0;1.588376999E1;3.538688660E0;1.803131104E0
5.190825583E0;1.565816498E1;3.511993408E0;1.972229004E0
5.205902583E0;1.598397064E1;3.462203979E0;2.032287598E0
5.220979583E0;1.613845062E1;3.341987610E0;1.964904785E0
5.236055583E0;1.616603088E1;3.293098450E0;2.253601074E0
5.251132583E0;1.592597961E1;3.354759216E0;1.799163818E0
5.266209583E0;1.619855118E1;3.182746887E0;1.915649414E0
5.281286583E0;1.602617264E1;3.502143860E0;1.704101562E0
5.296362583E0;1.601625824E1;3.303459167E0;1.608001709E0
5.311439583E0;1.603360367E1;3.290534973E0;2.060089111E0
5.326516583E0;1.623528290E1;3.420539856E0;1.996063232E0
5.341592583E0;1.593571854E1;3.302650452E0;1.837677002E0
5.356669583E0;1.604542160E1;3.488258362E0;2.116760254E0
5.371746583E0;1.571573639E1;3.119941711E0;1.759735107E0
5.386822583E0;1.578596497E1;3.078910828E0;1.746337891E0
5.401899583E0;1.584593964E1;3.320266724E0;2.255950928E0
5.416976583E0;1.578877640E1;3.156829834E0;2.333526611E0
5.432053583E0;1.570036316E1;3.400077820E0;1.790527344E0
5.447129583E0;1.584201813E1;3.288360596E0;1.854461670E0
5.462206583E0;1.576631927E1;3.334571838E0;1.569335938E0
5.477283583E0;1.608927536E1;3.338989258E0;1.638183594E0
5.492359583E0;1.615699768E1;3.392074585E0;1.857696533E0
5.507436958E0;1.620210266E1;3.215751648E0;1.501068115E0
5.522513958E0;1.629680252E1;3.530189514E0;1.410919189E0
5.537590958E0;1.650796890E1;3.306938171E0;1.882934570E0
5.552666958E0;1.618567657E1;3.368789673E0;1.911437988E0
5.567743958E0;1.625431061E1;3.295433044E0;1.804779053E0
5.582820958E0;1.602741241E1;3.107658386E0;1.604949951E0
5.597896958E0;1.624811554E1;3.151763916E0;1.445678711E0
5.612973958E0;1.632793045E1;2.859901428E0;1.777221680E0
5.628050958E0;1.630000305E1;3.002120972E0;1.597900391E0
5.643126958E0;1.628485489E1;2.873977661E0;2.003936768E0
5.658203958E0;1.658099365E1;2.940673828E0;2.086212158E0
5.673280958E0;1.652573776E1;3.192352295E0;2.027069092E0
5.688357958E0;1.648828506E1;3.242156982E0;1.692199707E0
5.703433958E0;1.631777573E1;3.168548584E0;1.435028076E0
5.718510958E0;1.653649139E1;3.615242004E0;1.364685059E0
5.733587958E0;1.632699585E1;3.364379883E0;1.695312500E0
5.748663958E0;1.604728317E1;3.364700317E0;1.692169189E0
5.763740958E0;1.613400269E1;3.260253906E0;1.630584717E0
5.778817958E0;1.613781357E1;3.207633972E0;1.596923828E0
5.793893958E0;1.603136444E1;3.234428406E0;1.984863281E0
5.808970958E0;1.592315674E1;3.481178284E0;2.238311768E0
5.824047958E0;1.609233093E1;3.359428406E0;1.913940430E0
5.839124958E0;1.587702179E1;3.334289551E0;1.864776611E0
5.854200958E0;1.607753372E1;3.328643799E0;1.910186768E0
5.869277958E0;1.602136230E1;3.506752014E0;1.772918701E0
5.884354958E0;1.591066360E1;3.582679749E0;1.945129395E0
5.899430958E0;1.609753036E1;3.675224304E0;2.180419922E0
5.914507958E0;1.608343887E1;3.708740234E0;1.911682129E0
5.929584958E0;1.607970428E1;3.769294739E0;1.707031250E0
5.944661958E0;1.624139786E1;4.001243591E0;1.602539062E0
5.959737958E0;1.619600296E1;3.908615112E0;1.413787842E0
5.974814958E0;1.604830551E1;3.901412964E0;1.097961426E0
5.989891958E0;1.634965515E1;3.854537964E0;1.783111572E0
6.004967958E0;1.642420959E1;4.073524475E0;1.524261475E0
6.020044958E0;1.643096542E1;4.105659485E0;1.438903809E0
6.035121958E0;1.630496597E1;3.986503601E0;1.567810059E0
6.050198958E0;1.666181946E1;4.095504761E0;1.911376953E0
6.065274958E0;1.659429169E1;3.753433228E0;1.585998535E0
6.080351958E0;1.670077896E1;4.268402100E0;1.170959473E0
6.095428958E0;1.654418564E1;4.084587097E0;1.281616211E0
6.110504958E0;1.632540131E1;4.404373169E0;1.338714600E0
6.125581958E0;1.629216766E1;4.557159424E0;1.469390869E0
6.140658958E0;1.656093597E1;4.306190491E0;1.150054932E0
6.155735958E0;1.634515762E1;4.132514954E0;1.685699463E0
6.170811958E0;1.621120453E1;4.313079834E0;1.938262939E0
6.185888958E0;1.618751144E1;4.244354248E0;2.340850830E0
6.200965958E0;1.639276886E1;4.160980225E0;1.876190186E0
6.216041958E0;1.625479126E1;4.511817932E0;1.439086914E0
6.231118958E0;1.618711090E1;4.801383972E0;1.737884521E0
6.246195958E0;1.635562134E1;4.719688416E0;1.830261230E0
6.261272958E0;1.625686264E1;5.002517700E0;1.821105957E0
6.276348958E0;1.622792435E1;4.747894287E0;1.999237061E0
6.291425958E0;1.604298401E1;4.735076904E0;2.399017334E0
6.306502958E0;1.625609970E1;4.699134827E0;2.025238037E0
6.321578958E0;1.636992264E1;4.978263855E0;2.060943604E0
6.336655958E0;1.658865738E1;4.858322144E0;1.748229980E0
6.351732958E0;1.639199066E1;4.989677429E0;1.977203369E0
6.366809958E0;1.660329437E1;4.655235291E0;1.968627930E0
6.381885958E0;1.660788345E1;4.479385376E0;1.987854004E0
6.396962958E0;1.669512558E1;4.661003113E0;1.914520264E0
6.412039958E0;1.640879059E1;4.572105408E0;1.643096924E0
6.427116958E0;1.621236420E1;4.389152527E0;2.167877197E0
6.442192958E0;1.638912201E1;4.698913574E0;2.511962891E0
6.457269958E0;1.602418518E1;4.347534180E0;2.017517090E0
6.472346958E0;1.595820999E1;4.313575745E0;2.055572510E0
