"Time (s)";"X (hPa)"
8.715278125E2;1.008984451E3
8.725283915E2;1.009021454E3
8.735289635E2;1.009064178E3
8.745295425E2;1.009080658E3
8.755301235E2;1.009100113E3
8.765307085E2;1.009121857E3
8.775312715E2;1.009126740E3
8.785318485E2;1.009128494E3
8.795324235E2;1.009141006E3
8.805330005E2;1.009141006E3
8.815335775E2;1.009121933E3
8.825341545E2;1.009064560E3
8.835347295E2;1.009011841E3
8.845353085E2;1.008968658E3
8.855358815E2;1.008944702E3
8.865364625E2;1.008944702E3
8.875370375E2;1.008950272E3
8.885376095E2;1.008961105E3
8.895381845E2;1.008961105E3
8.905387635E2;1.008937683E3
8.915393415E2;1.008919678E3
8.925399155E2;1.008892975E3
8.935404955E2;1.008880081E3
8.945410655E2;1.008880081E3
8.955416435E2;1.008895264E3
8.965422215E2;1.008942871E3
8.975428045E2;1.008985138E3
8.985433735E2;1.009002075E3
8.995439565E2;1.009015579E3
9.005445315E2;1.009015579E3
9.015451035E2;1.008998260E3
9.025456885E2;1.008963318E3
9.035462575E2;1.008961792E3
9.045468315E2;1.008961792E3
9.055474075E2;1.008974152E3
9.065479875E2;1.008984375E3
9.075490265E2;1.009004211E3
9.085491355E2;1.009004211E3
9.095497165E2;1.009003754E3
9.105502905E2;1.009003754E3
9.115508655E2;1.008997955E3
9.125514405E2;1.008997955E3
9.135520215E2;1.008989944E3
9.145526035E2;1.008971558E3
9.155531735E2;1.008961487E3
9.165537505E2;1.008961487E3
9.175543295E2;1.008964233E3
9.185549515E2;1.008995819E3
9.195554805E2;1.009032745E3
9.205560535E2;1.009045715E3
9.215566305E2;1.009078064E3
9.225572055E2;1.009086151E3
9.235577825E2;1.009086151E3
9.245583625E2;1.009047928E3
9.255589365E2;1.009047775E3
9.265595145E2;1.008994217E3
9.275600855E2;1.008974686E3
9.285606635E2;1.008974686E3
9.295612375E2;1.008983917E3
9.305618185E2;1.009013901E3
9.315623895E2;1.009065399E3
9.325634185E2;1.009088287E3
9.335635455E2;1.009088287E3
9.345641225E2;1.009113007E3
9.355646985E2;1.009113007E3
9.365652735E2;1.009104004E3
9.375658515E2;1.009078979E3
9.385664315E2;1.009078979E3
9.395670025E2;1.009014282E3
9.405675815E2;1.009013748E3
9.415681595E2;1.008983002E3
9.425687295E2;1.008950119E3
9.435696485E2;1.008910294E3
9.445698845E2;1.008910294E3
9.455704605E2;1.008925629E3
9.465710405E2;1.008981934E3
9.475716125E2;1.009059830E3
9.485721895E2;1.009113541E3
9.495727665E2;1.009123154E3
9.505733435E2;1.009132385E3
9.515739225E2;1.009123154E3
9.525744945E2;1.009120331E3
9.535750715E2;1.009119644E3
9.545756515E2;1.009088440E3
9.555762255E2;1.009088287E3
9.565768055E2;1.009036560E3
9.575773765E2;1.008984222E3
9.585779535E2;1.008949966E3
9.595785325E2;1.008931732E3
9.605791075E2;1.008905334E3
9.615796895E2;1.008880310E3
9.625802605E2;1.008852463E3
9.635808355E2;1.008840637E3
9.645814125E2;1.008840637E3
9.655821755E2;1.008867111E3
9.665825635E2;1.008902512E3
9.675831425E2;1.008942261E3
9.685837215E2;1.008942261E3
9.695842955E2;1.008931732E3
9.705848715E2;1.008885345E3
9.715854525E2;1.008824997E3
9.725860295E2;1.008758087E3
9.735866005E2;1.008747406E3
9.745871785E2;1.008729706E3
9.755877515E2;1.008729706E3
9.765883275E2;1.008744659E3
9.775889065E2;1.008773117E3
9.785894865E2;1.008774796E3
9.795902465E2;1.008797302E3
9.805906335E2;1.008799973E3
9.815912135E2;1.008817062E3
9.825917915E2;1.008836670E3
9.835923685E2;1.008849335E3
9.845929395E2;1.008853607E3
9.855935135E2;1.008860016E3
9.865940925E2;1.008860016E3
9.875946695E2;1.008855438E3
9.885952425E2;1.008855438E3
9.895958265E2;1.008855209E3
9.905963985E2;1.008854294E3
9.915969775E2;1.008849640E3
9.925975575E2;1.008843307E3
9.935981625E2;1.008838348E3
9.945987085E2;1.008833923E3
9.955992785E2;1.008831558E3
9.965998545E2;1.008827286E3
9.976004335E2;1.008820724E3
9.986010105E2;1.008814545E3
9.996015925E2;1.008814545E3
1.000602160E3;1.008816299E3
1.001602738E3;1.008830490E3
1.002603311E3;1.008844986E3
1.003603894E3;1.008853760E3
1.004604463E3;1.008853760E3
1.005605042E3;1.008850555E3
1.006605620E3;1.008836899E3
1.007606196E3;1.008836899E3
1.008606769E3;1.008838272E3
1.009607346E3;1.008845291E3
1.010608167E3;1.008858490E3
1.011608505E3;1.008864288E3
1.012609079E3;1.008864288E3
1.013609659E3;1.008855743E3
1.014610230E3;1.008848495E3
1.015610809E3;1.008848495E3
1.016611388E3;1.008850861E3
1.017611962E3;1.008861160E3
1.018612539E3;1.008872147E3
1.019613113E3;1.008877716E3
1.020613689E3;1.008883514E3
1.021614360E3;1.008886032E3
1.022614846E3;1.008886032E3
1.023615418E3;1.008885498E3
1.024615997E3;1.008881912E3
1.025616569E3;1.008868637E3
1.026617148E3;1.008855133E3
1.027617723E3;1.008855133E3
1.028618301E3;1.008855591E3
1.029618877E3;1.008882446E3
1.030619452E3;1.008920441E3
1.031620033E3;1.008945465E3
1.032620607E3;1.008947601E3
1.033621184E3;1.008947601E3
1.034621758E3;1.008925095E3
1.035622556E3;1.008867416E3
1.036622912E3;1.008822098E3
1.037623489E3;1.008779373E3
1.038624065E3;1.008744736E3
1.039624640E3;1.008724976E3
1.040625221E3;1.008724976E3
1.041625795E3;1.008731766E3
1.042626368E3;1.008736877E3
1.043626947E3;1.008747940E3
1.044627527E3;1.008747940E3
1.045628097E3;1.008716812E3
1.046628672E3;1.008691788E3
1.047629256E3;1.008664780E3
1.048629825E3;1.008641281E3
1.049630402E3;1.008619614E3
1.050630982E3;1.008603592E3
1.051631556E3;1.008593903E3
1.052632403E3;1.008593445E3
1.053632706E3;1.008593903E3
1.054633286E3;1.008598404E3
1.055633863E3;1.008600311E3
1.056634441E3;1.008606796E3
1.057635018E3;1.008610687E3
1.058635591E3;1.008610153E3
1.059636164E3;1.008613968E3
1.060636742E3;1.008620911E3
1.061637321E3;1.008621292E3
1.062637891E3;1.008621292E3
1.063638470E3;1.008623276E3
1.064639045E3;1.008645630E3
1.065639623E3;1.008648071E3
1.066640196E3;1.008653564E3
1.067640780E3;1.008653641E3
1.068641358E3;1.008656616E3
1.069642341E3;1.008656616E3
1.070642509E3;1.008656616E3
1.071643089E3;1.008658371E3
1.072643662E3;1.008673248E3
1.073644234E3;1.008675156E3
1.074644810E3;1.008697662E3
1.075645396E3;1.008711090E3
1.076645965E3;1.008729553E3
1.077646543E3;1.008752670E3
1.078647116E3;1.008769989E3
1.079647698E3;1.008788300E3
1.080648275E3;1.008803329E3
1.081648846E3;1.008817749E3
1.082649421E3;1.008817749E3
1.083650001E3;1.008809967E3
1.084650580E3;1.008799362E3
1.085651152E3;1.008799362E3
1.086651948E3;1.008802948E3
1.087652306E3;1.008824005E3
1.088652885E3;1.008856125E3
1.089653462E3;1.008887253E3
1.090654036E3;1.008903961E3
1.091654610E3;1.008909760E3
1.092655188E3;1.008909760E3
1.093655768E3;1.008898849E3
1.094656341E3;1.008887329E3
1.095656920E3;1.008877792E3
1.096657493E3;1.008873062E3
1.097658066E3;1.008873062E3
1.098658646E3;1.008884201E3
1.099659221E3;1.008900223E3
1.100659803E3;1.008919296E3
1.101660377E3;1.008937988E3
1.102660951E3;1.008952713E3
1.103661534E3;1.008959808E3
1.104662104E3;1.008964005E3
1.105662679E3;1.008976974E3
1.106663256E3;1.009002075E3
1.107663835E3;1.009020386E3
1.108664409E3;1.009037323E3
1.109664987E3;1.009037323E3
1.110665564E3;1.009022217E3
1.111666137E3;1.008969040E3
1.112666714E3;1.008923798E3
1.113667285E3;1.008886185E3
1.114667863E3;1.008815460E3
1.115668443E3;1.008813324E3
1.116669021E3;1.008812485E3
1.117669599E3;1.008803253E3
1.118670178E3;1.008803253E3
1.119670946E3;1.008791428E3
1.120671328E3;1.008791428E3
1.121671904E3;1.008790741E3
1.122672482E3;1.008790741E3
1.123673058E3;1.008792267E3
1.124673630E3;1.008795395E3
1.125674214E3;1.008808212E3
1.126674783E3;1.008808212E3
1.127675362E3;1.008816986E3
1.128675939E3;1.008832626E3
1.129676513E3;1.008840637E3
1.130677372E3;1.008874817E3
1.131677666E3;1.008894348E3
1.132678246E3;1.008921204E3
1.133678823E3;1.008923645E3
1.134679396E3;1.008950424E3
1.135679970E3;1.008950424E3
1.136680545E3;1.008934555E3
1.137681124E3;1.008887253E3
1.138681700E3;1.008887177E3
1.139682278E3;1.008875275E3
1.140682857E3;1.008853989E3
1.141683430E3;1.008853989E3
1.142684007E3;1.008853836E3
1.143684582E3;1.008850555E3
1.144685468E3;1.008830261E3
1.145685734E3;1.008778000E3
1.146686314E3;1.008766403E3
1.147686887E3;1.008759537E3
1.148687461E3;1.008742447E3
1.149688040E3;1.008742447E3
1.150688625E3;1.008775864E3
1.151689195E3;1.008797684E3
1.152689768E3;1.008811874E3
1.153690345E3;1.008814316E3
1.154690924E3;1.008814316E3
1.155691495E3;1.008801346E3
1.156692073E3;1.008774719E3
1.157692651E3;1.008772125E3
1.158693230E3;1.008765182E3
1.159693803E3;1.008758011E3
1.160694385E3;1.008752060E3
1.161694956E3;1.008747482E3
1.162695536E3;1.008734741E3
1.163696110E3;1.008734741E3
1.164696687E3;1.008745270E3
1.165697264E3;1.008766174E3
1.166697844E3;1.008802109E3
1.167698417E3;1.008826370E3
1.168698994E3;1.008861008E3
1.169699566E3;1.008861008E3
1.170700146E3;1.008863220E3
1.171700722E3;1.008863220E3
1.172701303E3;1.008908691E3
1.173701873E3;1.008924866E3
1.174702450E3;1.008963623E3
1.175703025E3;1.008983765E3
1.176703600E3;1.008983765E3
1.177704178E3;1.008966522E3
1.178704756E3;1.008944321E3
1.179705334E3;1.008937912E3
1.180705908E3;1.008931122E3
1.181706488E3;1.008884430E3
1.182707065E3;1.008841324E3
1.183707642E3;1.008819199E3
1.184708219E3;1.008783569E3
1.185708791E3;1.008759003E3
1.186709370E3;1.008759003E3
1.187709948E3;1.008830566E3
1.188710520E3;1.008849182E3
1.189711096E3;1.008871765E3
1.190711675E3;1.008872147E3
1.191712249E3;1.008872147E3
1.192712835E3;1.008814087E3
1.193713404E3;1.008778610E3
1.194713979E3;1.008743210E3
1.195714559E3;1.008720779E3
1.196715191E3;1.008720779E3
1.197715705E3;1.008739319E3
1.198716287E3;1.008739319E3
1.199716863E3;1.008784409E3
1.200717437E3;1.008819199E3
1.201718015E3;1.008859482E3
1.202718595E3;1.008866272E3
1.203719163E3;1.008910522E3
1.204719740E3;1.008932877E3
1.205720318E3;1.008953552E3
1.206720892E3;1.008960953E3
1.207721467E3;1.008987656E3
1.208722047E3;1.009007263E3
1.209722623E3;1.009025574E3
1.210723200E3;1.009048157E3
1.211723777E3;1.009070587E3
1.212724352E3;1.009091949E3
1.213725282E3;1.009113922E3
1.214725505E3;1.009116287E3
1.215726077E3;1.009116669E3
1.216726656E3;1.009117355E3
1.217727233E3;1.009117355E3
1.218727803E3;1.009117355E3
1.219728384E3;1.009118195E3
1.220728959E3;1.009123077E3
1.221729539E3;1.009130020E3
1.222730117E3;1.009135666E3
1.223730690E3;1.009140778E3
1.224731270E3;1.009149399E3
1.225731842E3;1.009159393E3
1.226732418E3;1.009164276E3
1.227733000E3;1.009167633E3
1.228733569E3;1.009169312E3
1.229734152E3;1.009171600E3
1.230734722E3;1.009172211E3
1.231735299E3;1.009185867E3
1.232735879E3;1.009189835E3
1.233736453E3;1.009189835E3
1.234737029E3;1.009178162E3
1.235737608E3;1.009158936E3
1.236738181E3;1.009130325E3
1.237738762E3;1.009097443E3
1.238739334E3;1.009077301E3
1.239739910E3;1.009061508E3
1.240740491E3;1.009039612E3
1.241741063E3;1.009027863E3
1.242741641E3;1.009018097E3
1.243742217E3;1.009014664E3
1.244742795E3;1.009013977E3
1.245743371E3;1.009005661E3
1.246743946E3;1.008959656E3
1.247744902E3;1.008947525E3
1.248745101E3;1.008915482E3
1.249745674E3;1.008894653E3
1.250746249E3;1.008894653E3
1.251746829E3;1.008896408E3
1.252747404E3;1.008903580E3
1.253747984E3;1.008932495E3
1.254748562E3;1.008951263E3
1.255749133E3;1.008984299E3
1.256749707E3;1.009010849E3
1.257750287E3;1.009050064E3
1.258750861E3;1.009074783E3
1.259751437E3;1.009127960E3
1.260752018E3;1.009154510E3
1.261752597E3;1.009167175E3
1.262753172E3;1.009167175E3
1.263753749E3;1.009166260E3
1.264754711E3;1.009117737E3
1.265754898E3;1.009097061E3
1.266755473E3;1.009086838E3
1.267756052E3;1.009075546E3
1.268756630E3;1.009075012E3
1.269757209E3;1.009056396E3
1.270757778E3;1.009041901E3
1.271758358E3;1.009021606E3
1.272758935E3;1.008971634E3
1.273759511E3;1.008925934E3
1.274760088E3;1.008902893E3
1.275761075E3;1.008888474E3
1.276761235E3;1.008888474E3
1.277761816E3;1.008909912E3
1.278762394E3;1.008945389E3
1.279762969E3;1.008970337E3
1.280763545E3;1.009027100E3
1.281764121E3;1.009030762E3
1.282764699E3;1.009040756E3
1.283765320E3;1.009055405E3
1.284765853E3;1.009055405E3
1.285766425E3;1.009059296E3
1.286767002E3;1.009049149E3
1.287767581E3;1.009049149E3
1.288768159E3;1.009017944E3
1.289768731E3;1.009017410E3
1.290769307E3;1.009014282E3
1.291769882E3;1.008989182E3
1.292770461E3;1.008989182E3
1.293771040E3;1.008989182E3
1.294771611E3;1.008989182E3
1.295772194E3;1.008989182E3
1.296772767E3;1.009001846E3
1.297773340E3;1.009026413E3
1.298773914E3;1.009042587E3
1.299774495E3;1.009063110E3
1.300775072E3;1.009070511E3
1.301775655E3;1.009088135E3
1.302776225E3;1.009102631E3
1.303776803E3;1.009124298E3
1.304777382E3;1.009151077E3
1.305777952E3;1.009182358E3
1.306778532E3;1.009182358E3
1.307779104E3;1.009180222E3
1.308779992E3;1.009170151E3
1.309780264E3;1.009152603E3
1.310780835E3;1.009144974E3
1.311781412E3;1.009112396E3
1.312781989E3;1.009085693E3
1.313782566E3;1.009066925E3
1.314783139E3;1.009038620E3
1.315783718E3;1.008999100E3
1.316784291E3;1.008999100E3
1.317784867E3;1.009016571E3
1.318785450E3;1.009027557E3
1.319786385E3;1.009058151E3
1.320786599E3;1.009084320E3
1.321787177E3;1.009107132E3
1.322787748E3;1.009122086E3
1.323788326E3;1.009136887E3
