"Time (s)";"X (hPa)"
2.291577685E2;1.008661804E3
2.301583465E2;1.008671494E3
2.311589215E2;1.008671494E3
2.321595945E2;1.008667526E3
2.331600725E2;1.008660736E3
2.341606525E2;1.008653870E3
2.351612255E2;1.008652954E3
2.361618065E2;1.008642044E3
2.371623825E2;1.008619766E3
2.381629625E2;1.008594284E3
2.391635345E2;1.008563461E3
2.401641045E2;1.008513947E3
2.411646845E2;1.008480148E3
2.421652605E2;1.008471909E3
2.431658355E2;1.008455353E3
2.441664105E2;1.008447113E3
2.451669925E2;1.008444214E3
2.461675645E2;1.008444138E3
2.471681455E2;1.008438110E3
2.481687165E2;1.008432693E3
2.491693005E2;1.008421478E3
2.501698775E2;1.008419113E3
2.511704475E2;1.008419113E3
2.521710255E2;1.008428650E3
2.531716065E2;1.008433380E3
2.541721825E2;1.008428650E3
2.551727535E2;1.008426056E3
2.561733295E2;1.008416519E3
2.571739065E2;1.008373566E3
2.581744835E2;1.008373566E3
2.591750585E2;1.008375702E3
2.601756345E2;1.008396149E3
2.611762115E2;1.008419113E3
2.621767875E2;1.008472748E3
2.631773675E2;1.008475952E3
2.641779485E2;1.008484955E3
2.651785215E2;1.008484955E3
2.661790925E2;1.008477173E3
2.671796685E2;1.008477173E3
2.681802465E2;1.008480453E3
2.691808295E2;1.008480835E3
2.701813995E2;1.008504944E3
2.711819805E2;1.008520737E3
2.721825525E2;1.008525314E3
2.731831285E2;1.008541565E3
2.741837035E2;1.008547745E3
2.751842835E2;1.008547745E3
2.761848635E2;1.008538971E3
2.771854325E2;1.008537674E3
2.781863775E2;1.008534851E3
2.791865895E2;1.008534851E3
2.801871675E2;1.008548126E3
2.811877445E2;1.008557968E3
2.821883165E2;1.008566437E3
2.831888915E2;1.008586807E3
2.841894655E2;1.008601608E3
2.851900475E2;1.008605576E3
2.861906215E2;1.008623886E3
2.871911985E2;1.008655167E3
2.881917755E2;1.008668900E3
2.891923505E2;1.008685913E3
2.901929235E2;1.008697586E3
2.911935055E2;1.008697586E3
2.921940845E2;1.008680496E3
2.931946565E2;1.008664932E3
2.941952345E2;1.008653336E3
2.951958105E2;1.008653336E3
2.961963825E2;1.008670502E3
2.971969595E2;1.008686676E3
2.981975435E2;1.008710251E3
2.991981165E2;1.008733597E3
3.001986945E2;1.008746567E3
3.011992685E2;1.008762741E3
3.021998465E2;1.008795242E3
3.032004205E2;1.008820114E3
3.042009975E2;1.008820114E3
3.052019365E2;1.008812027E3
3.062021535E2;1.008775024E3
3.072027325E2;1.008722000E3
3.082032995E2;1.008661880E3
3.092038875E2;1.008624191E3
3.102044555E2;1.008593445E3
3.112050325E2;1.008580933E3
3.122056135E2;1.008580933E3
3.132061895E2;1.008602676E3
3.142067675E2;1.008625946E3
3.152073405E2;1.008635178E3
3.162079145E2;1.008635178E3
3.172084895E2;1.008623886E3
3.182090655E2;1.008613434E3
3.192096475E2;1.008613434E3
3.202102255E2;1.008627014E3
3.212107965E2;1.008657684E3
3.222113725E2;1.008685989E3
3.232119535E2;1.008699951E3
3.242125235E2;1.008699951E3
3.252131035E2;1.008688812E3
3.262136805E2;1.008686295E3
3.272142565E2;1.008667831E3
3.282148375E2;1.008649445E3
3.292154105E2;1.008644485E3
3.302159875E2;1.008635406E3
3.312165625E2;1.008633804E3
3.322171375E2;1.008630219E3
3.332177165E2;1.008633041E3
3.342182905E2;1.008633041E3
3.352188645E2;1.008637466E3
3.362194405E2;1.008638153E3
3.372201065E2;1.008638153E3
3.382205915E2;1.008639374E3
3.392211705E2;1.008639374E3
3.402217465E2;1.008618240E3
3.412223285E2;1.008615189E3
3.422229035E2;1.008615189E3
3.432234825E2;1.008603745E3
3.442240575E2;1.008603745E3
3.452246305E2;1.008615265E3
3.462252065E2;1.008646851E3
3.472257835E2;1.008646851E3
3.482266325E2;1.008671646E3
3.492269375E2;1.008706894E3
3.502275115E2;1.008734894E3
3.512280925E2;1.008761826E3
3.522286695E2;1.008777313E3
3.532292415E2;1.008827896E3
3.542298215E2;1.008831024E3
3.552303945E2;1.008859787E3
3.562309735E2;1.008883743E3
3.572315535E2;1.008919678E3
3.582321255E2;1.008932495E3
3.592326995E2;1.008955612E3
3.602332775E2;1.008956985E3
3.612338525E2;1.008965378E3
3.622344315E2;1.008965683E3
3.632350055E2;1.008981781E3
3.642356625E2;1.009000931E3
3.652361555E2;1.009026108E3
3.662367385E2;1.009026108E3
3.672373085E2;1.009022064E3
3.682378875E2;1.009019394E3
3.692384655E2;1.009009323E3
3.702390435E2;1.008985748E3
3.712396175E2;1.008985748E3
3.722401955E2;1.008982697E3
3.732407745E2;1.008969345E3
3.742413455E2;1.008969345E3
3.752423055E2;1.008984833E3
3.762425035E2;1.008990860E3
3.772430745E2;1.008990860E3
3.782436505E2;1.008990860E3
3.792442275E2;1.008996811E3
3.802448065E2;1.009014053E3
3.812453815E2;1.009030075E3
3.822459585E2;1.009049072E3
3.832465365E2;1.009079590E3
3.842471095E2;1.009079590E3
3.852476895E2;1.009064026E3
3.862483045E2;1.009036865E3
3.872488425E2;1.009026947E3
3.882494135E2;1.009026947E3
3.892499945E2;1.009027252E3
3.902505695E2;1.009032822E3
3.912511465E2;1.009039230E3
3.922517215E2;1.009050598E3
3.932523025E2;1.009075699E3
3.942528785E2;1.009077225E3
3.952534505E2;1.009082870E3
3.962540305E2;1.009077225E3
3.972546055E2;1.009066238E3
3.982551815E2;1.009028244E3
3.992557595E2;1.009003906E3
4.002563375E2;1.008998489E3
4.012569125E2;1.008965912E3
4.022574865E2;1.008941269E3
4.032580635E2;1.008926163E3
4.042586425E2;1.008900604E3
4.052592135E2;1.008870773E3
4.062597915E2;1.008868561E3
4.072603665E2;1.008861847E3
4.082609445E2;1.008858719E3
4.092615185E2;1.008857727E3
4.102620975E2;1.008857727E3
4.112626755E2;1.008857727E3
4.122632495E2;1.008857193E3
4.132638255E2;1.008836594E3
4.142644055E2;1.008826447E3
4.152649815E2;1.008811569E3
4.162655575E2;1.008804855E3
4.172661335E2;1.008804855E3
4.182667095E2;1.008832092E3
4.192672835E2;1.008853607E3
4.202678645E2;1.008866043E3
4.212684425E2;1.008886185E3
4.222690135E2;1.008897629E3
4.232695885E2;1.008897629E3
4.242701675E2;1.008897629E3
4.252707475E2;1.008914108E3
4.262713195E2;1.008936768E3
4.272718995E2;1.008964691E3
4.282724795E2;1.008964691E3
4.292730505E2;1.008960876E3
4.302736225E2;1.008951721E3
4.312742025E2;1.008941574E3
4.322747755E2;1.008924789E3
4.332753525E2;1.008924789E3
4.342759305E2;1.008981857E3
4.352765105E2;1.008989563E3
4.362770875E2;1.008985519E3
4.372776575E2;1.008990707E3
4.382782435E2;1.008985519E3
4.392788155E2;1.008956833E3
4.402793915E2;1.008947067E3
4.412799665E2;1.008948669E3
4.422805415E2;1.008938065E3
4.432811185E2;1.008924103E3
4.442816985E2;1.008921814E3
4.452822735E2;1.008921814E3
4.462828485E2;1.008922348E3
4.472834285E2;1.008931351E3
4.482839985E2;1.008933487E3
4.492848395E2;1.008931351E3
4.502851535E2;1.008927231E3
4.512857315E2;1.008920059E3
4.522863095E2;1.008914261E3
4.532868835E2;1.008914261E3
4.542874615E2;1.008919525E3
4.552880345E2;1.008927307E3
4.562886145E2;1.008929825E3
4.572891875E2;1.008957901E3
4.582897725E2;1.008985672E3
4.592903405E2;1.009044952E3
4.602909185E2;1.009111099E3
4.612914955E2;1.009172974E3
4.622920715E2;1.009172974E3
4.632926485E2;1.009150009E3
4.642932265E2;1.009095001E3
4.652937995E2;1.009034119E3
4.662943765E2;1.008976669E3
4.672949515E2;1.008976669E3
4.682955245E2;1.008977203E3
4.692961055E2;1.008982010E3
4.702966835E2;1.008997955E3
4.712972605E2;1.009008713E3
4.722978355E2;1.009008713E3
4.732984075E2;1.008993607E3
4.742989835E2;1.008979721E3
4.752995645E2;1.008965225E3
4.763001375E2;1.008939209E3
4.773007155E2;1.008927231E3
4.783012895E2;1.008921814E3
4.793021105E2;1.008917694E3
4.803024405E2;1.008896408E3
4.813030195E2;1.008885040E3
4.823035945E2;1.008865356E3
4.833041755E2;1.008843536E3
4.843047535E2;1.008824921E3
4.853053255E2;1.008822250E3
4.863059025E2;1.008819885E3
4.873064785E2;1.008816681E3
4.883070625E2;1.008808746E3
4.893076295E2;1.008808746E3
4.903084165E2;1.008815536E3
4.913087845E2;1.008819199E3
4.923093635E2;1.008831100E3
4.933099355E2;1.008847122E3
4.943105155E2;1.008849792E3
4.953110895E2;1.008849945E3
4.963116685E2;1.008855286E3
4.973122515E2;1.008867493E3
4.983128195E2;1.008889694E3
4.993133935E2;1.008926620E3
5.003139745E2;1.008960495E3
5.013149545E2;1.008988419E3
5.023151255E2;1.009011230E3
5.033157065E2;1.009024200E3
5.043162795E2;1.009024658E3
5.053168565E2;1.009024658E3
5.063174355E2;1.009024658E3
5.073180065E2;1.009024658E3
5.083185815E2;1.009026871E3
5.093191625E2;1.009026871E3
5.103197445E2;1.009025116E3
5.113203125E2;1.009022369E3
5.123208855E2;1.009020691E3
5.133214685E2;1.009020691E3
5.143220435E2;1.009022293E3
5.153226195E2;1.009027176E3
5.163231935E2;1.009034882E3
5.173237735E2;1.009042892E3
5.183243525E2;1.009048233E3
5.193249275E2;1.009051819E3
5.203254985E2;1.009054642E3
5.213260765E2;1.009054718E3
5.223266525E2;1.009062805E3
5.233272295E2;1.009086456E3
5.243278125E2;1.009104233E3
5.253283845E2;1.009104233E3
5.263289615E2;1.009093170E3
5.273295355E2;1.009064178E3
5.283301115E2;1.009021530E3
5.293306895E2;1.008994293E3
5.303312665E2;1.008981323E3
5.313321145E2;1.008952560E3
5.323324195E2;1.008952560E3
5.333329985E2;1.008952560E3
5.343335725E2;1.008939896E3
5.353341485E2;1.008928986E3
5.363347195E2;1.008928986E3
5.373353025E2;1.008934784E3
5.383358765E2;1.008937607E3
5.393364515E2;1.009016876E3
5.403370295E2;1.009030685E3
5.413376035E2;1.009086838E3
5.423384585E2;1.009105606E3
5.433387625E2;1.009105606E3
5.443393375E2;1.009124756E3
5.453399175E2;1.009108505E3
5.463404905E2;1.009118805E3
5.473410655E2;1.009118805E3
5.483416395E2;1.009118805E3
5.493422175E2;1.009116516E3
5.503427945E2;1.009087067E3
5.513433675E2;1.009065781E3
5.523439455E2;1.009042358E3
5.533445215E2;1.009019852E3
5.543451025E2;1.008999786E3
5.553456755E2;1.008999786E3
5.563462515E2;1.009015732E3
5.573468285E2;1.009032593E3
5.583474045E2;1.009047165E3
5.593479785E2;1.009070969E3
5.603485605E2;1.009095612E3
5.613491355E2;1.009098511E3
5.623497085E2;1.009100189E3
5.633502895E2;1.009112091E3
5.643508645E2;1.009118500E3
5.653514395E2;1.009125061E3
5.663520165E2;1.009127045E3
5.673526045E2;1.009132156E3
5.683531705E2;1.009132156E3
5.693537465E2;1.009130859E3
5.703543205E2;1.009124832E3
5.713549005E2;1.009118958E3
5.723554725E2;1.009114380E3
5.733560535E2;1.009114380E3
5.743566325E2;1.009117126E3
5.753572085E2;1.009122391E3
5.763577845E2;1.009122391E3
5.773583585E2;1.009111710E3
5.783589395E2;1.009093170E3
5.793595095E2;1.009072189E3
5.803600835E2;1.009045105E3
5.813610625E2;1.009019165E3
5.823612435E2;1.009012451E3
5.833618165E2;1.009004745E3
5.843623915E2;1.008997650E3
5.853629705E2;1.008996658E3
5.863635475E2;1.008996658E3
5.873641225E2;1.009002228E3
5.883646955E2;1.009007034E3
5.893652705E2;1.009016342E3
5.903658545E2;1.009031448E3
5.913664275E2;1.009047012E3
5.923670035E2;1.009062195E3
5.933675795E2;1.009077988E3
5.943681555E2;1.009094238E3
5.953687275E2;1.009108658E3
5.963693055E2;1.009118729E3
5.973698905E2;1.009126434E3
5.983704595E2;1.009129791E3
5.993710465E2;1.009133453E3
6.003716165E2;1.009135208E3
6.013721895E2;1.009139328E3
6.023727655E2;1.009140167E3
6.033733515E2;1.009144440E3
6.043739205E2;1.009145432E3
6.053745005E2;1.009144440E3
6.063750725E2;1.009142456E3
6.073756465E2;1.009139786E3
6.083762285E2;1.009133148E3
6.093767995E2;1.009132233E3
6.103773835E2;1.009123764E3
6.113779585E2;1.009114838E3
6.123785345E2;1.009104767E3
6.133791115E2;1.009098434E3
6.143796845E2;1.009095078E3
6.153802645E2;1.009095078E3
6.163808375E2;1.009103699E3
6.173814075E2;1.009117966E3
6.183819885E2;1.009139481E3
6.193825655E2;1.009164429E3
6.203831425E2;1.009188232E3
6.213837195E2;1.009206619E3
6.223845825E2;1.009215240E3
6.233848725E2;1.009215240E3
6.243854455E2;1.009208679E3
6.253860235E2;1.009187775E3
6.263865995E2;1.009166031E3
6.273871765E2;1.009148941E3
6.283877605E2;1.009120941E3
6.293883325E2;1.009085541E3
6.303889045E2;1.009072571E3
6.313894845E2;1.009064331E3
6.323900575E2;1.009034195E3
6.333907625E2;1.009034195E3
6.343912135E2;1.009028549E3
6.353917875E2;1.009028549E3
6.363923635E2;1.009028549E3
6.373929385E2;1.009030762E3
6.383935195E2;1.009042587E3
6.393940915E2;1.009048767E3
6.403946685E2;1.009049454E3
6.413952475E2;1.009061356E3
6.423958195E2;1.009079742E3
6.433963995E2;1.009102173E3
6.443969775E2;1.009116745E3
6.453975515E2;1.009116745E3
6.463981315E2;1.009110489E3
6.473987045E2;1.009090500E3
6.483992805E2;1.009066315E3
6.493998585E2;1.009053879E3
6.504004315E2;1.009053879E3
6.514010095E2;1.009064865E3
6.524015885E2;1.009083557E3
6.534021635E2;1.009096069E3
6.544027435E2;1.009102936E3
6.554033145E2;1.009104614E3
6.564038885E2;1.009104614E3
6.574044675E2;1.009102707E3
6.584050445E2;1.009096451E3
6.594056175E2;1.009084854E3
6.604061975E2;1.009071808E3
6.614067715E2;1.009056091E3
6.624073485E2;1.009037094E3
6.634079295E2;1.009017105E3
6.644085045E2;1.009001846E3
6.654090815E2;1.008989334E3
6.664096525E2;1.008984146E3
6.674102355E2;1.008984146E3
6.684108065E2;1.008986511E3
6.694113855E2;1.008991928E3
6.704119595E2;1.008997040E3
6.714125435E2;1.009006653E3
6.724133195E2;1.009017029E3
6.734136915E2;1.009022675E3
6.744142665E2;1.009031754E3
6.754148475E2;1.009045944E3
6.764154215E2;1.009051819E3
6.774159945E2;1.009051819E3
6.784165705E2;1.009051437E3
6.794171525E2;1.009049911E3
6.804177285E2;1.009049911E3
6.814182985E2;1.009051590E3
6.824188775E2;1.009058304E3
6.834194575E2;1.009066620E3
6.844200305E2;1.009073563E3
6.854206065E2;1.009073563E3
6.864211825E2;1.009070969E3
6.874217595E2;1.009067688E3
6.884223345E2;1.009062958E3
6.894231425E2;1.009061050E3
6.904234845E2;1.009060364E3
6.914240645E2;1.009056396E3
6.924246405E2;1.009051514E3
6.934252225E2;1.009051514E3
6.944257905E2;1.009055405E3
6.954263665E2;1.009056549E3
6.964269465E2;1.009067688E3
6.974275215E2;1.009082031E3
6.984280935E2;1.009118423E3
6.994286775E2;1.009151611E3
7.004292565E2;1.009174194E3
7.014298255E2;1.009205475E3
7.024304025E2;1.009216080E3
7.034309815E2;1.009216080E3
7.044315535E2;1.009203262E3
7.054321305E2;1.009196701E3
7.064330955E2;1.009188538E3
7.074332815E2;1.009182434E3
7.084338625E2;1.009156647E3
7.094344355E2;1.009121323E3
7.104350155E2;1.009087524E3
7.114355945E2;1.009059753E3
7.124361685E2;1.009012756E3
7.134367465E2;1.008969650E3
7.144373225E2;1.008955536E3
7.154379005E2;1.008954010E3
7.164384735E2;1.008955536E3
7.174392345E2;1.008947906E3
7.184396275E2;1.008949356E3
7.194401995E2;1.008947906E3
7.204407785E2;1.008932419E3
7.214413565E2;1.008906479E3
7.224419315E2;1.008862686E3
7.234425115E2;1.008846359E3
7.244430835E2;1.008822098E3
7.254436635E2;1.008801956E3
7.264442395E2;1.008775558E3
7.274448205E2;1.008766251E3
7.284453865E2;1.008755569E3
7.294459695E2;1.008743591E3
7.304465415E2;1.008698502E3
7.314471205E2;1.008665619E3
7.324476925E2;1.008629761E3
7.334482715E2;1.008573074E3
7.344488455E2;1.008502808E3
7.354494205E2;1.008457489E3
7.364499995E2;1.008457489E3
7.374505735E2;1.008472137E3
7.384511525E2;1.008474884E3
7.394517275E2;1.008497086E3
7.404523025E2;1.008513718E3
7.414528855E2;1.008528442E3
7.424537125E2;1.008538589E3
7.434540365E2;1.008592072E3
7.444546125E2;1.008668671E3
7.454551865E2;1.008737488E3
7.464557665E2;1.008816376E3
7.474563365E2;1.008855743E3
7.484569135E2;1.008878403E3
7.494574915E2;1.008911209E3
7.504580665E2;1.008926392E3
7.514586475E2;1.008950424E3
7.524592295E2;1.008982468E3
7.534597955E2;1.009015350E3
7.544603725E2;1.009039764E3
7.554609505E2;1.009057083E3
7.564615285E2;1.009057083E3
7.574621055E2;1.009056549E3
7.584626825E2;1.009049683E3
7.594632515E2;1.009017792E3
7.604638285E2;1.009017792E3
7.614644055E2;1.009022980E3
7.624649845E2;1.009025497E3
7.634655585E2;1.009025497E3
7.644661375E2;1.009040146E3
7.654667155E2;1.009040146E3
7.664672895E2;1.009045792E3
7.674678625E2;1.009048615E3
7.684684455E2;1.009071655E3
7.694690255E2;1.009076157E3
7.704696005E2;1.009081421E3
7.714701755E2;1.009089203E3
7.724707475E2;1.009093628E3
7.734713275E2;1.009095459E3
7.744718985E2;1.009123001E3
7.754724795E2;1.009141388E3
7.764730565E2;1.009166870E3
7.774736375E2;1.009176636E3
7.784742065E2;1.009176636E3
7.794747815E2;1.009162216E3
7.804753575E2;1.009158859E3
7.814759325E2;1.009162216E3
7.824765155E2;1.009165649E3
7.834770905E2;1.009183884E3
7.844780705E2;1.009204178E3
7.854782425E2;1.009207840E3
7.864788225E2;1.009228973E3
7.874793955E2;1.009247971E3
7.884799725E2;1.009272079E3
7.894805505E2;1.009285049E3
7.904811255E2;1.009292221E3
7.914817005E2;1.009292221E3
7.924822785E2;1.009288788E3
7.934828505E2;1.009254379E3
7.944834265E2;1.009239655E3
7.954841165E2;1.009217453E3
7.964845805E2;1.009202423E3
7.974851645E2;1.009177246E3
7.984857335E2;1.009147797E3
7.994863135E2;1.009095688E3
8.004868835E2;1.009052048E3
8.014874665E2;1.009005280E3
8.024880405E2;1.008964691E3
8.034886125E2;1.008959732E3
8.044891955E2;1.008959732E3
8.054897695E2;1.008967743E3
8.064903455E2;1.008976593E3
8.074909215E2;1.008980484E3
8.084915005E2;1.008987808E3
8.094925585E2;1.009006958E3
8.104926535E2;1.009036179E3
8.114932305E2;1.009079132E3
8.124938025E2;1.009145889E3
8.134943835E2;1.009194641E3
8.144949615E2;1.009225006E3
8.154955355E2;1.009243469E3
8.164961105E2;1.009243469E3
8.174966895E2;1.009232635E3
8.184972615E2;1.009231949E3
8.194978395E2;1.009231186E3
8.204984115E2;1.009229584E3
8.214989905E2;1.009227295E3
8.224995685E2;1.009219513E3
8.235001515E2;1.009163513E3
8.245007195E2;1.009107056E3
8.255013015E2;1.009047623E3
8.265018725E2;1.008986053E3
8.275024525E2;1.008936539E3
8.285030255E2;1.008936539E3
8.295036045E2;1.008943634E3
8.305041835E2;1.008948746E3
8.315047575E2;1.008972092E3
8.325053335E2;1.008974457E3
8.335059075E2;1.008974457E3
8.345065875E2;1.008967514E3
8.355070605E2;1.008964539E3
8.365076385E2;1.008962708E3
8.375082135E2;1.008949356E3
8.385087895E2;1.008949356E3
8.395093665E2;1.008970337E3
8.405099445E2;1.009018631E3
8.415105195E2;1.009060822E3
8.425110965E2;1.009123154E3
8.435116755E2;1.009159622E3
8.445122515E2;1.009169540E3
8.455128285E2;1.009169540E3
8.465134045E2;1.009164581E3
8.475139845E2;1.009164581E3
8.485145555E2;1.009163742E3
8.495151365E2;1.009155502E3
8.505157055E2;1.009155502E3
8.515162835E2;1.009158630E3
8.525168615E2;1.009158630E3
8.535174405E2;1.009158936E3
8.545180105E2;1.009158936E3
8.555185925E2;1.009158936E3
8.565191715E2;1.009156647E3
8.575197415E2;1.009144287E3
8.585203155E2;1.009111938E3
8.595208935E2;1.009083710E3
8.605214775E2;1.009052887E3
8.615220475E2;1.009023819E3
8.625230575E2;1.008982391E3
8.635232045E2;1.008982391E3
8.645237785E2;1.008982391E3
8.655243575E2;1.008978882E3
8.665249285E2;1.008971863E3
8.675255065E2;1.008971863E3
8.685260835E2;1.008960037E3
8.695266625E2;1.008960037E3
8.705272395E2;1.008973236E3
