"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
2.149635220E2;5.232250913E1;4.857517917E0;-2.306037560E0;1.439612537E-1;NaN;1.961228978E1;5.596954375E0
2.159635206E2;5.232250506E1;4.857505169E0;-2.403812067E0;5.838027504E-1;2.498299335E2;1.967298805E1;5.511321903E0
2.169635183E2;5.232249868E1;4.857508395E0;-2.395453955E0;0.000000000E0;2.023815337E2;1.944788953E1;5.444074124E0
2.179635172E2;5.232247196E1;4.857506484E0;-2.380092419E0;1.625206271E0;1.898623387E2;1.936474810E1;5.563917806E0
2.189635153E2;5.232244056E1;4.857504019E0;-2.234482034E0;2.646271372E0;1.868408375E2;1.921693867E1;5.460372340E0
2.199635135E2;5.232240401E1;4.857517758E0;-1.587519782E0;3.430380549E0;1.765106338E2;1.896477980E1;5.246858331E0
2.209635115E2;5.232236200E1;4.857525171E0;-1.035207642E0;4.290321716E0;1.762916772E2;1.874439042E1;5.277113801E0
2.219635102E2;5.232231589E1;4.857519821E0;-1.436273240E0;4.748024682E0;1.794281571E2;1.870537134E1;5.250798730E0
2.229635086E2;5.232226486E1;4.857493131E0;-1.725420784E0;5.359162702E0;1.908163066E2;1.837401058E1;4.959756686E0
2.239635072E2;5.232220206E1;4.857481978E0;-1.816705842E0;6.199576711E0;1.883719578E2;1.772388169E1;4.544755337E0
2.249635057E2;5.232214960E1;4.857477277E0;-2.172299358E0;6.030219844E0;1.858051802E2;1.768380615E1;4.396273515E0
2.259635036E2;5.232209644E1;4.857474776E0;-1.257082446E0;6.103551010E0;1.858793455E2;1.741310790E1;4.102509023E0
2.269635025E2;5.232203890E1;4.857473818E0;-1.845930925E0;6.170463583E0;1.839740084E2;1.715698539E1;3.998804422E0
2.279635013E2;5.232201134E1;4.857473190E0;-2.121629213E0;4.497932854E0;1.818188281E2;1.707081797E1;3.901845836E0
2.289634995E2;5.232198227E1;4.857484710E0;-2.512805924E0;3.610481723E0;1.755716194E2;1.686661090E1;3.720953707E0
2.299634985E2;5.232194609E1;4.857494126E0;-1.788445801E0;3.726122666E0;1.770124276E2;1.644581528E1;3.553150141E0
2.309634972E2;5.232190064E1;4.857495617E0;-2.376474205E0;4.284957642E0;1.791126818E2;1.606679347E1;3.482103000E0
2.319634961E2;5.232185061E1;4.857537725E0;-2.632895851E0;4.513507286E0;1.624907767E2;1.603888737E1;4.581274861E0
2.329634948E2;5.232178948E1;4.857546257E0;-1.430921013E0;5.225844641E0;1.692318100E2;1.571392266E1;4.568495395E0
2.339634929E2;5.232171628E1;4.857493102E0;-1.943834613E0;6.390782811E0;1.846137390E2;1.478903674E1;4.355737180E0
2.349634920E2;5.232162858E1;4.857476556E0;-1.700185396E0;7.985435988E0;1.857946167E2;1.545857328E1;4.834279757E0
2.359634910E2;5.232154311E1;4.857458555E0;-3.524451874E0;8.710969686E0;1.840347443E2;1.501146889E1;4.702740441E0
2.369634897E2;5.232144305E1;4.857448447E0;-2.443830320E0;9.467106344E0;1.829594421E2;1.518244429E1;4.902692659E0
2.379634880E2;5.232134148E1;4.857442234E0;-1.511532994E0;1.001583434E1;1.819659119E2;1.518244433E1;5.040900655E0
2.389634871E2;5.232123495E1;4.857436292E0;3.427919587E-1;1.058711324E1;1.826238251E2;1.795732025E1;6.160552018E0
2.399634863E2;5.232112839E1;4.857428092E0;-1.637117426E0;1.114273549E1;1.844411621E2;1.699997444E1;5.962741676E0
2.409634842E2;5.232101900E1;4.857418229E0;-1.333295424E0;1.147649004E1;1.828641357E2;1.487475630E1;5.127011503E0
2.419634838E2;5.232090820E1;4.857410225E0;-1.620355534E0;1.165034399E1;1.818005981E2;1.441099357E1;4.785291264E0
2.429634819E2;5.232078866E1;4.857403591E0;-1.495285741E0;1.227405161E1;1.821480255E2;1.225254802E1;3.993107040E0
2.439634809E2;5.232067784E1;4.857396807E0;-8.390702056E-1;1.221521789E1;1.821480255E2;1.223412234E1;4.068473925E0
2.449634805E2;5.232055788E1;4.857387626E0;-1.324353709E0;1.256420224E1;1.831767578E2;1.141817236E1;5.173606621E0
2.459634790E2;5.232043892E1;4.857376850E0;-2.958407266E0;1.271508077E1;1.831771240E2;1.349626547E1;5.860065858E0
2.469634777E2;5.232032499E1;4.857366448E0;-2.948390579E0;1.271403104E1;1.832164917E2;1.407196443E1;5.907767946E0
2.479634770E2;5.232021497E1;4.857357227E0;-2.934321580E0;1.254736074E1;1.829830627E2;1.628340577E1;6.737905182E0
2.489634759E2;5.232009390E1;4.857369389E0;-3.093044759E0;1.286728595E1;1.827681427E2;1.377450947E1;5.483134558E0
2.499634743E2;5.231998092E1;4.857352601E0;-2.379117217E0;1.275151533E1;1.827681427E2;1.677424092E1;6.435424113E0
2.509634728E2;5.231986423E1;4.857355166E0;-1.212540598E0;1.270473539E1;1.831206055E2;1.448826609E1;5.348796381E0
2.519634725E2;5.231974042E1;4.857317712E0;-8.018642887E-1;1.318844464E1;1.831206055E2;1.238742830E1;4.403175416E0
2.529634712E2;5.231961865E1;4.857306643E0;-9.216540353E-1;1.346217960E1;1.832221527E2;1.109165645E1;4.878546928E0
2.539634702E2;5.231949296E1;4.857295200E0;-2.792538049E0;1.367967437E1;1.830137634E2;1.026371115E1;4.011909641E0
2.549634684E2;5.231936569E1;4.857308315E0;-2.611442596E0;1.379441489E1;1.830137634E2;1.255886813E1;4.536666366E0
2.559634681E2;5.231923760E1;4.857273260E0;-2.104944069E0;1.387293247E1;1.830137634E2;1.479868431E1;5.212445501E0
2.569634670E2;5.231912169E1;4.857233798E0;-2.127060499E0;1.368382472E1;1.835261841E2;8.787930463E0;3.328149709E0
2.579634659E2;5.231899743E1;4.857227973E0;-3.809199259E-1;1.366068282E1;1.834935760E2;8.787930357E0;3.000000000E0
2.589634652E2;5.231886940E1;4.857217729E0;-1.611683844E-1;1.380175277E1;1.834935760E2;5.447397492E0;3.000000000E0
2.599634639E2;5.231873804E1;4.857206973E0;-1.763175074E0;1.400769956E1;1.831933289E2;5.100400890E0;3.000000000E0
2.609634622E2;5.231861426E1;4.857213133E0;-3.145883000E-1;1.384844970E1;1.835553436E2;5.955617925E0;3.000000000E0
2.619634619E2;5.231848721E1;4.857206477E0;-2.145164865E0;1.384346432E1;1.835553436E2;6.527974754E0;3.000000000E0
2.629638115E2;5.231836775E1;4.857186105E0;-2.486885941E0;1.359245090E1;1.831168060E2;6.803375651E0;3.000000000E0
2.639636585E2;5.231823547E1;4.857180263E0;-2.785410054E0;1.381106297E1;1.833873749E2;7.096051813E0;3.000000000E0
2.649636577E2;5.231810989E1;4.857185115E0;-2.939534588E0;1.369069727E1;1.833873749E2;7.176249714E0;3.000000000E0
2.659643006E2;5.231799265E1;4.857128530E0;-1.215552147E0;1.352641704E1;1.833873749E2;4.251731913E0;3.000000000E0
2.669639891E2;5.231787619E1;4.857129986E0;1.327822708E0;1.318831496E1;1.833033295E2;4.524040323E0;3.000000000E0
2.679639887E2;5.231776197E1;4.857127658E0;-3.170378081E0;1.293346779E1;1.833033295E2;5.082555539E0;3.000000000E0
2.689638307E2;5.231765033E1;4.857120677E0;-3.757912942E0;1.268962189E1;1.836458130E2;5.496352235E0;3.000000000E0
2.699635652E2;5.231754547E1;4.857127771E0;-1.350523830E0;1.220244361E1;1.835253448E2;5.491799915E0;3.000000000E0
2.709635638E2;5.231743944E1;4.857108070E0;-2.617676562E0;1.192647204E1;1.829397430E2;5.489242083E0;3.000000000E0
2.719636674E2;5.231733597E1;4.857108435E0;-2.444272372E0;1.152288153E1;1.829397430E2;5.556788558E0;3.000000000E0
2.729643666E2;5.231723600E1;4.857086231E0;-4.667843380E0;1.118411322E1;1.841724091E2;5.785155121E0;3.000000000E0
2.739643660E2;5.231715101E1;4.857069868E0;-4.396724115E0;1.048648408E1;1.843155518E2;5.928871306E0;3.000000000E0
2.749635123E2;5.231705800E1;4.857079664E0;-2.648386101E0;1.034037371E1;1.831591797E2;6.125414323E0;3.000000000E0
2.759634204E2;5.231697003E1;4.857074292E0;-2.556180635E0;1.017122931E1;1.831591797E2;6.190759135E0;3.000000000E0
2.769634196E2;5.231688482E1;4.857027675E0;-1.974276001E0;1.013470895E1;1.831591797E2;4.182079948E0;3.000000000E0
2.779634180E2;5.231678527E1;4.857019328E0;-3.332841000E0;1.031473132E1;1.831591797E2;4.347929954E0;3.000000000E0
2.789634173E2;5.231669536E1;4.857002982E0;-3.553350707E0;1.015987115E1;1.821024323E2;4.525130649E0;3.000000000E0
2.799634157E2;5.231660985E1;4.856997493E0;-2.601492444E0;9.925130973E0;1.830795135E2;4.877546361E0;3.000000000E0
2.809634150E2;5.231652687E1;4.856992937E0;-2.270971423E0;9.515832046E0;1.824720612E2;5.222151823E0;3.000000000E0
2.819634138E2;5.231645010E1;4.856975947E0;-2.752386844E0;8.980974880E0;1.814273834E2;5.645974864E0;3.000000000E0
2.829634126E2;5.231639127E1;4.856963391E0;-2.825674186E0;7.842584953E0;1.814273834E2;6.002444016E0;3.000000000E0
2.839634123E2;5.231632791E1;4.856951606E0;-2.802616450E0;7.297869949E0;1.830724030E2;6.593986210E0;3.000000000E0
2.849634105E2;5.231628851E1;4.856973629E0;-3.137102674E0;5.990569098E0;1.830724030E2;7.015112794E0;3.000000000E0
2.859634098E2;5.231625003E1;4.856984807E0;-2.577759132E0;5.029314515E0;1.830724030E2;4.466978719E0;3.000000000E0
2.869634087E2;5.231622731E1;4.856984373E0;-2.582127720E0;3.839393525E0;1.830724030E2;4.789953376E0;3.000000000E0
2.879634080E2;5.231622725E1;4.856985349E0;-2.469813546E0;2.510813580E0;1.830724030E2;5.141698080E0;3.000000000E0
2.889634070E2;5.231623564E1;4.856985171E0;-3.850966241E0;1.666940312E0;1.830724030E2;5.363022663E0;3.000000000E0
2.899634061E2;5.231623797E1;4.856990688E0;-3.425300368E0;1.083021740E0;1.830724030E2;5.417689063E0;3.000000000E0
2.909634044E2;5.231623979E1;4.856998622E0;-2.707568693E0;6.822497109E-1;1.830724030E2;5.595244155E0;3.000000000E0
2.919634041E2;5.231624304E1;4.857000056E0;-2.721827022E0;2.509892021E-1;1.830724030E2;5.668018417E0;3.000000000E0
2.929634032E2;5.231624282E1;4.856999712E0;-2.666736973E0;3.225979863E-2;1.830724030E2;5.587375226E0;3.000000000E0
2.939634014E2;5.231624000E1;4.856999003E0;-2.431952747E0;7.376972348E-2;1.830724030E2;5.599717685E0;3.000000000E0
2.949634011E2;5.231623492E1;4.857000643E0;-2.280972469E0;1.412737437E-1;1.830724030E2;5.654878439E0;3.000000000E0
2.959633999E2;5.231623087E1;4.857003152E0;-2.232100653E0;1.717225655E-1;1.830724030E2;5.722436057E0;3.000000000E0
2.969633983E2;5.231622598E1;4.857014211E0;-2.652524877E0;2.464416129E-1;1.830724030E2;5.731480858E0;3.000000000E0
2.979633973E2;5.231622640E1;4.857014537E0;-2.726153572E0;0.000000000E0;1.830724030E2;5.821053189E0;3.000000000E0
2.989633968E2;5.231622563E1;4.856995291E0;-2.978747868E0;2.313625485E-1;1.830724030E2;5.832023041E0;3.000000000E0
2.999633952E2;5.231621940E1;4.856994546E0;-3.050061067E0;2.390622797E-1;1.840981140E2;5.960362644E0;3.000000000E0
3.009633945E2;5.231620981E1;4.856993425E0;-2.793125858E0;3.583156673E-1;1.840981140E2;5.867131610E0;3.000000000E0
3.019633938E2;5.231620490E1;4.856992851E0;-2.785656800E0;3.536985528E-1;1.840981140E2;5.686942246E0;3.000000000E0
3.029633926E2;5.231620945E1;4.856993383E0;-3.071465081E0;3.451283593E-1;1.840981140E2;5.684870670E0;3.000000000E0
3.039633918E2;5.231620118E1;4.856982382E0;-3.818305559E0;9.745731257E-1;1.840981140E2;5.248987791E0;3.000000000E0
3.049633900E2;5.231617266E1;4.856972413E0;-3.190284426E0;1.941818716E0;1.840981140E2;5.149327869E0;3.000000000E0
3.059633889E2;5.231613173E1;4.856956286E0;-1.602602402E0;2.864371357E0;1.840981140E2;4.998866558E0;3.000000000E0
3.069633882E2;5.231607790E1;4.856950894E0;-1.599867292E0;3.771372542E0;1.847412109E2;5.001189721E0;3.000000000E0
3.079633873E2;5.231601626E1;4.856951595E0;-1.387439420E0;4.853591334E0;1.847412109E2;5.210510753E0;3.000000000E0
3.089633859E2;5.231595431E1;4.856949640E0;-1.417108101E0;5.505144184E0;1.847412109E2;5.550593858E0;3.000000000E0
3.099633855E2;5.231589468E1;4.856948601E0;-1.618941666E0;5.730206169E0;1.925786591E2;6.028348639E0;3.000000000E0
3.109633849E2;5.231582133E1;4.856948156E0;-1.342875533E0;6.351421572E0;1.943919067E2;5.925781990E0;3.000000000E0
3.119633831E2;5.231576821E1;4.856897575E0;-9.899405465E-1;6.288538962E0;1.953320160E2;6.125825955E0;3.000000000E0
3.129633822E2;5.231572538E1;4.856878412E0;-1.826860815E0;5.795186286E0;1.953320160E2;6.350145891E0;3.000000000E0
3.139633813E2;5.231569895E1;4.856865282E0;-2.368804721E0;5.299961664E0;1.966608276E2;6.561849099E0;3.000000000E0
3.149633809E2;5.231569007E1;4.856860947E0;-2.994503399E0;4.225601392E0;1.966608276E2;6.383108062E0;3.000000000E0
3.159633797E2;5.231566152E1;4.856847001E0;-3.536930392E0;4.265964267E0;1.966608276E2;6.525677552E0;3.000000000E0
3.169633785E2;5.231561940E1;4.856825104E0;-2.134901159E0;4.529799218E0;1.979805145E2;6.794903528E0;3.000000000E0
3.179633771E2;5.231556639E1;4.856797032E0;-1.259914741E0;4.856347686E0;1.979805145E2;7.036419710E0;3.000000000E0
3.189633759E2;5.231550502E1;4.856785794E0;-1.508841901E0;5.195155689E0;1.979805145E2;7.098883573E0;3.000000000E0
3.199633756E2;5.231548368E1;4.856660461E0;-1.273015467E0;4.946886487E0;1.992271729E2;7.221624712E0;3.000000000E0
3.209633746E2;5.231541680E1;4.856752836E0;-3.891116532E0;4.777338448E0;1.867458119E2;7.471357970E0;3.000000000E0
3.219633729E2;5.231536730E1;4.856754879E0;-3.537754633E0;5.099867275E0;1.818843925E2;7.458687997E0;3.000000000E0
3.229633720E2;5.231530883E1;4.856776069E0;-1.394283789E0;5.783072764E0;1.774132525E2;7.409062002E0;3.000000000E0
3.239633716E2;5.231523673E1;4.856796825E0;-2.803062049E0;6.814590426E0;1.792418206E2;7.633414417E0;3.000000000E0
3.249633696E2;5.231515782E1;4.856825020E0;-2.378366331E0;7.531873413E0;1.783827313E2;7.631071857E0;3.000000000E0
3.259633688E2;5.231506780E1;4.856827130E0;-1.987039776E0;8.473648658E0;1.787416989E2;7.421495709E0;3.000000000E0
3.269633679E2;5.231497571E1;4.856764716E0;-1.151721174E0;9.175015782E0;1.823399963E2;7.187341473E0;3.000000000E0
3.279633667E2;5.231488466E1;4.856758645E0;-2.923299607E0;9.845572205E0;1.823399963E2;7.060837888E0;3.000000000E0
3.289633658E2;5.231478760E1;4.856752174E0;-1.783540472E0;1.024158154E1;1.823399963E2;6.743675683E0;3.000000000E0
3.299633656E2;5.231468361E1;4.856745240E0;-2.408503457E0;1.071046927E1;1.823399963E2;6.533941553E0;3.000000000E0
3.309633641E2;5.231459669E1;4.856723947E0;-1.752790444E0;1.057412862E1;1.823399963E2;3.725330404E0;3.000000000E0
3.319633631E2;5.231450320E1;4.856714705E0;-2.225837707E0;1.051318157E1;1.823399963E2;3.867491955E0;3.000000000E0
3.329633621E2;5.231441292E1;4.856708225E0;-1.655899271E0;1.027421354E1;1.823399963E2;4.402470397E0;3.000000000E0
3.339633608E2;5.231431825E1;4.856703602E0;-1.446740877E0;1.028125881E1;1.822082977E2;5.082417394E0;3.000000000E0
3.349633603E2;5.231423055E1;4.856696521E0;-2.140757749E0;1.001213245E1;1.822082977E2;5.352029042E0;3.000000000E0
3.359633589E2;5.231416332E1;4.856701486E0;-1.968384547E0;9.114343679E0;1.822082977E2;5.757129615E0;3.000000000E0
3.369633577E2;5.231407966E1;4.856690240E0;-3.079237747E0;9.184797354E0;1.822082977E2;5.975157845E0;3.000000000E0
3.379633570E2;5.231398958E1;4.856702177E0;-2.918174363E0;9.350323767E0;1.822082977E2;6.232467895E0;3.000000000E0
3.389633565E2;5.231389141E1;4.856696261E0;-2.351024807E0;9.708183665E0;1.834105682E2;6.355334576E0;3.000000000E0
3.399633549E2;5.231379496E1;4.856695174E0;-2.054699706E0;1.006373078E1;1.834105682E2;6.438585335E0;3.000000000E0
3.409633538E2;5.231370388E1;4.856699698E0;7.514628954E-2;9.935609522E0;1.850214081E2;6.405565203E0;3.000000000E0
3.419633529E2;5.231360928E1;4.856666052E0;1.125377380E0;1.002245221E1;1.808694305E2;4.452204798E0;3.000000000E0
3.429633516E2;5.231353035E1;4.856663787E0;-1.506073973E0;9.623101525E0;1.822192230E2;4.669186206E0;3.000000000E0
3.439633515E2;5.231344219E1;4.856661365E0;-1.825667349E0;9.762427585E0;1.800000000E2;5.131108638E0;3.000000000E0
3.449633502E2;5.231334608E1;4.856664362E0;-3.935655507E0;1.011031878E1;1.778029938E2;5.423890801E0;3.000000000E0
3.459633484E2;5.231324651E1;4.856671430E0;-7.030797663E0;1.045266759E1;1.802929993E2;5.814738104E0;3.000000000E0
3.469633484E2;5.231313578E1;4.856662743E0;-5.853224566E0;1.115404302E1;1.812137604E2;6.087150054E0;3.000000000E0
3.479633464E2;5.231303338E1;4.856649577E0;-5.703494012E0;1.123655465E1;1.812137604E2;6.551794552E0;3.000000000E0
3.489633460E2;5.231293073E1;4.856660628E0;-5.274178850E0;1.114896813E1;1.812137604E2;6.715843628E0;3.000000000E0
3.499633447E2;5.231284060E1;4.856664230E0;-3.939267316E0;1.075039953E1;1.812114410E2;6.816486764E0;3.000000000E0
3.509633434E2;5.231274902E1;4.856661862E0;-3.318683721E0;1.051187861E1;1.812114410E2;6.814041287E0;3.000000000E0
3.519633425E2;5.231265144E1;4.856665232E0;-3.911674894E0;1.048975757E1;1.812114410E2;6.684723248E0;3.000000000E0
3.529633416E2;5.231255703E1;4.856646285E0;-5.175522966E0;1.051322960E1;1.812114410E2;6.661221219E0;3.000000000E0
3.539633408E2;5.231245549E1;4.856657276E0;-3.734317446E0;1.073535050E1;1.812114410E2;6.434031097E0;3.000000000E0
3.549633400E2;5.231235973E1;4.856639378E0;-4.439525840E0;1.073961928E1;1.812114410E2;6.386317801E0;3.000000000E0
3.559633393E2;5.231225799E1;4.856642824E0;-4.518193865E0;1.089853206E1;1.811579437E2;6.192577186E0;3.000000000E0
3.569633383E2;5.231215334E1;4.856644103E0;-8.028117912E0;1.065943360E1;1.814592590E2;4.890859885E0;3.000000000E0
3.579633368E2;5.231206145E1;4.856640517E0;-5.731434445E0;1.036365967E1;1.814592590E2;6.264162321E0;3.000000000E0
3.589633361E2;5.231197260E1;4.856603680E0;-5.162887618E0;1.047831877E1;1.814592590E2;7.021987591E0;3.995760565E0
3.599633347E2;5.231189284E1;4.856601803E0;-5.061632657E0;9.845277780E0;1.809435272E2;7.427675981E0;4.400656442E0
3.609633335E2;5.231180334E1;4.856603845E0;-4.031314183E0;9.830614922E0;1.809435272E2;7.673175929E0;4.384519314E0
3.619633329E2;5.231171946E1;4.856603810E0;-3.576884697E0;9.384173378E0;1.809435272E2;5.282743808E0;3.000000000E0
3.629633319E2;5.231164115E1;4.856600434E0;-3.153665368E0;8.718591653E0;1.806184235E2;3.929703005E0;3.000000000E0
3.639633299E2;5.231157026E1;4.856593123E0;-5.341658430E0;7.901124285E0;1.806184235E2;3.438788394E0;3.000000000E0
3.649633298E2;5.231151502E1;4.856596302E0;-4.046137341E0;6.805774016E0;1.806184235E2;3.823468419E0;3.000000000E0
3.659633287E2;5.231146906E1;4.856597653E0;-3.542041983E0;5.708224943E0;1.806734009E2;4.184119282E0;3.000000000E0
3.669633273E2;5.231142502E1;4.856590963E0;-3.797885199E0;5.038663335E0;1.806734009E2;4.485585847E0;3.000000000E0
3.679633266E2;5.231138283E1;4.856576903E0;-3.319303752E0;4.573394018E0;1.806734009E2;4.857717022E0;3.000000000E0
3.689633251E2;5.231134754E1;4.856582925E0;-2.519741216E0;3.931571000E0;1.806734009E2;5.114604257E0;3.000000000E0
3.699633244E2;5.231132311E1;4.856576283E0;-3.136086900E0;3.154590530E0;1.806734009E2;5.530222844E0;3.000000000E0
3.709633235E2;5.231130191E1;4.856572164E0;-2.529851762E0;2.413726885E0;1.806734009E2;5.698491865E0;3.000000000E0
3.719633228E2;5.231128873E1;4.856580880E0;-2.037839654E0;1.421979502E0;1.813124542E2;5.849880781E0;3.000000000E0
3.729633218E2;5.231128297E1;4.856589879E0;-2.327501023E0;3.703414687E-1;1.813124542E2;5.732153728E0;3.000000000E0
3.739633209E2;5.231128348E1;4.856589218E0;-3.007205286E0;8.112957640E-2;1.813124542E2;5.722649222E0;3.000000000E0
3.749633198E2;5.231128222E1;4.856591847E0;-2.640152019E0;9.641291080E-2;1.813124542E2;5.782852977E0;3.000000000E0
3.759633187E2;5.231128076E1;4.856592243E0;-2.515193926E0;9.585984628E-2;1.813124542E2;5.815078513E0;3.000000000E0
3.769633176E2;5.231128127E1;4.856591923E0;-2.514822480E0;0.000000000E0;1.813124542E2;5.714483837E0;3.000000000E0
3.779633167E2;5.231128127E1;4.856591923E0;-2.514822480E0;0.000000000E0;1.813124542E2;5.667892542E0;3.000000000E0
3.789633151E2;5.231128127E1;4.856591923E0;-2.514822480E0;0.000000000E0;1.813124542E2;5.627532934E0;3.000000000E0
3.799633144E2;5.231128127E1;4.856591923E0;-2.514822480E0;0.000000000E0;1.813124542E2;5.055985363E0;3.000000000E0
3.809633137E2;5.231128127E1;4.856591923E0;-2.514822480E0;0.000000000E0;1.813124542E2;4.188038918E0;3.000000000E0
3.819633118E2;5.231128127E1;4.856591923E0;-2.514822480E0;0.000000000E0;1.813124542E2;3.796311637E0;3.000000000E0
3.829633110E2;5.231128829E1;4.856586959E0;-2.674878271E0;0.000000000E0;1.813124542E2;3.709721825E0;3.000000000E0
3.839633099E2;5.231128783E1;4.856588842E0;-2.677931012E0;0.000000000E0;1.813124542E2;3.621892629E0;3.000000000E0
3.849633090E2;5.231128783E1;4.856588842E0;-2.677931012E0;0.000000000E0;1.813124542E2;3.529730623E0;3.000000000E0
3.859633087E2;5.231128502E1;4.856588228E0;-2.700352691E0;0.000000000E0;1.813124542E2;3.468064578E0;3.000000000E0
3.869633075E2;5.231128054E1;4.856587721E0;-2.686690835E0;2.274520405E-1;1.813124542E2;3.437471541E0;3.000000000E0
3.879633061E2;5.231128106E1;4.856587155E0;-2.699801433E0;0.000000000E0;1.813124542E2;3.463194340E0;3.000000000E0
3.889644700E2;5.231127553E1;4.856588342E0;-2.667264760E0;3.016833589E-1;1.813124542E2;3.545764707E0;3.000000000E0
3.899632748E2;5.231127560E1;4.856587462E0;-2.682709523E0;0.000000000E0;1.813124542E2;3.690498800E0;3.000000000E0
3.909632738E2;5.231126895E1;4.856591827E0;-2.706218361E0;8.884516070E-1;1.813124542E2;3.875152628E0;3.000000000E0
3.919639361E2;5.231125504E1;4.856593986E0;-2.641106010E0;1.349195801E0;1.813124542E2;4.076437895E0;3.000000000E0
3.929632941E2;5.231124436E1;4.856595418E0;-2.606255642E0;1.338945535E0;1.813124542E2;4.315380657E0;3.000000000E0
3.939632924E2;5.231123278E1;4.856596285E0;-2.561585175E0;1.315789290E0;1.813124542E2;4.504562223E0;3.000000000E0
3.949637821E2;5.231122084E1;4.856596750E0;-2.971766418E0;1.997106503E0;1.813124542E2;4.837732429E0;3.000000000E0
3.959638163E2;5.231119677E1;4.856608864E0;-3.248572906E0;3.133356590E0;1.816745911E2;5.047083877E0;3.000000000E0
3.969638150E2;5.231116118E1;4.856616081E0;-2.530258140E0;4.424861270E0;1.816745911E2;5.300999566E0;3.000000000E0
3.979642621E2;5.231111443E1;4.856595334E0;-2.639533751E0;5.637448304E0;1.816745911E2;5.631928062E0;3.000000000E0
3.989636697E2;5.231105735E1;4.856592612E0;-2.461920477E0;6.552750045E0;1.816745911E2;5.916707842E0;3.000000000E0
3.999636691E2;5.231099418E1;4.856592323E0;-1.632704839E0;7.310096644E0;1.812268524E2;6.144800022E0;3.000000000E0
4.009644281E2;5.231091439E1;4.856589535E0;-2.536045985E0;8.136652669E0;1.812268524E2;6.395403418E0;3.000000000E0
4.019640249E2;5.231084313E1;4.856587045E0;-2.389620173E0;8.663442062E0;1.812268524E2;5.609194602E0;3.000000000E0
4.029640245E2;5.231077639E1;4.856584712E0;-1.680758072E0;8.948138296E0;1.812268524E2;4.912077719E0;3.000000000E0
4.039640226E2;5.231067437E1;4.856581147E0;-1.975732238E0;9.723490407E0;1.812268524E2;6.193090410E0;3.000000000E0
4.049640217E2;5.231059991E1;4.856574595E0;-2.477298188E0;9.950886983E0;1.812268524E2;6.930486662E0;3.000000000E0
4.059640214E2;5.231050638E1;4.856565237E0;-2.713664148E0;1.033670812E1;1.812268524E2;7.412849235E0;3.324731079E0
4.069640205E2;5.231041583E1;4.856560656E0;-2.510651907E0;1.055262906E1;1.812268524E2;7.664245354E0;3.399278853E0
4.079640185E2;5.231032304E1;4.856553226E0;-2.867499159E0;1.078422404E1;1.812269897E2;7.808063976E0;3.382694060E0
4.089640183E2;5.231023034E1;4.856550054E0;-2.685233429E0;1.088505115E1;1.812269897E2;7.891870733E0;3.314551225E0
4.099640173E2;5.231013741E1;4.856547290E0;-2.612745634E0;1.084896890E1;1.810140533E2;7.939090825E0;3.246809257E0
4.109640155E2;5.231003886E1;4.856544664E0;-2.655162281E0;1.092445548E1;1.810140533E2;7.966468404E0;3.201131168E0
4.119640148E2;5.230993209E1;4.856540137E0;-2.565005599E0;1.117115389E1;1.810140533E2;7.982152569E0;3.111648263E0
4.129640138E2;5.230983692E1;4.856539066E0;-2.274987971E0;1.123039494E1;1.810140533E2;7.990037836E0;3.000000000E0
4.139640130E2;5.230974047E1;4.856537362E0;-2.290847855E0;1.129055673E1;1.818551941E2;7.994465114E0;3.000000000E0
4.149640114E2;5.230962870E1;4.856533756E0;-2.630535908E0;1.162711260E1;1.811765289E2;7.997117320E0;3.000000000E0
4.159640110E2;5.230952122E1;4.856531803E0;-2.609274133E0;1.164156700E1;1.811765289E2;7.998484932E0;3.000000000E0
4.169640102E2;5.230942413E1;4.856527459E0;-2.863203671E0;1.119398974E1;1.811765289E2;7.999177954E0;3.000000000E0
4.179640092E2;5.230933267E1;4.856523096E0;-2.984525629E0;1.073922464E1;1.811765289E2;7.999542915E0;3.000000000E0
4.189640075E2;5.230924403E1;4.856518433E0;-3.241351376E0;1.024150268E1;1.807903137E2;7.999741929E0;3.000000000E0
4.199640067E2;5.230915654E1;4.856514222E0;-3.365617204E0;9.864693210E0;1.807903137E2;7.999853206E0;3.000000000E0
4.209640062E2;5.230905967E1;4.856511136E0;-3.149583941E0;9.633914647E0;1.807903137E2;7.999919355E0;3.000000000E0
4.219640045E2;5.230897032E1;4.856507325E0;-3.121838230E0;9.151166712E0;1.807903137E2;7.999954789E0;3.000000000E0
4.229640034E2;5.230889471E1;4.856501903E0;-2.960826254E0;8.330112234E0;1.817147369E2;5.543698751E0;3.000000000E0
4.239640028E2;5.230882549E1;4.856495567E0;-3.074236603E0;7.516206997E0;1.817147369E2;4.151681295E0;3.000000000E0
4.249640013E2;5.230876367E1;4.856490066E0;-3.213884640E0;6.731294424E0;1.817147369E2;3.908503102E0;3.000000000E0
4.259640002E2;5.230870978E1;4.856492350E0;-2.808814574E0;5.495459906E0;1.817147369E2;3.779823564E0;3.000000000E0
4.269639993E2;5.230866333E1;4.856489887E0;-3.334081343E0;5.054162557E0;1.803163757E2;3.787868549E0;3.000000000E0
