Time (s);Acceleration x (m/s^2);Acceleration y (m/s^2);Acceleration z (m/s^2)
6.972615375;-2.979553986;8.919950867;2.760709076
6.988946375;-2.998863831;8.900341644;2.808310089
7.005279375;-3.014431458;8.883576508;2.811154175
7.021611375;-3.040626984;8.896898804;2.824177094
7.037943375;-3.087030487;8.908125458;2.817740479
7.054275375;-3.080294495;8.912765808;2.820285187
7.070608375;-3.064128113;8.89270752;2.830164642
7.0869405;-3.073259125;8.901239777;2.85261795
7.1032715;-3.072360992;8.882229309;2.842439117
7.1196035;-3.0258078;8.875193939;2.837948456
7.1359365;-2.990630951;8.880732422;2.818339233
7.1522685;-2.978955231;8.881331177;2.83510437
7.1686005;-2.981799316;8.909921722;2.784509583
7.1849325;-2.963237915;8.920549622;2.806813202
7.2012655;-2.961291962;8.89615036;2.794239349
7.2175965;-2.975362701;8.919202423;2.831362152
7.2339285;-3.0258078;8.926387482;2.806214447
7.2502605;-2.974763947;8.873697052;2.807861023
7.2665935;-3.011587372;8.894803162;2.849324799
7.2829255;-3.058140564;8.889264679;2.844085693
7.2992565;-3.081492004;8.848848724;2.866988068
7.3155885;-3.124452667;8.825048218;2.927312622
7.3319215;-3.149001617;8.819360046;2.959944763
7.3482535;-3.178639984;8.844358063;2.974763947
7.3645855;-3.177442474;8.862919464;2.946023712
7.3809175;-3.174149323;8.87504425;2.929258575
7.3972505;-3.155138855;8.883127441;2.91114624
7.4135815;-3.150797882;8.875493317;2.879861298
7.4299135;-3.111729126;8.839268646;2.858306122
7.4462455;-3.082988892;8.817414093;2.869233398
7.4625785;-3.078797607;8.832233276;2.911295929
7.4789105;-3.070415039;8.838071136;2.937042389
7.4952425;-3.081941071;8.838071136;2.972368927
7.5115735;-3.082689514;8.820707245;3.002755737
7.5279065;-3.108435974;8.843609619;2.996917877
7.5442385;-3.104993134;8.842711487;2.98374527
7.5605705;-3.091970215;8.813522186;2.99422348
7.5769025;-3.095712433;8.820856934;2.99542099
7.5932355;-3.116369476;8.82834137;3.005001068
7.6095675;-3.101250916;8.833580475;2.999163208
7.6258985;-3.087629242;8.823401642;3.030148773
7.6422305;-3.104693756;8.802295532;3.031795349
7.6585635;-3.113824768;8.832382965;3.01996994
7.6748955;-3.104394379;8.837322693;3.016227722
7.6912275;-3.110381927;8.819809113;3.018922119
7.7075595;-3.100652161;8.832233276;2.981499939
7.7238925;-3.125650177;8.762478333;3.09840683
7.7402235;-3.068319397;8.7814888;2.947969666
7.7565555;-3.062930603;8.764573975;2.957400055
7.7728875;-3.074606323;8.772208099;2.974464569
7.7892205;-3.113824768;8.738528137;3.030298462
7.8055525;-3.1545401;8.712033234;3.049907684
7.8218835;-3.170556793;8.746611328;3.042572937
7.8382155;-3.179238739;8.790769501;3.044668579
7.8545485;-3.154989166;8.824150085;3.021616516
7.8708805;-3.145259399;8.853189697;3.010090485
7.8872125;-3.149001617;8.871002655;2.976410522
7.9035445;-3.12415329;8.850046234;2.951861572
7.9198775;-3.090922394;8.802445221;3.000360718
7.9362085;-3.107837219;8.782536621;3.021766205
7.9525405;-3.12056076;8.764424286;3.03987854
7.9688725;-3.116369476;8.737330627;3.073109436
7.9852055;-3.12175827;8.714278564;3.118914185
8.0015375;-3.112627258;8.753347321;3.121458893
8.0178695;-3.131038971;8.730894012;3.126099243
8.0342005;-3.12759613;8.743018799;3.106190643
8.0505335;-3.132984924;8.7615802;3.084186401
8.0668655;-3.145558777;8.778345337;3.056493988
8.0831975;-3.14989975;8.762628021;3.046015778
8.0995295;-3.141367493;8.775201874;3.05514679
8.1158625;-3.153192902;8.80259491;3.042423248
8.1321945;-3.160228271;8.777596893;3.081342316
8.1485255;-3.164120178;8.765921173;3.086282043
8.1648575;-3.188669128;8.787476349;3.100801849
8.1811905;-3.207679596;8.809929657;3.084036713
8.1975225;-3.212769012;8.805888062;3.059487762
8.2138545;-3.196153564;8.813671875;3.059637451
8.2301865;-3.198847961;8.80019989;3.039429474
8.2465195;-3.209775238;8.781937866;3.014880524
8.2628505;-3.187920685;8.758586426;3.027154999
8.2791825;-3.168760529;8.732839966;3.063379669
8.2955145;-3.193908234;8.74286911;3.079246674
8.3118475;-3.188818817;8.757089539;3.069516907
8.3281795;-3.182382202;8.766370239;3.05035675
8.3445115;-3.170407104;8.804241486;3.023712158
8.3608425;-3.19780014;8.817414093;3.008593597
8.3771755;-3.18612442;8.825347595;2.986739044
8.3935075;-3.151845703;8.778495026;2.985990601
8.4098395;-3.147055664;8.747359772;3.019670563
8.4261715;-3.155288544;8.753347321;3.035986633
8.4425045;-3.15693512;8.738977203;3.067421265
8.4588365;-3.164718933;8.759634247;3.081641693
8.4751675;-3.181633759;8.781189423;3.06802002
8.4914995;-3.177592163;8.788075104;3.027154999
8.5078325;-3.167862396;8.813821564;2.996169434
8.5241645;-3.178490295;8.823701019;2.977308655
8.5404965;-3.172502747;8.831484833;2.93569519
8.5568285;-3.144960022;8.83298172;2.914140015
8.5731615;-3.119512939;8.84001709;2.934347992
8.5894925;-3.110381927;8.863817596;2.90994873
8.6058245;-3.089275818;8.869805145;2.908751221
8.6221565;-3.062182159;8.826994171;2.930456085
8.6384895;-3.078947296;8.83881958;2.913690948
8.6548215;-3.121608582;8.841064911;2.919977875
8.6711535;-3.14286438;8.838969269;2.897524567
8.6874845;-3.123704224;8.825646973;2.939587097
8.7038175;-3.155587921;8.846154327;2.913092194
8.7201495;-3.147055664;8.856782227;2.884501648
8.7364815;-3.144810333;8.851543121;2.860102386
