"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
4.959774833E0;1.133592682E0;-1.239751923E1;-3.373684387E0
4.974892833E0;1.238524475E0;-1.038705002E1;-3.335962830E0
4.990011833E0;7.661068726E-1;-8.688831482E0;-2.141446838E0
5.005130833E0;7.030879211E-1;-7.537575531E0;-1.071920929E0
5.020249833E0;1.338516541E0;-7.202572174E0;-9.541159058E-1
5.035367833E0;1.161734161E0;-8.261320496E0;-1.072369995E0
5.050486833E0;9.180409241E-1;-9.848470001E0;-9.638456726E-1
5.065605833E0;1.107846222E0;-1.125120300E1;-2.746788025E-1
5.080724833E0;1.019679565E0;-1.139460480E1;4.349954224E-1
5.095842833E0;5.809419250E-1;-1.004201752E1;1.052311707E-1
5.110961833E0;1.425036621E-1;-8.530161438E0;1.321751404E-1
5.126080833E0;-4.730163574E-2;-7.614066467E0;-1.522334290E-1
5.141199833E0;2.803669739E-1;-7.212451630E0;-8.042774963E-1
5.156317833E0;7.635621643E-1;-7.450157318E0;-1.285377045E0
5.171436833E0;1.545835419E0;-8.120912476E0;-1.111887817E0
5.186555833E0;1.948198700E0;-9.138795776E0;-5.554948425E-1
5.201674833E0;2.439028015E0;-9.170380096E0;-3.360511780E-1
5.216792833E0;2.529889069E0;-8.775201874E0;-3.591032410E-1
5.231911833E0;1.852846985E0;-8.154442749E0;-8.961863708E-1
5.247030833E0;1.002315674E0;-7.270231476E0;-8.011340332E-1
5.262148833E0;2.637515259E-1;-6.677164764E0;-5.176235962E-1
5.277267833E0;-5.192701721E-1;-6.924450531E0;-8.017327881E-1
5.292386833E0;-1.207987976E-1;-7.305857391E0;-1.916015625E-1
5.307505833E0;3.525169373E-1;-7.941735077E0;1.896556091E-1
5.322623833E0;5.263055420E-1;-8.893306274E0;-6.128256226E-1
5.337742833E0;8.602610779E-1;-9.958940277E0;-1.785936127E0
5.352861833E0;1.868115234E0;-1.128338608E1;-2.087558899E0
5.367980833E0;3.103047180E0;-1.198527649E1;-1.382824402E0
5.383098833E0;3.369493103E0;-1.280362473E1;-7.512876892E-1
5.398217833E0;3.235521698E0;-1.305375458E1;-4.266128540E-2
5.413336833E0;2.704126740E0;-1.288191193E1;2.965333557E-1
5.428455833E0;1.178199921E0;-1.251457581E1;2.583627319E-1
5.443573833E0;6.321354675E-1;-1.256142838E1;2.076182556E-1
5.458692833E0;9.867480469E-1;-1.404813675E1;-8.996292114E-2
5.473811833E0;1.186732178E0;-1.572315353E1;7.812254333E-1
5.488930833E0;5.307962036E-1;-1.594514191E1;3.742218018E-1
5.504048833E0;-3.556604004E-1;-1.457593918E1;5.388793945E-2
5.519167833E0;-1.686991882E0;-1.253179001E1;-6.152206421E-1
5.534286833E0;-2.339634705E0;-1.151630173E1;-2.548600159E0
5.549405833E0;-3.557801514E0;-1.148561554E1;-4.338128815E0
5.564523833E0;-4.227359161E0;-1.205697739E1;-4.702171783E0
5.579642833E0;-3.449875946E0;-1.302860687E1;-3.582350464E0
5.594761833E0;-8.909472656E-1;-1.170475983E1;-1.405128021E0
5.609879833E0;1.270408173E0;-1.229064148E1;-6.324348450E-1
5.624998833E0;2.595752106E0;-1.319446198E1;-4.728666687E-1
5.640117833E0;3.433709564E0;-1.095826218E1;-1.028511200E0
5.655236833E0;1.817670135E0;-9.902956696E0;-8.702902222E-1
5.670354833E0;6.304888916E-1;-8.154293060E0;-1.246457977E0
5.685473833E0;-1.048270111E0;-7.311246185E0;-1.254840546E0
5.700592833E0;-2.155966644E0;-6.036946106E0;-1.742376709E0
5.715711833E0;-2.471959534E0;-5.387895813E0;-1.746418304E0
5.730829833E0;-2.175426178E0;-5.524262238E0;-1.521286469E0
5.745948833E0;-1.087638245E0;-5.664520569E0;-1.738634491E0
5.761067833E0;-5.275030518E-1;-5.489833832E0;-2.103276215E0
5.776186833E0;-6.337820435E-1;-4.689897308E0;-1.316063232E0
5.791304833E0;1.719923401E-1;-3.937861176E0;-1.134640503E-1
5.806423833E0;1.568588104E0;-3.634891205E0;2.040257263E-1
5.821542833E0;2.065105591E0;-4.129911804E0;-1.031055908E0
5.836660833E0;1.649270325E0;-4.684358826E0;-3.088078308E0
5.851779833E0;4.037104797E-1;-5.326822815E0;-4.679718475E0
5.866898833E0;-1.541793823E-1;-5.914051666E0;-4.442162476E0
5.882017833E0;8.042774963E-1;-6.282136230E0;-4.501738586E0
5.897135833E0;1.583407288E0;-6.900350647E0;-4.390070801E0
5.912254833E0;2.704725494E0;-7.117998047E0;-4.442012787E0
5.927373833E0;3.279979248E0;-7.652087402E0;-4.348157959E0
5.942492833E0;3.015179901E0;-7.818241882E0;-5.512736206E0
5.957610833E0;2.659369812E0;-8.578510895E0;-5.993536377E0
5.972729708E0;1.128952332E0;-8.869805145E0;-5.667664032E0
5.987848708E0;-1.564097443E0;-1.025038422E1;-4.686155090E0
6.002967708E0;-1.829345856E0;-1.347018860E1;-4.151017914E0
